State Name ,District Name,Urban Local Bodies (Municipality/Munipal Corparation/Nac,Block,Rural Local Bodies (Gp/Ward),Total_IGNDPS
Odisha ,Kendrapara,NA,Kendrapada,Nikirei,25.52
Odisha ,Kendrapara,NA,Kendrapada,Ostapur,11.34
Odisha ,Kendrapara,NA,Kendrapada,Palasingha,9.45
Odisha ,Kendrapara,NA,Kendrapada,Purusottampur,11.34
Odisha ,Kendrapara,NA,Kendrapada,Sanamantia,17.01
Odisha ,Kendrapara,NA,Kendrapada,Shyamsundarpur,10.4
Odisha ,Kendrapara,NA,Kendrapada,Ayaba,6.62
Odisha ,Kendrapara,NA,Kendrapada,Total,413.88
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-1,0.9
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-10,0.06
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-11,0.96
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-12,0.45
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-13,0.28
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-14,0.56
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-15,0.59
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-16,0.22
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-17,0.22
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-18,0.25
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-19,0.17
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-2,0.17
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-20,0.29
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-21,0.52
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-3,0.45
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-4,0.22
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-5,0.17
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-6,0.93
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-7,0.17
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-8,0.06
Odisha ,Kendrapara,Kendrapara Municipality,NA,Ward-9,0.11
Odisha ,Kendrapara,Kendrapara Municipality,NA,Total,7.75
Odisha ,Kendrapara,NA,Mahakalapada,Alaeilo,22.08
Odisha ,Kendrapara,NA,Mahakalapada,Ameipal,16.53
Odisha ,Kendrapara,NA,Mahakalapada,Badakula,25.56
Odisha ,Kendrapara,NA,Mahakalapada,Badhi,65.39
Odisha ,Kendrapara,NA,Mahakalapada,Balipala,11.62
Odisha ,Kendrapara,NA,Mahakalapada,Baradanga,2.32
Odisha ,Kendrapara,NA,Mahakalapada,Barakandha,22.08
Odisha ,Kendrapara,NA,Mahakalapada,Batighar,3.49
Odisha ,Kendrapara,NA,Mahakalapada,Baulakani,8.13
Odisha ,Kendrapara,NA,Mahakalapada,Bijayanagar,8.22
Odisha ,Kendrapara,NA,Mahakalapada,Deulapada,26.04
Odisha ,Kendrapara,NA,Mahakalapada,Gagua,17.43
Odisha ,Kendrapara,NA,Mahakalapada,Jadupur,17.43
Odisha ,Kendrapara,NA,Mahakalapada,Jayachandrapur,5.24
Odisha ,Kendrapara,NA,Mahakalapada,Karnja,6.05
Odisha ,Kendrapara,NA,Mahakalapada,Kharinasi,2.32
Odisha ,Kendrapara,NA,Mahakalapada,Khurusia,9.63
Odisha ,Kendrapara,NA,Mahakalapada,Mahakalapada,41.83
Odisha ,Kendrapara,NA,Mahakalapada,Mangal Pur,45.37
Odisha ,Kendrapara,NA,Mahakalapada,Patalipanka,14.25
Odisha ,Kendrapara,NA,Mahakalapada,Rajagada,18.59
Odisha ,Kendrapara,NA,Mahakalapada,Ramnagar,0.73
Odisha ,Kendrapara,NA,Mahakalapada,Teragaon,17.43
Odisha ,Kendrapara,NA,Mahakalapada,Tikarapangaa,18
Odisha ,Kendrapara,NA,Mahakalapada,Tikhirii,11.62
Odisha ,Kendrapara,NA,Mahakalapada,Gadaromita,5.32
Odisha ,Kendrapara,NA,Mahakalapada,Nanjuda,2.32
Odisha ,Kendrapara,NA,Mahakalapada,Kansar & Kb Dandua,9.55
Odisha ,Kendrapara,NA,Mahakalapada,Petachhela,8.13
Odisha ,Kendrapara,NA,Mahakalapada,Total,462.7
Odisha ,Kendrapara,NA,Marsaghai,Kuhudi,1.61
Odisha ,Kendrapara,NA,Marsaghai,Jalapoka,0.32
Odisha ,Kendrapara,NA,Marsaghai,Mangarajpur,1.13
Odisha ,Kendrapara,NA,Marsaghai,Dasipur,2.74
Odisha ,Kendrapara,NA,Marsaghai,Angulai,0.28
Odisha ,Kendrapara,NA,Marsaghai,Marsaghai,1.45
Odisha ,Kendrapara,NA,Marsaghai,Dumuka,1.13
Odisha ,Kendrapara,NA,Marsaghai,Silipur,1.93
Odisha ,Kendrapara,NA,Marsaghai,Manikunda,4.35
Odisha ,Kendrapara,NA,Marsaghai,Aitipur,2.58
Odisha ,Kendrapara,NA,Marsaghai,Talasanga,1.29
Odisha ,Kendrapara,NA,Marsaghai,Jamapara,0.64
Odisha ,Kendrapara,NA,Marsaghai,Antei,3.22
Odisha ,Kendrapara,NA,Marsaghai,Mehendinagar,3.06
Odisha ,Kendrapara,NA,Marsaghai,Karilopatana,3.86
Odisha ,Kendrapara,NA,Marsaghai,Beruhan,0.97
Odisha ,Kendrapara,NA,Marsaghai,Bachharai,3.22
Odisha ,Kendrapara,NA,Marsaghai,Batira,0.64
Odisha ,Kendrapara,NA,Marsaghai,Garajanga,2.74
Odisha ,Kendrapara,NA,Marsaghai,Bandhakata,1.77
Odisha ,Kendrapara,NA,Marsaghai,Parakula,0.8
Odisha ,Kendrapara,NA,Marsaghai,Akhuadakhini,2.9
Odisha ,Kendrapara,NA,Marsaghai,Raghabpur,2.74
Odisha ,Kendrapara,NA,Marsaghai,Hindulia,0.16
Odisha ,Kendrapara,NA,Marsaghai,Total,45.53
Odisha ,Kendrapara,NA,Pattamundai,Alpua,17.32
Odisha ,Kendrapara,NA,Pattamundai,Amrutamanohi,1.76
Odisha ,Kendrapara,NA,Pattamundai,Andara,43.07
Odisha ,Kendrapara,NA,Pattamundai,Aradapalli,5.77
Odisha ,Kendrapara,NA,Pattamundai,Badamohanpur,3.46
Odisha ,Kendrapara,NA,Pattamundai,Badamulabasant,9.24
Odisha ,Kendrapara,NA,Pattamundai,Badapada,15.02
Odisha ,Kendrapara,NA,Pattamundai,Balabhadrapur,39.67
Odisha ,Kendrapara,NA,Pattamundai,Balipatna,22.58
Odisha ,Kendrapara,NA,Pattamundai,Baluria,11.55
Odisha ,Kendrapara,NA,Pattamundai,Bilikana,15.82
Odisha ,Kendrapara,NA,Pattamundai,Chandanagar,39.62
Odisha ,Kendrapara,NA,Pattamundai,Damarpur,18.48
Odisha ,Kendrapara,NA,Pattamundai,Dihapada,26.4
Odisha ,Kendrapara,NA,Pattamundai,Dihudipur,10.39
Odisha ,Kendrapara,NA,Pattamundai,Dosia,10.39
Odisha ,Kendrapara,NA,Pattamundai,Gangarampur,9.75
Odisha ,Kendrapara,NA,Pattamundai,Khadianta,14.2
Odisha ,Kendrapara,NA,Pattamundai,Khanta,27.58
Odisha ,Kendrapara,NA,Pattamundai,Narasinghpur,10.84
Odisha ,Kendrapara,NA,Pattamundai,Nilakanthapur,4.62
Odisha ,Kendrapara,NA,Pattamundai,Oupada,14.97
Odisha ,Kendrapara,NA,Pattamundai,Penthapal,15.02
Odisha ,Kendrapara,NA,Pattamundai,Sanjaria,21.18
Odisha ,Kendrapara,NA,Pattamundai,Sansarfal,16.46
Odisha ,Kendrapara,NA,Pattamundai,Sasan,13.85
Odisha ,Kendrapara,NA,Pattamundai,Singhagaon,9.68
Odisha ,Kendrapara,NA,Pattamundai,Srirampur,19.67
Odisha ,Kendrapara,NA,Pattamundai,Taradipal,3.46
Odisha ,Kendrapara,NA,Pattamundai,Kakharuni,29.48
Odisha ,Kendrapara,NA,Pattamundai,Total,501.3
Odisha ,Kendrapara,NA,Rajkanika,Trilokyapur,11.99
Odisha ,Kendrapara,NA,Rajkanika,Abdulpur,4.41
Odisha ,Kendrapara,NA,Rajkanika,Pegarapada,0.88
Odisha ,Kendrapara,NA,Rajkanika,Deaulatara,7.88
Odisha ,Kendrapara,NA,Rajkanika,Jayanagar,0.63
Odisha ,Kendrapara,NA,Rajkanika,Baraha Domanda,0.19
Odisha ,Kendrapara,NA,Rajkanika,Namatara,4.41
Odisha ,Kendrapara,NA,Rajkanika,Koranda,3.53
Odisha ,Kendrapara,NA,Rajkanika,Panasa Ganda,5.73
Odisha ,Kendrapara,NA,Rajkanika,Jagulai Pada,1.76
Odisha ,Kendrapara,NA,Rajkanika,Kanta Pada,5.29
Odisha ,Kendrapara,NA,Rajkanika,Nahuni,7.06
Odisha ,Kendrapara,NA,Rajkanika,Akhulipada,13.61
Odisha ,Kendrapara,NA,Rajkanika,Charapada,3.09
Odisha ,Kendrapara,NA,Rajkanika,Parinuapada Habalganda,3.97
Odisha ,Kendrapara,NA,Rajkanika,Koilipur,11.03
Odisha ,Kendrapara,NA,Rajkanika,Baruna,7.94
Odisha ,Kendrapara,NA,Rajkanika,Balrampur,3.53
Odisha ,Kendrapara,NA,Rajkanika,Siko,9.7
Odisha ,Kendrapara,NA,Rajkanika,Hatasahi,0.44
Odisha ,Kendrapara,NA,Rajkanika,Baghabuda,0.88
Odisha ,Kendrapara,NA,Rajkanika,Sihopada,3.99
Odisha ,Kendrapara,NA,Rajkanika,Olaver,5.29
Odisha ,Kendrapara,NA,Rajkanika,Barunadiha,6.62
Odisha ,Kendrapara,NA,Rajkanika,Katana Bania,11.91
Odisha ,Kendrapara,NA,Rajkanika,Padhanapada,2.21
Odisha ,Kendrapara,NA,Rajkanika,Varigada,5.29
Odisha ,Kendrapara,NA,Rajkanika,Taras,7.5
Odisha ,Kendrapara,NA,Rajkanika,Baradia,2.3
Odisha ,Kendrapara,NA,Rajkanika,Total,153.06
Odisha ,Kendrapara,NA,Total,NA,2430.82
Odisha ,Kendhujar,NA,Anandapur,Bailo,12.32
Odisha ,Kendhujar,NA,Anandapur,Belabahali,7.7
Odisha ,Kendhujar,NA,Anandapur,Dhakotha,15.4
Odisha ,Kendhujar,NA,Anandapur,Galaymunda,9.24
Odisha ,Kendhujar,NA,Anandapur,Haridapal,1.54
Odisha ,Kendhujar,NA,Anandapur,Kathakata,9.24
Odisha ,Kendhujar,NA,Anandapur,Kodapada,4.62
Odisha ,Kendhujar,NA,Anandapur,Kolimati,16.94
Odisha ,Kendhujar,NA,Anandapur,Manoharpur,18.48
Odisha ,Kendhujar,NA,Anandapur,Panasadiha,13.86
Odisha ,Kendhujar,NA,Anandapur,Salabani,3.93
Odisha ,Kendhujar,NA,Anandapur,Tartara,13.86
Odisha ,Kendhujar,NA,Anandapur,Total,127.13
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-1,10.73
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-10,6.13
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-12,3.07
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-13,1.53
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-14,4.6
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-15,3.07
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-16,1.53
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-2,4.6
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-3,3.07
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-4,1.53
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-5,1.53
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-6,1.53
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-7,1.54
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-8,3.07
Odisha ,Kendhujar,Anandapur Urban,NA,Ward No-9,6.13
Odisha ,Kendhujar,Anandapur Urban,NA,Total,53.66
Odisha ,Kendhujar,NA,Bansapal,Banspal,18.42
Odisha ,Kendhujar,NA,Bansapal,Baragarh,10.73
Odisha ,Kendhujar,NA,Bansapal,Fuljhar,0.15
Odisha ,Kendhujar,NA,Bansapal,Gonasika,9.2
Odisha ,Kendhujar,NA,Bansapal,Jatra,6.35
Odisha ,Kendhujar,NA,Bansapal,Kalanda,13.8
Odisha ,Kendhujar,NA,Bansapal,Kodipasa,12.26
Odisha ,Kendhujar,NA,Bansapal,Saharpur,0.08
Odisha ,Kendhujar,NA,Bansapal,Total,70.99
Odisha ,Kendhujar,Barbil Urban,NA,Ward No-1,3.04
Odisha ,Kendhujar,Barbil Urban,NA,Ward No-3,7.6
Odisha ,Kendhujar,Barbil Urban,NA,Ward No-4,3.04
Odisha ,Kendhujar,Barbil Urban,NA,Ward No-6,1.52
Odisha ,Kendhujar,Barbil Urban,NA,Ward No-8,1.52
Odisha ,Kendhujar,Barbil Urban,NA,Ward No-9,1.52
Odisha ,Kendhujar,Barbil Urban,NA,Total,18.24
Odisha ,Kendhujar,NA,Champua,Badanai,23.1
Odisha ,Kendhujar,NA,Champua,Bhanda,9.24
Odisha ,Kendhujar,NA,Champua,Bhuinpur,23.1
Odisha ,Kendhujar,NA,Champua,Chandrasekharpur,6.16
Odisha ,Kendhujar,NA,Champua,Jajaposi,7.7
Odisha ,Kendhujar,NA,Champua,Jali,1.84
Odisha ,Kendhujar,NA,Champua,Jamudalak,15.09
Odisha ,Kendhujar,NA,Champua,Jyotipur,13.87
Odisha ,Kendhujar,NA,Champua,Kalikaprasad,9.24
Odisha ,Kendhujar,NA,Champua,Karanjia,7.7
Odisha ,Kendhujar,NA,Champua,Kashipal,13.86
Odisha ,Kendhujar,NA,Champua,Kodagadia,4.62
Odisha ,Kendhujar,NA,Champua,Kutariposhi,9.24
Odisha ,Kendhujar,NA,Champua,Padua,12.32
Odisha ,Kendhujar,NA,Champua,Parshala,23.1
Odisha ,Kendhujar,NA,Champua,Rajia,6.16
Odisha ,Kendhujar,NA,Champua,Rangamatia,3.08
Odisha ,Kendhujar,NA,Champua,Rimuli,7.7
Odisha ,Kendhujar,NA,Champua,Sadangi,3.12
Odisha ,Kendhujar,NA,Champua,Sarei,1.54
Odisha ,Kendhujar,NA,Champua,Sunaposi,1.54
Odisha ,Kendhujar,NA,Champua,Unchabali,9.24
Odisha ,Kendhujar,NA,Champua,Total,212.56
Odisha ,Kendhujar,Champua Urban,NA,Ward No-1,1.51
Odisha ,Kendhujar,Champua Urban,NA,Total,1.51
Odisha ,Kendhujar,NA,Ghasipura,Alati,0.59
Odisha ,Kendhujar,NA,Ghasipura,Balaram Pur,0.78
Odisha ,Kendhujar,NA,Ghasipura,Bato,0.24
Odisha ,Kendhujar,NA,Ghasipura,Bhandaridiha,0.82
Odisha ,Kendhujar,NA,Ghasipura,Deogoan,0.48
Odisha ,Kendhujar,NA,Ghasipura,Gadabandhagoda,0.24
Odisha ,Kendhujar,NA,Ghasipura,Ganpur,0.24
Odisha ,Kendhujar,NA,Ghasipura,Gohira,0.55
Odisha ,Kendhujar,NA,Ghasipura,Keshadurapala,0.11
Odisha ,Kendhujar,NA,Ghasipura,Khalana,0.08
Odisha ,Kendhujar,NA,Ghasipura,Khaliamenta,0.12
Odisha ,Kendhujar,NA,Ghasipura,Machhalo,0.2
Odisha ,Kendhujar,NA,Ghasipura,Madanapur,0.24
Odisha ,Kendhujar,NA,Ghasipura,Radhikadeipur,0.24
Odisha ,Kendhujar,NA,Ghasipura,Ramachandrapur,0.18
Odisha ,Kendhujar,NA,Ghasipura,Tarimul,0.12
Odisha ,Kendhujar,NA,Ghasipura,Samukanendi,0.01
Odisha ,Kendhujar,NA,Ghasipura,Baripal,0.01
Odisha ,Kendhujar,NA,Ghasipura,Total,5.25
Odisha ,Kendhujar,NA,Ghatgaon,Badajamuposi,0.32
Odisha ,Kendhujar,NA,Ghatgaon,Badamasinabila,1.41
Odisha ,Kendhujar,NA,Ghatgaon,Badapichhula,0.24
Odisha ,Kendhujar,NA,Ghatgaon,Balipokhari,0.74
Odisha ,Kendhujar,NA,Ghatgaon,Barhatipura,0.74
Odisha ,Kendhujar,NA,Ghatgaon,Basantpur,0.32
Odisha ,Kendhujar,NA,Ghatgaon,Bholabeda,0.41
Odisha ,Kendhujar,NA,Ghatgaon,Binida,0.32
Odisha ,Kendhujar,NA,Ghatgaon,Dhenkikote,0.83
Odisha ,Kendhujar,NA,Ghatgaon,Gadadharpur,0.74
Odisha ,Kendhujar,NA,Ghatgaon,Khantaghar,0.41
Odisha ,Kendhujar,NA,Ghatgaon,Manoharpur,0.66
Odisha ,Kendhujar,NA,Ghatgaon,Muktapur,1.5
Odisha ,Kendhujar,NA,Ghatgaon,Mukundapurpatana,1.01
Odisha ,Kendhujar,NA,Ghatgaon,Paidapatana,0.91
Odisha ,Kendhujar,NA,Ghatgaon,Pandapada,0.32
Odisha ,Kendhujar,NA,Ghatgaon,Patilo,0.41
Odisha ,Kendhujar,NA,Ghatgaon,Pipilia,0.99
Odisha ,Kendhujar,NA,Ghatgaon,Purumunda,1.5
Odisha ,Kendhujar,NA,Ghatgaon,Rutisila,0.24
Odisha ,Kendhujar,NA,Ghatgaon,Santarapur,0.91
Odisha ,Kendhujar,NA,Ghatgaon,Sunatangiri,0.08
Odisha ,Kendhujar,NA,Ghatgaon,Tara,0.17
Odisha ,Kendhujar,NA,Ghatgaon,Toranipokhari,0.59
Odisha ,Kendhujar,NA,Ghatgaon,Uperdiha,0.59
Odisha ,Kendhujar,NA,Ghatgaon,Balabhadrapur,0.41
Odisha ,Kendhujar,NA,Ghatgaon,Total,16.77
Odisha ,Kendhujar,NA,Harichadanpur,Badapalasapal,35.26
Odisha ,Kendhujar,NA,Harichadanpur,Bareigoda,6.13
Odisha ,Kendhujar,NA,Harichadanpur,Baxibarigaon,29.13
Odisha ,Kendhujar,NA,Harichadanpur,Bhagamunda,9.2
Odisha ,Kendhujar,NA,Harichadanpur,Bhanrapur,18.4
Odisha ,Kendhujar,NA,Harichadanpur,Budhakhaman,24.53
Odisha ,Kendhujar,NA,Harichadanpur,Daitari,6.13
Odisha ,Kendhujar,NA,Harichadanpur,Dhurudiambo,15.31
Odisha ,Kendhujar,NA,Harichadanpur,Gaunighasa,12.26
Odisha ,Kendhujar,NA,Harichadanpur,Harichandanpur,7.67
Odisha ,Kendhujar,NA,Harichadanpur,Hunda,18.4
Odisha ,Kendhujar,NA,Harichadanpur,Jamujodi,10.71
Odisha ,Kendhujar,NA,Harichadanpur,Janghira,15.33
Odisha ,Kendhujar,NA,Harichadanpur,Jiranga,13.8
Odisha ,Kendhujar,NA,Harichadanpur,Junga,30.67
Odisha ,Kendhujar,NA,Harichadanpur,Manoharpur,12.25
Odisha ,Kendhujar,NA,Harichadanpur,Pitapiti,10.73
Odisha ,Kendhujar,NA,Harichadanpur,Pithagola,23
Odisha ,Kendhujar,NA,Harichadanpur,Rasola,4.6
Odisha ,Kendhujar,NA,Harichadanpur,Rebanapalaspal,12.27
Odisha ,Kendhujar,NA,Harichadanpur,Sagadapata,13.8
Odisha ,Kendhujar,NA,Harichadanpur,Sunapentha,36.79
Odisha ,Kendhujar,NA,Harichadanpur,Tangiriapal,10.73
Odisha ,Kendhujar,NA,Harichadanpur,Tentalaposi,36.79
Odisha ,Kendhujar,NA,Harichadanpur,Thakurapada,16.86
Odisha ,Kendhujar,NA,Harichadanpur,Total,430.75
Odisha ,Kendhujar,NA,Hatadihi,Aiti Pur,8.28
Odisha ,Kendhujar,NA,Hatadihi,Akarua,3.19
Odisha ,Kendhujar,NA,Hatadihi,Ambo,5.73
Odisha ,Kendhujar,NA,Hatadihi,Badarampas,1.27
Odisha ,Kendhujar,NA,Hatadihi,Balibarei,0.64
Odisha ,Kendhujar,NA,Hatadihi,Bancho,3.19
Odisha ,Kendhujar,NA,Hatadihi,Bangore,0.64
Odisha ,Kendhujar,NA,Hatadihi,Danara,1.27
Odisha ,Kendhujar,NA,Hatadihi,Dhenka,1.91
Odisha ,Kendhujar,NA,Hatadihi,Habaleswar,1.91
Odisha ,Kendhujar,NA,Hatadihi,Hatadihi,0.64
Odisha ,Kendhujar,NA,Hatadihi,Inchola,2.55
Odisha ,Kendhujar,NA,Hatadihi,Jambhira,5.73
Odisha ,Kendhujar,NA,Hatadihi,Kaligaon,15.29
Odisha ,Kendhujar,NA,Hatadihi,Mareigoan,15.93
Odisha ,Kendhujar,NA,Hatadihi,Padhiaripalli,1.91
Odisha ,Kendhujar,NA,Hatadihi,Panchugochhia,0.64
Odisha ,Kendhujar,NA,Hatadihi,Pandado,3.82
Odisha ,Kendhujar,NA,Hatadihi,Sadha,5.73
Odisha ,Kendhujar,NA,Hatadihi,Salania,7.01
Odisha ,Kendhujar,NA,Hatadihi,Samana,2.55
Odisha ,Kendhujar,NA,Hatadihi,Sasanga,2.55
Odisha ,Kendhujar,NA,Hatadihi,Soso,8.28
Odisha ,Kendhujar,NA,Hatadihi,Anara,1.91
Odisha ,Kendhujar,NA,Hatadihi,Total,102.57
Odisha ,Kendhujar,NA,Jhumpura,Arsala,2.26
Odisha ,Kendhujar,NA,Jhumpura,Asanpat,1.99
Odisha ,Kendhujar,NA,Jhumpura,Badabhumuriya,0.13
Odisha ,Kendhujar,NA,Jhumpura,Balibandha,1.73
Odisha ,Kendhujar,NA,Jhumpura,Basantapur,1.06
Odisha ,Kendhujar,NA,Jhumpura,Chauthia,0.27
Odisha ,Kendhujar,NA,Jhumpura,Dhanurjaypur,1.46
Odisha ,Kendhujar,NA,Jhumpura,Gumura,1.46
Odisha ,Kendhujar,NA,Jhumpura,Khendara,1.33
Odisha ,Kendhujar,NA,Jhumpura,Khuntapada,1.33
Odisha ,Kendhujar,NA,Jhumpura,Kutugoan,0.67
Odisha ,Kendhujar,NA,Jhumpura,Malada,0.8
Odisha ,Kendhujar,NA,Jhumpura,Nahabeda,2.39
Odisha ,Kendhujar,NA,Jhumpura,Naradpur,0.8
Odisha ,Kendhujar,NA,Jhumpura,Tukudiha,0.13
Odisha ,Kendhujar,NA,Jhumpura,Ukhunda,2.53
Odisha ,Kendhujar,NA,Jhumpura,Total,20.34
Odisha ,Kendhujar,NA,Joda,Ansheikala,15.54
Odisha ,Kendhujar,NA,Joda,Badakalimati,4.66
Odisha ,Kendhujar,NA,Joda,Balada,3.11
Odisha ,Kendhujar,NA,Joda,Balagoda,9.17
Odisha ,Kendhujar,NA,Joda,Balani,1.55
Odisha ,Kendhujar,NA,Joda,Bhadrasahi,5.68
Odisha ,Kendhujar,NA,Joda,Bhuyanroida,10.88
Odisha ,Kendhujar,NA,Joda,Birikala,6.22
Odisha ,Kendhujar,NA,Joda,Chamakpur,30.53
Odisha ,Kendhujar,NA,Joda,Deojhar,21.76
Odisha ,Kendhujar,NA,Joda,Guali,16.94
Odisha ,Kendhujar,NA,Joda,Jajanga,6.22
Odisha ,Kendhujar,NA,Joda,Jalahari,6.22
Odisha ,Kendhujar,NA,Joda,Kandara,15.54
Odisha ,Kendhujar,NA,Joda,Palasha,6.22
Odisha ,Kendhujar,NA,Joda,Serenda,0.85
Odisha ,Kendhujar,NA,Joda,Laidapada,1.71
Odisha ,Kendhujar,NA,Joda,Karakhendra,1.71
Odisha ,Kendhujar,NA,Joda,Total,164.51
Odisha ,Kendhujar,Joda Urban,NA,Ward No-1,1.55
Odisha ,Kendhujar,Joda Urban,NA,Ward No-10,1.55
Odisha ,Kendhujar,Joda Urban,NA,Ward No-11,1.55
Odisha ,Kendhujar,Joda Urban,NA,Ward No-13,3.11
Odisha ,Kendhujar,Joda Urban,NA,Ward No-3,3.11
Odisha ,Kendhujar,Joda Urban,NA,Ward No-5,3.11
Odisha ,Kendhujar,Joda Urban,NA,Ward No-6,4.62
Odisha ,Kendhujar,Joda Urban,NA,Ward No-7,9.32
Odisha ,Kendhujar,Joda Urban,NA,Ward No-9,1.55
Odisha ,Kendhujar,Joda Urban,NA,Total,29.47
Odisha ,Kendhujar,NA,Kendujhar Sadar,Baradapal,3.07
Odisha ,Kendhujar,NA,Kendujhar Sadar,Bauripada,4.6
Odisha ,Kendhujar,NA,Kendujhar Sadar,Dimbo,1.53
Odisha ,Kendhujar,NA,Kendujhar Sadar,Gobardhan,1.53
Odisha ,Kendhujar,NA,Kendujhar Sadar,Handibhanga,6.13
Odisha ,Kendhujar,NA,Kendujhar Sadar,Janardan Pur,10.72
Odisha ,Kendhujar,NA,Kendujhar Sadar,Kandrapasi,4.6
Odisha ,Kendhujar,NA,Kendujhar Sadar,Kathabari,3.07
Odisha ,Kendhujar,NA,Kendujhar Sadar,Kaunrikala,4.6
Odisha ,Kendhujar,NA,Kendujhar Sadar,Mahadeijoda,3.07
Odisha ,Kendhujar,NA,Kendujhar Sadar,Maidankel,3.07
Odisha ,Kendhujar,NA,Kendujhar Sadar,Mandua,15.33
Odisha ,Kendhujar,NA,Kendujhar Sadar,Naranpur,3.07
Odisha ,Kendhujar,NA,Kendujhar Sadar,Nelung,1.53
Odisha ,Kendhujar,NA,Kendujhar Sadar,Nuagaon,4.6
Odisha ,Kendhujar,NA,Kendujhar Sadar,Padmapur,4.6
Odisha ,Kendhujar,NA,Kendujhar Sadar,Palaspanga,3.07
Odisha ,Kendhujar,NA,Kendujhar Sadar,Parjanpur,6.13
Odisha ,Kendhujar,NA,Kendujhar Sadar,Raghunathpur,1.53
Odisha ,Kendhujar,NA,Kendujhar Sadar,Raisuan,1.53
Odisha ,Kendhujar,NA,Kendujhar Sadar,Shankiri,3.07
Odisha ,Kendhujar,NA,Kendujhar Sadar,Sirispal,3.07
Odisha ,Kendhujar,NA,Kendujhar Sadar,Gopinathpur,3.07
Odisha ,Kendhujar,NA,Kendujhar Sadar,Total,96.59
Odisha ,Kendhujar,Keonjhar Urban,NA,Ward No-1,1.54
Odisha ,Kendhujar,Keonjhar Urban,NA,Ward No-15,0.01
Odisha ,Kendhujar,Keonjhar Urban,NA,Ward No-18,1.76
Odisha ,Kendhujar,Keonjhar Urban,NA,Ward No-3,7.7
Odisha ,Kendhujar,Keonjhar Urban,NA,Ward No-4,3.08
Odisha ,Kendhujar,Keonjhar Urban,NA,Ward No-5,9.83
Odisha ,Kendhujar,Keonjhar Urban,NA,Ward No-6,1.54
Odisha ,Kendhujar,Keonjhar Urban,NA,Ward No-7,1.54
Odisha ,Kendhujar,Keonjhar Urban,NA,Total,27
Odisha ,Kendhujar,NA,Patana,Bada Patana,19.93
Odisha ,Kendhujar,NA,Patana,Baunshuli,9.2
Odisha ,Kendhujar,NA,Patana,Budhikapudi,12.26
Odisha ,Kendhujar,NA,Patana,Chakundapal,10.73
Odisha ,Kendhujar,NA,Patana,Chemana,3
Odisha ,Kendhujar,NA,Patana,Chinamalipasi,0.22
Odisha ,Kendhujar,NA,Patana,Dumuria,0.72
Odisha ,Kendhujar,NA,Patana,Erendei,7.67
Odisha ,Kendhujar,NA,Patana,Jamunaposi,18.59
Odisha ,Kendhujar,NA,Patana,Kantiapada,7.68
Odisha ,Kendhujar,NA,Patana,Kendeiposi,0.54
Odisha ,Kendhujar,NA,Patana,Khireitangiri,13.82
Odisha ,Kendhujar,NA,Patana,Mirigikhoji,1.53
Odisha ,Kendhujar,NA,Patana,Murusuan,0.18
Odisha ,Kendhujar,NA,Patana,Mushakhari,7.7
Odisha ,Kendhujar,NA,Patana,Palanaghati,0.14
Odisha ,Kendhujar,NA,Patana,Saraskola,1.53
Odisha ,Kendhujar,NA,Patana,Tangarapada,18.48
Odisha ,Kendhujar,NA,Patana,Turumunga,3.07
Odisha ,Kendhujar,NA,Patana,Total,136.99
Odisha ,Kendhujar,NA,Saharapada,Baikala,9.24
