State Name ,District Name,Urban Local Bodies (Municipality/Munipal Corparation/Nac,Block,Rural Local Bodies (Gp/Ward),Total_IGNDPS
Odisha ,Puri,NA,Delanga,Rengala,1.97
Odisha ,Puri,NA,Delanga,Singhbramhapur,0.63
Odisha ,Puri,NA,Delanga,Arishal,2.18
Odisha ,Puri,NA,Delanga,Delang Kothabara,2.56
Odisha ,Puri,NA,Delanga,Jenapur,2.14
Odisha ,Puri,NA,Delanga,Harirajpur,1.18
Odisha ,Puri,NA,Delanga,Beraboi,1.97
Odisha ,Puri,NA,Delanga,Chainpur,3.09
Odisha ,Puri,NA,Delanga,Gualipara,1
Odisha ,Puri,NA,Delanga,Dhanakera,4.58
Odisha ,Puri,NA,Delanga,Abhayamukhi,4.03
Odisha ,Puri,NA,Delanga,Gadamotari,3.15
Odisha ,Puri,NA,Delanga,Khelaur,0.55
Odisha ,Puri,NA,Delanga,Rencha,1.18
Odisha ,Puri,NA,Delanga,Ghanipur,4.78
Odisha ,Puri,NA,Delanga,Total,44.22
Odisha ,Puri,NA,Gop,Bania Sahi,6.12
Odisha ,Puri,NA,Gop,Kuanpada,3.43
Odisha ,Puri,NA,Gop,Chhaitana,1.27
Odisha ,Puri,NA,Gop,Rahangagorada,8.32
Odisha ,Puri,NA,Gop,Dhumala,2.1
Odisha ,Puri,NA,Gop,Nuakholmara,0.52
Odisha ,Puri,NA,Gop,Badagaon,2.49
Odisha ,Puri,NA,Gop,Bantaligrama,2.46
Odisha ,Puri,NA,Gop,Ganeswarpur,7.21
Odisha ,Puri,NA,Gop,Bedapur,7.76
Odisha ,Puri,NA,Gop,Destali,2.21
Odisha ,Puri,NA,Gop,Andaraichhapur,4.87
Odisha ,Puri,NA,Gop,Mahalpada,2.11
Odisha ,Puri,NA,Gop,Erabanga,4.72
Odisha ,Puri,NA,Gop,Payara,1.74
Odisha ,Puri,NA,Gop,Banakhandi,3.95
Odisha ,Puri,NA,Gop,Biratunga,3.3
Odisha ,Puri,NA,Gop,Gop,4.89
Odisha ,Puri,NA,Gop,Nagapur,5.32
Odisha ,Puri,NA,Gop,Jangalabori,1.84
Odisha ,Puri,NA,Gop,Tarakora,4.1
Odisha ,Puri,NA,Gop,Simili,1.97
Odisha ,Puri,NA,Gop,Sutana,1.53
Odisha ,Puri,NA,Gop,Baulanga,4.36
Odisha ,Puri,NA,Gop,Badatara,1.65
Odisha ,Puri,NA,Gop,Gadabhingura,1.11
Odisha ,Puri,NA,Gop,Itibhuan,1.55
Odisha ,Puri,NA,Gop,Achyutapur,1.05
Odisha ,Puri,NA,Gop,Sorobha,0.5
Odisha ,Puri,NA,Gop,Davar,4.65
Odisha ,Puri,NA,Gop,Ishanpur,0.75
Odisha ,Puri,NA,Gop,Total,99.85
Odisha ,Puri,NA,Kakat Pur,Nashikeswar,4.75
Odisha ,Puri,NA,Kakat Pur,Kadua Nuagaon,3.85
Odisha ,Puri,NA,Kakat Pur,Kakatpur,2.42
Odisha ,Puri,NA,Kakat Pur,Katakana,6.15
Odisha ,Puri,NA,Kakat Pur,Jaleswar Para,2.37
Odisha ,Puri,NA,Kakat Pur,Suhagpur,4.12
Odisha ,Puri,NA,Kakat Pur,Lata Haran,2.53
Odisha ,Puri,NA,Kakat Pur,Banguri Gaon,12.1
Odisha ,Puri,NA,Kakat Pur,Abadan,4.44
Odisha ,Puri,NA,Kakat Pur,Kundhei,3.59
Odisha ,Puri,NA,Kakat Pur,Patasundar Pur,2.98
Odisha ,Puri,NA,Kakat Pur,Kantapara,10.56
Odisha ,Puri,NA,Kakat Pur,Othaka,3.08
Odisha ,Puri,NA,Kakat Pur,Kurujanga,2.1
Odisha ,Puri,NA,Kakat Pur,Suhanpur,0.88
Odisha ,Puri,NA,Kakat Pur,Bhandaghar,3.34
Odisha ,Puri,NA,Kakat Pur,Total,69.26
Odisha ,Puri,NA,Kanas,Dokanda,5.34
Odisha ,Puri,NA,Kanas,Gopinathpur,1.25
Odisha ,Puri,NA,Kanas,Gadasahi,3.47
Odisha ,Puri,NA,Kanas,Kadua,2.3
Odisha ,Puri,NA,Kanas,Gadasanaputa,5.99
Odisha ,Puri,NA,Kanas,Badal,4.33
Odisha ,Puri,NA,Kanas,Badas,1.51
Odisha ,Puri,NA,Kanas,Kanas,4.78
Odisha ,Puri,NA,Kanas,Andal Singh,2.99
Odisha ,Puri,NA,Kanas,Sahupada,2.13
Odisha ,Puri,NA,Kanas,Jamalgada,1.29
Odisha ,Puri,NA,Kanas,Gada Badaput,2.65
Odisha ,Puri,NA,Kanas,Serei,5.28
Odisha ,Puri,NA,Kanas,Trilochan Pur,5.61
Odisha ,Puri,NA,Kanas,Gadabalabhadrapur,0.22
Odisha ,Puri,NA,Kanas,Alibada,2.3
Odisha ,Puri,NA,Kanas,Baku,0.97
Odisha ,Puri,NA,Kanas,Chupuring,2.59
Odisha ,Puri,NA,Kanas,Deipur,1.2
Odisha ,Puri,NA,Kanas,Pandiakera,3.49
Odisha ,Puri,NA,Kanas,Khandahata,5.97
Odisha ,Puri,NA,Kanas,Dibyasingh Pur,2.73
Odisha ,Puri,NA,Kanas,Anlajodi,1.6
Odisha ,Puri,NA,Kanas,Dochhian,5.68
Odisha ,Puri,NA,Kanas,Gadisagada,0.92
Odisha ,Puri,NA,Kanas,Gadakharada,2.56
Odisha ,Puri,NA,Kanas,Bindhana,5.52
Odisha ,Puri,NA,Kanas,Bijipur,9.24
Odisha ,Puri,NA,Kanas,Total,93.91
Odisha ,Puri,Konark Urban,NA,Ward-1,0.19
Odisha ,Puri,Konark Urban,NA,Ward-11,0.13
Odisha ,Puri,Konark Urban,NA,Ward-12,0.48
Odisha ,Puri,Konark Urban,NA,Ward-13,0.48
Odisha ,Puri,Konark Urban,NA,Ward-3,0.15
Odisha ,Puri,Konark Urban,NA,Ward-8,0.24
Odisha ,Puri,Konark Urban,NA,Total,1.67
Odisha ,Puri,NA,Krushnaprasad,Siandi,4.06
Odisha ,Puri,NA,Krushnaprasad,Bramha Pur,1.08
Odisha ,Puri,NA,Krushnaprasad,Gambhari,0.18
Odisha ,Puri,NA,Krushnaprasad,Nuapada,6.08
Odisha ,Puri,NA,Krushnaprasad,Manika,1.53
Odisha ,Puri,NA,Krushnaprasad,Badaanla,2.13
Odisha ,Puri,NA,Krushnaprasad,Bajrakote,4.78
Odisha ,Puri,NA,Krushnaprasad,Satapada,5.09
Odisha ,Puri,NA,Krushnaprasad,Alanda,2.08
Odisha ,Puri,NA,Krushnaprasad,Maluda,11.75
Odisha ,Puri,NA,Krushnaprasad,Pirijipur,3.34
Odisha ,Puri,NA,Krushnaprasad,Krushna Prassad,0.81
Odisha ,Puri,NA,Krushnaprasad,Budhibar,1.83
Odisha ,Puri,NA,Krushnaprasad,Ramalenka,2.21
Odisha ,Puri,NA,Krushnaprasad,Arakhakuda,2.76
Odisha ,Puri,NA,Krushnaprasad,Titipa,4.19
Odisha ,Puri,NA,Krushnaprasad,Badajhada,8.87
Odisha ,Puri,NA,Krushnaprasad,Gomundia,0.95
Odisha ,Puri,NA,Krushnaprasad,Siala,8.67
Odisha ,Puri,NA,Krushnaprasad,Panasa Pada,3.25
Odisha ,Puri,NA,Krushnaprasad,Gopinathpur,0.95
Odisha ,Puri,NA,Krushnaprasad,Total,76.59
Odisha ,Puri,NA,Nimapada,Chanighanga,2.13
Odisha ,Puri,NA,Nimapada,Antuara,0.9
Odisha ,Puri,NA,Nimapada,Miteipur,2.13
Odisha ,Puri,NA,Nimapada,Sagada,2.05
Odisha ,Puri,NA,Nimapada,Baharana,0.13
Odisha ,Puri,NA,Nimapada,Bamanala,0.93
Odisha ,Puri,NA,Nimapada,Haripur,1.86
Odisha ,Puri,NA,Nimapada,Salanga,0.8
Odisha ,Puri,NA,Nimapada,Alanda,2.26
Odisha ,Puri,NA,Nimapada,Balanga,1.2
Odisha ,Puri,NA,Nimapada,Bhogasalada,0.53
Odisha ,Puri,NA,Nimapada,Denua,0.67
Odisha ,Puri,NA,Nimapada,Bhodar,2.13
Odisha ,Puri,NA,Nimapada,Bhiligram,1.06
Odisha ,Puri,NA,Nimapada,Dhaleswar,3.06
Odisha ,Puri,NA,Nimapada,Terundia,1.2
Odisha ,Puri,NA,Nimapada,Tulashipur,3.86
Odisha ,Puri,NA,Nimapada,Dhanua,3.19
Odisha ,Puri,NA,Nimapada,Uchhupur,2.39
Odisha ,Puri,NA,Nimapada,Chanarapada,3.86
Odisha ,Puri,NA,Nimapada,Kalapanchana,1.33
Odisha ,Puri,NA,Nimapada,Tampala,0.4
Odisha ,Puri,NA,Nimapada,Kothakusanga,1.2
Odisha ,Puri,NA,Nimapada,Arisandha,1.06
Odisha ,Puri,NA,Nimapada,Rencha,1.06
Odisha ,Puri,NA,Nimapada,Nuasantha,0.67
Odisha ,Puri,NA,Nimapada,Bada Siribila,0.93
Odisha ,Puri,NA,Nimapada,Sainsa Sasana,1.6
Odisha ,Puri,NA,Nimapada,Gopinathpur,0.53
Odisha ,Puri,NA,Nimapada,Gadapadanpur,1.33
Odisha ,Puri,NA,Nimapada,Badamachapur,2.26
Odisha ,Puri,NA,Nimapada,Total,48.71
Odisha ,Puri,Pipili Urban,NA,Ward-1,0.16
Odisha ,Puri,Pipili Urban,NA,Ward-10,0.17
Odisha ,Puri,Pipili Urban,NA,Ward-12,0.09
Odisha ,Puri,Pipili Urban,NA,Ward-3,0.12
Odisha ,Puri,Pipili Urban,NA,Ward-4,0.1
Odisha ,Puri,Pipili Urban,NA,Ward-6,0.29
Odisha ,Puri,Pipili Urban,NA,Ward-7,0.48
Odisha ,Puri,Pipili Urban,NA,Ward-9,0.17
Odisha ,Puri,Pipili Urban,NA,Total,1.58
Odisha ,Puri,Puri Urban,NA,Ward-1,0.13
Odisha ,Puri,Puri Urban,NA,Total,0.13
Odisha ,Puri,NA,Sadar,Gopinath Pur,0.29
Odisha ,Puri,NA,Sadar,Talajanga,1.29
Odisha ,Puri,NA,Sadar,Raygorada,0.87
Odisha ,Puri,NA,Sadar,Malatipatpur,1.57
Odisha ,Puri,NA,Sadar,Gadamrugasira,1.33
Odisha ,Puri,NA,Sadar,Bhaili Pur,0.5
Odisha ,Puri,NA,Sadar,Baliguali,2.35
Odisha ,Puri,NA,Sadar,Chalishibatia,1.82
Odisha ,Puri,NA,Sadar,Pratap Purusotampur,1.3
Odisha ,Puri,NA,Sadar,Bali Put,1.67
Odisha ,Puri,NA,Sadar,Basudebapur,1.27
Odisha ,Puri,NA,Sadar,Sasandamodarpur,1.68
Odisha ,Puri,NA,Sadar,Bira Harekrushna Pur,2.23
Odisha ,Puri,NA,Sadar,Birapratap Pur,3.43
Odisha ,Puri,NA,Sadar,Balipada,2.49
Odisha ,Puri,NA,Sadar,Kaneibidyadharpur,2.02
Odisha ,Puri,NA,Sadar,Hantuka,3.53
Odisha ,Puri,NA,Sadar,Chandanpur,0.8
Odisha ,Puri,NA,Sadar,Pratapramachandrapur,3.12
Odisha ,Puri,NA,Sadar,Kerandipur,0.93
Odisha ,Puri,NA,Sadar,Jamarsuan,0.94
Odisha ,Puri,NA,Sadar,Birabalabhadra Pur,1.97
Odisha ,Puri,NA,Sadar,Bijay Ramchandra Pur,0.17
Odisha ,Puri,NA,Sadar,Samanga,0.69
Odisha ,Puri,NA,Sadar,Biranarsinghpur,1.18
Odisha ,Puri,NA,Sadar,Goudakera,2.18
Odisha ,Puri,NA,Sadar,Malatipatapur,0.34
Odisha ,Puri,NA,Sadar,Kashiharipur,0.59
Odisha ,Puri,NA,Sadar,Total,42.55
Odisha ,Puri,NA,Satyabadi,Mahura,1.06
Odisha ,Puri,NA,Satyabadi,Madhuban,1.44
Odisha ,Puri,NA,Satyabadi,Dasbidyadharpur,1.51
Odisha ,Puri,NA,Satyabadi,Balarampurgarh,3.19
Odisha ,Puri,NA,Satyabadi,Raikhandi,2.52
Odisha ,Puri,NA,Satyabadi,Biraramchandrapur,2.95
Odisha ,Puri,NA,Satyabadi,Sriramchandrapur,3.09
Odisha ,Puri,NA,Satyabadi,Dugal,1.51
Odisha ,Puri,NA,Satyabadi,Mulaalasa,3.7
Odisha ,Puri,NA,Satyabadi,Penthapada,1.18
Odisha ,Puri,NA,Satyabadi,Jaypur,1.11
Odisha ,Puri,NA,Satyabadi,Nuasomeswarpur,0.99
Odisha ,Puri,NA,Satyabadi,Biswanathpur,2.52
Odisha ,Puri,NA,Satyabadi,Parajapada,0.84
Odisha ,Puri,NA,Satyabadi,Ketakipatana,4.36
Odisha ,Puri,NA,Satyabadi,Narendrapur,1.34
Odisha ,Puri,NA,Satyabadi,Bidyadharpur,1.18
Odisha ,Puri,NA,Satyabadi,Sukal,4.37
Odisha ,Puri,NA,Satyabadi,Sandrasasan,2.69
Odisha ,Puri,NA,Satyabadi,Algum,1.34
Odisha ,Puri,NA,Satyabadi,Balapur,2.52
Odisha ,Puri,NA,Satyabadi,Kadua,2.02
Odisha ,Puri,NA,Satyabadi,Alish,1.78
Odisha ,Puri,NA,Satyabadi,Sarangajodi,0.17
Odisha ,Puri,NA,Satyabadi,Total,49.38
Odisha ,Puri,NA,Total,NA,572.94
Odisha ,Rayagada,NA,Bissamcuttack,Bhatapur,17.22
Odisha ,Rayagada,NA,Bissamcuttack,Bissamcuttack,52.42
Odisha ,Rayagada,NA,Bissamcuttack,Chanchadaguda,34.43
Odisha ,Rayagada,NA,Bissamcuttack,Chatikona,31.14
Odisha ,Rayagada,NA,Bissamcuttack,Dukum,23.66
Odisha ,Rayagada,NA,Bissamcuttack,Dummerneli,11.82
Odisha ,Rayagada,NA,Bissamcuttack,Durgi,26.85
Odisha ,Rayagada,NA,Bissamcuttack,Hajaridanga,13.28
Odisha ,Rayagada,NA,Bissamcuttack,Hatamuniguda,19.95
Odisha ,Rayagada,NA,Bissamcuttack,Jhigidi,9.1
Odisha ,Rayagada,NA,Bissamcuttack,Kankubadi,10.29
Odisha ,Rayagada,NA,Bissamcuttack,Konabai,5.46
Odisha ,Rayagada,NA,Bissamcuttack,Kumbhardhamuuni,7.28
Odisha ,Rayagada,NA,Bissamcuttack,Kurli,12.74
Odisha ,Rayagada,NA,Bissamcuttack,Kutragoda,10.92
Odisha ,Rayagada,NA,Bissamcuttack,Paikadakuluguda,9.1
Odisha ,Rayagada,NA,Bissamcuttack,Rasikola,5.46
Odisha ,Rayagada,NA,Bissamcuttack,Sahada,12.94
Odisha ,Rayagada,NA,Bissamcuttack,Thuapadi,3.18
Odisha ,Rayagada,NA,Bissamcuttack,Bethiapada,3.43
Odisha ,Rayagada,NA,Bissamcuttack,Total,320.67
Odisha ,Rayagada,NA,Chandrapur,Bijapur,18.05
Odisha ,Rayagada,NA,Chandrapur,Budubali,4.41
Odisha ,Rayagada,NA,Chandrapur,Chandrapur,88.41
Odisha ,Rayagada,NA,Chandrapur,Dangasorada,36.8
Odisha ,Rayagada,NA,Chandrapur,Hanumantapur,20.15
Odisha ,Rayagada,NA,Chandrapur,Piskapanga,10.73
Odisha ,Rayagada,NA,Chandrapur,Turiguda,8.97
Odisha ,Rayagada,NA,Chandrapur,Total,187.52
Odisha ,Rayagada,NA,Gudari,Ashada,3.63
Odisha ,Rayagada,NA,Gudari,Karlaghati,1.01
Odisha ,Rayagada,NA,Gudari,Khariguda,5.42
Odisha ,Rayagada,NA,Gudari,Kodama,1.78
Odisha ,Rayagada,NA,Gudari,M.K.Rai,26.39
Odisha ,Rayagada,NA,Gudari,Madhuban,1.01
Odisha ,Rayagada,NA,Gudari,Pendili,10.15
Odisha ,Rayagada,NA,Gudari,Sanahuma,0.15
Odisha ,Rayagada,NA,Gudari,Siriguda,7.11
Odisha ,Rayagada,NA,Gudari,Total,56.65
Odisha ,Rayagada,NA,Gunupur,Bagsala,2.03
Odisha ,Rayagada,NA,Gunupur,Bhimpur,3.04
Odisha ,Rayagada,NA,Gunupur,Chinasari,25.79
Odisha ,Rayagada,NA,Gunupur,Dombasara,10.15
Odisha ,Rayagada,NA,Gunupur,Gadiakhala,4.65
Odisha ,Rayagada,NA,Gunupur,Ghanatri,6.68
Odisha ,Rayagada,NA,Gunupur,Gothaalpadar,20.89
Odisha ,Rayagada,NA,Gunupur,Jagannathpur,23.09
Odisha ,Rayagada,NA,Gunupur,Jaltar,19.95
Odisha ,Rayagada,NA,Gunupur,Kulsingi,9.13
Odisha ,Rayagada,NA,Gunupur,Morama,4.65
Odisha ,Rayagada,NA,Gunupur,Puttasingi,10.15
Odisha ,Rayagada,NA,Gunupur,Regeda,3.21
Odisha ,Rayagada,NA,Gunupur,Sagada,7.77
Odisha ,Rayagada,NA,Gunupur,Sirijholi,4.65
Odisha ,Rayagada,NA,Gunupur,Titimiri,2.03
Odisha ,Rayagada,NA,Gunupur,Tolana,7.64
Odisha ,Rayagada,NA,Gunupur,Abada,4.06
Odisha ,Rayagada,NA,Gunupur,Total,169
Odisha ,Rayagada,Gunupur Urban,NA,Ward-1,1.14
Odisha ,Rayagada,Gunupur Urban,NA,Ward-10,1.92
Odisha ,Rayagada,Gunupur Urban,NA,Ward-11,1.71
Odisha ,Rayagada,Gunupur Urban,NA,Ward-12,0.81
Odisha ,Rayagada,Gunupur Urban,NA,Ward-13,1.23
Odisha ,Rayagada,Gunupur Urban,NA,Ward-14,1.71
Odisha ,Rayagada,Gunupur Urban,NA,Ward-16,3.91
Odisha ,Rayagada,Gunupur Urban,NA,Ward-17,2.7
Odisha ,Rayagada,Gunupur Urban,NA,Ward-2,1.54
Odisha ,Rayagada,Gunupur Urban,NA,Ward-4,0.73
Odisha ,Rayagada,Gunupur Urban,NA,Ward-6,1.62
Odisha ,Rayagada,Gunupur Urban,NA,Ward-7,12.08
Odisha ,Rayagada,Gunupur Urban,NA,Ward-8,0.77
Odisha ,Rayagada,Gunupur Urban,NA,Total,31.87
Odisha ,Rayagada,NA,Kalyansingpur,Dhamunipanga,1.22
Odisha ,Rayagada,NA,Kalyansingpur,K.Singpur,1.88
Odisha ,Rayagada,NA,Kalyansingpur,Koropa,0.2
Odisha ,Rayagada,NA,Kalyansingpur,Majhiguda,0.2
Odisha ,Rayagada,NA,Kalyansingpur,Narayanpur,3.94
Odisha ,Rayagada,NA,Kalyansingpur,Parsali,1.89
Odisha ,Rayagada,NA,Kalyansingpur,Poloma,0.61
Odisha ,Rayagada,NA,Kalyansingpur,Pujariguda,0.62
Odisha ,Rayagada,NA,Kalyansingpur,Seriguma,0.85
Odisha ,Rayagada,NA,Kalyansingpur,Sikarpai,0.63
Odisha ,Rayagada,NA,Kalyansingpur,Singari,1.03
Odisha ,Rayagada,NA,Kalyansingpur,Sunakhandi,1.04
Odisha ,Rayagada,NA,Kalyansingpur,Kandhakatipadu,0.02
Odisha ,Rayagada,NA,Kalyansingpur,Total,14.13
Odisha ,Rayagada,NA,Kasipur,Adajore,0.11
Odisha ,Rayagada,NA,Kasipur,Kasipur,0.22
Odisha ,Rayagada,NA,Kasipur,Mandibisi,0.34
Odisha ,Rayagada,NA,Kasipur,Pudapadi,0.44
Odisha ,Rayagada,NA,Kasipur,Sankarada,0.67
Odisha ,Rayagada,NA,Kasipur,Sunger,1.22
Odisha ,Rayagada,NA,Kasipur,Talajhari,0.67
Odisha ,Rayagada,NA,Kasipur,Tikiri,0.56
Odisha ,Rayagada,NA,Kasipur,Siripai,0.22
Odisha ,Rayagada,NA,Kasipur,Total,4.45
Odisha ,Rayagada,NA,Kolnara,Bankili,2.77
Odisha ,Rayagada,NA,Kolnara,Bhoimada,3.34
Odisha ,Rayagada,NA,Kolnara,Dumuriguda,1.03
Odisha ,Rayagada,NA,Kolnara,Dunduli,0.88
Odisha ,Rayagada,NA,Kolnara,Gadiseskhal,0.83
Odisha ,Rayagada,NA,Kolnara,Jhoridi,1.32
Odisha ,Rayagada,NA,Kolnara,Kailaspur,0.29
Odisha ,Rayagada,NA,Kolnara,Kartikaguda,0.9
Odisha ,Rayagada,NA,Kolnara,Mukundapur,1.31
Odisha ,Rayagada,NA,Kolnara,Rekhapadar,1.91
Odisha ,Rayagada,NA,Kolnara,Suri,1.18
Odisha ,Rayagada,NA,Kolnara,Therubali,0.72
Odisha ,Rayagada,NA,Kolnara,Kelliguda,0.13
Odisha ,Rayagada,NA,Kolnara,Katikona,0.19
Odisha ,Rayagada,NA,Kolnara,Total,16.8
Odisha ,Rayagada,NA,Muniguda,Agula,0.73
Odisha ,Rayagada,NA,Muniguda,Amalabhatta,0.49
Odisha ,Rayagada,NA,Muniguda,Ambadala,0.91
Odisha ,Rayagada,NA,Muniguda,Bhairabagada,0.92
Odisha ,Rayagada,NA,Muniguda,Dimiriguda,0.43
Odisha ,Rayagada,NA,Muniguda,Ichapur,0.78
Odisha ,Rayagada,NA,Muniguda,Jagdalpur,0.9
Odisha ,Rayagada,NA,Muniguda,Kumdabali,0.57
Odisha ,Rayagada,NA,Muniguda,Muniguda,0.29
Odisha ,Rayagada,NA,Muniguda,Munikhol,0.76
Odisha ,Rayagada,NA,Muniguda,Paikaranipinda,0.81
Odisha ,Rayagada,NA,Muniguda,Patraguda,0.74
Odisha ,Rayagada,NA,Muniguda,Raghubari,0.17
Odisha ,Rayagada,NA,Muniguda,Saradhapur,0.17
Odisha ,Rayagada,NA,Muniguda,Sibapadar,0.31
Odisha ,Rayagada,NA,Muniguda,Telengapadar,0.24
Odisha ,Rayagada,NA,Muniguda,Ghamataguda,0.28
Odisha ,Rayagada,NA,Muniguda,Total,9.5
Odisha ,Rayagada,NA,Padmapur,Akhusingi,3.7
Odisha ,Rayagada,NA,Padmapur,Gudiabandha,2.77
Odisha ,Rayagada,NA,Padmapur,Guluguda,2.77
Odisha ,Rayagada,NA,Padmapur,Indupur,4.16
Odisha ,Rayagada,NA,Padmapur,Jatili,3.54
Odisha ,Rayagada,NA,Padmapur,Khamapadar,1.85
Odisha ,Rayagada,NA,Padmapur,Likitipadar,4.62
Odisha ,Rayagada,NA,Padmapur,Nuagada,6.47
Odisha ,Rayagada,NA,Padmapur,Padamapur,2.08
Odisha ,Rayagada,NA,Padmapur,Tembaguda,3.46
Odisha ,Rayagada,NA,Padmapur,Total,35.42
Odisha ,Rayagada,NA,Ramanaguda,Bhamini,4
Odisha ,Rayagada,NA,Ramanaguda,Boothing,1.57
Odisha ,Rayagada,NA,Ramanaguda,Gogupadu,2.74
Odisha ,Rayagada,NA,Ramanaguda,Gosein Gulumunda,2.74
Odisha ,Rayagada,NA,Ramanaguda,Gulumunda,3.92
Odisha ,Rayagada,NA,Ramanaguda,Kujendri,2.35
Odisha ,Rayagada,NA,Ramanaguda,Neelamguda,9.02
Odisha ,Rayagada,NA,Ramanaguda,Parikhiti,2.54
Odisha ,Rayagada,NA,Ramanaguda,Penkam,1.96
Odisha ,Rayagada,NA,Ramanaguda,Sundhidhamini,5.99
Odisha ,Rayagada,NA,Ramanaguda,Ukkumba,5.1
Odisha ,Rayagada,NA,Ramanaguda,Gulunthi,4.31
Odisha ,Rayagada,NA,Ramanaguda,Total,46.24
Odisha ,Rayagada,NA,Rayagada,Bada Alubadi,0.27
Odisha ,Rayagada,NA,Rayagada,Badaerukubadi,0.82
Odisha ,Rayagada,NA,Rayagada,Bairagihallua,0.27
Odisha ,Rayagada,NA,Rayagada,Chandili,0.53
Odisha ,Rayagada,NA,Rayagada,Dangalodi,0.91
Odisha ,Rayagada,NA,Rayagada,Gajigam,0.18
Odisha ,Rayagada,NA,Rayagada,Haluwa,0.82
Odisha ,Rayagada,NA,Rayagada,Hatseshkhal,0.09
Odisha ,Rayagada,NA,Rayagada,Jemadaipentha,0.64
Odisha ,Rayagada,NA,Rayagada,Kampamaligam,0.46
Odisha ,Rayagada,NA,Rayagada,Karlakana,0.09
Odisha ,Rayagada,NA,Rayagada,Karubai,0.18
Odisha ,Rayagada,NA,Rayagada,Kereda,0.73
Odisha ,Rayagada,NA,Rayagada,Kumbhikota,0.36
Odisha ,Rayagada,NA,Rayagada,Kumtalpeta,0.18
Odisha ,Rayagada,NA,Rayagada,Matikona,0.09
Odisha ,Rayagada,NA,Rayagada,Nakiti,0.27
Odisha ,Rayagada,NA,Rayagada,Total,6.89
Odisha ,Rayagada,Rayagada Urban,NA,Ward-10,0.41
Odisha ,Rayagada,Rayagada Urban,NA,Ward-11,0.61
Odisha ,Rayagada,Rayagada Urban,NA,Ward-14,0.2
Odisha ,Rayagada,Rayagada Urban,NA,Ward-16,0.2
Odisha ,Rayagada,Rayagada Urban,NA,Ward-17,0.2
Odisha ,Rayagada,Rayagada Urban,NA,Ward-18,0.41
Odisha ,Rayagada,Rayagada Urban,NA,Ward-19,0.27
Odisha ,Rayagada,Rayagada Urban,NA,Ward-2,0.41
Odisha ,Rayagada,Rayagada Urban,NA,Ward-22,0.41
Odisha ,Rayagada,Rayagada Urban,NA,Ward-23,0.67
Odisha ,Rayagada,Rayagada Urban,NA,Ward-24,1.28
Odisha ,Rayagada,Rayagada Urban,NA,Ward-3,1.27
Odisha ,Rayagada,Rayagada Urban,NA,Ward-4,0.67
Odisha ,Rayagada,Rayagada Urban,NA,Ward-5,0.61
Odisha ,Rayagada,Rayagada Urban,NA,Ward-7,0.2
Odisha ,Rayagada,Rayagada Urban,NA,Ward-8,0.2
Odisha ,Rayagada,Rayagada Urban,NA,Total,8.02
Odisha ,Rayagada,NA,Total,NA,907.16
Odisha ,Sambalpur,NA,Bamra,Babuniktimal,1.67
Odisha ,Sambalpur,NA,Bamra,Baunsalaga,2.17
Odisha ,Sambalpur,NA,Bamra,Garposh,1.82
Odisha ,Sambalpur,NA,Bamra,Govindpur,4.45
Odisha ,Sambalpur,NA,Bamra,Jarabaga,6.16
Odisha ,Sambalpur,NA,Bamra,Kabribahal,2.66
Odisha ,Sambalpur,NA,Bamra,Keseibahal,7.48
Odisha ,Sambalpur,NA,Bamra,Kinabaga,6.47
Odisha ,Sambalpur,NA,Bamra,Kutarimal,3.28
Odisha ,Sambalpur,NA,Bamra,Lariapali,5.84
Odisha ,Sambalpur,NA,Bamra,Mahulpali,5.46
Odisha ,Sambalpur,NA,Bamra,Pindapathar,2.65
Odisha ,Sambalpur,NA,Bamra,Rabaga,3.08
Odisha ,Sambalpur,NA,Bamra,Rangiatikra,3.22
Odisha ,Sambalpur,NA,Bamra,Sagara,1.14
Odisha ,Sambalpur,NA,Bamra,Turei,4
Odisha ,Sambalpur,NA,Bamra,Uchkapat,5.46
Odisha ,Sambalpur,NA,Bamra,Total,67.01
Odisha ,Sambalpur,NA,Jamankira,Badarama,1.62
Odisha ,Sambalpur,NA,Jamankira,Badmal,0.65
Odisha ,Sambalpur,NA,Jamankira,Bhojpur,3.04
Odisha ,Sambalpur,NA,Jamankira,Chakuliabahal,2.84
Odisha ,Sambalpur,NA,Jamankira,Dimirimunda,0.61
Odisha ,Sambalpur,NA,Jamankira,Fasimal,0.2
Odisha ,Sambalpur,NA,Jamankira,Gundruchuan,1.01
Odisha ,Sambalpur,NA,Jamankira,Jamankira,1.62
Odisha ,Sambalpur,NA,Jamankira,Kasada,0.59
Odisha ,Sambalpur,NA,Jamankira,Katangpani,0.2
Odisha ,Sambalpur,NA,Jamankira,Kenadhipa,1.47
Odisha ,Sambalpur,NA,Jamankira,Kharsanmal,0.25
Odisha ,Sambalpur,NA,Jamankira,Kulundi,1.01
Odisha ,Sambalpur,NA,Jamankira,Mahada,1.42
Odisha ,Sambalpur,NA,Jamankira,Mundhenpali,0.81
Odisha ,Sambalpur,NA,Jamankira,Siridi,1.62
Odisha ,Sambalpur,NA,Jamankira,Subarnapali,0.81
Odisha ,Sambalpur,NA,Jamankira,Tikiba,1.83
Odisha ,Sambalpur,NA,Jamankira,Tikilipara,0.61
Odisha ,Sambalpur,NA,Jamankira,Total,22.21
Odisha ,Sambalpur,NA,Naktideul,Ballam,3.97
