s_state,s_district,s_block,Sl.No,s_gp,SC,ST,Minority,Others,Total,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,keonjhar,harichandpur,14,junga,12.75,79.25,0,34.3,126.3,4205,keonjhar,harichandpur,junga
odisha,keonjhar,harichandpur,15,manoharpur,7.75,32.15,0,31.25,71.15,4206,keonjhar,harichandpur,manoharpur
odisha,keonjhar,harichandpur,16,pitapiti,2.05,4.05,0,6.7,12.8,4207,keonjhar,harichandpur,pitapiti
odisha,keonjhar,harichandpur,17,pithagola,27.3,127.7,0,42.45,197.45,4208,keonjhar,harichandpur,pithagola
odisha,keonjhar,harichandpur,18,rasola,3.95,26.35,0,0,30.3,4209,keonjhar,harichandpur,rasola
odisha,keonjhar,harichandpur,19,rebanapalaspal,3.1,142.4,0,18.45,163.95,4210,keonjhar,harichandpur,rebanapalaspal
odisha,keonjhar,harichandpur,20,sagadapata,5.1,166.25,0,16.8,188.15,4211,keonjhar,harichandpur,sagadapata
odisha,keonjhar,harichandpur,21,sunapentha,27.9,84.65,0,81.75,194.3,4212,keonjhar,harichandpur,sunapentha
odisha,keonjhar,harichandpur,22,tangiriapal,2.15,89.55,0,12.9,104.6,4213,keonjhar,harichandpur,tangiriapal
odisha,keonjhar,harichandpur,23,tentalaposi,5.8,162.6,0,70.2,238.6,4214,keonjhar,harichandpur,tentalaposi
odisha,keonjhar,harichandpur,24,thakurapada,4.9,17.1,0,32.05,54.05,4215,keonjhar,harichandpur,thakurapada
odisha,keonjhar,harichandpur,NA,daitari,NA,NA,NA,NA,NA,4216,keonjhar,harichandpur,daitari
odisha,keonjhar,hatadihi,1,aiti pur,9.65,2.15,0,28.2,40,4217,keonjhar,hatadihi,aiti pur
odisha,keonjhar,hatadihi,2,akarua,8.45,0.6,0,11.1,20.15,4218,keonjhar,hatadihi,akarua
odisha,keonjhar,hatadihi,3,ambo,55.55,0,0,44.4,99.95,4219,keonjhar,hatadihi,ambo
odisha,keonjhar,hatadihi,4,anara,12.25,1.4,0,44.5,58.15,4220,keonjhar,hatadihi,anara
odisha,keonjhar,hatadihi,5,badarampas,37.65,1.7,0,46.6,85.95,4221,keonjhar,hatadihi,badarampas
odisha,keonjhar,hatadihi,6,balibarei,43.25,43.9,0,0,87.15,4222,keonjhar,hatadihi,balibarei
odisha,keonjhar,hatadihi,7,bancho,33.15,5.1,0,61.7,99.95,4223,keonjhar,hatadihi,bancho
odisha,keonjhar,hatadihi,8,bangore,33,82.3,0,0,115.3,4224,keonjhar,hatadihi,bangore
odisha,keonjhar,hatadihi,9,danara,19.05,0.75,0,59.8,79.6,4225,keonjhar,hatadihi,danara
odisha,keonjhar,hatadihi,10,dhanurjaypur,11.6,51.7,0,0,63.3,4226,keonjhar,hatadihi,dhanurjaypur
odisha,keonjhar,hatadihi,11,dhenka,124.95,166.3,0,0,291.25,4227,keonjhar,hatadihi,dhenka
odisha,keonjhar,hatadihi,12,gedma,25.8,1.65,0,30.25,57.7,4228,keonjhar,hatadihi,gedma
odisha,keonjhar,hatadihi,13,habaleswar,7.7,0,0,63.6,71.3,4229,keonjhar,hatadihi,habaleswar
odisha,keonjhar,hatadihi,14,hadgarh,0,25.05,0,1,26.05,4230,keonjhar,hatadihi,hadgarh
odisha,keonjhar,hatadihi,15,hatadihi,26.25,1.6,0,25.5,53.35,4231,keonjhar,hatadihi,hatadihi
odisha,keonjhar,hatadihi,16,inchola,4.2,0.75,0,10.95,15.9,4232,keonjhar,hatadihi,inchola
odisha,keonjhar,hatadihi,17,jambhira,35.45,2.7,0,23.65,61.8,4233,keonjhar,hatadihi,jambhira
odisha,keonjhar,hatadihi,18,kaligaon,4.05,0.2,0,40.2,44.45,4234,keonjhar,hatadihi,kaligaon
odisha,keonjhar,hatadihi,19,kanleibalipal,1.2,87.4,0,0,88.6,4235,keonjhar,hatadihi,kanleibalipal
odisha,keonjhar,hatadihi,20,mareigoan,22.8,2.35,0,81.35,106.5,4236,keonjhar,hatadihi,mareigoan
odisha,keonjhar,hatadihi,21,orali,82.8,9.1,0,48.15,140.05,4237,keonjhar,hatadihi,orali
odisha,keonjhar,hatadihi,22,padhiaripalli,45.8,124.8,0,0,170.6,4238,keonjhar,hatadihi,padhiaripalli
odisha,keonjhar,hatadihi,23,panchugochhia,55.8,0.3,0,82.8,138.9,4239,keonjhar,hatadihi,panchugochhia
odisha,keonjhar,hatadihi,24,pandado,9,10.6,0,38.35,57.95,4240,keonjhar,hatadihi,pandado
odisha,keonjhar,hatadihi,25,sadanga,34.3,1.5,0,37.3,73.1,4241,keonjhar,hatadihi,sadanga
odisha,keonjhar,hatadihi,26,sadha,47.95,4.75,0,0,52.7,4242,keonjhar,hatadihi,sadha
odisha,keonjhar,hatadihi,27,salania,19.9,1.85,0,60.3,82.05,4243,keonjhar,hatadihi,salania
odisha,keonjhar,hatadihi,28,samana,91.25,1.2,0,125.8,218.25,4244,keonjhar,hatadihi,samana
odisha,keonjhar,hatadihi,29,sasanga,43.1,2.75,0,31.15,77,4245,keonjhar,hatadihi,sasanga
odisha,keonjhar,hatadihi,30,soso,70.25,0,0,0,70.25,4246,keonjhar,hatadihi,soso
odisha,keonjhar,hatadihi,31,sulana,52.65,4.8,0,45.35,102.8,4247,keonjhar,hatadihi,sulana
odisha,keonjhar,jhumpura,1,arsala,5.05,16.2,0,62.3,83.55,4248,keonjhar,jhumpura,arsala
odisha,keonjhar,jhumpura,2,asanpat,7.85,100.8,0,1.2,109.85,4249,keonjhar,jhumpura,asanpat
odisha,keonjhar,jhumpura,3,badadumuria,3.5,43.5,0,29.9,76.9,4250,keonjhar,jhumpura,badadumuria
odisha,keonjhar,jhumpura,4,badaneuli,11.5,61.8,0,31.65,104.95,4251,keonjhar,jhumpura,badaneuli
odisha,keonjhar,jhumpura,5,balibandha,9.45,219.55,0,55.65,284.65,4252,keonjhar,jhumpura,balibandha
odisha,keonjhar,jhumpura,6,baria,0,60.6,0,34.55,95.15,4253,keonjhar,jhumpura,baria
odisha,keonjhar,jhumpura,7,basantapur,5.5,65.2,0,0,70.7,4254,keonjhar,jhumpura,basantapur
odisha,keonjhar,jhumpura,8,chauthia,6.1,83.1,0,26,115.2,4255,keonjhar,jhumpura,chauthia
odisha,keonjhar,jhumpura,9,dhanurjaypur,1,56.1,0,14,71.1,4256,keonjhar,jhumpura,dhanurjaypur
odisha,keonjhar,jhumpura,10,gumura,3.25,78.8,0,9.7,91.75,4257,keonjhar,jhumpura,gumura
odisha,keonjhar,jhumpura,11,gundunia,0,22.15,0,16.6,38.75,4258,keonjhar,jhumpura,gundunia
odisha,keonjhar,jhumpura,12,jhumpura,5.1,49.8,0,8.15,63.05,4259,keonjhar,jhumpura,jhumpura
odisha,keonjhar,jhumpura,13,khendara,2.6,12.3,0,31,45.9,4260,keonjhar,jhumpura,khendara
odisha,keonjhar,jhumpura,14,khuntapada,4.7,109.15,0,74.85,188.7,4261,keonjhar,jhumpura,khuntapada
odisha,keonjhar,jhumpura,15,kutugaon,2.65,76.1,0,0,78.75,4262,keonjhar,jhumpura,kutugaon
odisha,keonjhar,jhumpura,16,malada,7.55,89.7,0,0,97.25,4263,keonjhar,jhumpura,malada
odisha,keonjhar,jhumpura,17,nahabeda,5.5,138.35,0,28.85,172.7,4264,keonjhar,jhumpura,nahabeda
odisha,keonjhar,jhumpura,18,naradpur,1.4,13.6,0,7.65,22.65,4265,keonjhar,jhumpura,naradpur
odisha,keonjhar,jhumpura,19,nayagada,4.65,76.05,0,0,80.7,4266,keonjhar,jhumpura,nayagada
odisha,keonjhar,jhumpura,20,nischintapur,7,61.4,0,34.1,102.5,4267,keonjhar,jhumpura,nischintapur
odisha,keonjhar,jhumpura,21,tukudiha,13.9,89.85,0,86.8,190.55,4268,keonjhar,jhumpura,tukudiha
odisha,keonjhar,jhumpura,22,ukhunda,0.6,4.9,0,18.3,23.8,4269,keonjhar,jhumpura,ukhunda
odisha,keonjhar,joda,1,ansheikala,0,69.3,0,47.75,117.05,4270,keonjhar,joda,ansheikala
odisha,keonjhar,joda,2,badakalimati,0.75,44.55,0,6.65,51.95,4271,keonjhar,joda,badakalimati
odisha,keonjhar,joda,3,balada,1,21.5,0,2.6,25.1,4272,keonjhar,joda,balada
odisha,keonjhar,joda,4,balagoda,0,2,0,2.3,4.3,4273,keonjhar,joda,balagoda
odisha,keonjhar,joda,5,balani,2.85,96.3,0,1.85,101,4274,keonjhar,joda,balani
odisha,keonjhar,joda,6,bhadrasahi,3.55,38.85,0,9,51.4,4275,keonjhar,joda,bhadrasahi
odisha,keonjhar,joda,7,bhuyanroida,2.3,32.05,0,1.55,35.9,4276,keonjhar,joda,bhuyanroida
odisha,keonjhar,joda,8,birikala,1,66.65,0,4.15,71.8,4277,keonjhar,joda,birikala
odisha,keonjhar,joda,9,chamakpur,0,70.5,0,5.45,75.95,4278,keonjhar,joda,chamakpur
odisha,keonjhar,joda,10,deojhar,2,76.1,0,14.2,92.3,4279,keonjhar,joda,deojhar
odisha,keonjhar,joda,11,guali,1.55,36.8,0,2.55,40.9,4280,keonjhar,joda,guali
odisha,keonjhar,joda,12,jajanga,0,53.05,0,2.55,55.6,4281,keonjhar,joda,jajanga
odisha,keonjhar,joda,13,jalahari,0,7.2,0,1.3,8.5,4282,keonjhar,joda,jalahari
odisha,keonjhar,joda,14,jurudi,1,12,0,18.8,31.8,4283,keonjhar,joda,jurudi
odisha,keonjhar,joda,15,kandara,0,71.7,1.3,6.15,79.15,4284,keonjhar,joda,kandara
odisha,keonjhar,joda,16,karakhendra,4.7,54.15,0,3.6,62.45,4285,keonjhar,joda,karakhendra
odisha,keonjhar,joda,17,laidapada,4.55,25.7,0,7.4,37.65,4286,keonjhar,joda,laidapada
odisha,keonjhar,joda,18,palasha,2,50,0,17.6,69.6,4287,keonjhar,joda,palasha
odisha,keonjhar,joda,19,serenda,0,36.65,0,6.9,43.55,4288,keonjhar,joda,serenda
odisha,keonjhar,keonjhar,1,baradapal,0,101.4,0,0.3,101.7,4289,keonjhar,keonjhar,baradapal
odisha,keonjhar,keonjhar,2,bauripada,11.95,100.2,0,30.1,142.25,4290,keonjhar,keonjhar,bauripada
odisha,keonjhar,keonjhar,3,bodapalsa,14.3,75.6,0,32.7,122.6,4291,keonjhar,keonjhar,bodapalsa
odisha,keonjhar,keonjhar,4,dimbo,36.8,195.85,0,68.7,301.35,4292,keonjhar,keonjhar,dimbo
odisha,keonjhar,keonjhar,5,gobardhan,3.1,96.5,0,24.7,124.3,4293,keonjhar,keonjhar,gobardhan
odisha,keonjhar,keonjhar,6,gopinathpur,9.5,106.9,0,2.6,119,4294,keonjhar,keonjhar,gopinathpur
odisha,keonjhar,keonjhar,7,handibhanga,7,222.9,0,42.75,272.65,4295,keonjhar,keonjhar,handibhanga
odisha,keonjhar,keonjhar,8,janardan pur,4.95,72.75,0,0.75,78.45,4296,keonjhar,keonjhar,janardan pur
odisha,keonjhar,keonjhar,9,kandrapasi,10.15,264.75,0,20.8,295.7,4297,keonjhar,keonjhar,kandrapasi
odisha,keonjhar,keonjhar,10,kathabari,10.4,108.65,0,21.9,140.95,4298,keonjhar,keonjhar,kathabari
odisha,keonjhar,keonjhar,11,kaunrikala,16.45,99.35,0,22.15,137.95,4299,keonjhar,keonjhar,kaunrikala
odisha,keonjhar,keonjhar,12,mahadeijoda,15.15,198,0,62.95,276.1,4300,keonjhar,keonjhar,mahadeijoda
odisha,keonjhar,keonjhar,13,maidankel,20.95,28.35,0,49.55,98.85,4301,keonjhar,keonjhar,maidankel
odisha,keonjhar,keonjhar,14,mandua,28.7,65.15,0,2.75,96.6,4302,keonjhar,keonjhar,mandua
odisha,keonjhar,keonjhar,15,naranpur,34.85,196.35,0,27.85,259.05,4303,keonjhar,keonjhar,naranpur
odisha,keonjhar,keonjhar,16,nelung,10.55,102.85,0,21.8,135.2,4304,keonjhar,keonjhar,nelung
odisha,keonjhar,keonjhar,17,nuagaon,7,128.45,0,14,149.45,4305,keonjhar,keonjhar,nuagaon
odisha,keonjhar,keonjhar,18,padmapur,7.8,122.1,0,8.95,138.85,4306,keonjhar,keonjhar,padmapur
odisha,keonjhar,keonjhar,19,palaspanga,13.5,127.8,0,14.5,155.8,4307,keonjhar,keonjhar,palaspanga
odisha,keonjhar,keonjhar,20,parjanpur,14.55,143.35,0,38.1,196,4308,keonjhar,keonjhar,parjanpur
odisha,keonjhar,keonjhar,21,raghunathpur,20.1,129.25,0,64.05,213.4,4309,keonjhar,keonjhar,raghunathpur
odisha,keonjhar,keonjhar,22,raikala,15.25,111.2,0,20.55,147,4310,keonjhar,keonjhar,raikala
odisha,keonjhar,keonjhar,23,raisuan,13.15,65.5,0,25.5,104.15,4311,keonjhar,keonjhar,raisuan
odisha,keonjhar,keonjhar,24,shankiri,16.05,94.05,0,30.35,140.45,4312,keonjhar,keonjhar,shankiri
odisha,keonjhar,keonjhar,25,sirispal,29.6,107.6,0,20.5,157.7,4313,keonjhar,keonjhar,sirispal
odisha,keonjhar,patna,1,bada patana,7.8,60.25,0,21.9,89.95,4314,keonjhar,patna,bada patana
odisha,keonjhar,patna,2,baunshuli,2.05,23,0,8.25,33.3,4315,keonjhar,patna,baunshuli
odisha,keonjhar,patna,3,budhikapudi,2.2,38.8,0,63.3,104.3,4316,keonjhar,patna,budhikapudi
odisha,keonjhar,patna,4,chakundapal,7.1,61.6,0,8.55,77.25,4317,keonjhar,patna,chakundapal
odisha,keonjhar,patna,5,chemana,4.1,37.65,0,109.1,150.85,4318,keonjhar,patna,chemana
odisha,keonjhar,patna,6,chinamalipasi,0.3,30.4,0,8.8,39.5,4319,keonjhar,patna,chinamalipasi
odisha,keonjhar,patna,7,dumuria,4.15,143.2,0,103.85,251.2,4320,keonjhar,patna,dumuria
odisha,keonjhar,patna,8,erendei,0,23,0,3.9,26.9,4321,keonjhar,patna,erendei
odisha,keonjhar,patna,9,jamunaposi,0.9,67.25,0,39.35,107.5,4322,keonjhar,patna,jamunaposi
odisha,keonjhar,patna,10,kantiapada,3.5,17.35,0,9.45,30.3,4323,keonjhar,patna,kantiapada
odisha,keonjhar,patna,11,kendeiposi,4.45,60.1,0,13.25,77.8,4324,keonjhar,patna,kendeiposi
odisha,keonjhar,patna,12,khireitangiri,2.25,47.55,0,14.25,64.05,4325,keonjhar,patna,khireitangiri
odisha,keonjhar,patna,13,mirigikhoji,0,2.95,0,1.6,4.55,4326,keonjhar,patna,mirigikhoji
odisha,keonjhar,patna,14,murusuan,3.05,68.15,0,13.75,84.95,4327,keonjhar,patna,murusuan
odisha,keonjhar,patna,15,mushakhari,0.6,6.7,0,3.15,10.45,4328,keonjhar,patna,mushakhari
odisha,keonjhar,patna,16,palanaghati,0,125.45,0,14.35,139.8,4329,keonjhar,patna,palanaghati
odisha,keonjhar,patna,17,rajnagar,0,35.9,0,4.2,40.1,4330,keonjhar,patna,rajnagar
odisha,keonjhar,patna,18,saraskola,2.75,62.9,0,16.2,81.85,4331,keonjhar,patna,saraskola
odisha,keonjhar,patna,19,tangarapada,1.6,85.05,0,22.8,109.45,4332,keonjhar,patna,tangarapada
odisha,keonjhar,patna,20,turumunga,0.3,60,0,8.8,69.1,4333,keonjhar,patna,turumunga
odisha,keonjhar,saharpada,1,baikala,0.45,83.1,0,17.15,100.7,4334,keonjhar,saharpada,baikala
odisha,keonjhar,saharpada,2,barbil,1,53.75,0,13.4,68.15,4335,keonjhar,saharpada,barbil
odisha,keonjhar,saharpada,3,dalapaka,0.3,86.05,0,25.95,112.3,4336,keonjhar,saharpada,dalapaka
odisha,keonjhar,saharpada,4,damahuda,0,112.6,0,17.75,130.35,4337,keonjhar,saharpada,damahuda
odisha,keonjhar,saharpada,5,digiposi,0.6,64,0,14.2,78.8,4338,keonjhar,saharpada,digiposi
odisha,keonjhar,saharpada,6,gandabeda,0,34.95,0,8.15,43.1,4339,keonjhar,saharpada,gandabeda
odisha,keonjhar,saharpada,7,gorasa,2,72.5,0,9.75,84.25,4340,keonjhar,saharpada,gorasa
odisha,keonjhar,saharpada,8,kapundi,0.45,32.45,0.6,27.15,60.65,4341,keonjhar,saharpada,kapundi
odisha,keonjhar,saharpada,9,khadikapada,1.2,105.4,0,16.65,123.25,4342,keonjhar,saharpada,khadikapada
odisha,keonjhar,saharpada,10,khajirapat,0,32.95,0,25.35,58.3,4343,keonjhar,saharpada,khajirapat
odisha,keonjhar,saharpada,11,khuntapada,0,90.9,0,28.05,118.95,4344,keonjhar,saharpada,khuntapada
odisha,keonjhar,saharpada,12,kundala,1.05,109.85,0,9.85,120.75,4345,keonjhar,saharpada,kundala
odisha,keonjhar,saharpada,13,machhagarh,2.05,135.75,0,57,194.8,4346,keonjhar,saharpada,machhagarh
odisha,keonjhar,saharpada,14,malarpada,6.45,102.6,0,17.9,126.95,4347,keonjhar,saharpada,malarpada
odisha,keonjhar,saharpada,15,raidiha,0.3,54.45,0,11.2,65.95,4348,keonjhar,saharpada,raidiha
odisha,keonjhar,saharpada,16,saharapada,4.55,146.75,0,7.05,158.35,4349,keonjhar,saharpada,saharapada
odisha,keonjhar,saharpada,17,shankhua,2.25,44.95,0,18.85,66.05,4350,keonjhar,saharpada,shankhua
odisha,keonjhar,saharpada,18,silipada,3,25.9,0,15.15,44.05,4351,keonjhar,saharpada,silipada
odisha,keonjhar,saharpada,19,tendera,0,36,0,39.6,75.6,4352,keonjhar,saharpada,tendera
odisha,keonjhar,saharpada,20,udayapur,5.1,63.6,0,20.7,89.4,4353,keonjhar,saharpada,udayapur
odisha,keonjhar,telkol,1,akula,12.7,107.65,0,10.2,130.55,4354,keonjhar,telkol,akula
odisha,keonjhar,telkol,2,balabhadrapur,18.3,155.65,0,16.15,190.1,4355,keonjhar,telkol,balabhadrapur
odisha,keonjhar,telkol,3,bhimkand,19.25,57.15,0,55.55,131.95,4356,keonjhar,telkol,bhimkand
odisha,keonjhar,telkol,4,bimala,24.4,137.45,0,14.05,175.9,4357,keonjhar,telkol,bimala
odisha,keonjhar,telkol,5,binjabahal,0.3,9.2,0,75.45,84.95,4358,keonjhar,telkol,binjabahal
odisha,keonjhar,telkol,6,chhamunda,17.7,145.4,0,27.25,190.35,4359,keonjhar,telkol,chhamunda
odisha,keonjhar,telkol,7,deuladiha,40.65,110.35,0,22,173,4360,keonjhar,telkol,deuladiha
odisha,keonjhar,telkol,8,dobalapal,21.8,16.7,0,11.75,50.25,4361,keonjhar,telkol,dobalapal
odisha,keonjhar,telkol,9,jagamohanpur,17,67.65,0,18.2,102.85,4362,keonjhar,telkol,jagamohanpur
odisha,keonjhar,telkol,10,kaliahata,48,303.5,0,41.4,392.9,4363,keonjhar,telkol,kaliahata
odisha,keonjhar,telkol,11,karadangi,42.2,40.25,0,53.85,136.3,4364,keonjhar,telkol,karadangi
odisha,keonjhar,telkol,12,karamangi,11.85,89.1,0,16.2,117.15,4365,keonjhar,telkol,karamangi
odisha,keonjhar,telkol,13,khuntapada,93.15,119.9,0,27.45,240.5,4366,keonjhar,telkol,khuntapada
odisha,keonjhar,telkol,14,oriya-birida,14,167.9,0,20.4,202.3,4367,keonjhar,telkol,oriya-birida
odisha,keonjhar,telkol,15,podang,5.05,80.1,0,12.75,97.9,4368,keonjhar,telkol,podang
odisha,keonjhar,telkol,16,purujoda,13.4,118.5,0,18.7,150.6,4369,keonjhar,telkol,purujoda
odisha,keonjhar,telkol,17,raisuan,6.1,64.85,0,36.25,107.2,4370,keonjhar,telkol,raisuan
odisha,keonjhar,telkol,18,saleikena,1.4,100.6,0,20.7,122.7,4371,keonjhar,telkol,saleikena
odisha,keonjhar,telkol,19,sibanarayanpurgoda,5.35,89.75,0,20,115.1,4372,keonjhar,telkol,sibanarayanpurgoda
odisha,keonjhar,telkol,20,sirigida,15.6,11.4,0,52.75,79.75,4373,keonjhar,telkol,sirigida
odisha,keonjhar,telkol,21,talapada,1.85,27,0,15.3,44.15,4374,keonjhar,telkol,talapada
odisha,keonjhar,telkol,22,telkoi,36.9,14.3,0,21.1,72.3,4375,keonjhar,telkol,telkoi
odisha,khurda,balianta,1,bainchua,0,0,0,1,1,4376,khurda,balianta,bainchua
odisha,khurda,balianta,2,bentapur,0.6,0,0,0.3,0.9,4377,khurda,balianta,bentapur
odisha,khurda,balianta,3,benupur,0,0,0,0.3,0.3,4378,khurda,balianta,benupur
odisha,khurda,balianta,4,jagannathpur,0.9,0,0,0,0.9,4379,khurda,balianta,jagannathpur
odisha,khurda,balianta,5,jhintisasan,0,0,0,0.6,0.6,4380,khurda,balianta,jhintisasan
odisha,khurda,balianta,6,kakarudrapur,0.9,0,0,0,0.9,4381,khurda,balianta,kakarudrapur
odisha,khurda,balianta,7,prataprudrapur,0,0,0,0.4,0.4,4382,khurda,balianta,prataprudrapur
odisha,khurda,balianta,8,pratapsasan,0.6,0,0,0,0.6,4383,khurda,balianta,pratapsasan
odisha,khurda,balianta,9,puranpradhan,0.6,0,0,0.6,1.2,4384,khurda,balianta,puranpradhan
odisha,khurda,balianta,10,purohitpur,0,0,0,0.3,0.3,4385,khurda,balianta,purohitpur
odisha,khurda,balianta,11,sarakana,0.3,0,0,1.5,1.8,4386,khurda,balianta,sarakana
odisha,khurda,balianta,12,satyabhamapur,1,0,0,1.7,2.7,4387,khurda,balianta,satyabhamapur
odisha,khurda,balianta,13,umadeibrahmapur,0.9,0,0,0,0.9,4388,khurda,balianta,umadeibrahmapur
odisha,khurda,balianta,NA,balianta,NA,NA,NA,NA,NA,4389,khurda,balianta,balianta
odisha,khurda,balianta,NA,bhingarpur,NA,NA,NA,NA,NA,4390,khurda,balianta,bhingarpur
odisha,khurda,balianta,NA,jayadeb,NA,NA,NA,NA,NA,4391,khurda,balianta,jayadeb
odisha,khurda,balipatna,1,bhakarsahi,0,0,0,0.3,0.3,4392,khurda,balipatna,bhakarsahi
odisha,khurda,balipatna,2,dhaulidharpur,2.1,0,0,0.6,2.7,4393,khurda,balipatna,dhaulidharpur
odisha,khurda,balipatna,3,garedipanchan,0,0,0,0.2,0.2,4394,khurda,balipatna,garedipanchan
odisha,khurda,balipatna,4,guapur,0.2,0,0,1.2,1.4,4395,khurda,balipatna,guapur
odisha,khurda,balipatna,5,kuranjipur,1.7,0,0,3.4,5.1,4396,khurda,balipatna,kuranjipur
odisha,khurda,balipatna,6,majhihara,0,0,1,0,1,4397,khurda,balipatna,majhihara
odisha,khurda,balipatna,7,mukundadaspur,0.3,0,0.3,2.4,3,4398,khurda,balipatna,mukundadaspur
odisha,khurda,balipatna,8,nariso,0,0,0,1.3,1.3,4399,khurda,balipatna,nariso
odisha,khurda,balipatna,9,pampalo,0.3,0,0,2.8,3.1,4400,khurda,balipatna,pampalo
odisha,khurda,balipatna,10,rajas,0.4,0,0.4,0,0.8,4401,khurda,balipatna,rajas
odisha,khurda,balipatna,11,sumanasasan,0,0,1.8,1.8,3.6,4402,khurda,balipatna,sumanasasan
odisha,khurda,balipatna,12,turintira,0.6,0,0,0,0.6,4403,khurda,balipatna,turintira
odisha,khurda,balipatna,NA,alisisasan,NA,NA,NA,NA,NA,4404,khurda,balipatna,alisisasan
odisha,khurda,balipatna,NA,amanakuda,NA,NA,NA,NA,NA,4405,khurda,balipatna,amanakuda
odisha,khurda,balipatna,NA,athantara,NA,NA,NA,NA,NA,4406,khurda,balipatna,athantara
odisha,khurda,balipatna,NA,bhapur,NA,NA,NA,NA,NA,4407,khurda,balipatna,bhapur
odisha,khurda,balipatna,NA,marthapur,NA,NA,NA,NA,NA,4408,khurda,balipatna,marthapur
odisha,khurda,banapur,1,ayatpur,0.3,0,0,4.3,4.6,4409,khurda,banapur,ayatpur
odisha,khurda,banapur,2,bhabanipur,1,0,0,6.9,7.9,4410,khurda,banapur,bhabanipur
odisha,khurda,banapur,3,bheteswar,0,0,0,4.4,4.4,4411,khurda,banapur,bheteswar
odisha,khurda,banapur,4,bishnudiha,0,0,0,0.7,0.7,4412,khurda,banapur,bishnudiha
odisha,khurda,banapur,5,damiabarbara,0.3,86.2,0,0,86.5,4413,khurda,banapur,damiabarbara
odisha,khurda,banapur,6,deogaon,0.3,0,0,0.6,0.9,4414,khurda,banapur,deogaon
odisha,khurda,banapur,7,galua,0,0,0,4.6,4.6,4415,khurda,banapur,galua
odisha,khurda,banapur,8,gambharimunda,0.4,0,0,9.4,9.8,4416,khurda,banapur,gambharimunda
odisha,khurda,banapur,9,kulei,3.8,0,0,9.6,13.4,4417,khurda,banapur,kulei
odisha,khurda,banapur,10,kumaranga sasan,0.3,0,0,0.3,0.6,4418,khurda,banapur,kumaranga sasan
odisha,khurda,banapur,11,moramori,0,0,2,16.3,18.3,4419,khurda,banapur,moramori
odisha,khurda,banapur,12,nachuni,1.1,0.3,0,5.9,7.3,4420,khurda,banapur,nachuni
odisha,khurda,banapur,13,nandapur,0,0,0,0.3,0.3,4421,khurda,banapur,nandapur
odisha,khurda,banapur,14,narendrapur,0,0,0,9.5,9.5,4422,khurda,banapur,narendrapur
odisha,khurda,banapur,15,niladriprasad,2.3,26.6,0,7.7,36.6,4423,khurda,banapur,niladriprasad
odisha,khurda,banapur,16,torasingh,0,0,0,2,2,4424,khurda,banapur,torasingh
odisha,khurda,banapur,17,tumuraput sasan,2.9,2.7,0,12.9,18.5,4425,khurda,banapur,tumuraput sasan
odisha,khurda,begunia,1,badaberana,0,0.7,0,26.3,27.2,4426,khurda,begunia,badaberana
odisha,khurda,begunia,2,baghamari,1,0,3.9,53,57.9,4427,khurda,begunia,baghamari
odisha,khurda,begunia,3,begunia,0.7,0.3,2.8,27.7,31.5,4428,khurda,begunia,begunia
odisha,khurda,begunia,4,botalama,1.5,0.7,0,61.9,64.1,4429,khurda,begunia,botalama
odisha,khurda,begunia,5,deuli,0.3,2.8,0,111.8,114.9,4430,khurda,begunia,deuli
odisha,khurda,begunia,6,dingar,1,0,0,10.6,11.6,4431,khurda,begunia,dingar
odisha,khurda,begunia,7,durgapur,0.4,0.8,0,63,64.2,4432,khurda,begunia,durgapur
odisha,khurda,begunia,8,gadamanitri,0,0.7,0,54,54.7,4433,khurda,begunia,gadamanitri
odisha,khurda,begunia,9,govindpur,0,0,0,3.1,3.1,4434,khurda,begunia,govindpur
odisha,khurda,begunia,10,haja,0,1.1,0,70.2,71.3,4435,khurda,begunia,haja
odisha,khurda,begunia,11,hirapur,0,0,0,71.1,71.1,4436,khurda,begunia,hirapur
odisha,khurda,begunia,12,kantabad,0,7.8,0,86.4,94.2,4437,khurda,begunia,kantabad
odisha,khurda,begunia,13,kunjuri,1,0,0,58.8,59.8,4438,khurda,begunia,kunjuri
odisha,khurda,begunia,14,pangarsingh,0,1.2,0,70.5,71.7,4439,khurda,begunia,pangarsingh
odisha,khurda,begunia,15,podadiha,4.1,9.3,0,192.4,205.8,4440,khurda,begunia,podadiha
odisha,khurda,begunia,16,radhakantapur,3.6,0.7,0,10.8,15.1,4441,khurda,begunia,radhakantapur
odisha,khurda,begunia,17,routapada,0.4,0,2.9,25.2,28.5,4442,khurda,begunia,routapada
odisha,khurda,begunia,18,sagadabhanga,0,0,0,28.1,28.1,4443,khurda,begunia,sagadabhanga
odisha,khurda,begunia,19,sarua,1.1,0.8,0,39,40.9,4444,khurda,begunia,sarua
odisha,khurda,begunia,20,siko,0,0,0,54.4,54.4,4445,khurda,begunia,siko
odisha,khurda,begunia,21,simore,0,0,0,23.2,23.2,4446,khurda,begunia,simore
odisha,khurda,bhubaneswar,1,andharua,0,0.3,0,1.1,1.4,4447,khurda,bhubaneswar,andharua
odisha,khurda,bhubaneswar,2,basuaghai,0.3,0,0,0,0.3,4448,khurda,bhubaneswar,basuaghai
odisha,khurda,bhubaneswar,3,chandaka,0,0,0,0.7,0.7,4449,khurda,bhubaneswar,chandaka
