s_state,s_district,s_block,Sl.No,s_gp,SC,ST,Minority,Others,Total,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,kendrapara,marsaghai,9,dasipur,0,0,0,30,30,3973,kendrapara,marsaghai,dasipur
odisha,kendrapara,marsaghai,10,dumuka,6.1,0,0,28.8,34.9,3974,kendrapara,marsaghai,dumuka
odisha,kendrapara,marsaghai,11,garajanga,18.8,0,0,66.4,85.2,3975,kendrapara,marsaghai,garajanga
odisha,kendrapara,marsaghai,12,hindulia,4.5,0,0,14.7,19.2,3976,kendrapara,marsaghai,hindulia
odisha,kendrapara,marsaghai,13,jalapoka,0,0,0,0.7,0.7,3977,kendrapara,marsaghai,jalapoka
odisha,kendrapara,marsaghai,14,jamapada,0.8,0,0,6,6.8,3978,kendrapara,marsaghai,jamapada
odisha,kendrapara,marsaghai,15,karilopatna,0.2,0,0,2.6,2.8,3979,kendrapara,marsaghai,karilopatna
odisha,kendrapara,marsaghai,16,kuhudi,15.2,0,0,63.2,78.4,3980,kendrapara,marsaghai,kuhudi
odisha,kendrapara,marsaghai,17,mangarajpur,2.1,0,0,87.9,90,3981,kendrapara,marsaghai,mangarajpur
odisha,kendrapara,marsaghai,18,manikunda,0.4,0,0,29.2,29.6,3982,kendrapara,marsaghai,manikunda
odisha,kendrapara,marsaghai,19,marshaghai,28,0,0,23.7,51.7,3983,kendrapara,marsaghai,marshaghai
odisha,kendrapara,marsaghai,20,mehendinagar,1,0,0,0.7,1.7,3984,kendrapara,marsaghai,mehendinagar
odisha,kendrapara,marsaghai,21,parakula,11.3,0,0,108.1,119.4,3985,kendrapara,marsaghai,parakula
odisha,kendrapara,marsaghai,22,raghabapur,1.6,0,0,0,1.6,3986,kendrapara,marsaghai,raghabapur
odisha,kendrapara,marsaghai,23,silipur,2.6,0,0,38,40.6,3987,kendrapara,marsaghai,silipur
odisha,kendrapara,marsaghai,24,talasanga,6.7,0,0,77.6,84.3,3988,kendrapara,marsaghai,talasanga
odisha,kendrapara,pattamundai,1,alapua,6,0,0,12.3,18.3,3989,kendrapara,pattamundai,alapua
odisha,kendrapara,pattamundai,2,amrutamanohi,28.6,0,0,33.6,62.2,3990,kendrapara,pattamundai,amrutamanohi
odisha,kendrapara,pattamundai,3,andhara,8.6,0,0,21.1,29.7,3991,kendrapara,pattamundai,andhara
odisha,kendrapara,pattamundai,4,aradapali,8.9,0,0,4.5,13.4,3992,kendrapara,pattamundai,aradapali
odisha,kendrapara,pattamundai,5,bachhara,0,0,0,1,1,3993,kendrapara,pattamundai,bachhara
odisha,kendrapara,pattamundai,6,badamohanpur,4.5,0,0,44.6,49.1,3994,kendrapara,pattamundai,badamohanpur
odisha,kendrapara,pattamundai,7,badamulabasanta,14.5,0,0,50.8,65.3,3995,kendrapara,pattamundai,badamulabasanta
odisha,kendrapara,pattamundai,8,badapada,10.1,0,0,48.9,59,3996,kendrapara,pattamundai,badapada
odisha,kendrapara,pattamundai,9,balabhadrapur,6.1,0,0,18.2,24.3,3997,kendrapara,pattamundai,balabhadrapur
odisha,kendrapara,pattamundai,10,balipatana,3.5,0,0,24.5,28,3998,kendrapara,pattamundai,balipatana
odisha,kendrapara,pattamundai,11,baluria,23.5,0,0,28.1,51.6,3999,kendrapara,pattamundai,baluria
odisha,kendrapara,pattamundai,12,bilikana,19.7,0,0,66.4,86.1,4000,kendrapara,pattamundai,bilikana
odisha,kendrapara,pattamundai,13,chandan nagar,16.6,0,0,67.7,84.3,4001,kendrapara,pattamundai,chandan nagar
odisha,kendrapara,pattamundai,14,damarpur,0.3,0,0.8,5,6.1,4002,kendrapara,pattamundai,damarpur
odisha,kendrapara,pattamundai,15,dihapada,26.7,0,0,47.1,73.8,4003,kendrapara,pattamundai,dihapada
odisha,kendrapara,pattamundai,16,dihudipur,4.3,0,0,34.4,38.7,4004,kendrapara,pattamundai,dihudipur
odisha,kendrapara,pattamundai,17,dosia,12.6,0,0,45.8,58.4,4005,kendrapara,pattamundai,dosia
odisha,kendrapara,pattamundai,18,gangarampur,20.6,0,0,15.5,36.1,4006,kendrapara,pattamundai,gangarampur
odisha,kendrapara,pattamundai,19,kakharuni,4.3,0,0,5.9,10.2,4007,kendrapara,pattamundai,kakharuni
odisha,kendrapara,pattamundai,20,khadianta,4.1,0,0,4.3,8.4,4008,kendrapara,pattamundai,khadianta
odisha,kendrapara,pattamundai,21,khanata,6.2,0,0,76.7,82.9,4009,kendrapara,pattamundai,khanata
odisha,kendrapara,pattamundai,22,narasinghpur,33.1,0,0,50.4,83.5,4010,kendrapara,pattamundai,narasinghpur
odisha,kendrapara,pattamundai,23,nilakanthapur,7.5,0,0,41.1,48.6,4011,kendrapara,pattamundai,nilakanthapur
odisha,kendrapara,pattamundai,24,oupada,6.6,0,0,53.6,60.2,4012,kendrapara,pattamundai,oupada
odisha,kendrapara,pattamundai,25,penthapal,13.5,0,0,8.4,21.9,4013,kendrapara,pattamundai,penthapal
odisha,kendrapara,pattamundai,26,sanajaria,9.9,0,0.5,87,97.4,4014,kendrapara,pattamundai,sanajaria
odisha,kendrapara,pattamundai,27,sansarfal,1.2,0,0,52.4,53.6,4015,kendrapara,pattamundai,sansarfal
odisha,kendrapara,pattamundai,28,sasana,24.2,0,0,28.3,52.5,4016,kendrapara,pattamundai,sasana
odisha,kendrapara,pattamundai,29,singhagan,0.9,0,0,13.1,14,4017,kendrapara,pattamundai,singhagan
odisha,kendrapara,pattamundai,30,srirampur,17.3,0,0,36.7,54,4018,kendrapara,pattamundai,srirampur
odisha,kendrapara,pattamundai,31,taradipal,13.8,0,0,3.1,16.9,4019,kendrapara,pattamundai,taradipal
odisha,kendrapara,rajkanika,1,abdulpur,69.1,0,0,15.4,84.5,4020,kendrapara,rajkanika,abdulpur
odisha,kendrapara,rajkanika,2,akhulipada,3,0,52.8,67.5,123.3,4021,kendrapara,rajkanika,akhulipada
odisha,kendrapara,rajkanika,3,baghabuda,11.7,1.2,1.7,85,99.6,4022,kendrapara,rajkanika,baghabuda
odisha,kendrapara,rajkanika,4,balrampur,9.9,0,0,90.9,100.8,4023,kendrapara,rajkanika,balrampur
odisha,kendrapara,rajkanika,5,baradia,30.2,0,0,131.3,161.5,4024,kendrapara,rajkanika,baradia
odisha,kendrapara,rajkanika,6,baraha domanda,40.2,0,0,53.7,93.9,4025,kendrapara,rajkanika,baraha domanda
odisha,kendrapara,rajkanika,7,baruna,3.5,0,0,28.8,32.3,4026,kendrapara,rajkanika,baruna
odisha,kendrapara,rajkanika,8,barunadiha,3.6,0,0,76.7,80.3,4027,kendrapara,rajkanika,barunadiha
odisha,kendrapara,rajkanika,9,charapada,28.4,0,0,174.5,202.9,4028,kendrapara,rajkanika,charapada
odisha,kendrapara,rajkanika,10,deaulatara,3.3,0,1.2,49.4,53.9,4029,kendrapara,rajkanika,deaulatara
odisha,kendrapara,rajkanika,11,hatasahi,3.6,0,0,56.7,60.3,4030,kendrapara,rajkanika,hatasahi
odisha,kendrapara,rajkanika,12,jagulai pada,18,0,0,87.9,105.9,4031,kendrapara,rajkanika,jagulai pada
odisha,kendrapara,rajkanika,13,jayanagar,12.5,0,0,217.6,230.1,4032,kendrapara,rajkanika,jayanagar
odisha,kendrapara,rajkanika,14,kanta pada,15.9,0,0,80.3,96.2,4033,kendrapara,rajkanika,kanta pada
odisha,kendrapara,rajkanika,15,katana bania,10.3,0,0,214.9,225.2,4034,kendrapara,rajkanika,katana bania
odisha,kendrapara,rajkanika,16,koilipur,8.2,0,12.4,144.7,165.3,4035,kendrapara,rajkanika,koilipur
odisha,kendrapara,rajkanika,17,koranda,26,0,0,191.6,217.6,4036,kendrapara,rajkanika,koranda
odisha,kendrapara,rajkanika,18,nahuni,28.8,0,0,205.1,233.9,4037,kendrapara,rajkanika,nahuni
odisha,kendrapara,rajkanika,19,namatara,7.5,0,0,40.6,48.1,4038,kendrapara,rajkanika,namatara
odisha,kendrapara,rajkanika,20,olaver,10.4,0,18.2,34.4,63,4039,kendrapara,rajkanika,olaver
odisha,kendrapara,rajkanika,21,padhanapada,50.3,0,0,53.3,103.6,4040,kendrapara,rajkanika,padhanapada
odisha,kendrapara,rajkanika,22,panasa ganda,49.8,0,0,54.6,104.4,4041,kendrapara,rajkanika,panasa ganda
odisha,kendrapara,rajkanika,23,parinuapada habalganda,10.8,0,0,72.7,83.5,4042,kendrapara,rajkanika,parinuapada habalganda
odisha,kendrapara,rajkanika,24,pegarapada,23.6,0,0,33.6,57.2,4043,kendrapara,rajkanika,pegarapada
odisha,kendrapara,rajkanika,25,sihopada,9.7,0,0,59.7,69.4,4044,kendrapara,rajkanika,sihopada
odisha,kendrapara,rajkanika,26,siko,49.8,0,0,188.9,238.7,4045,kendrapara,rajkanika,siko
odisha,kendrapara,rajkanika,27,taras,11.3,0,0,71.5,82.8,4046,kendrapara,rajkanika,taras
odisha,kendrapara,rajkanika,28,trilokyapur,29.5,0,0,148.3,177.8,4047,kendrapara,rajkanika,trilokyapur
odisha,kendrapara,rajkanika,29,varigada,11.1,0,0,129,140.1,4048,kendrapara,rajkanika,varigada
odisha,kendrapara,rajanagar,1,baghamari,0,0,3.6,171.6,175.2,4049,kendrapara,rajanagar,baghamari
odisha,kendrapara,rajanagar,2,balisahipatana,9.6,0,0,79.6,89.2,4050,kendrapara,rajanagar,balisahipatana
odisha,kendrapara,rajanagar,3,bandhapada,38.1,0,0,91.6,129.7,4051,kendrapara,rajanagar,bandhapada
odisha,kendrapara,rajanagar,4,belpal,1.9,0,0,22.6,24.5,4052,kendrapara,rajanagar,belpal
odisha,kendrapara,rajanagar,5,bhitargarh,23.1,1.7,0,178.9,203.7,4053,kendrapara,rajanagar,bhitargarh
odisha,kendrapara,rajanagar,6,brahmana sahi,20.5,0,0,116.6,137.1,4054,kendrapara,rajanagar,brahmana sahi
odisha,kendrapara,rajanagar,7,chandi baunsamula,0.6,0,0,117.5,118.1,4055,kendrapara,rajanagar,chandi baunsamula
odisha,kendrapara,rajanagar,8,dangamala,3.9,1.2,0.5,95.6,101.2,4056,kendrapara,rajanagar,dangamala
odisha,kendrapara,rajanagar,9,dera,0,0,0,98.5,98.5,4057,kendrapara,rajanagar,dera
odisha,kendrapara,rajanagar,10,ghadiamal,3.8,0,0,121.1,124.9,4058,kendrapara,rajanagar,ghadiamal
odisha,kendrapara,rajanagar,11,gupti,22.8,15.7,0,219.2,257.7,4059,kendrapara,rajanagar,gupti
odisha,kendrapara,rajanagar,12,hatina,3.6,0,0,104.1,107.7,4060,kendrapara,rajanagar,hatina
odisha,kendrapara,rajanagar,13,iswarpur,38.1,1,0,148.8,187.9,4061,kendrapara,rajanagar,iswarpur
odisha,kendrapara,rajanagar,14,kandira,4.2,0,0,156.3,160.5,4062,kendrapara,rajanagar,kandira
odisha,kendrapara,rajanagar,15,keradagarh,0,0,14.5,64.1,78.6,4063,kendrapara,rajanagar,keradagarh
odisha,kendrapara,rajanagar,16,keruapal,1.7,0,0,137.4,139.1,4064,kendrapara,rajanagar,keruapal
odisha,kendrapara,rajanagar,17,khamarsahi,6.3,0,1.8,94.2,102.3,4065,kendrapara,rajanagar,khamarsahi
odisha,kendrapara,rajanagar,18,koili pur,16.2,5.4,0,167.8,189.4,4066,kendrapara,rajanagar,koili pur
odisha,kendrapara,rajanagar,19,krushannagar,6.3,1.9,19.6,89.5,117.3,4067,kendrapara,rajanagar,krushannagar
odisha,kendrapara,rajanagar,20,kurunti,13.6,0,0,219,232.6,4068,kendrapara,rajanagar,kurunti
odisha,kendrapara,rajanagar,21,mahisasura,3,0,0,64.5,67.5,4069,kendrapara,rajanagar,mahisasura
odisha,kendrapara,rajanagar,22,mahulia,10.5,0,0,152.6,163.1,4070,kendrapara,rajanagar,mahulia
odisha,kendrapara,rajanagar,23,ostia,8.4,0,0,103.4,111.8,4071,kendrapara,rajanagar,ostia
odisha,kendrapara,rajanagar,24,rajnagar,32.9,0,0,30.8,63.7,4072,kendrapara,rajanagar,rajnagar
odisha,kendrapara,rajanagar,25,rajpur,19.2,0,0,71.1,90.3,4073,kendrapara,rajanagar,rajpur
odisha,kendrapara,rajanagar,26,rangani,26.1,26.2,6.9,127.4,186.6,4074,kendrapara,rajanagar,rangani
odisha,kendrapara,rajanagar,27,sanbada gopalpur,6.1,0,0,72.2,78.3,4075,kendrapara,rajanagar,sanbada gopalpur
odisha,kendrapara,rajanagar,28,talachua,2.8,1.2,68.2,142.8,215,4076,kendrapara,rajanagar,talachua
odisha,kendrapara,rajanagar,NA,satabhaya (bagapatia),NA,NA,NA,NA,NA,4077,kendrapara,rajanagar,satabhaya (bagapatia)
odisha,keonjhar,anandapur,1,bailo,114.15,0,0,13.1,127.25,4078,keonjhar,anandapur,bailo
odisha,keonjhar,anandapur,2,baunsagarh,50.4,203.7,0,7.3,261.4,4079,keonjhar,anandapur,baunsagarh
odisha,keonjhar,anandapur,3,belabahali,15.5,9.1,0,26.2,50.8,4080,keonjhar,anandapur,belabahali
odisha,keonjhar,anandapur,4,budhikud,0,64.45,0,9.45,73.9,4081,keonjhar,anandapur,budhikud
odisha,keonjhar,anandapur,5,dhakotha,47.4,165.5,0,50.5,263.4,4082,keonjhar,anandapur,dhakotha
odisha,keonjhar,anandapur,6,galaymunda,1.55,214.7,0,27.65,243.9,4083,keonjhar,anandapur,galaymunda
odisha,keonjhar,anandapur,7,haridapal,1.5,0,0,22.05,23.55,4084,keonjhar,anandapur,haridapal
odisha,keonjhar,anandapur,8,jalasuan,6.95,0,0,13.7,20.65,4085,keonjhar,anandapur,jalasuan
odisha,keonjhar,anandapur,9,kantipal,24.35,215.05,0,38.9,278.3,4086,keonjhar,anandapur,kantipal
odisha,keonjhar,anandapur,10,kathakata,17.45,137.45,0,39.7,194.6,4087,keonjhar,anandapur,kathakata
odisha,keonjhar,anandapur,11,kodapada,4.9,69,0,40.8,114.7,4088,keonjhar,anandapur,kodapada
odisha,keonjhar,anandapur,12,kolimati,1.8,283.3,0,45.45,330.55,4089,keonjhar,anandapur,kolimati
odisha,keonjhar,anandapur,13,manoharpur,1.85,168.85,0,3,173.7,4090,keonjhar,anandapur,manoharpur
odisha,keonjhar,anandapur,14,mochinda,8.4,133.65,0,24.2,166.25,4091,keonjhar,anandapur,mochinda
odisha,keonjhar,anandapur,15,panasadiha,0.3,209.05,0,20.5,229.85,4092,keonjhar,anandapur,panasadiha
odisha,keonjhar,anandapur,16,panchupalli,23.4,15.3,0,16.25,54.95,4093,keonjhar,anandapur,panchupalli
odisha,keonjhar,anandapur,17,salabani,3.45,63.2,0,22.65,89.3,4094,keonjhar,anandapur,salabani
odisha,keonjhar,anandapur,18,tartara,16.3,138.05,0,12.75,167.1,4095,keonjhar,anandapur,tartara
odisha,keonjhar,banspal,1,banspal,1.7,118.2,0,24,143.9,4096,keonjhar,banspal,banspal
odisha,keonjhar,banspal,2,baragarh,0,39.35,0,24.35,63.7,4097,keonjhar,banspal,baragarh
odisha,keonjhar,banspal,3,bayakumutia,8.6,112,0,5.5,126.1,4098,keonjhar,banspal,bayakumutia
odisha,keonjhar,banspal,4,fuljhar,9.55,218.15,0,28.95,256.65,4099,keonjhar,banspal,fuljhar
odisha,keonjhar,banspal,5,gonasika,13.9,69.6,0,29.95,113.45,4100,keonjhar,banspal,gonasika
odisha,keonjhar,banspal,6,jatra,9.7,142.9,0,12.45,165.05,4101,keonjhar,banspal,jatra
odisha,keonjhar,banspal,7,kalanda(kha),0.6,46.75,0,39.45,86.8,4102,keonjhar,banspal,kalanda(kha)
odisha,keonjhar,banspal,8,karangadihi,0,159.7,0,5.85,165.55,4103,keonjhar,banspal,karangadihi
odisha,keonjhar,banspal,9,kodipasa,1,103.6,0,24.15,128.75,4104,keonjhar,banspal,kodipasa
odisha,keonjhar,banspal,10,kuanra,0,16.45,0,3.25,19.7,4105,keonjhar,banspal,kuanra
odisha,keonjhar,banspal,11,kumundi,0,247.2,0,0,247.2,4106,keonjhar,banspal,kumundi
odisha,keonjhar,banspal,12,nayakote,0.45,118.7,0,86.4,205.55,4107,keonjhar,banspal,nayakote
odisha,keonjhar,banspal,13,saharpur,0.3,30.05,0,16,46.35,4108,keonjhar,banspal,saharpur
odisha,keonjhar,banspal,14,singipur,2.8,261.45,0,26,290.25,4109,keonjhar,banspal,singipur
odisha,keonjhar,banspal,15,suakati,8.1,43.1,0,0,51.2,4110,keonjhar,banspal,suakati
odisha,keonjhar,banspal,16,tala kadakala,23.05,224.8,0,26.9,274.75,4111,keonjhar,banspal,tala kadakala
odisha,keonjhar,banspal,17,talachampei,0,0.3,0,0.3,0.6,4112,keonjhar,banspal,talachampei
odisha,keonjhar,banspal,18,talakainsari,0,82.05,0,0,82.05,4113,keonjhar,banspal,talakainsari
odisha,keonjhar,banspal,19,tana,0,178.7,0,5.6,184.3,4114,keonjhar,banspal,tana
odisha,keonjhar,banspal,20,taramakanta,54.85,57,0,43.4,155.25,4115,keonjhar,banspal,taramakanta
odisha,keonjhar,banspal,21,uper raigoda,11.1,265.75,0,38.65,315.5,4116,keonjhar,banspal,uper raigoda
odisha,keonjhar,champua,1,badanai,0.9,65.95,0,42.5,109.35,4117,keonjhar,champua,badanai
odisha,keonjhar,champua,2,bhanda,1.3,3.4,0,33.95,38.65,4118,keonjhar,champua,bhanda
odisha,keonjhar,champua,3,bhuinpur,1.2,41.1,0,26,68.3,4119,keonjhar,champua,bhuinpur
odisha,keonjhar,champua,4,chandrasekharpur,2.05,33.6,0,25.9,61.55,4120,keonjhar,champua,chandrasekharpur
odisha,keonjhar,champua,5,jajaposi,2.05,29.45,0,21.55,53.05,4121,keonjhar,champua,jajaposi
odisha,keonjhar,champua,6,jali,0,31.5,0,2.9,34.4,4122,keonjhar,champua,jali
odisha,keonjhar,champua,7,jamudalak,6.85,93.8,0,41.3,141.95,4123,keonjhar,champua,jamudalak
odisha,keonjhar,champua,8,jyotipur,2.6,7.8,0,24.7,35.1,4124,keonjhar,champua,jyotipur
odisha,keonjhar,champua,9,kalikaprasad,6.4,35.9,0,43.25,85.55,4125,keonjhar,champua,kalikaprasad
odisha,keonjhar,champua,10,karanjia,0,4.35,0,17.9,22.25,4126,keonjhar,champua,karanjia
odisha,keonjhar,champua,11,kashipal,0,48.95,0,17.5,66.45,4127,keonjhar,champua,kashipal
odisha,keonjhar,champua,12,kodagadia,0.9,108.2,0,43.25,152.35,4128,keonjhar,champua,kodagadia
odisha,keonjhar,champua,13,kutariposhi,1.05,15.7,0,41.6,58.35,4129,keonjhar,champua,kutariposhi
odisha,keonjhar,champua,14,padua,1.1,100.85,0,18.65,120.6,4130,keonjhar,champua,padua
odisha,keonjhar,champua,15,parshala,7.1,9.4,0,25.3,41.8,4131,keonjhar,champua,parshala
odisha,keonjhar,champua,16,rajia,11.7,54.25,0,47.95,113.9,4132,keonjhar,champua,rajia
odisha,keonjhar,champua,17,rangamatia,4.25,104.6,0,38.1,146.95,4133,keonjhar,champua,rangamatia
odisha,keonjhar,champua,18,rimuli,3.55,41.8,0,14.95,60.3,4134,keonjhar,champua,rimuli
odisha,keonjhar,champua,19,sadangi,0,13,0,31.5,44.5,4135,keonjhar,champua,sadangi
odisha,keonjhar,champua,20,sarei,6.1,25.65,0,23.85,55.6,4136,keonjhar,champua,sarei
odisha,keonjhar,champua,21,sunaposi,1.7,52.7,0,24.45,78.85,4137,keonjhar,champua,sunaposi
odisha,keonjhar,champua,22,unchabali,2.6,86.1,0,37.2,125.9,4138,keonjhar,champua,unchabali
odisha,keonjhar,champua,NA,champua,NA,NA,NA,NA,NA,4139,keonjhar,champua,champua
odisha,keonjhar,ghasipura,1,alati,11,13,0,54.15,78.15,4140,keonjhar,ghasipura,alati
odisha,keonjhar,ghasipura,2,balaram pur,57.6,12.85,0,2.5,72.95,4141,keonjhar,ghasipura,balaram pur
odisha,keonjhar,ghasipura,3,baripal,84.5,57.35,0,4.2,146.05,4142,keonjhar,ghasipura,baripal
odisha,keonjhar,ghasipura,4,bato,85.8,1.8,0,94.65,182.25,4143,keonjhar,ghasipura,bato
odisha,keonjhar,ghasipura,5,bhandaridiha,73.05,18.45,0,63.6,155.1,4144,keonjhar,ghasipura,bhandaridiha
odisha,keonjhar,ghasipura,6,biragovindapur,4.8,105.8,0,19.75,130.35,4145,keonjhar,ghasipura,biragovindapur
odisha,keonjhar,ghasipura,7,daradipal,69.8,1.85,0,26,97.65,4146,keonjhar,ghasipura,daradipal
odisha,keonjhar,ghasipura,8,deogoan,46.4,7.95,0,26.4,80.75,4147,keonjhar,ghasipura,deogoan
odisha,keonjhar,ghasipura,9,gadabandhagoda,112.05,94.1,1.6,21.95,229.7,4148,keonjhar,ghasipura,gadabandhagoda
odisha,keonjhar,ghasipura,10,ganpur,105.95,80,0,3.95,189.9,4149,keonjhar,ghasipura,ganpur
odisha,keonjhar,ghasipura,11,gohira,37.5,140,0,19.95,197.45,4150,keonjhar,ghasipura,gohira
odisha,keonjhar,ghasipura,12,keshadurapala,31.65,1.7,0,24.45,57.8,4151,keonjhar,ghasipura,keshadurapala
odisha,keonjhar,ghasipura,13,khalana,58.2,1.3,0,102.05,161.55,4152,keonjhar,ghasipura,khalana
odisha,keonjhar,ghasipura,14,khaliamenta,68.7,55.8,0,38.1,162.6,4153,keonjhar,ghasipura,khaliamenta
odisha,keonjhar,ghasipura,15,machhalo,1.3,0,0,58.9,60.2,4154,keonjhar,ghasipura,machhalo
odisha,keonjhar,ghasipura,16,madanapur,103.15,56.2,3.9,98.2,261.45,4155,keonjhar,ghasipura,madanapur
odisha,keonjhar,ghasipura,17,pandua,53.95,31.15,0.3,0.45,85.85,4156,keonjhar,ghasipura,pandua
odisha,keonjhar,ghasipura,18,purunabandhagoda,43.15,0.75,0,6.35,50.25,4157,keonjhar,ghasipura,purunabandhagoda
odisha,keonjhar,ghasipura,19,radhikadeipur,95.35,81.3,0,85.1,261.75,4158,keonjhar,ghasipura,radhikadeipur
odisha,keonjhar,ghasipura,20,ramachandrapur,92.25,0.6,0,113.7,206.55,4159,keonjhar,ghasipura,ramachandrapur
odisha,keonjhar,ghasipura,21,sainkul,32.8,36.65,0,66.9,136.35,4160,keonjhar,ghasipura,sainkul
odisha,keonjhar,ghasipura,22,saladei,114.4,0,0,59.95,174.35,4161,keonjhar,ghasipura,saladei
odisha,keonjhar,ghasipura,23,samukanendi,1,132.3,0,5.3,138.6,4162,keonjhar,ghasipura,samukanendi
odisha,keonjhar,ghasipura,24,tarimul,23.4,0,0,30.6,54,4163,keonjhar,ghasipura,tarimul
odisha,keonjhar,ghasipura,25,taruan,106.45,0,0,117.2,223.65,4164,keonjhar,ghasipura,taruan
odisha,keonjhar,ghatagaon,1,badajamuposi,4.35,159.75,0,82.9,247,4165,keonjhar,ghatagaon,badajamuposi
odisha,keonjhar,ghatagaon,2,badamasinabila,1.85,110,0,29.7,141.55,4166,keonjhar,ghatagaon,badamasinabila
odisha,keonjhar,ghatagaon,3,badapichhula,0.3,79.95,0,1.3,81.55,4167,keonjhar,ghatagaon,badapichhula
odisha,keonjhar,ghatagaon,4,balabhadrapur,0,59.2,0,6.2,65.4,4168,keonjhar,ghatagaon,balabhadrapur
odisha,keonjhar,ghatagaon,5,balipokhari,11.7,100.35,0,25,137.05,4169,keonjhar,ghatagaon,balipokhari
odisha,keonjhar,ghatagaon,6,barhatipura,2.45,48.15,0,7,57.6,4170,keonjhar,ghatagaon,barhatipura
odisha,keonjhar,ghatagaon,7,basantpur,12.45,64.05,0,9.65,86.15,4171,keonjhar,ghatagaon,basantpur
odisha,keonjhar,ghatagaon,8,bholabeda,11.1,178.1,0,35.7,224.9,4172,keonjhar,ghatagaon,bholabeda
odisha,keonjhar,ghatagaon,9,binida,12.6,45.25,0,28.3,86.15,4173,keonjhar,ghatagaon,binida
odisha,keonjhar,ghatagaon,10,dhenkikote,0.75,75.6,0,33.7,110.05,4174,keonjhar,ghatagaon,dhenkikote
odisha,keonjhar,ghatagaon,11,gadadharpur,9.9,86.3,0,33.8,130,4175,keonjhar,ghatagaon,gadadharpur
odisha,keonjhar,ghatagaon,12,khantaghar,4.6,31.1,0,24.25,59.95,4176,keonjhar,ghatagaon,khantaghar
odisha,keonjhar,ghatagaon,13,manoharpur,4.2,122.7,0,34.7,161.6,4177,keonjhar,ghatagaon,manoharpur
odisha,keonjhar,ghatagaon,14,muktapur,1.3,100.2,0,45.75,147.25,4178,keonjhar,ghatagaon,muktapur
odisha,keonjhar,ghatagaon,15,mukundapurpatana,21.85,100.6,0,49.8,172.25,4179,keonjhar,ghatagaon,mukundapurpatana
odisha,keonjhar,ghatagaon,16,paidapatana,7,53.7,0,71.8,132.5,4180,keonjhar,ghatagaon,paidapatana
odisha,keonjhar,ghatagaon,17,pandapada,0,85.85,0,0,85.85,4181,keonjhar,ghatagaon,pandapada
odisha,keonjhar,ghatagaon,18,patilo,6.75,63.45,0,29.95,100.15,4182,keonjhar,ghatagaon,patilo
odisha,keonjhar,ghatagaon,19,pipilia,0.85,123.55,0,44.7,169.1,4183,keonjhar,ghatagaon,pipilia
odisha,keonjhar,ghatagaon,20,purumunda,6.7,163.9,0,32.45,203.05,4184,keonjhar,ghatagaon,purumunda
odisha,keonjhar,ghatagaon,21,rutisila,1,83,0,10.1,94.1,4185,keonjhar,ghatagaon,rutisila
odisha,keonjhar,ghatagaon,22,santarapur,17.25,111.35,0,41.95,170.55,4186,keonjhar,ghatagaon,santarapur
odisha,keonjhar,ghatagaon,23,sarasa pasi,1.3,86.3,0,7.9,95.5,4187,keonjhar,ghatagaon,sarasa pasi
odisha,keonjhar,ghatagaon,24,sunatangiri,0,12.7,0,1.3,14,4188,keonjhar,ghatagaon,sunatangiri
odisha,keonjhar,ghatagaon,25,tara,37.5,85,0,19.8,142.3,4189,keonjhar,ghatagaon,tara
odisha,keonjhar,ghatagaon,26,toranipokhari,12.4,151.9,0,40.6,204.9,4190,keonjhar,ghatagaon,toranipokhari
odisha,keonjhar,ghatagaon,27,uperdiha,1.7,159.25,5.95,6.9,173.8,4191,keonjhar,ghatagaon,uperdiha
odisha,keonjhar,harichandpur,1,badapalasapal,22.85,56.2,0,36.85,115.9,4192,keonjhar,harichandpur,badapalasapal
odisha,keonjhar,harichandpur,2,bareigoda,0.3,135.55,0,29.75,165.6,4193,keonjhar,harichandpur,bareigoda
odisha,keonjhar,harichandpur,3,baxibarigaon,7,59.35,0,3.05,69.4,4194,keonjhar,harichandpur,baxibarigaon
odisha,keonjhar,harichandpur,4,bhagamunda,6.95,228.7,0,38.1,273.75,4195,keonjhar,harichandpur,bhagamunda
odisha,keonjhar,harichandpur,5,bhanrapur,6.35,16.2,0,24.35,46.9,4196,keonjhar,harichandpur,bhanrapur
odisha,keonjhar,harichandpur,6,budhakhaman,1.3,62.4,0,24.4,88.1,4197,keonjhar,harichandpur,budhakhaman
odisha,keonjhar,harichandpur,7,dhurudiambo,2,116.5,0,34.05,152.55,4198,keonjhar,harichandpur,dhurudiambo
odisha,keonjhar,harichandpur,8,gaunighasa,19.7,86.4,0,29.45,135.55,4199,keonjhar,harichandpur,gaunighasa
odisha,keonjhar,harichandpur,9,harichandanpur,3.85,28.35,0,19.65,51.85,4200,keonjhar,harichandpur,harichandanpur
odisha,keonjhar,harichandpur,10,hunda,27.85,176.85,0,30.65,235.35,4201,keonjhar,harichandpur,hunda
odisha,keonjhar,harichandpur,11,jamujodi,17.4,44.5,0,33.35,95.25,4202,keonjhar,harichandpur,jamujodi
odisha,keonjhar,harichandpur,12,janghira,2.9,29.25,0,27.2,59.35,4203,keonjhar,harichandpur,janghira
odisha,keonjhar,harichandpur,13,jiranga,11.65,30.65,0,24.2,66.5,4204,keonjhar,harichandpur,jiranga
