g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19,updated_district_name,updated_block_name,updated_gp_name
3339,3185,nuapara,yes,komna,yes,palsipani,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,21,palsipani,0,6.92,7.11,0,0,0,7.11,-0.19,0.07,nuapara,komna,palsipani
3340,3186,nuapara,yes,komna,yes,pendrawan,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,22,pendrawan,-0.38,35.9,35.08,1.2,0,0,36.28,-0.38,0.47,nuapara,komna,pendrawan
3341,3187,nuapara,yes,komna,yes,poinr,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,23,poinr,0,9.38,9.35,0.03,0,0,9.38,0,0.11,nuapara,komna,poinr
3342,3188,nuapara,yes,komna,yes,rajana,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,24,rajana,2.41,34.48,22.4,8.95,0,0,31.35,3.13,0.64,nuapara,komna,rajana
3343,3189,nuapara,yes,komna,yes,samarsing,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,25,samarsing,0.2,33.9,29.94,3.76,0,0,33.7,0.2,0.57,nuapara,komna,samarsing
3344,3190,nuapara,yes,komna,yes,sialati,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,26,sialati,-0.77,13.82,14.51,0,0,0,14.51,-0.7,0.11,nuapara,komna,sialati
3345,3191,nuapara,yes,komna,yes,silva,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,27,silva,-11.54,-0.43,11,0,0,0,11,-11.43,0.2,nuapara,komna,silva
3346,3192,nuapara,yes,komna,yes,soseng,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,28,soseng,2.91,16.34,11.28,2.15,0,0,13.43,2.91,0.02,nuapara,komna,soseng
3347,3193,nuapara,yes,komna,yes,sunabeda,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,29,sunabeda,1.37,7.04,2.75,2.92,0,0,5.67,1.37,0.07,nuapara,komna,sunabeda
3348,3194,nuapara,yes,komna,yes,tarbod,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,30,tarbod,-0.02,18.72,18.54,0,0,0,18.54,0.17,0.06,nuapara,komna,tarbod
3349,3195,nuapara,yes,komna,yes,thikpali,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,31,thikpali,-0.12,25.91,23.22,2.53,0,0,25.75,0.16,2.35,nuapara,komna,thikpali
3350,3196,nuapara,yes,komna,yes,tikrapada,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,32,tikrapada,-1.18,14.48,15.13,0.54,0,0,15.67,-1.18,0.14,nuapara,komna,tikrapada
3351,3124,nuapara,yes,boden,yes,babebir,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,1,babebir,-4.91,17.35,12.6,8.5,0,0,21.1,-3.75,0.47,nuapara,boden,babebir
3352,3125,nuapara,yes,boden,yes,bhainsadani,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,2,bhainsadani,-1.12,28.68,26.03,3.35,0,0,29.38,-0.7,1.05,nuapara,boden,bhainsadani
3353,3126,nuapara,yes,boden,yes,boden,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,3,boden,-2.07,46.46,42.63,5.9,0,0,48.53,-2.07,0.7,nuapara,boden,boden
3354,3127,nuapara,yes,boden,yes,boirgaon,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,4,boirgaon,-4.99,23.61,23.53,5,0,0,28.53,-4.91,0.6,nuapara,boden,boirgaon
3355,3128,nuapara,yes,boden,yes,damjhar,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,5,damjhar,-3.24,7.82,11.01,0,0,0,11.01,-3.2,0.11,nuapara,boden,damjhar
3356,3129,nuapara,yes,boden,yes,farsara,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,6,farsara,-1.45,36.26,34.34,3.28,0,0,37.62,-1.36,0.51,nuapara,boden,farsara
3357,3130,nuapara,yes,boden,yes,karangamal,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,7,karangamal,-0.04,38.27,37.91,0,0,0,37.92,0.35,0.59,nuapara,boden,karangamal
3358,3131,nuapara,yes,boden,yes,karlakote,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,8,karlakote,-4.68,23.6,24.93,3.2,0,0,28.13,-4.53,0.95,nuapara,boden,karlakote
3359,3132,nuapara,yes,boden,yes,khaira,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,9,khaira,5.25,95.19,84.69,5.23,0,0,89.93,5.26,0.42,nuapara,boden,khaira
3360,3133,nuapara,yes,boden,yes,larka,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,10,larka,-6.76,47.91,39.87,14.48,0,0,54.36,-6.45,0.07,nuapara,boden,larka
3361,3134,nuapara,yes,boden,yes,litisargi,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,11,litisargi,-2.86,51.86,34.61,19.81,0,0,54.41,-2.55,0.3,nuapara,boden,litisargi
3362,3135,nuapara,yes,boden,yes,nagpada,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,12,nagpada,-1.56,26.28,20.99,6.83,0,0,27.81,-1.54,0.27,nuapara,boden,nagpada
3363,3136,nuapara,yes,boden,yes,palsada,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,13,palsada,0,15.54,10.93,4.61,0,0,15.54,0,0.19,nuapara,boden,palsada
3364,3137,nuapara,yes,boden,yes,rokal,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,14,rokal,-1.63,33.18,30.15,5.12,0,0,35.27,-2.08,0.1,nuapara,boden,rokal
3365,3138,nuapara,yes,boden,yes,sunapur,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,15,sunapur,-1.68,30.6,28.19,3.94,0,0,32.12,-1.52,0.34,nuapara,boden,sunapur
3366,3228,nuapara,yes,sinapalli,yes,bargaon,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,1,bargaon,-0.85,25.43,26.28,0,0,0,26.28,-0.85,0.66,nuapara,sinapalli,bargaon
3367,3229,nuapara,yes,sinapalli,yes,bharuamunda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,2,bharuamunda,-3.57,41.91,42.14,3.79,0.03,0,45.96,-4.05,0.63,nuapara,sinapalli,bharuamunda
3368,3230,nuapara,yes,sinapalli,yes,chatiaguda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,3,chatiaguda,-1.77,20.13,20.24,1.61,0,0,21.84,-1.71,0.13,nuapara,sinapalli,chatiaguda
3369,3231,nuapara,yes,sinapalli,yes,gandabahali,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,4,gandabahali,-2.17,15.98,16.12,2.32,0.03,0,18.47,-2.49,1.09,nuapara,sinapalli,gandabahali
3370,3232,nuapara,yes,sinapalli,yes,ghantiguda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,5,ghantiguda,-0.15,16.61,9.42,7.18,0.08,0,16.68,-0.07,0.74,nuapara,sinapalli,ghantiguda
3371,3233,nuapara,yes,sinapalli,yes,ghatamal,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,6,ghatamal,-0.88,29.73,23.75,6.47,0,0,30.22,-0.49,0.53,nuapara,sinapalli,ghatamal
3372,3234,nuapara,yes,sinapalli,yes,ghuchaguda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,7,ghuchaguda,0,8.28,8.22,0.06,0,0,8.29,-0.01,0,nuapara,sinapalli,ghuchaguda
3373,3235,nuapara,yes,sinapalli,yes,godal,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,8,godal,0.04,26.09,24.71,1.23,0,0,25.94,0.15,0.33,nuapara,sinapalli,godal
3374,3236,nuapara,yes,sinapalli,yes,gorla,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,9,gorla,-0.08,25.01,23.49,1.69,0,0,25.17,-0.17,0.44,nuapara,sinapalli,gorla
3375,3237,nuapara,yes,sinapalli,yes,hatibandha,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,10,hatibandha,-0.41,41.99,29.23,13.03,0.1,0,42.35,-0.36,0.28,nuapara,sinapalli,hatibandha
3376,3238,nuapara,yes,sinapalli,yes,jharbandh,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,11,jharbandh,-3.41,31.88,28.31,7.32,0,0,35.62,-3.75,1.01,nuapara,sinapalli,jharbandh
3377,3239,nuapara,yes,sinapalli,yes,kaintpadar,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,12,kaintpadar,0,25.29,21.88,3.61,0,0,25.48,-0.19,0.42,nuapara,sinapalli,kaintpadar
3378,3240,nuapara,yes,sinapalli,yes,karanbahali,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,13,karanbahali,-1.69,10.81,11.58,0.81,0,0,12.39,-1.58,0.1,nuapara,sinapalli,karanbahali
3379,3241,nuapara,yes,sinapalli,yes,kendumunda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,14,kendumunda,-4.39,22.71,25.09,2,0,0,27.09,-4.37,0.36,nuapara,sinapalli,kendumunda
3380,3242,nuapara,yes,sinapalli,yes,khairpadar,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,15,khairpadar,-0.81,29.23,20.43,9.24,0,0,29.68,-0.45,0.91,nuapara,sinapalli,khairpadar
3381,3243,nuapara,yes,sinapalli,yes,kharsel,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,16,kharsel,0,7.52,6.73,0.91,0,0,7.65,-0.13,0.16,nuapara,sinapalli,kharsel
3382,3244,nuapara,yes,sinapalli,yes,kusumjore,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,17,kusumjore,-0.11,9.49,10.09,0,0,0,10.08,-0.59,0.22,nuapara,sinapalli,kusumjore
3383,3245,nuapara,yes,sinapalli,yes,litiguda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,18,litiguda,-2.37,12.64,9.09,5.92,0,0,15,-2.36,0.05,nuapara,sinapalli,litiguda
3384,3246,nuapara,yes,sinapalli,yes,makhapadar,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,19,makhapadar,-4.1,25.56,27.37,2.19,0,0,29.56,-4,2.11,nuapara,sinapalli,makhapadar
3385,3247,nuapara,yes,sinapalli,yes,nangalbod,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,20,nangalbod,-2.02,14.37,13,2.64,0,0,15.64,-1.26,1.04,nuapara,sinapalli,nangalbod
3386,3248,nuapara,yes,sinapalli,yes,niljee,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,21,niljee,-0.17,16.68,15.86,0.84,0,0,16.69,-0.02,0.25,nuapara,sinapalli,niljee
3387,3249,nuapara,yes,sinapalli,yes,nuamalpada,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,22,nuamalpada,0,13.41,12.08,1.81,0,0,13.89,-0.48,0.19,nuapara,sinapalli,nuamalpada
3388,3250,nuapara,yes,sinapalli,yes,nuapada,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,23,nuapada,-1.16,21.42,20.24,2.31,0,0,22.55,-1.14,0.16,nuapara,sinapalli,nuapada
3389,3251,nuapara,yes,sinapalli,yes,ranimunda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,24,ranimunda,0,45.81,32.78,13.37,0.04,0,46.2,-0.39,0.46,nuapara,sinapalli,ranimunda
3390,3252,nuapara,yes,sinapalli,yes,sinapali,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,25,sinapali,1.6,14.04,12.1,0.33,0,0,12.44,1.6,0.53,nuapara,sinapalli,sinapali
3391,3253,nuapara,yes,sinapalli,yes,singjhar,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,26,singjhar,-1.84,25.38,22.75,4.3,0,0,27.05,-1.67,0.5,nuapara,sinapalli,singjhar
3392,3254,nuapara,yes,sinapalli,yes,timanpur,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,27,timanpur,-0.18,18.72,15.69,3.04,0,0,18.72,0,0.55,nuapara,sinapalli,timanpur
3393,3139,nuapara,yes,khariar,yes,areda,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,1,areda,-0.03,30.29,30.06,0.24,0,0,30.3,-0.01,0.24,nuapara,khariar,areda
3394,3140,nuapara,yes,khariar,yes,baddohel,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,2,baddohel,0,7.61,7.41,0.22,0,0,7.64,-0.02,0.12,nuapara,khariar,baddohel
3395,3141,nuapara,yes,khariar,yes,badi,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,3,badi,-4.54,9.23,11.72,1.85,0.2,0,13.77,-4.54,0.28,nuapara,khariar,badi
3396,3142,nuapara,yes,khariar,yes,bargaon,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,4,bargaon,-1.22,24.96,23,3.18,0,0,26.18,-1.22,0.13,nuapara,khariar,bargaon
3397,3143,nuapara,yes,khariar,yes,bhojpur,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,5,bhojpur,-0.14,16.67,13.06,3.2,0.33,0,16.6,0.07,0.4,nuapara,khariar,bhojpur
3398,3144,nuapara,yes,khariar,yes,bhuliasikuan,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,6,bhuliasikuan,-0.04,25.06,15.62,9.47,0,0,25.08,-0.03,0.33,nuapara,khariar,bhuliasikuan
3399,3145,nuapara,yes,khariar,yes,birighat,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,7,birighat,-4.88,42.57,44.8,2.6,0,0,47.39,-4.82,0.28,nuapara,khariar,birighat
3400,3146,nuapara,yes,khariar,yes,chanabeda,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,8,chanabeda,0,15.41,12.3,2.81,0.06,0,15.17,0.24,0.24,nuapara,khariar,chanabeda
3401,3147,nuapara,yes,khariar,yes,chindaguda,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,9,chindaguda,-0.33,17.44,12.76,4.4,0,0,17.16,0.28,0.01,nuapara,khariar,chindaguda
3402,3148,nuapara,yes,khariar,yes,dabri,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,10,dabri,-0.08,54.81,48.84,5.84,0,0,54.69,0.12,0.38,nuapara,khariar,dabri
3403,3149,nuapara,yes,khariar,yes,dohelpada,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,11,dohelpada,0,4.04,4.02,0,0,0,4.02,0.02,0.14,nuapara,khariar,dohelpada
3404,3150,nuapara,yes,khariar,yes,duajhar,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,12,duajhar,-0.05,36.52,31.11,5.13,0,0,36.24,0.28,0.04,nuapara,khariar,duajhar
3405,3151,nuapara,yes,khariar,yes,gardamunda,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,13,gardamunda,0,6.19,6.21,0,0,0,6.21,-0.02,0.06,nuapara,khariar,gardamunda
3406,3152,nuapara,yes,khariar,yes,kendupati,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,14,kendupati,0,10.14,8.79,1.33,0,0,10.12,0.02,0.05,nuapara,khariar,kendupati
3407,3153,nuapara,yes,khariar,yes,khasbahal,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,15,khasbahal,-1.08,18.53,16.17,3.45,0,0,19.61,-1.08,0,nuapara,khariar,khasbahal
3408,3154,nuapara,yes,khariar,yes,khudpej,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,16,khudpej,-0.05,16.8,14.29,2.54,0,0,16.83,-0.03,0,nuapara,khariar,khudpej
3409,3155,nuapara,yes,khariar,yes,kirikita,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,17,kirikita,-0.2,12.04,11.84,0.29,0,0,12.13,-0.1,0.23,nuapara,khariar,kirikita
3410,3156,nuapara,yes,khariar,yes,lanji,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,18,lanji,-1.23,13.62,10.65,4.2,0,0,14.84,-1.23,0.05,nuapara,khariar,lanji
3411,3157,nuapara,yes,khariar,yes,mandosil,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,19,mandosil,0,29.54,24.28,5.27,0,0,29.55,-0.01,0.51,nuapara,khariar,mandosil
3412,3158,nuapara,yes,khariar,yes,nehena,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,20,nehena,-0.28,31.33,22.63,8.93,0,0,31.55,-0.21,0.54,nuapara,khariar,nehena
3413,3159,nuapara,yes,khariar,yes,ranimunda,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,21,ranimunda,-3.31,27.51,25.66,5.09,0,0,30.75,-3.24,0.53,nuapara,khariar,ranimunda
3414,3160,nuapara,yes,khariar,yes,risigaon,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,22,risigaon,0,6.96,7,0,0,0,7,-0.04,0.24,nuapara,khariar,risigaon
3415,3161,nuapara,yes,khariar,yes,sanmaheswar,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,23,sanmaheswar,-0.19,29.84,24.51,5.51,0,0,30.02,-0.18,0.07,nuapara,khariar,sanmaheswar
3416,3162,nuapara,yes,khariar,yes,saradhapur,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,24,saradhapur,-0.02,24.82,21.25,3.49,0.03,0,24.78,0.05,0.01,nuapara,khariar,saradhapur
3417,3163,nuapara,yes,khariar,yes,sunarisikuan,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,25,sunarisikuan,0,17.49,7.96,9.02,0.52,0,17.51,-0.02,0.03,nuapara,khariar,sunarisikuan
3418,3164,nuapara,yes,khariar,yes,tukla,yes,72,72 kharia,kalahandi,odisha,nuapara,khariar,26,tukla,-0.11,12.41,12.33,0.1,0,0,12.42,-0.01,0.33,nuapara,khariar,tukla
3419,1615,kalahandi,yes,lanjigar,yes,bandhpari,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,1,bandhpari,0,14.82,9.81,2.64,0,0,12.45,2.37,0.02,kalahandi,lanjigar,bandhpari
3420,1616,kalahandi,yes,lanjigar,yes,basantapada,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,2,basantapada,0,2.74,1.22,1.52,0,0,2.74,0,0.05,kalahandi,lanjigar,basantapada
3421,1617,kalahandi,yes,lanjigar,yes,baterlima,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,3,baterlima,0,13.36,5.45,7.91,0,0,13.36,0,0,kalahandi,lanjigar,baterlima
3422,1618,kalahandi,yes,lanjigar,yes,bedagaon,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,4,bedagaon,0,23.55,10.1,13.14,0,0,23.24,0.31,0.11,kalahandi,lanjigar,bedagaon
3423,1619,kalahandi,yes,lanjigar,yes,bengaon,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,5,bengaon,0,0.42,0.05,0.2,0.02,0,0.27,0.15,0,kalahandi,lanjigar,bengaon
3424,1620,kalahandi,yes,lanjigar,yes,bhatangpadar,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,6,bhatangpadar,0,2.19,0.57,1.27,0.07,0,1.91,0.28,0,kalahandi,lanjigar,bhatangpadar
3425,1621,kalahandi,yes,lanjigar,yes,bhurtigarh,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,7,bhurtigarh,0,3.96,0.88,2.95,0,0,3.83,0.12,0.03,kalahandi,lanjigar,bhurtigarh
3426,1622,kalahandi,yes,lanjigar,yes,bijepur,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,8,bijepur,0,14.55,5.5,7.82,1,0,14.33,0.23,0.09,kalahandi,lanjigar,bijepur
3427,1623,kalahandi,yes,lanjigar,yes,biswanathpur,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,9,biswanathpur,0,15.03,5,8.7,0.61,0,14.31,0.72,0,kalahandi,lanjigar,biswanathpur
3428,1624,kalahandi,yes,lanjigar,yes,champadeipur,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,10,champadeipur,0,8.53,2.34,5.74,0,0,8.08,0.44,0.03,kalahandi,lanjigar,champadeipur
3429,1625,kalahandi,yes,lanjigar,yes,chhatrapur,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,11,chhatrapur,0,2.87,0.74,0.42,0,0,1.15,1.71,0.15,kalahandi,lanjigar,chhatrapur
3430,1626,kalahandi,yes,lanjigar,yes,gobardhanpur,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,12,gobardhanpur,0,8.75,3.02,4.76,0.64,0,8.41,0.34,0,kalahandi,lanjigar,gobardhanpur
3431,1627,kalahandi,yes,lanjigar,yes,gunduri,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,13,gunduri,0,3.72,1.75,1.84,0.02,0,3.61,0.11,0.01,kalahandi,lanjigar,gunduri
3432,1628,kalahandi,yes,lanjigar,yes,jagannathpur,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,14,jagannathpur,0,10.06,3.04,5.93,0.79,0,9.75,0.31,0.04,kalahandi,lanjigar,jagannathpur
3433,1629,kalahandi,yes,lanjigar,yes,kadamguda,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,15,kadamguda,0,2.62,0.55,0.13,0,0,0.68,1.94,0,kalahandi,lanjigar,kadamguda
3434,1630,kalahandi,yes,lanjigar,yes,kamarda,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,16,kamarda,0,7.04,1.6,3.86,0,0,5.47,1.57,0,kalahandi,lanjigar,kamarda
3435,1631,kalahandi,yes,lanjigar,yes,kankutru,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,17,kankutru,0,16.7,5.86,8.72,1.11,0,15.69,1.01,0.03,kalahandi,lanjigar,kankutru
3436,1632,kalahandi,yes,lanjigar,yes,kumkhal,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,18,kumkhal,0,25.95,6.42,16.77,0.28,0,23.48,2.47,0.04,kalahandi,lanjigar,kumkhal
3437,1633,kalahandi,yes,lanjigar,yes,lakhbahali,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,19,lakhbahali,0,9.47,3.05,4.78,0.65,0,8.48,0.99,0.09,kalahandi,lanjigar,lakhbahali
3438,1634,kalahandi,yes,lanjigar,yes,lanjee,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,20,lanjee,0,1.99,1.28,0.36,0.04,0,1.68,0.31,0.01,kalahandi,lanjigar,lanjee
3439,1635,kalahandi,yes,lanjigar,yes,lanjigarh,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,21,lanjigarh,0,0.74,0.76,0,0,0,0.76,-0.02,0.03,kalahandi,lanjigar,lanjigarh
3440,1636,kalahandi,yes,lanjigar,yes,lanjigarhroad,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,22,lanjigarhroad,0,11.63,2.04,5.61,0.54,0,8.18,3.44,0.01,kalahandi,lanjigar,lanjigarhroad
3441,1637,kalahandi,yes,lanjigar,yes,malijubang,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,23,malijubang,0,19.19,9.92,8.35,1.12,0,19.39,-0.21,0.54,kalahandi,lanjigar,malijubang
3442,1638,kalahandi,yes,lanjigar,yes,pahadpadar,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,24,pahadpadar,0,19.85,12.2,6.94,0.47,0,19.62,0.23,0.09,kalahandi,lanjigar,pahadpadar
3443,1639,kalahandi,yes,lanjigar,yes,pokharibandh,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,25,pokharibandh,0,12.51,3.39,8.06,1.08,0,12.53,-0.01,0.07,kalahandi,lanjigar,pokharibandh
3444,1640,kalahandi,yes,lanjigar,yes,trilochanpur,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,lanjigar,26,trilochanpur,0,11.83,4.7,4.92,0.47,0,10.09,1.75,0.02,kalahandi,lanjigar,trilochanpur
3445,1686,kalahandi,yes,thuamul rampur,yes,badachhatrang,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,thuamul rampur,1,badachhatrang,0,11.71,5.59,4.6,0,0,10.19,1.52,0.05,kalahandi,thuamul rampur,badachhatrang
3446,1687,kalahandi,yes,thuamul rampur,yes,bagdiani,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,thuamul rampur,2,bagdiani,0,10.06,6.36,12.24,0,0,18.6,-8.54,0.3,kalahandi,thuamul rampur,bagdiani
3447,1688,kalahandi,yes,thuamul rampur,yes,birikot,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,thuamul rampur,3,birikot,0,10.01,3.43,6.4,0,0,9.84,0.18,0.17,kalahandi,thuamul rampur,birikot
3448,1689,kalahandi,yes,thuamul rampur,yes,dumerpadar,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,thuamul rampur,4,dumerpadar,0,3.9,2.43,0.62,0,0,3.06,0.85,0.64,kalahandi,thuamul rampur,dumerpadar
3449,1690,kalahandi,yes,thuamul rampur,yes,gopalpur,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,thuamul rampur,5,gopalpur,0,1.08,0.45,0,0,0,0.45,0.64,0,kalahandi,thuamul rampur,gopalpur
3450,1691,kalahandi,yes,thuamul rampur,yes,gopinath pur,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,thuamul rampur,6,gopinath pur,0,0.21,0,1.05,0,0,1.05,-0.84,0,kalahandi,thuamul rampur,gopinath pur
3451,1692,kalahandi,yes,thuamul rampur,yes,gunpur,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,thuamul rampur,7,gunpur,0,6.62,7.37,5.82,0,0,13.19,-6.57,0.19,kalahandi,thuamul rampur,gunpur
3452,1693,kalahandi,yes,thuamul rampur,yes,kaniguma,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,thuamul rampur,8,kaniguma,0,10.82,5.39,0,0,0,5.39,5.42,0.18,kalahandi,thuamul rampur,kaniguma
3453,1694,kalahandi,yes,thuamul rampur,yes,karlapat,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,thuamul rampur,9,karlapat,0,0.87,0.83,0,0,0,0.83,0.05,0.03,kalahandi,thuamul rampur,karlapat
3454,1695,kalahandi,yes,thuamul rampur,yes,kerpai,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,thuamul rampur,10,kerpai,0,1.36,0.84,0,0,0,0.84,0.52,0.09,kalahandi,thuamul rampur,kerpai
3455,1696,kalahandi,yes,thuamul rampur,yes,kiapadar,yes,77,77 lanjigarh (st),kalahandi,odisha,kalahandi,thuamul rampur,11,kiapadar,0,0.38,0.7,0,0,0,0.7,-0.32,0.01,kalahandi,thuamul rampur,kiapadar
