g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,updated_district_name,updated_block_name,updated_gp_name
6303,960,ganjam,yes,chikiti,yes,ramachandrapur,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,14,ramachandrapur,0,113.41,96.09,17.33,0,0,113.41,0,0.22,ganjam,chikiti,ramachandrapur
6304,961,ganjam,yes,chikiti,yes,rampa,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,15,rampa,0,88.74,80.09,8.66,0,0,88.74,0,0.12,ganjam,chikiti,rampa
6305,962,ganjam,yes,chikiti,yes,sunapur,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,16,sunapur,0,91.53,67.4,24.21,0,0,91.61,-0.09,0.83,ganjam,chikiti,sunapur
6306,963,ganjam,yes,chikiti,yes,surala,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,17,surala,0,26.29,23.29,3,0,0,26.29,0,0.54,ganjam,chikiti,surala
6307,722,gajapati,yes,mohana,yes,adava,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,1,adava,0,19.42,18.86,0,0,0,18.86,0.56,0.45,gajapati,mohana,adava
6308,723,gajapati,yes,mohana,yes,aligonda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,2,aligonda,0,27.59,24,3.3,0,0,27.3,0.29,1.48,gajapati,mohana,aligonda
6309,724,gajapati,yes,mohana,yes,antaraba,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,3,antaraba,0,22.25,19.7,2.25,0,0,21.95,0.3,0.61,gajapati,mohana,antaraba
6310,725,gajapati,yes,mohana,yes,badakhani,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,4,badakhani,0,15.35,15.05,0.01,0,0,15.06,0.28,0.52,gajapati,mohana,badakhani
6311,726,gajapati,yes,mohana,yes,badasindhiba,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,5,badasindhiba,0,13.59,11.68,1.79,0,0,13.47,0.12,0.13,gajapati,mohana,badasindhiba
6312,727,gajapati,yes,mohana,yes,badeguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,6,badeguda,0,7.96,7.93,0.03,0,0,7.96,0,0.17,gajapati,mohana,badeguda
6313,728,gajapati,yes,mohana,yes,baghamari,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,7,baghamari,0,18.81,18.43,0.22,0,0,18.65,0.16,0.28,gajapati,mohana,baghamari
6314,729,gajapati,yes,mohana,yes,birikote,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,8,birikote,0,26.17,20.57,5.54,0,0,26.11,0.06,1.28,gajapati,mohana,birikote
6315,730,gajapati,yes,mohana,yes,chandiput,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,9,chandiput,0,14.45,14.3,0,0,0,14.3,0.15,0.45,gajapati,mohana,chandiput
6316,731,gajapati,yes,mohana,yes,chandragiri,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,10,chandragiri,0,10.18,8.61,1.57,0,0,10.18,0,0.12,gajapati,mohana,chandragiri
6317,732,gajapati,yes,mohana,yes,chudangapur,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,11,chudangapur,0,12.63,9.96,2.01,0,0,11.97,0.66,0.27,gajapati,mohana,chudangapur
6318,733,gajapati,yes,mohana,yes,damadua,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,12,damadua,0,20.02,20.02,0,0,0,20.02,0,0.39,gajapati,mohana,damadua
6319,734,gajapati,yes,mohana,yes,dambaguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,13,dambaguda,0,23.98,18.63,4.34,0,0,22.97,1.01,0.57,gajapati,mohana,dambaguda
6320,735,gajapati,yes,mohana,yes,dengaskhal,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,14,dengaskhal,0,24,15.02,8.64,0,0,23.67,0.33,0.64,gajapati,mohana,dengaskhal
6321,736,gajapati,yes,mohana,yes,dhadiambo,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,15,dhadiambo,0,4.61,4.6,0,0,0,4.6,0.01,1.66,gajapati,mohana,dhadiambo
6322,737,gajapati,yes,mohana,yes,dhepaguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,16,dhepaguda,0,36.88,27.23,8.67,0,0,35.9,0.98,0.64,gajapati,mohana,dhepaguda
6323,738,gajapati,yes,mohana,yes,gardama,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,17,gardama,0,60.58,35.68,19.74,0,0,55.42,5.16,4.82,gajapati,mohana,gardama
6324,739,gajapati,yes,mohana,yes,govindapur,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,18,govindapur,0,18.9,14.34,4.55,0,0,18.89,0.01,0.88,gajapati,mohana,govindapur
6325,740,gajapati,yes,mohana,yes,guluba,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,19,guluba,0,21.02,20.07,0,0,0,20.07,0.95,3.11,gajapati,mohana,guluba
6326,741,gajapati,yes,mohana,yes,gurujhuli,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,20,gurujhuli,0,3.42,1.86,1.02,0,0,2.88,0.54,0.04,gajapati,mohana,gurujhuli
6327,742,gajapati,yes,mohana,yes,jarrow,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,21,jarrow,0,5.88,5.88,0,0,0,5.88,0,0.13,gajapati,mohana,jarrow
6328,743,gajapati,yes,mohana,yes,jeeranga,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,22,jeeranga,0,12.97,12.49,0.43,0,0,12.91,0.05,0.36,gajapati,mohana,jeeranga
6329,744,gajapati,yes,mohana,yes,juba,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,23,juba,0,6.37,6.37,0,0,0,6.37,0,0.09,gajapati,mohana,juba
6330,745,gajapati,yes,mohana,yes,karchabadi,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,24,karchabadi,0,21.63,20.81,0.41,0,0,21.22,0.41,0.39,gajapati,mohana,karchabadi
6331,746,gajapati,yes,mohana,yes,kattama,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,25,kattama,0,2.93,2.8,0.08,0,0,2.88,0.05,0.67,gajapati,mohana,kattama
6332,747,gajapati,yes,mohana,yes,kesariguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,26,kesariguda,0,25.4,19.29,6.11,0,0,25.4,0,0.2,gajapati,mohana,kesariguda
6333,748,gajapati,yes,mohana,yes,khariguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,27,khariguda,0,10.27,9.93,0.21,0,0,10.14,0.14,0.39,gajapati,mohana,khariguda
6334,749,gajapati,yes,mohana,yes,liliguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,28,liliguda,0,15.41,15.42,0.09,0,0,15.51,-0.1,0.16,gajapati,mohana,liliguda
6335,750,gajapati,yes,mohana,yes,lobarsingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,29,lobarsingi,-0.04,10.03,9.3,0.55,0,0,9.84,0.19,0.53,gajapati,mohana,lobarsingi
6336,751,gajapati,yes,mohana,yes,luhagudi,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,30,luhagudi,0,30.46,26.32,4.33,0,0,30.65,-0.19,2.29,gajapati,mohana,luhagudi
6337,752,gajapati,yes,mohana,yes,malasapadar,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,31,malasapadar,0,7.1,6.69,0,0,0,6.69,0.42,0.36,gajapati,mohana,malasapadar
6338,753,gajapati,yes,mohana,yes,mandimera,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,32,mandimera,0,0.38,0.38,0,0,0,0.38,0,0.01,gajapati,mohana,mandimera
6339,754,gajapati,yes,mohana,yes,manikapur,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,33,manikapur,0,3.73,3.74,0,0,0,3.74,-0.01,0.09,gajapati,mohana,manikapur
6340,755,gajapati,yes,mohana,yes,merapalli,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,34,merapalli,0,29.96,27.3,2.41,0,0,29.71,0.24,0.45,gajapati,mohana,merapalli
6341,756,gajapati,yes,mohana,yes,mohana,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,35,mohana,0,13.09,12.66,0,0,0,12.66,0.43,1.29,gajapati,mohana,mohana
6342,757,gajapati,yes,mohana,yes,paniganda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,36,paniganda,0,15.34,11.6,3.66,0,0,15.25,0.09,1.92,gajapati,mohana,paniganda
6343,758,gajapati,yes,mohana,yes,pindiki,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,37,pindiki,0,16.78,11.28,4.91,0,0,16.19,0.58,0.5,gajapati,mohana,pindiki
6344,759,gajapati,yes,mohana,yes,raipanka,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,38,raipanka,0,7.32,7.23,0,0,0,7.23,0.09,1.1,gajapati,mohana,raipanka
6345,760,gajapati,yes,mohana,yes,sikulipadar,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,39,sikulipadar,0,29.6,26.48,1.21,0,0,27.69,1.91,2.79,gajapati,mohana,sikulipadar
6346,780,gajapati,yes,r. udayagiri,yes,abarsing,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,1,abarsing,0,46.29,28.9,17.41,0,0,46.31,-0.02,0.21,gajapati,r. udayagiri,abarsing
6347,781,gajapati,yes,r. udayagiri,yes,anagha,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,2,anagha,0,23.26,15.57,7.67,0,0,23.23,0.03,1.36,gajapati,r. udayagiri,anagha
6348,782,gajapati,yes,r. udayagiri,yes,bastriguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,3,bastriguda,0,45.32,28.85,16.51,0,0,45.35,-0.03,1,gajapati,r. udayagiri,bastriguda
6349,783,gajapati,yes,r. udayagiri,yes,chellagada,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,4,chellagada,0,30.98,18.21,12.69,0,0,30.89,0.08,0.37,gajapati,r. udayagiri,chellagada
6350,784,gajapati,yes,r. udayagiri,yes,chelligada,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,5,chelligada,0,28.78,19.86,8.36,0,0,28.23,0.55,1.03,gajapati,r. udayagiri,chelligada
6351,785,gajapati,yes,r. udayagiri,yes,dabaraguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,6,dabaraguda,0,11.85,6,5.99,0,0,11.98,-0.13,0.76,gajapati,r. udayagiri,dabaraguda
6352,786,gajapati,yes,r. udayagiri,yes,mahendragada,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,7,mahendragada,0,35.22,22.87,12.36,0,0,35.23,-0.01,1.86,gajapati,r. udayagiri,mahendragada
6353,787,gajapati,yes,r. udayagiri,yes,mangarajpur,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,8,mangarajpur,0,14.43,6.18,8.27,0,0,14.46,-0.02,1.16,gajapati,r. udayagiri,mangarajpur
6354,788,gajapati,yes,r. udayagiri,yes,parisala,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,9,parisala,0,23.35,13.03,10.38,0,0,23.41,-0.05,0.53,gajapati,r. udayagiri,parisala
6355,789,gajapati,yes,r. udayagiri,yes,purunapani,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,10,purunapani,0,11.16,7.53,3.59,0,0,11.12,0.04,1.22,gajapati,r. udayagiri,purunapani
6356,790,gajapati,yes,r. udayagiri,yes,r.udayagiri,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,11,r.udayagiri,0,20.15,12.82,7.23,0,0,20.05,0.1,0.52,gajapati,r. udayagiri,r.udayagiri
6357,791,gajapati,yes,r. udayagiri,yes,ramagiri,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,12,ramagiri,0,7.86,5.85,2.02,0,0,7.87,-0.01,0.31,gajapati,r. udayagiri,ramagiri
6358,792,gajapati,yes,r. udayagiri,yes,randiva,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,13,randiva,0,36.09,12.26,23.83,0,0,36.09,0,0.44,gajapati,r. udayagiri,randiva
6359,793,gajapati,yes,r. udayagiri,yes,sabarpalli,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,14,sabarpalli,0,80.76,41.94,40.18,0,0,82.12,-1.36,3.67,gajapati,r. udayagiri,sabarpalli
6360,794,gajapati,yes,r. udayagiri,yes,sialilati,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,15,sialilati,0,11.04,8.03,2.97,0,0,10.99,0.04,0.49,gajapati,r. udayagiri,sialilati
6361,795,gajapati,yes,r. udayagiri,yes,subalada,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,16,subalada,0,7.8,6.84,0.96,0,0,7.8,0,0.36,gajapati,r. udayagiri,subalada
6362,796,gajapati,yes,r. udayagiri,yes,tabarsingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,17,tabarsingi,0,50.58,20.55,30.03,0,0,50.58,0,1.59,gajapati,r. udayagiri,tabarsingi
6363,761,gajapati,yes,nuagada,yes,anuguru,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,1,anuguru,0,2.34,2.34,0,0,0,2.34,0,0.12,gajapati,nuagada,anuguru
6364,762,gajapati,yes,nuagada,yes,attarsingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,2,attarsingi,0,11.23,7.28,3.96,0,0,11.25,-0.02,3.95,gajapati,nuagada,attarsingi
6365,763,gajapati,yes,nuagada,yes,badapada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,3,badapada,0,38.78,27.07,11.37,0,0,38.44,0.34,1.44,gajapati,nuagada,badapada
6366,764,gajapati,yes,nuagada,yes,betarsingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,4,betarsingi,0,26.64,18.49,8.19,0,0,26.68,-0.04,2.11,gajapati,nuagada,betarsingi
6367,765,gajapati,yes,nuagada,yes,k jhalrasing,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,5,k jhalrasing,0,8.91,7.82,1.04,0,0,8.86,0.05,0.11,gajapati,nuagada,k jhalrasing
6368,766,gajapati,yes,nuagada,yes,keradang,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,6,keradang,0,24.94,20.23,4.68,0,0,24.91,0.03,0.2,gajapati,nuagada,keradang
6369,767,gajapati,yes,nuagada,yes,khajuripada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,7,khajuripada,0,23.17,17.36,5.63,0,0,22.99,0.18,0.59,gajapati,nuagada,khajuripada
6370,768,gajapati,yes,nuagada,yes,kirama,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,8,kirama,0,4.23,3.8,0.44,0,0,4.23,0,0.1,gajapati,nuagada,kirama
6371,769,gajapati,yes,nuagada,yes,luhangar,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,9,luhangar,0,49,33.25,15.68,0,0,48.93,0.06,0.75,gajapati,nuagada,luhangar
6372,770,gajapati,yes,nuagada,yes,nuagada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,10,nuagada,0,139.52,52.01,87.59,0,0,139.61,-0.09,1.22,gajapati,nuagada,nuagada
6373,771,gajapati,yes,nuagada,yes,paik antarada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,11,paik antarada,0,82.41,39.21,43.11,0,0,82.33,0.09,0.44,gajapati,nuagada,paik antarada
6374,772,gajapati,yes,nuagada,yes,parimala,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,12,parimala,0,15.98,15.63,0.35,0,0,15.98,0,0.02,gajapati,nuagada,parimala
6375,773,gajapati,yes,nuagada,yes,putrupada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,13,putrupada,0,51.11,37.22,13.89,0,0,51.11,0,3.35,gajapati,nuagada,putrupada
6376,774,gajapati,yes,nuagada,yes,sambalpur,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,14,sambalpur,0,19.83,19.83,0,0,0,19.83,0,0.84,gajapati,nuagada,sambalpur
6377,775,gajapati,yes,nuagada,yes,sundardanga,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,15,sundardanga,0,6.63,6.63,0,0,0,6.63,0,0.28,gajapati,nuagada,sundardanga
6378,776,gajapati,yes,nuagada,yes,tabarada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,16,tabarada,0,146.87,73.06,73.95,0,0,147.01,-0.14,2.08,gajapati,nuagada,tabarada
6379,777,gajapati,yes,nuagada,yes,tangili,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,17,tangili,0,21.62,12.64,9.18,0,0,21.82,-0.2,0.32,gajapati,nuagada,tangili
6380,778,gajapati,yes,nuagada,yes,titisingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,18,titisingi,0,59.65,40.4,18.9,0,0,59.3,0.35,0.33,gajapati,nuagada,titisingi
6381,779,gajapati,yes,nuagada,yes,udayapur,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,19,udayapur,0,18.2,17.95,0.25,0,0,18.2,0,0.29,gajapati,nuagada,udayapur
6382,797,gajapati,yes,rayagada,yes,ameda,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,1,ameda,0,50.06,30.4,20.08,0,0,50.49,-0.42,2.56,gajapati,rayagada,ameda
6383,798,gajapati,yes,rayagada,yes,dambalo,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,2,dambalo,0,12.77,12.51,1.45,0,0,13.96,-1.19,0.57,gajapati,rayagada,dambalo
6384,799,gajapati,yes,rayagada,yes,engarsingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,3,engarsingi,0,32.53,20.71,17.97,0,0,38.68,-6.15,2.31,gajapati,rayagada,engarsingi
6385,800,gajapati,yes,rayagada,yes,gandahati,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,4,gandahati,0,78.09,47.04,30.1,0,0,77.14,0.96,1.94,gajapati,rayagada,gandahati
6386,801,gajapati,yes,rayagada,yes,gangabada,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,5,gangabada,-0.18,22.53,22.99,0,0,0,22.99,-0.46,0.56,gajapati,rayagada,gangabada
6387,802,gajapati,yes,rayagada,yes,jeerango,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,6,jeerango,0,48.7,45.73,2.96,0,0,48.69,0.01,1.71,gajapati,rayagada,jeerango
6388,803,gajapati,yes,rayagada,yes,jolanga,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,7,jolanga,0,16.69,8.72,15.33,0,0,24.05,-7.36,0.19,gajapati,rayagada,jolanga
6389,804,gajapati,yes,rayagada,yes,karadasingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,8,karadasingi,0,9.72,7.94,1.75,0,0,9.69,0.03,0.49,gajapati,rayagada,karadasingi
6390,805,gajapati,yes,rayagada,yes,kerandi,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,9,kerandi,0,11.97,12.16,0,0,0,12.16,-0.19,0.47,gajapati,rayagada,kerandi
6391,806,gajapati,yes,rayagada,yes,koinpur,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,10,koinpur,0,26.9,27.69,0.8,0,0,28.49,-1.59,4.54,gajapati,rayagada,koinpur
6392,807,gajapati,yes,rayagada,yes,kumulsing,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,11,kumulsing,0,8.75,8.68,0,0,0,8.68,0.07,0.56,gajapati,rayagada,kumulsing
6393,808,gajapati,yes,rayagada,yes,lailai,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,12,lailai,0,44.27,43.63,0.77,0,0,44.39,-0.13,1.29,gajapati,rayagada,lailai
6394,809,gajapati,yes,rayagada,yes,laxmipur,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,13,laxmipur,0,36.83,37.08,5.56,0,0,42.64,-5.81,1.73,gajapati,rayagada,laxmipur
6395,810,gajapati,yes,rayagada,yes,loba,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,14,loba,0,13.56,12.74,0,0,0,12.74,0.82,0.75,gajapati,rayagada,loba
6396,811,gajapati,yes,rayagada,yes,marloba,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,15,marloba,0,25.58,25.97,4.35,0,0,30.32,-4.74,0.34,gajapati,rayagada,marloba
6397,812,gajapati,yes,rayagada,yes,narayanpur,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,16,narayanpur,0,10.49,10.71,2.42,0,0,13.13,-2.64,0.13,gajapati,rayagada,narayanpur
6398,813,gajapati,yes,rayagada,yes,putara,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,17,putara,0,30.54,15.39,14.34,0,0,29.73,0.81,1.11,gajapati,rayagada,putara
6399,814,gajapati,yes,rayagada,yes,rayagada,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,18,rayagada,0,10,10.66,1.21,0,0,11.87,-1.87,0.46,gajapati,rayagada,rayagada
6400,815,gajapati,yes,rayagada,yes,s.karadasingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,19,s.karadasingi,0,27.19,23.81,3.32,0,0,27.13,0.06,0.3,gajapati,rayagada,s.karadasingi
6401,816,gajapati,yes,rayagada,yes,sanatundi,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,20,sanatundi,0,21.96,21.66,0,0,0,21.66,0.31,0.24,gajapati,rayagada,sanatundi
6402,817,gajapati,yes,rayagada,yes,talamunda,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,21,talamunda,0,22.4,15.46,6.74,0,0,22.2,0.2,0.5,gajapati,rayagada,talamunda
6403,690,gajapati,yes,gumma,yes,ajayagada,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,1,ajayagada,0,35.08,21.11,13.75,0,0,34.87,0.21,1.58,gajapati,gumma,ajayagada
6404,691,gajapati,yes,gumma,yes,badakolakote,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,2,badakolakote,0,38.91,30.82,8.01,0,0,38.83,0.09,0.69,gajapati,gumma,badakolakote
6405,692,gajapati,yes,gumma,yes,baijhal,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,3,baijhal,0,7.96,7.29,0.63,0,0,7.92,0.04,1.14,gajapati,gumma,baijhal
6406,693,gajapati,yes,gumma,yes,bhuvani,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,4,bhuvani,0,64.67,61.52,3.38,0,0,64.9,-0.23,1.33,gajapati,gumma,bhuvani
6407,694,gajapati,yes,gumma,yes,brusava,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,5,brusava,0,28.4,25.95,1.5,0,0,27.45,0.95,3.95,gajapati,gumma,brusava
6408,695,gajapati,yes,gumma,yes,dumbada,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,6,dumbada,0,21.28,19.36,1.9,0,0,21.27,0.02,0.84,gajapati,gumma,dumbada
6409,696,gajapati,yes,gumma,yes,gaiba,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,7,gaiba,0,20.56,18.66,1.9,0,0,20.56,0,0.32,gajapati,gumma,gaiba
6410,697,gajapati,yes,gumma,yes,gumma,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,8,gumma,0,20.89,20.86,0,0,0,20.86,0.03,0.55,gajapati,gumma,gumma
6411,698,gajapati,yes,gumma,yes,jeeba,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,9,jeeba,0,16.93,16.61,0.23,0,0,16.84,0.09,0.22,gajapati,gumma,jeeba
6412,699,gajapati,yes,gumma,yes,jhami,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,10,jhami,0,6.64,4.83,1.8,0,0,6.63,0.01,0.05,gajapati,gumma,jhami
6413,700,gajapati,yes,gumma,yes,kujasingi,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,11,kujasingi,0,32.46,19.53,10.77,0,0,30.3,2.16,0.69,gajapati,gumma,kujasingi
6414,701,gajapati,yes,gumma,yes,munisingi,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,12,munisingi,0,16.76,16.13,0.52,0,0,16.65,0.11,0.34,gajapati,gumma,munisingi
6415,702,gajapati,yes,gumma,yes,namanagada,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,13,namanagada,0,8.46,8.35,0,0,0,8.35,0.11,0.15,gajapati,gumma,namanagada
6416,703,gajapati,yes,gumma,yes,parida,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,14,parida,0,34.37,28.85,5.4,0,0,34.25,0.12,0.75,gajapati,gumma,parida
6417,704,gajapati,yes,gumma,yes,ragidi,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,15,ragidi,0,9.13,8.32,0.59,0,0,8.9,0.23,0.12,gajapati,gumma,ragidi
6418,705,gajapati,yes,gumma,yes,serango,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,16,serango,0,10.59,10.53,0.1,0,0,10.63,-0.05,0.18,gajapati,gumma,serango
6419,706,gajapati,yes,gumma,yes,tarangada,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,17,tarangada,0,9.38,8.2,1.02,0,0,9.22,0.16,0.11,gajapati,gumma,tarangada
6420,707,gajapati,yes,gumma,yes,tarava,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,18,tarava,0,14.78,11.83,2.95,0,0,14.78,0.01,0.02,gajapati,gumma,tarava
6421,708,gajapati,yes,gumma,yes,tumula,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,19,tumula,0,49.12,46.91,1.1,0,0,48.01,1.11,1.02,gajapati,gumma,tumula
6422,709,gajapati,yes,gumma,yes,ukhura,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,20,ukhura,0,31.93,27.83,4.1,0,0,31.93,0,0.5,gajapati,gumma,ukhura
6423,710,gajapati,yes,kashinagar,yes,alada,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,kashinagar,1,alada,0,22.55,16.05,7.65,0,0,23.7,-1.15,1.42,gajapati,kashinagar,alada
6424,711,gajapati,yes,kashinagar,yes,budura,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,kashinagar,2,budura,0,8.07,11.72,0.24,0,0,11.96,-3.89,1.45,gajapati,kashinagar,budura
6425,712,gajapati,yes,kashinagar,yes,goribandha,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,kashinagar,3,goribandha,0,9.27,8.52,3.84,0,0,12.36,-3.09,0.18,gajapati,kashinagar,goribandha
6426,713,gajapati,yes,kashinagar,yes,hadubhangi,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,kashinagar,4,hadubhangi,0,10.86,5.27,5.6,0,0,10.86,0,0.23,gajapati,kashinagar,hadubhangi
