g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,updated_district_name,updated_block_name,updated_gp_name
2678,533,dhenkanal,yes,gondia,yes,sorisiapada,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,gondia,29,sorisiapada,0.48,30.54,28.81,15.43,0.25,0,44.49,-13.95,0.09,dhenkanal,gondia,sorisiapada
2679,475,dhenkanal,yes,dhenkanal,yes,baladiabandha,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,1,baladiabandha,0,35.18,26,14.18,0.75,0,40.94,-5.76,0.43,dhenkanal,dhenkanal,baladiabandha
2680,476,dhenkanal,yes,dhenkanal,yes,baliamba,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,2,baliamba,0,65.61,39.6,25.72,0.29,0,65.61,0,0.26,dhenkanal,dhenkanal,baliamba
2681,479,dhenkanal,yes,dhenkanal,yes,beltikiri,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,5,beltikiri,0,29.56,28.75,6.72,0.12,0,35.59,-6.03,0.47,dhenkanal,dhenkanal,beltikiri
2682,480,dhenkanal,yes,dhenkanal,yes,bhaliabolkateni,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,6,bhaliabolkateni,0,16.81,16.74,0.06,0.01,0,16.81,0,0,dhenkanal,dhenkanal,bhaliabolkateni
2683,481,dhenkanal,yes,dhenkanal,yes,bhapur,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,7,bhapur,0,42.81,35.64,7.23,0.1,0,42.97,-0.16,1.61,dhenkanal,dhenkanal,bhapur
2684,482,dhenkanal,yes,dhenkanal,yes,chandrasekhar prasad,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,8,chandrasekhar prasad,0,88.65,53.61,34.56,0.43,0,88.61,0.04,0.02,dhenkanal,dhenkanal,chandrasekhar prasad
2685,484,dhenkanal,yes,dhenkanal,yes,dharanipatana,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,10,dharanipatana,0,35.17,27.55,7.39,1.05,0,36,-0.82,0.65,dhenkanal,dhenkanal,dharanipatana
2686,486,dhenkanal,yes,dhenkanal,yes,gobindpur,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,12,gobindpur,0,36.13,33.88,2.19,0.02,0,36.1,0.03,0.05,dhenkanal,dhenkanal,gobindpur
2687,487,dhenkanal,yes,dhenkanal,yes,kaeimati,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,13,kaeimati,0,29.36,28.82,2.3,0.12,0,31.25,-1.88,0.4,dhenkanal,dhenkanal,kaeimati
2688,488,dhenkanal,yes,dhenkanal,yes,kakudibhaga,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,14,kakudibhaga,0,45.04,30.14,15.13,0.24,0,45.5,-0.46,0.35,dhenkanal,dhenkanal,kakudibhaga
2689,502,dhenkanal,yes,dhenkanal,yes,suakhaikateni,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,28,suakhaikateni,0,48.79,42.26,20.6,0.22,0,63.08,-14.29,0.84,dhenkanal,dhenkanal,suakhaikateni
2690,489,dhenkanal,yes,dhenkanal,yes,kankadahada,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,15,kankadahada,0,33.4,22.75,10.59,0.06,0,33.4,0,0.04,dhenkanal,dhenkanal,kankadahada
2691,490,dhenkanal,yes,dhenkanal,yes,kankadapala,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,16,kankadapala,0,31.03,15.28,18.32,0.42,0,34.03,-3,0.5,dhenkanal,dhenkanal,kankadapala
2692,491,dhenkanal,yes,dhenkanal,yes,madhusahupatana,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,17,madhusahupatana,0,37.2,31.95,9.14,0.44,0,41.54,-4.34,0.23,dhenkanal,dhenkanal,madhusahupatana
2693,492,dhenkanal,yes,dhenkanal,yes,mangalpur,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,18,mangalpur,0,22.84,11.84,10.76,0.43,0,23.03,-0.2,0.17,dhenkanal,dhenkanal,mangalpur
2694,493,dhenkanal,yes,dhenkanal,yes,manipur,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,19,manipur,0,36.61,33.26,3.29,0.06,0,36.61,0,0,dhenkanal,dhenkanal,manipur
2695,494,dhenkanal,yes,dhenkanal,yes,nadiali,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,20,nadiali,0,56.29,46.05,7.17,0.18,0,53.4,2.89,0.91,dhenkanal,dhenkanal,nadiali
2696,495,dhenkanal,yes,dhenkanal,yes,nagiapasi,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,21,nagiapasi,0,26.66,23.5,3.13,0.04,0,26.66,0,0.17,dhenkanal,dhenkanal,nagiapasi
2697,498,dhenkanal,yes,dhenkanal,yes,sankarpur,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,24,sankarpur,0.03,28.05,26.75,1.01,0,0,27.76,0.29,0.3,dhenkanal,dhenkanal,sankarpur
2698,500,dhenkanal,yes,dhenkanal,yes,saptasajya,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,26,saptasajya,0,70.77,31.36,38.3,1.65,0,71.32,-0.55,0.83,dhenkanal,dhenkanal,saptasajya
2699,503,dhenkanal,yes,dhenkanal,yes,talabarakota,yes,55,55 dhenkanal,dhenkanal,odisha,dhenkanal,dhenkanal,29,talabarakota,0,34.68,37.06,17.92,0.46,0,55.44,-20.75,0.04,dhenkanal,dhenkanal,talabarakota
2700,612,dhenkanal,yes,odapada,yes,badalo,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,1,badalo,0.25,19.01,13.53,5.21,0.02,0,18.76,0.25,0.09,dhenkanal,odapada,badalo
2701,613,dhenkanal,yes,odapada,yes,balaramprasad,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,2,balaramprasad,0.21,16.76,11.89,4.65,0.01,0,16.55,0.21,0,dhenkanal,odapada,balaramprasad
2702,614,dhenkanal,yes,odapada,yes,balarampur,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,3,balarampur,1.22,12.92,8.33,3.45,0.03,0,11.82,1.11,0,dhenkanal,odapada,balarampur
2703,615,dhenkanal,yes,odapada,yes,bangursingh,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,4,bangursingh,0.13,23.67,12.65,10.73,0.09,0,23.47,0.21,0.06,dhenkanal,odapada,bangursingh
2704,616,dhenkanal,yes,odapada,yes,bido,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,5,bido,0.14,18.86,15.73,2.96,0.01,0,18.7,0.16,0.09,dhenkanal,odapada,bido
2705,617,dhenkanal,yes,odapada,yes,gadasila,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,6,gadasila,0.09,15.28,12.06,2.93,0.04,0,15.04,0.24,0,dhenkanal,odapada,gadasila
2706,618,dhenkanal,yes,odapada,yes,ghatipiri,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,7,ghatipiri,0.18,28.55,24.23,4.1,0.04,0,28.37,0.18,0.02,dhenkanal,odapada,ghatipiri
2707,619,dhenkanal,yes,odapada,yes,govbvd prasad,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,8,govbvd prasad,0.07,16.72,14.06,2.57,0,0,16.63,0.09,0.13,dhenkanal,odapada,govbvd prasad
2708,620,dhenkanal,yes,odapada,yes,gunadei,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,9,gunadei,0.13,16.26,10.75,5.36,0.02,0,16.13,0.13,0.02,dhenkanal,odapada,gunadei
2709,621,dhenkanal,yes,odapada,yes,gundichapada,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,10,gundichapada,0.1,9.24,7.4,1.73,0.01,0,9.15,0.1,0.02,dhenkanal,odapada,gundichapada
2710,622,dhenkanal,yes,odapada,yes,indipur,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,11,indipur,0.13,63.21,53.59,9.37,0.12,0,63.08,0.13,0.12,dhenkanal,odapada,indipur
2711,623,dhenkanal,yes,odapada,yes,kadabindha,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,12,kadabindha,0.19,42.49,32.56,10.02,0.05,0,42.64,-0.14,0.05,dhenkanal,odapada,kadabindha
2712,624,dhenkanal,yes,odapada,yes,kalanga,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,13,kalanga,0.1,60.95,47.96,15.86,0.16,0,63.99,-3.04,0.17,dhenkanal,odapada,kalanga
2713,625,dhenkanal,yes,odapada,yes,kamalanga,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,14,kamalanga,0,6.63,4.46,2.16,0.01,0,6.63,0,0,dhenkanal,odapada,kamalanga
2714,626,dhenkanal,yes,odapada,yes,kasiadihi,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,15,kasiadihi,0,12.84,11.16,12.66,0.11,0,23.93,-11.09,0.07,dhenkanal,odapada,kasiadihi
2715,627,dhenkanal,yes,odapada,yes,khadag prasad,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,16,khadag prasad,2.62,24.99,19.59,2.75,0,0,22.34,2.65,0.05,dhenkanal,odapada,khadag prasad
2716,628,dhenkanal,yes,odapada,yes,khuntujhari,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,17,khuntujhari,0,32.09,28.33,3.67,0,0,32,0.09,0.1,dhenkanal,odapada,khuntujhari
2717,629,dhenkanal,yes,odapada,yes,kottam,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,18,kottam,0.04,44.72,41.44,3.04,0.03,0,44.51,0.2,0.78,dhenkanal,odapada,kottam
2718,630,dhenkanal,yes,odapada,yes,kusupanga,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,19,kusupanga,0.2,4.35,4.2,4.59,0.04,0,8.84,-4.49,0.01,dhenkanal,odapada,kusupanga
2719,631,dhenkanal,yes,odapada,yes,mangalpur,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,20,mangalpur,2.19,10.17,5.37,2.53,0,0,7.9,2.27,0.07,dhenkanal,odapada,mangalpur
2720,632,dhenkanal,yes,odapada,yes,motonga,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,21,motonga,0.2,25.18,20.91,4.03,0.05,0,24.98,0.2,0.01,dhenkanal,odapada,motonga
2721,633,dhenkanal,yes,odapada,yes,nadhara,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,22,nadhara,0.31,8.34,7.89,0.18,0,0,8.07,0.26,0.02,dhenkanal,odapada,nadhara
2722,634,dhenkanal,yes,odapada,yes,nayabhagirathipur,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,23,nayabhagirathipur,0,17.72,13.16,6.42,0.03,0,19.62,-1.9,0.07,dhenkanal,odapada,nayabhagirathipur
2723,635,dhenkanal,yes,odapada,yes,nimindha,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,24,nimindha,0.16,13.97,10.26,3.51,0.04,0,13.81,0.16,0.06,dhenkanal,odapada,nimindha
2724,636,dhenkanal,yes,odapada,yes,odapada,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,25,odapada,0.21,15.01,9.08,5.69,0.03,0,14.8,0.21,0,dhenkanal,odapada,odapada
2725,637,dhenkanal,yes,odapada,yes,sadasibpur,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,26,sadasibpur,0.02,28.13,23.24,4.54,0.02,0,27.8,0.33,0.23,dhenkanal,odapada,sadasibpur
2726,638,dhenkanal,yes,odapada,yes,sibapur,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,27,sibapur,0,15.43,15.28,12.88,0.08,0,28.24,-12.82,0.05,dhenkanal,odapada,sibapur
2727,639,dhenkanal,yes,odapada,yes,siminai,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,odapada,28,siminai,0.2,13.29,8.78,4.28,0.01,0,13.07,0.22,0.02,dhenkanal,odapada,siminai
2728,534,dhenkanal,yes,hindol,yes,asarada,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,1,asarada,0.14,31.68,27.2,4.28,0.06,0,31.54,0.14,0,dhenkanal,hindol,asarada
2729,535,dhenkanal,yes,hindol,yes,babandha,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,2,babandha,0.04,39.56,39.52,1.11,0.01,0,40.65,-1.09,0.27,dhenkanal,hindol,babandha
2730,536,dhenkanal,yes,hindol,yes,bampa,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,3,bampa,0.02,22.71,20.15,4.5,0.02,0,24.67,-1.96,0.49,dhenkanal,hindol,bampa
2731,537,dhenkanal,yes,hindol,yes,baunsa pokhari,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,4,baunsa pokhari,0.03,71.71,49.65,22.91,0.34,0,72.89,-1.18,0.91,dhenkanal,hindol,baunsa pokhari
2732,538,dhenkanal,yes,hindol,yes,buhalipal,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,5,buhalipal,0.14,50.87,25.3,25.13,0.3,0,50.73,0.14,1.27,dhenkanal,hindol,buhalipal
2733,539,dhenkanal,yes,hindol,yes,chital pur,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,6,chital pur,0.15,23.03,23.23,0,0,0,23.23,-0.2,0.21,dhenkanal,hindol,chital pur
2734,540,dhenkanal,yes,hindol,yes,dandiri,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,7,dandiri,0,29.58,24.6,8.11,0.09,0,32.8,-3.22,1.11,dhenkanal,hindol,dandiri
2735,541,dhenkanal,yes,hindol,yes,dudurkote,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,8,dudurkote,0,85.56,58.43,41.36,0.54,0,100.34,-14.77,2.9,dhenkanal,hindol,dudurkote
2736,542,dhenkanal,yes,hindol,yes,galapada,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,9,galapada,0.03,22.52,20.88,1.59,0,0,22.46,0.05,0.38,dhenkanal,hindol,galapada
2737,543,dhenkanal,yes,hindol,yes,gandanali,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,10,gandanali,0,42.76,30.66,20.9,0.25,0,51.81,-9.05,0.59,dhenkanal,hindol,gandanali
2738,544,dhenkanal,yes,hindol,yes,giridharprasad,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,11,giridharprasad,0.16,34.49,33.35,0.67,0,0,34.02,0.47,0.57,dhenkanal,hindol,giridharprasad
2739,545,dhenkanal,yes,hindol,yes,gulehi,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,12,gulehi,0.01,68.57,51.55,16.8,0.2,0,68.56,0.01,1.01,dhenkanal,hindol,gulehi
2740,546,dhenkanal,yes,hindol,yes,hatura,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,13,hatura,0.08,35.5,34,10.38,0.11,0,44.48,-8.99,0.85,dhenkanal,hindol,hatura
2741,547,dhenkanal,yes,hindol,yes,jharada,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,14,jharada,0.01,25.28,15.26,9.74,0.26,0,25.27,0.01,1.88,dhenkanal,hindol,jharada
2742,548,dhenkanal,yes,hindol,yes,kadala,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,15,kadala,0.01,19.37,16.28,2.88,0.21,0,19.36,0.01,0.06,dhenkanal,hindol,kadala
2743,549,dhenkanal,yes,hindol,yes,kalinga,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,16,kalinga,0.01,30.49,14.56,15.55,0.21,0,30.33,0.16,0.08,dhenkanal,hindol,kalinga
2744,550,dhenkanal,yes,hindol,yes,kansara,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,17,kansara,0,36.35,31.59,7.5,0.02,0,39.11,-2.76,0.2,dhenkanal,hindol,kansara
2745,551,dhenkanal,yes,hindol,yes,kantamila,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,18,kantamila,0.07,114.92,73.22,41.09,0.63,0,114.94,-0.02,0.14,dhenkanal,hindol,kantamila
2746,552,dhenkanal,yes,hindol,yes,karanda,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,19,karanda,0.47,22.16,20.8,0.89,0,0,21.69,0.47,0.4,dhenkanal,hindol,karanda
2747,553,dhenkanal,yes,hindol,yes,khaliborei,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,20,khaliborei,0.25,36.39,32.54,5.74,0.06,0,38.35,-1.95,0.51,dhenkanal,hindol,khaliborei
2748,554,dhenkanal,yes,hindol,yes,kintimili,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,21,kintimili,0.02,29.12,24.9,4.11,0.09,0,29.1,0.02,2.67,dhenkanal,hindol,kintimili
2749,555,dhenkanal,yes,hindol,yes,kukuta,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,22,kukuta,0.04,11.36,9.18,3.6,0.04,0,12.82,-1.46,1.6,dhenkanal,hindol,kukuta
2750,556,dhenkanal,yes,hindol,yes,kunua,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,23,kunua,0.04,51.12,34.15,16.81,0.24,0,51.19,-0.07,0.77,dhenkanal,hindol,kunua
2751,557,dhenkanal,yes,hindol,yes,kutunia,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,24,kutunia,0,26.87,26.21,0.96,0,0,27.17,-0.29,0.06,dhenkanal,hindol,kutunia
2752,558,dhenkanal,yes,hindol,yes,madhapur,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,25,madhapur,0,44.57,32.21,12.22,0.15,0,44.57,0,1.35,dhenkanal,hindol,madhapur
2753,559,dhenkanal,yes,hindol,yes,mahalunda,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,26,mahalunda,0.17,49.59,38.87,12.81,0.16,0,51.84,-2.25,0.28,dhenkanal,hindol,mahalunda
2754,560,dhenkanal,yes,hindol,yes,nabakishorpur,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,27,nabakishorpur,0.42,22.99,22.57,0,0,0,22.57,0.42,1.44,dhenkanal,hindol,nabakishorpur
2755,561,dhenkanal,yes,hindol,yes,nuabag,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,28,nuabag,0.17,21.12,20.82,0,0,0,20.82,0.31,0.96,dhenkanal,hindol,nuabag
2756,562,dhenkanal,yes,hindol,yes,nuagaon,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,29,nuagaon,0,12.68,12.68,0,0,0,12.68,0,0,dhenkanal,hindol,nuagaon
2757,563,dhenkanal,yes,hindol,yes,p.p.kote,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,30,p.p.kote,0.05,9.3,9.25,0,0,0,9.25,0.05,0.11,dhenkanal,hindol,p.p.kote
2758,564,dhenkanal,yes,hindol,yes,patala,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,31,patala,0.06,41.47,32.8,8.89,0.13,0,41.82,-0.35,0.28,dhenkanal,hindol,patala
2759,565,dhenkanal,yes,hindol,yes,ranjagol,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,32,ranjagol,0.06,41.83,20.56,20.47,0.72,0,41.75,0.08,0.56,dhenkanal,hindol,ranjagol
2760,566,dhenkanal,yes,hindol,yes,rasol,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,33,rasol,0.05,58.74,41.5,17.04,0.22,0,58.76,-0.02,0.08,dhenkanal,hindol,rasol
2761,567,dhenkanal,yes,hindol,yes,sanjapada,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,34,sanjapada,0.05,21.01,21.33,4.85,0.05,0,26.24,-5.22,0.16,dhenkanal,hindol,sanjapada
2762,568,dhenkanal,yes,hindol,yes,thokar,yes,56,56 hindol (sc),dhenkanal,odisha,dhenkanal,hindol,35,thokar,0.06,62.46,32.33,33.88,0.43,0,66.64,-4.19,0.58,dhenkanal,hindol,thokar
2763,478,dhenkanal,yes,dhenkanal,yes,barada,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,dhenkanal,4,barada,0.06,54.45,39.61,17.49,0.37,0,57.47,-3.02,0.34,dhenkanal,dhenkanal,barada
2764,485,dhenkanal,yes,dhenkanal,yes,gengutia,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,dhenkanal,11,gengutia,0,13.17,12.24,0.93,0,0,13.17,0,0,dhenkanal,dhenkanal,gengutia
2765,483,dhenkanal,yes,dhenkanal,yes,chaulia,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,dhenkanal,9,chaulia,0,70.3,40.31,29.87,0.43,0,70.61,-0.31,1.47,dhenkanal,dhenkanal,chaulia
2766,499,dhenkanal,yes,dhenkanal,yes,sankulei,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,dhenkanal,25,sankulei,0,16.29,13.48,3.45,0.04,0,16.97,-0.68,0.05,dhenkanal,dhenkanal,sankulei
2767,501,dhenkanal,yes,dhenkanal,yes,sogarapasi,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,dhenkanal,27,sogarapasi,0,56.67,51.25,11.75,0.17,0,63.17,-6.5,1.66,dhenkanal,dhenkanal,sogarapasi
2768,477,dhenkanal,yes,dhenkanal,yes,bansing,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,dhenkanal,3,bansing,0,17.29,15.66,2.12,0.05,0,17.83,-0.54,1.67,dhenkanal,dhenkanal,bansing
2769,504,dhenkanal,yes,dhenkanal,yes,tarabha,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,dhenkanal,30,tarabha,0,11.95,8.37,3.58,0,0,11.95,0,0.1,dhenkanal,dhenkanal,tarabha
2770,497,dhenkanal,yes,dhenkanal,yes,radhadeipur,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,dhenkanal,23,radhadeipur,0,22,22.48,13.14,0.21,0,35.83,-13.83,0.53,dhenkanal,dhenkanal,radhadeipur
2771,496,dhenkanal,yes,dhenkanal,yes,nuagaon,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,dhenkanal,22,nuagaon,0,23.22,23.53,18.86,0.21,0,42.59,-19.38,0.28,dhenkanal,dhenkanal,nuagaon
2772,570,dhenkanal,yes,kamakhyanagar,yes,badasuanlo,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,2,badasuanlo,0.12,75.5,28.98,46.46,0,0,75.44,0.07,0.44,dhenkanal,kamakhyanagar,badasuanlo
2773,571,dhenkanal,yes,kamakhyanagar,yes,baisinga,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,3,baisinga,0.01,21.05,14.36,6.6,0,0,20.96,0.09,0.32,dhenkanal,kamakhyanagar,baisinga
2774,572,dhenkanal,yes,kamakhyanagar,yes,baligorad,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,4,baligorad,0.13,29.48,14.13,14.31,0,0,28.44,1.04,2.85,dhenkanal,kamakhyanagar,baligorad
2775,574,dhenkanal,yes,kamakhyanagar,yes,baruan (k),yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,6,baruan (k),0.11,14.74,14.23,0.42,0,0,14.65,0.09,0.57,dhenkanal,kamakhyanagar,baruan (k)
2776,575,dhenkanal,yes,kamakhyanagar,yes,baunsapal,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,7,baunsapal,1,26.35,16.93,8.51,0,0,25.43,0.92,1.32,dhenkanal,kamakhyanagar,baunsapal
2777,576,dhenkanal,yes,kamakhyanagar,yes,bhairpur,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,8,bhairpur,0.01,30.97,15.35,15.61,0,0,30.96,0.02,0.5,dhenkanal,kamakhyanagar,bhairpur
2778,573,dhenkanal,yes,kamakhyanagar,yes,bankual,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,5,bankual,0.06,38.75,16.33,22.42,0,0,38.75,0,0.49,dhenkanal,kamakhyanagar,bankual
2779,577,dhenkanal,yes,kamakhyanagar,yes,budhibil,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,9,budhibil,0.01,9.44,9.41,0,0,0,9.41,0.03,0.95,dhenkanal,kamakhyanagar,budhibil
2780,578,dhenkanal,yes,kamakhyanagar,yes,jagannathpur,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,10,jagannathpur,0.14,34.56,26.97,9.39,0,0,36.36,-1.81,0.66,dhenkanal,kamakhyanagar,jagannathpur
2781,579,dhenkanal,yes,kamakhyanagar,yes,kadua,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,11,kadua,0.04,50.68,31.23,19.44,0,0,50.67,0.01,0.8,dhenkanal,kamakhyanagar,kadua
2782,580,dhenkanal,yes,kamakhyanagar,yes,kanapura,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,12,kanapura,0.11,21.25,20.34,2.09,0,0,22.43,-1.18,0.38,dhenkanal,kamakhyanagar,kanapura
2783,584,dhenkanal,yes,kamakhyanagar,yes,kotagara,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,16,kotagara,0.24,37.76,19.85,17.62,0,0,37.47,0.29,0.69,dhenkanal,kamakhyanagar,kotagara
2784,586,dhenkanal,yes,kamakhyanagar,yes,mahulpal,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,18,mahulpal,0.33,39.23,19.76,18.7,0,0,38.45,0.78,1.48,dhenkanal,kamakhyanagar,mahulpal
2785,587,dhenkanal,yes,kamakhyanagar,yes,raynrusinghpur,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,19,raynrusinghpur,0.28,30.21,18.62,13.16,0,0,31.78,-1.57,0.82,dhenkanal,kamakhyanagar,raynrusinghpur
2786,589,dhenkanal,yes,kamakhyanagar,yes,sogar,yes,57,57 kamakhyanagar,dhenkanal,odisha,dhenkanal,kamakhyanagar,21,sogar,0.45,31.75,14.03,17.28,0,0,31.31,0.44,0.58,dhenkanal,kamakhyanagar,sogar
