g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Sl.No,s_gp,SC,ST,Minority,Others,Total,updated_district_name,updated_block_name,updated_gp_name
4207,3784,kandhamal,yes,phulbani,yes,bisipada,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phulbani,2,bisipada,5.3,0,0,93.9,99.2,kandhamal,phulbani,bisipada
4208,3785,kandhamal,yes,phulbani,yes,dadaki,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phulbani,3,dadaki,2.6,0,0,25.9,28.5,kandhamal,phulbani,dadaki
4209,3786,kandhamal,yes,phulbani,yes,duduki,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phulbani,4,duduki,4.8,0.6,0,16.35,21.75,kandhamal,phulbani,duduki
4210,3787,kandhamal,yes,phulbani,yes,ganjuguda,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phulbani,5,ganjuguda,2.9,0,0,41.9,44.8,kandhamal,phulbani,ganjuguda
4211,3788,kandhamal,yes,phulbani,yes,gumagarh,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phulbani,6,gumagarh,11.3,2.6,0,28.7,42.6,kandhamal,phulbani,gumagarh
4212,3789,kandhamal,yes,phulbani,yes,jamjhiri,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phulbani,7,jamjhiri,3.2,0,0,3.3,6.5,kandhamal,phulbani,jamjhiri
4213,3790,kandhamal,yes,phulbani,yes,katringia,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phulbani,8,katringia,8.9,2.4,0,33.2,44.5,kandhamal,phulbani,katringia
4214,3791,kandhamal,yes,phulbani,yes,keredi,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phulbani,9,keredi,23.8,1.65,0,51.05,76.5,kandhamal,phulbani,keredi
4215,3792,kandhamal,yes,phulbani,yes,minia,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phulbani,10,minia,1.1,3,0,24.4,28.5,kandhamal,phulbani,minia
4216,3793,kandhamal,yes,phulbani,yes,tudipaju,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phulbani,11,tudipaju,4.8,1.6,0,1.3,7.7,kandhamal,phulbani,tudipaju
4217,3730,kandhamal,yes,khajuripada,yes,adasipada,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,1,adasipada,21.2,66.45,0,37.4,125.05,kandhamal,khajuripada,adasipada
4218,3731,kandhamal,yes,khajuripada,yes,arapaju,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,2,arapaju,46.85,30.95,0,6.45,84.25,kandhamal,khajuripada,arapaju
4219,3732,kandhamal,yes,khajuripada,yes,balasakumpa,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,3,balasakumpa,69.5,15.35,0,29.3,114.15,kandhamal,khajuripada,balasakumpa
4220,3733,kandhamal,yes,khajuripada,yes,billabadi,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,4,billabadi,6.3,22.45,0,1.45,30.2,kandhamal,khajuripada,billabadi
4221,3734,kandhamal,yes,khajuripada,yes,dalapada,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,5,dalapada,27.45,30.4,0,12.45,70.3,kandhamal,khajuripada,dalapada
4222,3735,kandhamal,yes,khajuripada,yes,dutimendi,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,6,dutimendi,9.7,12.65,0,0,22.35,kandhamal,khajuripada,dutimendi
4223,3736,kandhamal,yes,khajuripada,yes,dutipada,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,7,dutipada,12.1,4.7,0,0.75,17.55,kandhamal,khajuripada,dutipada
4224,3737,kandhamal,yes,khajuripada,yes,gudari,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,8,gudari,21,2.5,0,9.4,32.9,kandhamal,khajuripada,gudari
4225,3738,kandhamal,yes,khajuripada,yes,khajuripada,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,9,khajuripada,47.4,20.05,0,35.3,102.75,kandhamal,khajuripada,khajuripada
4226,3739,kandhamal,yes,khajuripada,yes,nuagam,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,10,nuagam,26.25,43.5,0,85.55,155.3,kandhamal,khajuripada,nuagam
4227,3740,kandhamal,yes,khajuripada,yes,pirkudi,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,11,pirkudi,4.9,1.5,0,0,6.4,kandhamal,khajuripada,pirkudi
4228,3741,kandhamal,yes,khajuripada,yes,sudreju,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,12,sudreju,0,4.45,0,0.45,4.9,kandhamal,khajuripada,sudreju
4229,3742,kandhamal,yes,khajuripada,yes,sudrukumpa,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,13,sudrukumpa,56.15,61.4,0,12.35,129.9,kandhamal,khajuripada,sudrukumpa
4230,3743,kandhamal,yes,khajuripada,yes,titrapanga,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,khajuripada,14,titrapanga,21.05,4.1,0,11.6,36.75,kandhamal,khajuripada,titrapanga
4231,3759,kandhamal,yes,phiringia,yes,balandapada,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,1,balandapada,18.9,25,0,20.55,64.45,kandhamal,phiringia,balandapada
4232,3760,kandhamal,yes,phiringia,yes,bandhagada,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,2,bandhagada,0,0.3,0,61.8,62.1,kandhamal,phiringia,bandhagada
4233,3761,kandhamal,yes,phiringia,yes,burungijodi,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,3,burungijodi,3.5,24.85,0,14,42.35,kandhamal,phiringia,burungijodi
4234,3762,kandhamal,yes,phiringia,yes,dimiriguda,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,4,dimiriguda,12.1,6.35,0,75.05,93.5,kandhamal,phiringia,dimiriguda
4235,3763,kandhamal,yes,phiringia,yes,dindrigam,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,5,dindrigam,0,12.05,0,16.45,28.5,kandhamal,phiringia,dindrigam
4236,3764,kandhamal,yes,phiringia,yes,gochhapada,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,6,gochhapada,21.25,8.35,0,53.85,83.45,kandhamal,phiringia,gochhapada
4237,3765,kandhamal,yes,phiringia,yes,jajespanga,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,7,jajespanga,1.9,4.6,0,18.85,25.35,kandhamal,phiringia,jajespanga
4238,3766,kandhamal,yes,phiringia,yes,kasinipadar,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,8,kasinipadar,9.05,0.9,2,67.95,79.9,kandhamal,phiringia,kasinipadar
4239,3767,kandhamal,yes,phiringia,yes,kelapada,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,9,kelapada,3.55,0.3,0,86.7,90.55,kandhamal,phiringia,kelapada
4240,3768,kandhamal,yes,phiringia,yes,koirmandu,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,10,koirmandu,17.05,21.7,0,2.6,41.35,kandhamal,phiringia,koirmandu
4241,3769,kandhamal,yes,phiringia,yes,krandiballi,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,11,krandiballi,0,7.4,0,13.85,21.25,kandhamal,phiringia,krandiballi
4242,3770,kandhamal,yes,phiringia,yes,luisingi,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,12,luisingi,3.95,29.35,0,7.6,40.9,kandhamal,phiringia,luisingi
4243,3771,kandhamal,yes,phiringia,yes,nuapadar,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,13,nuapadar,11.25,19.35,0,61.3,91.9,kandhamal,phiringia,nuapadar
4244,3772,kandhamal,yes,phiringia,yes,pabingia,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,14,pabingia,4.45,39.25,0,34.05,77.75,kandhamal,phiringia,pabingia
4245,3773,kandhamal,yes,phiringia,yes,pahireju,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,15,pahireju,16.95,23.5,0,5.05,45.5,kandhamal,phiringia,pahireju
4246,3774,kandhamal,yes,phiringia,yes,pakari,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,16,pakari,8.7,14.2,0,32.55,55.45,kandhamal,phiringia,pakari
4247,3775,kandhamal,yes,phiringia,yes,palla brudi,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,17,palla brudi,13.95,14.4,0,50.1,78.45,kandhamal,phiringia,palla brudi
4248,3776,kandhamal,yes,phiringia,yes,pangauparsahi,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,18,pangauparsahi,13,9.6,0,15.75,38.35,kandhamal,phiringia,pangauparsahi
4249,3777,kandhamal,yes,phiringia,yes,phiringia,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,19,phiringia,7.95,0.6,0,29.7,38.25,kandhamal,phiringia,phiringia
4250,3778,kandhamal,yes,phiringia,yes,ratanga,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,20,ratanga,9.15,1.3,0,51.9,62.35,kandhamal,phiringia,ratanga
4251,3779,kandhamal,yes,phiringia,yes,sadingia,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,21,sadingia,7.2,5.65,0,22.3,35.15,kandhamal,phiringia,sadingia
4252,3780,kandhamal,yes,phiringia,yes,salaguda,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,22,salaguda,14.95,19.5,0,15,49.45,kandhamal,phiringia,salaguda
4253,3781,kandhamal,yes,phiringia,yes,samarbandha,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,23,samarbandha,4.55,7.75,0,11.9,24.2,kandhamal,phiringia,samarbandha
4254,3782,kandhamal,yes,phiringia,yes,taladandakia,yes,84,84 phulbani (st),kandhamal,odisha,kandhamal,phiringia,24,taladandakia,1.3,6.25,0,1.3,8.85,kandhamal,phiringia,taladandakia
4255,1426,boudh,yes,kantamal,yes,ambagaon,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,1,ambagaon,20.4,43.6,0,113.5,177.5,boudh,kantamal,ambagaon
4256,1427,boudh,yes,kantamal,yes,baragaon,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,2,baragaon,43.9,170.7,0,164.7,379.3,boudh,kantamal,baragaon
4257,1428,boudh,yes,kantamal,yes,baragochha,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,3,baragochha,33.9,42.9,0,76.7,153.5,boudh,kantamal,baragochha
4258,1429,boudh,yes,kantamal,yes,bilaspur,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,4,bilaspur,85.8,13,0,102.1,200.9,boudh,kantamal,bilaspur
4259,1430,boudh,yes,kantamal,yes,dapala,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,5,dapala,60.4,22.6,0,163.3,246.3,boudh,kantamal,dapala
4260,1431,boudh,yes,kantamal,yes,ghantapada,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,6,ghantapada,28.4,47.2,0,166.3,241.9,boudh,kantamal,ghantapada
4261,1432,boudh,yes,kantamal,yes,ghikundi,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,7,ghikundi,9.4,1.7,0,78.7,89.8,boudh,kantamal,ghikundi
4262,1433,boudh,yes,kantamal,yes,gudvelipadar,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,8,gudvelipadar,40.3,3.5,0,108,151.8,boudh,kantamal,gudvelipadar
4263,1434,boudh,yes,kantamal,yes,jogendrapur,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,9,jogendrapur,17.2,3,0,82.1,102.3,boudh,kantamal,jogendrapur
4264,1435,boudh,yes,kantamal,yes,kantamal,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,10,kantamal,47.1,7.1,0,139.5,193.7,boudh,kantamal,kantamal
4265,1436,boudh,yes,kantamal,yes,khaliapali,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,11,khaliapali,9.6,7.9,0,66.3,83.8,boudh,kantamal,khaliapali
4266,1437,boudh,yes,kantamal,yes,khamanamunda,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,12,khamanamunda,9.3,34.7,0,101.2,145.2,boudh,kantamal,khamanamunda
4267,1438,boudh,yes,kantamal,yes,khatakhatia,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,13,khatakhatia,57.9,7.5,0,165.4,230.8,boudh,kantamal,khatakhatia
4268,1439,boudh,yes,kantamal,yes,khuntigora,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,14,khuntigora,13.8,57.4,0,68,139.2,boudh,kantamal,khuntigora
4269,1440,boudh,yes,kantamal,yes,kultajore,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,15,kultajore,33.6,81.2,0,121.5,236.3,boudh,kantamal,kultajore
4270,1441,boudh,yes,kantamal,yes,lambasari,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,16,lambasari,75,65.7,0,109.6,250.3,boudh,kantamal,lambasari
4271,1442,boudh,yes,kantamal,yes,manamunda,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,17,manamunda,44.1,5.5,0.3,159.2,209.1,boudh,kantamal,manamunda
4272,1443,boudh,yes,kantamal,yes,narayanprasad,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,18,narayanprasad,59.1,84.9,0,93.9,237.9,boudh,kantamal,narayanprasad
4273,1444,boudh,yes,kantamal,yes,palasagora,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,19,palasagora,94.1,15.6,0,234.2,343.9,boudh,kantamal,palasagora
4274,1445,boudh,yes,kantamal,yes,rengali,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,20,rengali,46.1,10,0,145.2,201.3,boudh,kantamal,rengali
4275,1446,boudh,yes,kantamal,yes,rundimahul,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,21,rundimahul,35,16,0,74.5,125.5,boudh,kantamal,rundimahul
4276,1447,boudh,yes,kantamal,yes,similipadar,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,22,similipadar,62.5,23.3,0,175.5,261.3,boudh,kantamal,similipadar
4277,1448,boudh,yes,kantamal,yes,sundhipadar,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,23,sundhipadar,52.8,14.2,0,275,342,boudh,kantamal,sundhipadar
4278,1449,boudh,yes,kantamal,yes,uma,yes,85,85 kantamal,kandhamal,odisha,boudh,kantamal,24,uma,3.2,14.2,0,87.4,104.8,boudh,kantamal,uma
4279,1399,boudh,yes,boudh,yes,raxa,yes,85,85 kantamal,kandhamal,odisha,boudh,boudh,19,raxa,98.8,9.4,0,156.4,264.6,boudh,boudh,raxa
4280,1394,boudh,yes,boudh,yes,manupali,yes,85,85 kantamal,kandhamal,odisha,boudh,boudh,14,manupali,39,15.1,0,132.2,186.3,boudh,boudh,manupali
4281,1390,boudh,yes,boudh,yes,kasurbandh,yes,85,85 kantamal,kandhamal,odisha,boudh,boudh,10,kasurbandh,56,8.8,0,135.3,200.1,boudh,boudh,kasurbandh
4282,1388,boudh,yes,boudh,yes,gochhapada,yes,85,85 kantamal,kandhamal,odisha,boudh,boudh,8,gochhapada,59.4,45,0,103.6,208,boudh,boudh,gochhapada
4283,1386,boudh,yes,boudh,yes,baunsuni,yes,85,85 kantamal,kandhamal,odisha,boudh,boudh,6,baunsuni,77.6,6.1,0,86.1,169.8,boudh,boudh,baunsuni
4284,1385,boudh,yes,boudh,yes,bohira,yes,85,85 kantamal,kandhamal,odisha,boudh,boudh,5,bohira,84.3,1.7,0,121.5,207.5,boudh,boudh,bohira
4285,1401,boudh,yes,boudh,yes,talasarada,yes,85,85 kantamal,kandhamal,odisha,boudh,boudh,21,talasarada,74.1,2.8,0,169.1,246,boudh,boudh,talasarada
4286,1396,boudh,yes,boudh,yes,mundipadar,yes,85,85 kantamal,kandhamal,odisha,boudh,boudh,16,mundipadar,60.8,0,0,143.6,204.4,boudh,boudh,mundipadar
4287,1400,boudh,yes,boudh,yes,sagada,yes,85,85 kantamal,kandhamal,odisha,boudh,boudh,20,sagada,36,45.7,0,61,142.7,boudh,boudh,sagada
4288,1389,boudh,yes,boudh,yes,gundulia,yes,85,85 kantamal,kandhamal,odisha,boudh,boudh,9,gundulia,48.3,60.2,0,84.3,192.8,boudh,boudh,gundulia
4289,1381,boudh,yes,boudh,yes,ainlapali,yes,85,85 kantamal,kandhamal,odisha,boudh,boudh,1,ainlapali,36.1,0,0,60.6,96.7,boudh,boudh,ainlapali
4290,1402,boudh,yes,boudh,yes,telibandha,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,22,telibandha,69.3,0.3,0,130.5,200.1,boudh,boudh,telibandha
4291,1392,boudh,yes,boudh,yes,khuntabandha,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,12,khuntabandha,31.8,0,0,103.3,135.1,boudh,boudh,khuntabandha
4292,1397,boudh,yes,boudh,yes,mursundhi,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,17,mursundhi,41.1,2.8,0,139.1,183,boudh,boudh,mursundhi
4293,1383,boudh,yes,boudh,yes,badhigaon,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,3,badhigaon,35.6,15.4,0,172.5,223.5,boudh,boudh,badhigaon
4294,1395,boudh,yes,boudh,yes,mundapada,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,15,mundapada,44.5,13.2,0,139,196.7,boudh,boudh,mundapada
4295,1384,boudh,yes,boudh,yes,baghiapada,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,4,baghiapada,84,38.6,0,124,246.6,boudh,boudh,baghiapada
4296,1391,boudh,yes,boudh,yes,khaliapali purumunda,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,11,khaliapali purumunda,52,16.2,0,79,147.2,boudh,boudh,khaliapali purumunda
4297,1387,boudh,yes,boudh,yes,brahmanipali,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,7,brahmanipali,61.2,30.7,0,152.3,244.2,boudh,boudh,brahmanipali
4298,1382,boudh,yes,boudh,yes,ambajhari,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,2,ambajhari,25.2,0,0,38.8,64,boudh,boudh,ambajhari
4299,1403,boudh,yes,boudh,yes,tikarapada,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,23,tikarapada,79.7,193.5,0,46.4,319.6,boudh,boudh,tikarapada
4300,1398,boudh,yes,boudh,yes,padmanapur,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,18,padmanapur,84.1,0,0,127.9,212,boudh,boudh,padmanapur
4301,1393,boudh,yes,boudh,yes,laxmiprasad,yes,86,86 boudh,kandhamal,odisha,boudh,boudh,13,laxmiprasad,24.8,3,0,86.8,114.6,boudh,boudh,laxmiprasad
4302,1404,boudh,yes,harbhanga,yes,adenigarh,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,1,adenigarh,71,57.9,0,72.2,201.1,boudh,harbhanga,adenigarh
4303,1405,boudh,yes,harbhanga,yes,bamanda,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,2,bamanda,87.5,10.3,0,181.2,279,boudh,harbhanga,bamanda
4304,1406,boudh,yes,harbhanga,yes,bandhapathar,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,3,bandhapathar,51.3,0,0,114.3,165.6,boudh,harbhanga,bandhapathar
4305,1407,boudh,yes,harbhanga,yes,banibhusanapur,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,4,banibhusanapur,91,85.7,0.8,33.3,210.8,boudh,harbhanga,banibhusanapur
4306,1408,boudh,yes,harbhanga,yes,biranarasinghpur,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,5,biranarasinghpur,71.6,3.1,0,118.4,193.1,boudh,harbhanga,biranarasinghpur
4307,1409,boudh,yes,harbhanga,yes,chhatranga,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,6,chhatranga,70.1,99.9,0,75.4,245.4,boudh,harbhanga,chhatranga
4308,1410,boudh,yes,harbhanga,yes,dhalpur,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,7,dhalpur,81.1,5.6,0,145.2,231.9,boudh,harbhanga,dhalpur
4309,1411,boudh,yes,harbhanga,yes,harabhanga,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,8,harabhanga,91,3,0,157.1,251.1,boudh,harbhanga,harabhanga
4310,1412,boudh,yes,harbhanga,yes,karanjakata,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,9,karanjakata,47,50.9,0,39.5,137.4,boudh,harbhanga,karanjakata
4311,1413,boudh,yes,harbhanga,yes,kusang,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,10,kusang,112.4,13.7,0,93,219.1,boudh,harbhanga,kusang
4312,1414,boudh,yes,harbhanga,yes,lunibahal,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,11,lunibahal,63,48.7,0,83.2,194.9,boudh,harbhanga,lunibahal
4313,1415,boudh,yes,harbhanga,yes,mahalikpada,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,12,mahalikpada,64.9,56.9,0,87.6,209.4,boudh,harbhanga,mahalikpada
4314,1416,boudh,yes,harbhanga,yes,mathura,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,13,mathura,19.9,12.1,0,106.8,138.8,boudh,harbhanga,mathura
4315,1417,boudh,yes,harbhanga,yes,pitambarpur,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,14,pitambarpur,22.2,18.9,0,92,133.1,boudh,harbhanga,pitambarpur
4316,1418,boudh,yes,harbhanga,yes,purunakatak,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,15,purunakatak,57.7,16.4,0.9,112.5,187.5,boudh,harbhanga,purunakatak
4317,1419,boudh,yes,harbhanga,yes,radhanagar,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,16,radhanagar,19.8,11.6,0,63.1,94.5,boudh,harbhanga,radhanagar
4318,1420,boudh,yes,harbhanga,yes,ramgarh,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,17,ramgarh,41.7,0,0,85.7,127.4,boudh,harbhanga,ramgarh
4319,1421,boudh,yes,harbhanga,yes,sampoch,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,18,sampoch,67.1,15.2,0,107.5,189.8,boudh,harbhanga,sampoch
4320,1422,boudh,yes,harbhanga,yes,sankuloi,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,19,sankuloi,71.2,23,0,100.5,194.7,boudh,harbhanga,sankuloi
4321,1423,boudh,yes,harbhanga,yes,sarasara,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,20,sarasara,71,6.9,0,118.4,196.3,boudh,harbhanga,sarasara
4322,1424,boudh,yes,harbhanga,yes,talagaon,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,21,talagaon,85.9,135.6,0,53.2,274.7,boudh,harbhanga,talagaon
4323,1425,boudh,yes,harbhanga,yes,tileswar,yes,86,86 boudh,kandhamal,odisha,boudh,harbhanga,22,tileswar,92,6.4,0,174.8,273.2,boudh,harbhanga,tileswar
4324,5533,nayagarh,yes,daspalla,yes,banigochha,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,1,banigochha,8.85,16.65,0,43.35,68.85,nayagarh,daspalla,banigochha
4325,5534,nayagarh,yes,daspalla,yes,bhogabadi,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,2,bhogabadi,19.8,41.65,0,48.75,110.2,nayagarh,daspalla,bhogabadi
4326,5535,nayagarh,yes,daspalla,yes,chadeyapalli,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,3,chadeyapalli,9.7,46.75,0,32.8,89.25,nayagarh,daspalla,chadeyapalli
4327,5536,nayagarh,yes,daspalla,yes,dihagaon,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,4,dihagaon,5.3,0,0,102.05,107.35,nayagarh,daspalla,dihagaon
4328,5537,nayagarh,yes,daspalla,yes,duda,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,5,duda,19.15,47.5,0,5.35,72,nayagarh,daspalla,duda
4329,5538,nayagarh,yes,daspalla,yes,gholahandi,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,6,gholahandi,0.7,11.85,0,54.5,67.05,nayagarh,daspalla,gholahandi
4330,5539,nayagarh,yes,daspalla,yes,ghugudipada,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,7,ghugudipada,11,52.65,0,35.7,99.35,nayagarh,daspalla,ghugudipada
4331,5540,nayagarh,yes,daspalla,yes,kalasakhaman,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,8,kalasakhaman,12.5,16.05,0,50.1,78.65,nayagarh,daspalla,kalasakhaman
4332,5541,nayagarh,yes,daspalla,yes,khamarasahi,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,9,khamarasahi,7.45,2.95,0,50.8,61.2,nayagarh,daspalla,khamarasahi
4333,5542,nayagarh,yes,daspalla,yes,kujamendhi,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,10,kujamendhi,15.4,29.25,0,42.3,86.95,nayagarh,daspalla,kujamendhi
4334,5543,nayagarh,yes,daspalla,yes,kulurukumpa,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,11,kulurukumpa,19.05,25.3,0,14.35,58.7,nayagarh,daspalla,kulurukumpa
4335,5544,nayagarh,yes,daspalla,yes,madhyakhanda,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,12,madhyakhanda,3.35,0,0,59.05,62.4,nayagarh,daspalla,madhyakhanda
4336,5545,nayagarh,yes,daspalla,yes,nachhipur,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,13,nachhipur,4.8,0.45,0,60.5,65.75,nayagarh,daspalla,nachhipur
4337,5546,nayagarh,yes,daspalla,yes,nuagaon,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,14,nuagaon,3,25.05,0,65.5,93.55,nayagarh,daspalla,nuagaon
4338,5547,nayagarh,yes,daspalla,yes,pokharigochha,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,15,pokharigochha,9.55,49.45,0,13.05,72.05,nayagarh,daspalla,pokharigochha
4339,5548,nayagarh,yes,daspalla,yes,sariganda,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,16,sariganda,6.7,24.55,0,52,83.25,nayagarh,daspalla,sariganda
4340,5549,nayagarh,yes,daspalla,yes,simlisahi,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,17,simlisahi,2,4.4,0,31.9,38.3,nayagarh,daspalla,simlisahi
4341,5550,nayagarh,yes,daspalla,yes,takara,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,18,takara,13.65,12.3,0,33.55,59.5,nayagarh,daspalla,takara
4342,5551,nayagarh,yes,daspalla,yes,tendabadi,yes,121,121 daspalla (sc),kandhamal,odisha,nayagarh,daspalla,19,tendabadi,19.25,21.5,0,69.6,110.35,nayagarh,daspalla,tendabadi
