State,District,Block,Sl. No,Name of Gram Panchayat,SC,ST,Minority,Others,Total
Odisha,Baragarh,Padampur,2,Barikel,36,40.6,0,62.6,139.2
Odisha,Baragarh,Padampur,3,Bheunria,25.1,16.1,0,34.3,75.5
Odisha,Baragarh,Padampur,4,Budamal,32.9,31.3,0,65.6,129.8
Odisha,Baragarh,Padampur,5,Buden,40.3,67.3,0,53.7,161.3
Odisha,Baragarh,Padampur,6,Charpali,23.6,24.4,0,29,77
Odisha,Baragarh,Padampur,7,Dahigaon,47.8,57.2,0,42.2,147.2
Odisha,Baragarh,Padampur,8,Dahita,43.4,62.6,0,42.1,148.1
Odisha,Baragarh,Padampur,9,Dangaghat,16.6,6.7,0,66.5,89.8
Odisha,Baragarh,Padampur,10,Gyan,7.5,9.6,0,31.4,48.5
Odisha,Baragarh,Padampur,11,Jamala,36,42.4,0,82.9,161.3
