State,District,Block,Sl. No,Name of Gram Panchayat,SC,ST,Minority,Others,Total
Odisha,Kalahandi,Karlamunda,,Total,187.95,327.15,0,460.85,975.95
Odisha,Kalahandi,Kesinga,1,Adhamunda,10.55,16.7,0,1.9,29.15
Odisha,Kalahandi,Kesinga,2,Balsi,32.2,20.4,0,43.5,96.1
Odisha,Kalahandi,Kesinga,3,Belkhandi,6.5,3.35,0,27.05,36.9
Odisha,Kalahandi,Kesinga,4,Boria,27.85,19.3,0,24.1,71.25
Odisha,Kalahandi,Kesinga,5,Chancher,26.05,61.7,0,21.5,109.25
Odisha,Kalahandi,Kesinga,6,Deogaon,6.85,82,0,22.1,110.95
Odisha,Kalahandi,Kesinga,7,Gokuleswar,20.3,15.45,0,34.35,70.1
Odisha,Kalahandi,Kesinga,8,Hatikhoj,15.95,13.2,0,17.8,46.95
Odisha,Kalahandi,Kesinga,9,Kandel,27,50.2,0,51.5,128.7
Odisha,Kalahandi,Kesinga,10,Kantesir,28.3,23,1.05,45.85,98.2
Odisha,Kalahandi,Kesinga,11,Kasrupada,31.75,33.25,0,63.65,128.65
Odisha,Kalahandi,Kesinga,12,Kikia,15.25,15,0,16.25,46.5
Odisha,Kalahandi,Kesinga,13,Kirokuda-(Gaigaon),25.1,47.6,0,13.9,86.6
Odisha,Kalahandi,Kesinga,14,Kundabandh,12.85,12.1,0,18.75,43.7
Odisha,Kalahandi,Kesinga,15,Laitara,20.75,25.7,2.05,22.1,70.6
Odisha,Kalahandi,Kesinga,16,Nashigaon,8.85,34.3,0,6.3,49.45
Odisha,Kalahandi,Kesinga,17,Nunmath,19.75,20.6,0,15.45,55.8
Odisha,Kalahandi,Kesinga,18,Parlasingh,15.15,32.5,0,47.9,95.55
Odisha,Kalahandi,Kesinga,19,Pastikudi,35.7,15.85,0,27.05,78.6
Odisha,Kalahandi,Kesinga,20,Patharla,11.2,13.4,0,22.05,46.65
Odisha,Kalahandi,Kesinga,21,Phatkamal,13.5,31.85,0,11.35,56.7
Odisha,Kalahandi,Kesinga,22,Sirjapalli,10.55,5.8,0,52.25,68.6
Odisha,Kalahandi,Kesinga,23,Sirol,28.95,24.6,0.45,29.1,83.1
Odisha,Kalahandi,Kesinga,24,Tundala,17.65,3,0,25,45.65
Odisha,Kalahandi,Kesinga,25,Turlakhaman,7.05,6.7,0,27.15,40.9
Odisha,Kalahandi,Kesinga,26,Utkella,8.4,36.6,0,44.65,89.65
Odisha,Kalahandi,Kesinga,,Total,484,664.15,3.55,732.55,1884.25
Odisha,Kalahandi,Koksara,1,Ampani,8.25,71.55,0,9.35,89.15
Odisha,Kalahandi,Koksara,2,Badpoda Guda,16.8,54.35,0,56.3,127.45
Odisha,Kalahandi,Koksara,3,Baradonga,6.3,28.6,0,17.9,52.8
Odisha,Kalahandi,Koksara,4,Dahagaon,8.9,30.5,0,56.05,95.45
Odisha,Kalahandi,Koksara,5,Dalguma,5.5,18.65,0,65.75,89.9
Odisha,Kalahandi,Koksara,6,Dudukathenga,7.35,66.75,0,25.5,99.6
Odisha,Kalahandi,Koksara,7,Gambhariguda,8.75,21.15,0,33.7,63.6
Odisha,Kalahandi,Koksara,8,Gotamunda,11.55,46.8,0,56.75,115.1
Odisha,Kalahandi,Koksara,9,Kandhabutara,7.05,38.1,0,10.75,55.9
Odisha,Kalahandi,Koksara,10,Kashibahal,7.55,18.35,0,34.55,60.45
Odisha,Kalahandi,Koksara,11,Kaudola,12.15,17,0,35.05,64.2
Odisha,Kalahandi,Koksara,12,Khuntia,11.2,61.3,0,28.95,101.45
Odisha,Kalahandi,Koksara,13,Koksara,8.4,2.4,0,28,38.8
Odisha,Kalahandi,Koksara,14,Ladugan,22.95,65.75,0.3,39.5,128.5
Odisha,Kalahandi,Koksara,15,Mahima,13.65,54,0,28.8,96.45
Odisha,Kalahandi,Koksara,16,Majhiguda,2.65,4.05,0,15.65,22.35
Odisha,Kalahandi,Koksara,17,Moter,12.1,42.3,0,17.3,71.7
Odisha,Kalahandi,Koksara,18,Musapali,10.95,19.3,0,40.95,71.2
Odisha,Kalahandi,Koksara,19,Phupgaon,3.7,38.05,0,13.15,54.9
Odisha,Kalahandi,Koksara,20,Podaguda,1.35,2.5,0,22.3,26.15
Odisha,Kalahandi,Koksara,21,Rengalipali,23.05,51.05,0,40.8,114.9
Odisha,Kalahandi,Koksara,22,Temra,7.55,29.65,0,34.15,71.35
Odisha,Kalahandi,Koksara,,Total,217.7,782.15,0.3,711.2,1711.35
Odisha,Kalahandi,Lanjigar,1,Bandhpari,31.65,42.1,0,15.35,89.1
Odisha,Kalahandi,Lanjigar,2,Basantapada,0.8,6,0,2.4,9.2
Odisha,Kalahandi,Lanjigar,3,Baterlima,2.3,5.75,0,5.8,13.85
Odisha,Kalahandi,Lanjigar,4,Bedagaon,17.45,13.35,0,4.45,35.25
Odisha,Kalahandi,Lanjigar,5,Bengaon,14.75,41.65,0,2.6,59
Odisha,Kalahandi,Lanjigar,6,Bhatangpadar,8.45,59,0,0,67.45
Odisha,Kalahandi,Lanjigar,7,Bhurtigarh,5.95,59.3,0.75,3.35,69.35
Odisha,Kalahandi,Lanjigar,8,Bijepur,14.6,53.85,0,4.25,72.7
Odisha,Kalahandi,Lanjigar,9,Biswanathpur,11.75,12.55,0,28.2,52.5
Odisha,Kalahandi,Lanjigar,10,Champadeipur,23.65,25.1,0,33.2,81.95
Odisha,Kalahandi,Lanjigar,11,Chhatrapur,19.6,35.75,0,22.95,78.3
Odisha,Kalahandi,Lanjigar,12,Gobardhanpur,7.1,18.9,0,22.1,48.1
Odisha,Kalahandi,Lanjigar,13,Gunduri,14.3,43.7,0,4.8,62.8
Odisha,Kalahandi,Lanjigar,14,Jagannathpur,8.7,13.8,0,5.9,28.4
Odisha,Kalahandi,Lanjigar,15,Kadamguda,6.9,50.05,0,18.5,75.45
Odisha,Kalahandi,Lanjigar,16,Kamarda,7.3,63,0,11.65,81.95
Odisha,Kalahandi,Lanjigar,17,Kankutru,20.3,39.65,0,7.95,67.9
Odisha,Kalahandi,Lanjigar,18,Kumkhal,13.65,26,0,5.55,45.2
Odisha,Kalahandi,Lanjigar,19,Lakhbahali,13.8,38.3,0,6.45,58.55
Odisha,Kalahandi,Lanjigar,20,Lanjee,14.5,62.2,0,5.55,82.25
Odisha,Kalahandi,Lanjigar,21,Lanjigarh,11.4,22.1,0,18.65,52.15
Odisha,Kalahandi,Lanjigar,22,Lanjigarhroad,28.25,26.65,0,28.5,83.4
Odisha,Kalahandi,Lanjigar,23,Malijubang,4.35,32.4,0,4.7,41.45
Odisha,Kalahandi,Lanjigar,24,Pahadpadar,4.25,34.5,0,1.85,40.6
Odisha,Kalahandi,Lanjigar,25,Pokharibandh,16.15,31.9,0,16.15,64.2
Odisha,Kalahandi,Lanjigar,26,Trilochanpur,1.85,25.35,0,3.85,31.05
Odisha,Kalahandi,Lanjigar,,Total,323.75,882.9,0.75,284.7,1492.1
Odisha,Kalahandi,Madanpur-Rampur,1,Ainlatara,15.5,33.45,0,28,76.95
Odisha,Kalahandi,Madanpur-Rampur,2,Bamak,11.35,38.35,0,23.95,73.65
Odisha,Kalahandi,Madanpur-Rampur,3,Barabandha,17.5,64.55,1.85,15.85,99.75
Odisha,Kalahandi,Madanpur-Rampur,4,Dedsuli,13.95,51.15,0,0.75,65.85
Odisha,Kalahandi,Madanpur-Rampur,5,Domkarlakot,19.2,50.65,0,29.15,99
Odisha,Kalahandi,Madanpur-Rampur,6,Dudkaranja,13.95,63,0,0,76.95
Odisha,Kalahandi,Madanpur-Rampur,7,Gochhadengen,11.5,46.8,0,21,79.3
Odisha,Kalahandi,Madanpur-Rampur,8,Lubengada,8.45,40.85,3.3,3.9,56.5
Odisha,Kalahandi,Madanpur-Rampur,9,Madanpur,7.85,9.35,0,56,73.2
Odisha,Kalahandi,Madanpur-Rampur,10,Manikera,11,55.65,0,11.35,78
Odisha,Kalahandi,Madanpur-Rampur,11,Mohangiri,18.45,54.4,0,17.6,90.45
Odisha,Kalahandi,Madanpur-Rampur,12,Muding,16.4,45.3,0,35.95,97.65
Odisha,Kalahandi,Madanpur-Rampur,13,Nunpur,11.65,41.7,0,23.2,76.55
Odisha,Kalahandi,Madanpur-Rampur,14,Pandakamal,4.8,17.75,0,23.3,45.85
Odisha,Kalahandi,Madanpur-Rampur,15,Rampur,16,34.6,0,47.1,97.7
Odisha,Kalahandi,Madanpur-Rampur,16,Saidolanga,7.2,25,0,32.9,65.1
Odisha,Kalahandi,Madanpur-Rampur,17,Salepalli,9.45,14.75,0,19.8,44
Odisha,Kalahandi,Madanpur-Rampur,18,Singpur,5.6,34.2,0,20.25,60.05
Odisha,Kalahandi,Madanpur-Rampur,19,Urladani,17.25,62.5,7.15,29.05,115.95
Odisha,Kalahandi,Madanpur-Rampur,,Total,237.05,784,12.3,439.1,1472.45
Odisha,Kalahandi,Narla,1,Baddharpur,7.35,18.25,0,20.75,46.35
Odisha,Kalahandi,Narla,2,Bagpur,9.5,6.55,0,11.85,27.9
Odisha,Kalahandi,Narla,3,Balsingha,14.65,43.5,0,28.25,86.4
Odisha,Kalahandi,Narla,4,Bhanpur,16.2,36,0,20.25,72.45
Odisha,Kalahandi,Narla,5,Bhimkela,7.45,7.75,0,27.9,43.1
Odisha,Kalahandi,Narla,6,Gadebandh,10.2,23.15,0,13.5,46.85
Odisha,Kalahandi,Narla,7,Ghantmal,0,15.7,0,14.8,30.5
Odisha,Kalahandi,Narla,8,Ghodabandha,14.15,14.7,0,20.3,49.15
Odisha,Kalahandi,Narla,9,Gigina,34.95,60.75,0,32.25,127.95
Odisha,Kalahandi,Narla,10,Karmegaon,15.05,22.6,0,11.85,49.5
Odisha,Kalahandi,Narla,11,Kurmel,8.15,28.95,0,18.6,55.7
Odisha,Kalahandi,Narla,12,Mandel,7.05,21.7,0,22,50.75
Odisha,Kalahandi,Narla,13,Muskuti,20.95,61.2,0,27.15,109.3
Odisha,Kalahandi,Narla,14,Narla,16.9,25.15,0,46.15,88.2
Odisha,Kalahandi,Narla,15,Nishanpur,5.2,65.85,0,17.45,88.5
Odisha,Kalahandi,Narla,16,Palam,3.75,30.8,0,22.95,57.5
Odisha,Kalahandi,Narla,17,Rakshi,13.45,21.5,0,21.5,56.45
Odisha,Kalahandi,Narla,18,Rupra,17.6,15.55,0,35.65,68.8
Odisha,Kalahandi,Narla,19,Rupraroad,19.85,55.8,0,30.25,105.9
Odisha,Kalahandi,Narla,20,Santpur,3.05,18.9,0,23.05,45
Odisha,Kalahandi,Narla,21,Sargiguda,15.6,25.85,0,58.75,100.2
Odisha,Kalahandi,Narla,22,Sarian,19.1,38.05,0,10.15,67.3
Odisha,Kalahandi,Narla,23,Sergarh,51.5,54.3,0,44.2,150
Odisha,Kalahandi,Narla,24,Takarla,13.85,36.8,0,15.25,65.9
Odisha,Kalahandi,Narla,25,Tulapada,21.1,42.25,0,37.3,100.65
Odisha,Kalahandi,Narla,26,Ulikupa,0.8,31.2,0,8.25,40.25
Odisha,Kalahandi,Narla,,Total,367.4,822.8,0,640.35,1830.55
Odisha,Kalahandi,Thuamul Rampur,1,Badachhatrang,11.3,28.7,0,7.95,47.95
Odisha,Kalahandi,Thuamul Rampur,2,Bagdiani,8.15,19.8,0,6,33.95
Odisha,Kalahandi,Thuamul Rampur,3,Birikot,9.95,29.35,0,2.75,42.05
Odisha,Kalahandi,Thuamul Rampur,4,Dumerpadar,11.1,18.15,0,10.15,39.4
Odisha,Kalahandi,Thuamul Rampur,5,Gopalpur,16.25,45.95,0,10.15,72.35
Odisha,Kalahandi,Thuamul Rampur,6,Gopinath Pur,23.35,35.55,0,9.45,68.35
Odisha,Kalahandi,Thuamul Rampur,7,Gunpur,11.05,51.1,0,12.2,74.35
Odisha,Kalahandi,Thuamul Rampur,8,Kaniguma,15.35,51.85,0,8.9,76.1
Odisha,Kalahandi,Thuamul Rampur,9,Karlapat,10.7,26.85,0,7.75,45.3
Odisha,Kalahandi,Thuamul Rampur,10,Kerpai,6.5,32.75,0,0,39.25
Odisha,Kalahandi,Thuamul Rampur,11,Kiapadar,9.1,20.6,0,19.2,48.9
Odisha,Kalahandi,Thuamul Rampur,12,Mahul Patna,18.65,36.25,0,9.1,64
Odisha,Kalahandi,Thuamul Rampur,13,Maligaon,8,15.35,0,6,29.35
Odisha,Kalahandi,Thuamul Rampur,14,Nakrundi,13.05,30.4,0,4.15,47.6
Odisha,Kalahandi,Thuamul Rampur,15,Odri,14.2,31.45,0,9.6,55.25
Odisha,Kalahandi,Thuamul Rampur,16,Padepadar,18.65,39.95,0,5.05,63.65
Odisha,Kalahandi,Thuamul Rampur,17,Podapadar(B),7.4,19.25,0,0.45,27.1
Odisha,Kalahandi,Thuamul Rampur,18,Silet,9.9,26.15,0,2.15,38.2
Odisha,Kalahandi,Thuamul Rampur,19,Sindhipadar,16.75,39.05,0,6,61.8
Odisha,Kalahandi,Thuamul Rampur,20,Tala-Ambpadar,6,22.2,0,1.5,29.7
Odisha,Kalahandi,Thuamul Rampur,21,Talajhapi,10.2,21.75,0,8.35,40.3
Odisha,Kalahandi,Thuamul Rampur,22,Talnagi,8.15,34.3,0,1.85,44.3
Odisha,Kalahandi,Thuamul Rampur,23,Thuamul,10.9,31.1,0,4.95,46.95
Odisha,Kalahandi,Thuamul Rampur,24,Thuamul Rampur,31.15,70.05,0,14.7,115.9
Odisha,Kalahandi,Thuamul Rampur,,Total,305.8,777.9,0,168.35,1252.05
Odisha,Kandhamal,Baliguda,1,Barakhama,5.05,18.4,0,13.3,36.75
Odisha,Kandhamal,Baliguda,2,Battaguda,1.3,11.65,2.6,1.3,16.85
Odisha,Kandhamal,Baliguda,3,Budrukia,1.8,18.15,0.75,7.7,28.4
Odisha,Kandhamal,Baliguda,4,Dadakangia,2.6,21.3,0,2.3,26.2
Odisha,Kandhamal,Baliguda,5,Khamankhole,13.15,21.3,0,26.1,60.55
Odisha,Kandhamal,Baliguda,6,Kutikia,0,19.9,0,5.2,25.1
Odisha,Kandhamal,Baliguda,7,Landagam,11,30.45,0,26.6,68.05
Odisha,Kandhamal,Baliguda,8,Midiakia,0,16.25,1.3,1.3,18.85
Odisha,Kandhamal,Baliguda,9,Parama Panga,0,46.4,3.9,0.3,50.6
Odisha,Kandhamal,Baliguda,10,Rebingia,3.35,35.7,0,11.4,50.45
Odisha,Kandhamal,Baliguda,11,Rutungia,0.3,18.1,0,7.5,25.9
Odisha,Kandhamal,Baliguda,12,Salaguda,6.2,63.25,0,15.3,84.75
Odisha,Kandhamal,Baliguda,13,Sendrigam,7.45,26.4,0,6.85,40.7
Odisha,Kandhamal,Baliguda,14,Sudra,9.3,56,0,14.9,80.2
Odisha,Kandhamal,Baliguda,,Total,61.5,403.25,8.55,140.05,613.35
Odisha,Kandhamal,Chakapada,1,Arabaka,14.5,7.9,0,8.5,30.9
Odisha,Kandhamal,Chakapada,2,Bapalmendi(B),8.35,0.95,0,7,16.3
Odisha,Kandhamal,Chakapada,3,Bastingia,3.3,4.05,0,1.9,9.25
Odisha,Kandhamal,Chakapada,4,Beheragam,5.7,3.8,0,2.65,12.15
Odisha,Kandhamal,Chakapada,5,Brahmanpad,49.9,75.6,0,43.05,168.55
Odisha,Kandhamal,Chakapada,6,Chahali,17.6,108.75,0,13.5,139.85
Odisha,Kandhamal,Chakapada,7,Chakapad,44.45,23.15,0,56.75,124.35
Odisha,Kandhamal,Chakapada,8,Kakharujhola,9.55,76.1,0,8.95,94.6
Odisha,Kandhamal,Chakapada,9,Kusumendi,41.45,20.55,0,17.65,79.65
Odisha,Kandhamal,Chakapada,10,Linepada(B.Mendi),41.45,37.5,0,2.05,81
Odisha,Kandhamal,Chakapada,11,Passara,26.5,76,0,22.45,124.95
Odisha,Kandhamal,Chakapada,12,Sankarakhole,17.75,24.75,0,13.3,55.8
Odisha,Kandhamal,Chakapada,,Total,280.5,459.1,0,197.75,937.35
Odisha,Kandhamal,Daringbadi,1,Badabanga,4.5,10.05,0.85,0,15.4
Odisha,Kandhamal,Daringbadi,2,Bamunigam,0,1.5,1.05,4.25,6.8
Odisha,Kandhamal,Daringbadi,3,Bhramarabadi,3.3,31.15,0.3,0,34.75
Odisha,Kandhamal,Daringbadi,4,Budaguda,0,11.8,0.55,8.1,20.45
Odisha,Kandhamal,Daringbadi,5,Danekabadi,0,4.5,0,3.9,8.4
Odisha,Kandhamal,Daringbadi,6,Daringibadi,0.6,1.65,0,0,2.25
Odisha,Kandhamal,Daringbadi,7,Dasingibadi,19.85,0,1.8,0.3,21.95
Odisha,Kandhamal,Daringbadi,8,Gadapur,0.3,8.6,1.2,4.05,14.15
Odisha,Kandhamal,Daringbadi,9,Greenbadi,4.6,2.05,0,0,6.65
Odisha,Kandhamal,Daringbadi,10,Gumikia,0,20.95,0,0,20.95
Odisha,Kandhamal,Daringbadi,11,Hatimunda,0,4.05,0.75,0,4.8
Odisha,Kandhamal,Daringbadi,12,Jhinjiriguda,0,1.35,2.4,13.4,17.15
Odisha,Kandhamal,Daringbadi,13,Katingia,0.75,38,19.45,14.65,72.85
Odisha,Kandhamal,Daringbadi,14,Kirkuti,1.3,13.2,0.75,3.45,18.7
Odisha,Kandhamal,Daringbadi,15,Kumbharigam,3.65,35.8,4.85,2.8,47.1
Odisha,Kandhamal,Daringbadi,16,Pliheri,0.6,1.6,0.3,0.75,3.25
Odisha,Kandhamal,Daringbadi,17,Portamaha,2.6,1.9,2.2,0,6.7
Odisha,Kandhamal,Daringbadi,18,Saramulli,0,35.4,3.65,0.75,39.8
Odisha,Kandhamal,Daringbadi,19,Siangaballi,0,2.15,0,0,2.15
Odisha,Kandhamal,Daringbadi,20,Simanbadi,0.9,1.65,0.9,1.2,4.65
Odisha,Kandhamal,Daringbadi,21,Sirkabarga,1.35,0,4.1,0.3,5.75
Odisha,Kandhamal,Daringbadi,22,Sonepur,0.75,6.25,1.9,18.75,27.65
Odisha,Kandhamal,Daringbadi,23,Sraniketa,3.3,20.7,3.65,4.65,32.3
Odisha,Kandhamal,Daringbadi,24,Tajungia,0.6,1,0,0,1.6
Odisha,Kandhamal,Daringbadi,25,Tillori,1.75,18.2,0,0,19.95
Odisha,Kandhamal,Daringbadi,,Total,50.7,273.5,50.65,81.3,456.15
Odisha,Kandhamal,G. Udayagiri,1,Gressingia,0.45,0,0,0,0.45
Odisha,Kandhamal,G. Udayagiri,2,Kalinga,1.75,1.2,0,0.3,3.25
Odisha,Kandhamal,G. Udayagiri,3,Katingia,1.5,0.3,0,0,1.8
Odisha,Kandhamal,G. Udayagiri,4,Lingagada,0.3,0,0,0,0.3
Odisha,Kandhamal,G. Udayagiri,5,Mallikpodi,0,0.65,0.3,0.3,1.25
Odisha,Kandhamal,G. Udayagiri,6,Ratingia,0,0.65,0,0,0.65
Odisha,Kandhamal,G. Udayagiri,7,Talarimaha,0.8,0.6,0,0.3,1.7
Odisha,Kandhamal,G. Udayagiri,8,Raikola,,,,,
Odisha,Kandhamal,G. Udayagiri,,Total,4.8,3.4,0.3,0.9,9.4
Odisha,Kandhamal,K.Nuagam,1,Adimaha,7.45,31.4,0,27.65,66.5
Odisha,Kandhamal,K.Nuagam,2,Balligada,0.6,4.9,0.6,1.3,7.4
Odisha,Kandhamal,K.Nuagam,3,Bondaguda,1.05,2.4,0,9.35,12.8
Odisha,Kandhamal,K.Nuagam,4,Chanchedi,0.3,0.9,1.3,0,2.5
Odisha,Kandhamal,K.Nuagam,5,Gandrigia,2.75,5.3,0,8.85,16.9
Odisha,Kandhamal,K.Nuagam,6,Gunjibadi,0.75,12.15,0.75,11.55,25.2
Odisha,Kandhamal,K.Nuagam,7,Jiridikia,14.7,8.1,0,3.8,26.6
Odisha,Kandhamal,K.Nuagam,8,Kanjamendi,19.6,7.55,0,11.8,38.95
Odisha,Kandhamal,K.Nuagam,9,Kudutuli,6.55,3.3,0,21.4,31.25
Odisha,Kandhamal,K.Nuagam,10,Letingia,2.55,17.15,0,6.9,26.6
Odisha,Kandhamal,K.Nuagam,11,Mahasing,20.4,6.2,1.75,44.1,72.45
Odisha,Kandhamal,K.Nuagam,12,Sarangad,7.15,24.45,0,33.65,65.25
Odisha,Kandhamal,K.Nuagam,13,Sinepada,3.9,22.45,1.55,20.7,48.6
Odisha,Kandhamal,K.Nuagam,14,Sirtiguda,1.6,27.5,0.3,8.35,37.75
Odisha,Kandhamal,K.Nuagam,,Total,89.35,173.75,6.25,209.4,478.75
Odisha,Kandhamal,Khajuripada,1,Adasipada,12.35,35.2,0,6.4,53.95
Odisha,Kandhamal,Khajuripada,2,Arapaju,25.45,33.3,0,1.3,60.05
Odisha,Kandhamal,Khajuripada,3,Balasakumpa,29.2,18.2,0,11.1,58.5
Odisha,Kandhamal,Khajuripada,4,Billabadi,7.85,31,0,0.3,39.15
Odisha,Kandhamal,Khajuripada,5,Dalapada,37.65,63.65,0,9.15,110.45
Odisha,Kandhamal,Khajuripada,6,Dutimendi,29.9,56,0,5.95,91.85
Odisha,Kandhamal,Khajuripada,7,Dutipada,13.35,15.4,0,0.55,29.3
Odisha,Kandhamal,Khajuripada,8,Gudari,12.8,12.55,0,3.8,29.15
Odisha,Kandhamal,Khajuripada,9,Khajuripada,49.4,22.85,0,20.05,92.3
Odisha,Kandhamal,Khajuripada,10,Nuagam,12.1,43.3,0,20.7,76.1
Odisha,Kandhamal,Khajuripada,11,Pirkudi,5.3,13.65,0,0.3,19.25
Odisha,Kandhamal,Khajuripada,12,Sudreju,1.1,9.7,0,2.45,13.25
Odisha,Kandhamal,Khajuripada,13,Sudrukumpa,22.75,34.2,0,2.3,59.25
Odisha,Kandhamal,Khajuripada,14,Titrapanga,11.1,28.5,0,4.7,44.3
Odisha,Kandhamal,Khajuripada,,Total,270.3,417.5,0,89.05,776.85
Odisha,Kandhamal,Kotagarh,1,Dharakote,7.9,39.35,0,14.95,62.2
Odisha,Kandhamal,Kotagarh,2,Durgapanga,14.1,36.15,0,26.6,76.85
Odisha,Kandhamal,Kotagarh,3,Gugurumaha,13.7,51.8,0,0,65.5
Odisha,Kandhamal,Kotagarh,4,Jubaguda,13.15,33.6,0,0.3,47.05
Odisha,Kandhamal,Kotagarh,5,Judaballi,9.8,49.9,0,13.35,73.05
Odisha,Kandhamal,Kotagarh,6,Kotagargh,45.8,57.75,4.2,22.25,130
Odisha,Kandhamal,Kotagarh,7,Madaguda,15.65,21.65,0,6.35,43.65
Odisha,Kandhamal,Kotagarh,8,Marlanga,7.55,17.15,0,8.85,33.55
Odisha,Kandhamal,Kotagarh,9,Ora,16.45,31.2,0,0,47.65
Odisha,Kandhamal,Kotagarh,10,Pakari,1.05,3.8,0,0,4.85
Odisha,Kandhamal,Kotagarh,11,Parigada,7.4,31.05,0,3.2,41.65
Odisha,Kandhamal,Kotagarh,12,Ranipanga,0,5.7,0,0,5.7
Odisha,Kandhamal,Kotagarh,13,Sartul,10.05,23.95,0,3.2,37.2
Odisha,Kandhamal,Kotagarh,14,Srirampur,7.65,14.4,0,5.8,27.85
Odisha,Kandhamal,Kotagarh,15,Subarnagiri,13.65,45,0,15.95,74.6
Odisha,Kandhamal,Kotagarh,,Total,183.9,462.45,4.2,120.8,771.35
Odisha,Kandhamal,Phiringia,1,Balandapada,22.25,47.2,0,12,81.45
Odisha,Kandhamal,Phiringia,2,Bandhagada,2.2,5.85,0,11.9,19.95
Odisha,Kandhamal,Phiringia,3,Burungijodi,0.9,63.15,0,2.9,66.95
Odisha,Kandhamal,Phiringia,4,Dimiriguda,6.6,39,0.3,20.05,65.95
Odisha,Kandhamal,Phiringia,5,Dindrigam,9.15,18.9,0,8.25,36.3
Odisha,Kandhamal,Phiringia,6,Gochhapada,16.75,21.55,0,14.95,53.25
Odisha,Kandhamal,Phiringia,7,Jajespanga,1.7,13.45,0,5.85,21
Odisha,Kandhamal,Phiringia,8,Kasinipadar,9.95,23.2,0,28,61.15
Odisha,Kandhamal,Phiringia,9,Kelapada,6.05,3.75,0,24.55,34.35
Odisha,Kandhamal,Phiringia,10,Koirmandu,12.95,56.45,0,3.1,72.5
Odisha,Kandhamal,Phiringia,11,Krandiballi,0,15.6,0,4.25,19.85
Odisha,Kandhamal,Phiringia,12,Luisingi,6.45,32.45,0,7.55,46.45
Odisha,Kandhamal,Phiringia,13,Nuapadar,9.25,36.15,0,15.2,60.6
Odisha,Kandhamal,Phiringia,14,Pabingia,5.4,86.4,0,6.65,98.45
Odisha,Kandhamal,Phiringia,15,Pahireju,17.9,29.6,0,2.45,49.95
Odisha,Kandhamal,Phiringia,16,Pakari,10.05,27.9,0,12.15,50.1
Odisha,Kandhamal,Phiringia,17,Palla Brudi,11.4,34.55,0,13.5,59.45
Odisha,Kandhamal,Phiringia,18,Pangauparsahi,10.95,18.7,0,5.7,35.35
Odisha,Kandhamal,Phiringia,19,Phiringia,12.35,5.15,0,12,29.5
Odisha,Kandhamal,Phiringia,20,Ratanga,15.35,1.35,0,13,29.7
Odisha,Kandhamal,Phiringia,21,Sadingia,6.35,17.1,0,8.65,32.1
Odisha,Kandhamal,Phiringia,22,Salaguda,7.9,38.55,0,4.1,50.55
Odisha,Kandhamal,Phiringia,23,Samarbandha,3.55,59.25,0,2.3,65.1
Odisha,Kandhamal,Phiringia,24,Taladandakia,0.6,12.35,0,0.75,13.7
Odisha,Kandhamal,Phiringia,,Total,206,707.6,0.3,239.8,1153.7
Odisha,Kandhamal,Phulbani,1,Alami(Luhurbali),8.05,8.6,0,0,16.65
Odisha,Kandhamal,Phulbani,2,Bisipada,21.25,5.6,0,17.45,44.3
Odisha,Kandhamal,Phulbani,3,Dadaki,13.4,2.5,0,7.8,23.7
Odisha,Kandhamal,Phulbani,4,Duduki,21.2,5.15,0,7.25,33.6
Odisha,Kandhamal,Phulbani,5,Ganjuguda,18.25,3.55,0,14.5,36.3
Odisha,Kandhamal,Phulbani,6,Gumagarh,29.85,16.05,0,5.1,51
Odisha,Kandhamal,Phulbani,7,Jamjhiri,25.45,3.7,0,5.15,34.3
Odisha,Kandhamal,Phulbani,8,Katringia,23.25,15.1,0,11.4,49.75
Odisha,Kandhamal,Phulbani,9,Keredi,22.85,21.3,0,13.5,57.65
Odisha,Kandhamal,Phulbani,10,Minia,6,14,0,8.45,28.45
Odisha,Kandhamal,Phulbani,11,Tudipaju,8.95,19.05,0,0,28
Odisha,Kandhamal,Phulbani,,Total,198.5,114.6,0,90.6,403.7
Odisha,Kandhamal,Raikia,1,Badabarba,23.25,3.85,0,20.25,47.35
Odisha,Kandhamal,Raikia,2,Beredakia,0.3,1.3,0.75,0,2.35
Odisha,Kandhamal,Raikia,3,Dadingia,0,1.6,0,0,1.6
Odisha,Kandhamal,Raikia,4,Gumamaha,7.55,19.85,0,6.15,33.55
Odisha,Kandhamal,Raikia,5,Indragda,11.55,39.45,0.3,47.5,98.8
Odisha,Kandhamal,Raikia,6,Karada,20.55,15.6,0,11.15,47.3
Odisha,Kandhamal,Raikia,7,Mandakia,0.3,2.35,0,0,2.65
Odisha,Kandhamal,Raikia,8,Manikeswar,9.3,3.35,0,1.55,14.2
Odisha,Kandhamal,Raikia,9,Petapanga,0,3.2,0.3,0.75,4.25
Odisha,Kandhamal,Raikia,10,Raikia,0,5.75,0,1.3,7.05
Odisha,Kandhamal,Raikia,11,Ranaba,21.4,36.75,0,83.7,141.85
Odisha,Kandhamal,Raikia,12,Sugudabadi,1.5,1.8,1.05,1.9,6.25
Odisha,Kandhamal,Raikia,,Total,95.7,134.85,2.4,174.25,407.2
Odisha,Kandhamal,Tikabali,1,Bodimunda,2.9,2.2,0,0,5.1
Odisha,Kandhamal,Tikabali,2,Burbinaju,5.45,29.1,0,7.05,41.6
