s_state,s_district,s_block,Sl. No,s_gp,SC,ST,Minority,Others,Total,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,kendrapara,pattamundai,20,khadianta,9.3,0,0,19.5,28.8,4008,kendrapara,pattamundai,khadianta
odisha,kendrapara,pattamundai,21,khanata,13,0,0,43.4,56.4,4009,kendrapara,pattamundai,khanata
odisha,kendrapara,pattamundai,22,narasinghpur,45,0,0,36,81,4010,kendrapara,pattamundai,narasinghpur
odisha,kendrapara,pattamundai,23,nilakanthapur,13.4,0,0,29.6,43,4011,kendrapara,pattamundai,nilakanthapur
odisha,kendrapara,pattamundai,24,oupada,13.6,0,0,54.4,68,4012,kendrapara,pattamundai,oupada
odisha,kendrapara,pattamundai,25,penthapal,21.6,0,0,27,48.6,4013,kendrapara,pattamundai,penthapal
odisha,kendrapara,pattamundai,26,sanajaria,26.9,0,3.2,98.7,128.8,4014,kendrapara,pattamundai,sanajaria
odisha,kendrapara,pattamundai,27,sansarfal,1.8,0,0,24.9,26.7,4015,kendrapara,pattamundai,sansarfal
odisha,kendrapara,pattamundai,28,sasana,43.7,0,0,29.7,73.4,4016,kendrapara,pattamundai,sasana
odisha,kendrapara,pattamundai,29,singhagan,1.5,0,0,17.3,18.8,4017,kendrapara,pattamundai,singhagan
odisha,kendrapara,pattamundai,30,srirampur,9.1,0,0,31.9,41,4018,kendrapara,pattamundai,srirampur
odisha,kendrapara,pattamundai,31,taradipal,20.5,0,0,10.4,30.9,4019,kendrapara,pattamundai,taradipal
odisha,kendrapara,rajkanika,1,abdulpur,36.6,0,0,6.4,43,4020,kendrapara,rajkanika,abdulpur
odisha,kendrapara,rajkanika,2,akhulipada,7.1,0,15.7,44,66.8,4021,kendrapara,rajkanika,akhulipada
odisha,kendrapara,rajkanika,3,baghabuda,12.7,0,0.7,41.8,55.2,4022,kendrapara,rajkanika,baghabuda
odisha,kendrapara,rajkanika,4,balrampur,11.3,0,0,53.5,64.8,4023,kendrapara,rajkanika,balrampur
odisha,kendrapara,rajkanika,5,baradia,27.9,0,0,68.1,96,4024,kendrapara,rajkanika,baradia
odisha,kendrapara,rajkanika,6,baraha domanda,24.2,0,0,25.6,49.8,4025,kendrapara,rajkanika,baraha domanda
odisha,kendrapara,rajkanika,7,baruna,3.3,0,0,22.6,25.9,4026,kendrapara,rajkanika,baruna
odisha,kendrapara,rajkanika,8,barunadiha,1.2,0,0,40.5,41.7,4027,kendrapara,rajkanika,barunadiha
odisha,kendrapara,rajkanika,9,charapada,22.5,0,0,49.7,72.2,4028,kendrapara,rajkanika,charapada
odisha,kendrapara,rajkanika,10,deaulatara,3.7,0,0,21.5,25.2,4029,kendrapara,rajkanika,deaulatara
odisha,kendrapara,rajkanika,11,hatasahi,2.1,0,0,39.6,41.7,4030,kendrapara,rajkanika,hatasahi
odisha,kendrapara,rajkanika,12,jagulai pada,34.3,0,0,60.1,94.4,4031,kendrapara,rajkanika,jagulai pada
odisha,kendrapara,rajkanika,13,jayanagar,20.3,0,0,92.9,113.2,4032,kendrapara,rajkanika,jayanagar
odisha,kendrapara,rajkanika,14,kanta pada,10.9,0,0,48,58.9,4033,kendrapara,rajkanika,kanta pada
odisha,kendrapara,rajkanika,15,katana bania,12.4,0,0,121.3,133.7,4034,kendrapara,rajkanika,katana bania
odisha,kendrapara,rajkanika,16,koilipur,15,0,2.4,88.8,106.2,4035,kendrapara,rajkanika,koilipur
odisha,kendrapara,rajkanika,17,koranda,17.7,0,0,60.2,77.9,4036,kendrapara,rajkanika,koranda
odisha,kendrapara,rajkanika,18,nahuni,50.1,0,0,90,140.1,4037,kendrapara,rajkanika,nahuni
odisha,kendrapara,rajkanika,19,namatara,10.2,0,0,19.2,29.4,4038,kendrapara,rajkanika,namatara
odisha,kendrapara,rajkanika,20,olaver,4.6,0,4.7,31.4,40.7,4039,kendrapara,rajkanika,olaver
odisha,kendrapara,rajkanika,21,padhanapada,42.7,0,0,25.4,68.1,4040,kendrapara,rajkanika,padhanapada
odisha,kendrapara,rajkanika,22,panasa ganda,26.8,0,0,29,55.8,4041,kendrapara,rajkanika,panasa ganda
odisha,kendrapara,rajkanika,23,parinuapada habalganda,8.9,0,0,39.2,48.1,4042,kendrapara,rajkanika,parinuapada habalganda
odisha,kendrapara,rajkanika,24,pegarapada,20,0,0,18.1,38.1,4043,kendrapara,rajkanika,pegarapada
odisha,kendrapara,rajkanika,25,sihopada,15,0,0,26.3,41.3,4044,kendrapara,rajkanika,sihopada
odisha,kendrapara,rajkanika,26,siko,42.8,0,0,69.9,112.7,4045,kendrapara,rajkanika,siko
odisha,kendrapara,rajkanika,27,taras,8,0,0,34.1,42.1,4046,kendrapara,rajkanika,taras
odisha,kendrapara,rajkanika,28,trilokyapur,29.2,0,0,110.1,139.3,4047,kendrapara,rajkanika,trilokyapur
odisha,kendrapara,rajkanika,29,varigada,8.4,0,0,53.9,62.3,4048,kendrapara,rajkanika,varigada
odisha,kendrapara,rajanagar,1,baghamari,2.6,0,0,77.8,80.4,4049,kendrapara,rajanagar,baghamari
odisha,kendrapara,rajanagar,2,balisahipatana,2.1,0,0,62.3,64.4,4050,kendrapara,rajanagar,balisahipatana
odisha,kendrapara,rajanagar,3,bandhapada,22.6,0,0,56.5,79.1,4051,kendrapara,rajanagar,bandhapada
odisha,kendrapara,rajanagar,4,belpal,1.7,0,0,31.3,33,4052,kendrapara,rajanagar,belpal
odisha,kendrapara,rajanagar,5,bhitargarh,6.1,0.3,0,79,85.4,4053,kendrapara,rajanagar,bhitargarh
odisha,kendrapara,rajanagar,6,brahmana sahi,7.5,0,0,82,89.5,4054,kendrapara,rajanagar,brahmana sahi
odisha,kendrapara,rajanagar,7,chandi baunsamula,3.4,0,0,83.6,87,4055,kendrapara,rajanagar,chandi baunsamula
odisha,kendrapara,rajanagar,8,dangamala,8,9.6,0.7,48.7,67,4056,kendrapara,rajanagar,dangamala
odisha,kendrapara,rajanagar,9,dera,0,0,0,45.3,45.3,4057,kendrapara,rajanagar,dera
odisha,kendrapara,rajanagar,10,ghadiamal,2.3,0,0,69,71.3,4058,kendrapara,rajanagar,ghadiamal
odisha,kendrapara,rajanagar,11,gupti,20,0,0,114.4,134.4,4059,kendrapara,rajanagar,gupti
odisha,kendrapara,rajanagar,12,hatina,4.4,0,0,58,62.4,4060,kendrapara,rajanagar,hatina
odisha,kendrapara,rajanagar,13,iswarpur,26.3,0,0,80.2,106.5,4061,kendrapara,rajanagar,iswarpur
odisha,kendrapara,rajanagar,14,kandira,6.1,0,0,90.8,96.9,4062,kendrapara,rajanagar,kandira
odisha,kendrapara,rajanagar,15,keradagarh,0,0,10,33.8,43.8,4063,kendrapara,rajanagar,keradagarh
odisha,kendrapara,rajanagar,16,keruapal,2.9,0,0,62.2,65.1,4064,kendrapara,rajanagar,keruapal
odisha,kendrapara,rajanagar,17,khamarsahi,4.8,0,0,39.4,44.2,4065,kendrapara,rajanagar,khamarsahi
odisha,kendrapara,rajanagar,18,koili pur,24.7,0,0,93,117.7,4066,kendrapara,rajanagar,koili pur
odisha,kendrapara,rajanagar,19,krushannagar,4.2,3.8,5.4,46.5,59.9,4067,kendrapara,rajanagar,krushannagar
odisha,kendrapara,rajanagar,20,kurunti,8.6,0,0,103.6,112.2,4068,kendrapara,rajanagar,kurunti
odisha,kendrapara,rajanagar,21,mahisasura,1,0,0,48.2,49.2,4069,kendrapara,rajanagar,mahisasura
odisha,kendrapara,rajanagar,22,mahulia,8.1,0,0,74.7,82.8,4070,kendrapara,rajanagar,mahulia
odisha,kendrapara,rajanagar,23,ostia,9.7,0,0,76.8,86.5,4071,kendrapara,rajanagar,ostia
odisha,kendrapara,rajanagar,24,rajnagar,29.4,0,0,23.9,53.3,4072,kendrapara,rajanagar,rajnagar
odisha,kendrapara,rajanagar,25,rajpur,13.7,0,0,47.7,61.4,4073,kendrapara,rajanagar,rajpur
odisha,kendrapara,rajanagar,26,rangani,8.8,8.2,5.8,66.5,89.3,4074,kendrapara,rajanagar,rangani
odisha,kendrapara,rajanagar,27,sanbada gopalpur,2.3,0,0,56.3,58.6,4075,kendrapara,rajanagar,sanbada gopalpur
odisha,kendrapara,rajanagar,28,talachua,3.1,0.2,3.8,51.1,58.2,4076,kendrapara,rajanagar,talachua
odisha,kendrapara,rajanagar,29,satabhaya (bagapatia),NA,NA,NA,NA,NA,4077,kendrapara,rajanagar,satabhaya (bagapatia)
odisha,keonjhar,anandapur,1,bailo,58.2,0,0,20.1,78.3,4078,keonjhar,anandapur,bailo
odisha,keonjhar,anandapur,2,baunsagarh,30.4,114.25,0,7.15,151.8,4079,keonjhar,anandapur,baunsagarh
odisha,keonjhar,anandapur,3,belabahali,11.6,8.4,0,31.7,51.7,4080,keonjhar,anandapur,belabahali
odisha,keonjhar,anandapur,4,budhikud,0,44.05,0,10.3,54.35,4081,keonjhar,anandapur,budhikud
odisha,keonjhar,anandapur,5,dhakotha,25.6,106.05,0,27.75,159.4,4082,keonjhar,anandapur,dhakotha
odisha,keonjhar,anandapur,6,galaymunda,1.05,80.1,0,11.2,92.35,4083,keonjhar,anandapur,galaymunda
odisha,keonjhar,anandapur,7,haridapal,8.5,0,0,29.95,38.45,4084,keonjhar,anandapur,haridapal
odisha,keonjhar,anandapur,8,jalasuan,7.85,3.9,0,30.25,42,4085,keonjhar,anandapur,jalasuan
odisha,keonjhar,anandapur,9,kantipal,5.3,85.85,0,32.3,123.45,4086,keonjhar,anandapur,kantipal
odisha,keonjhar,anandapur,10,kathakata,10.35,59.35,0,23.5,93.2,4087,keonjhar,anandapur,kathakata
odisha,keonjhar,anandapur,11,kodapada,8.1,32.4,0,27.25,67.75,4088,keonjhar,anandapur,kodapada
odisha,keonjhar,anandapur,12,kolimati,5,96.65,0,21.9,123.55,4089,keonjhar,anandapur,kolimati
odisha,keonjhar,anandapur,13,manoharpur,2.65,97.25,0,4.65,104.55,4090,keonjhar,anandapur,manoharpur
odisha,keonjhar,anandapur,14,mochinda,7.2,82.75,0,10.3,100.25,4091,keonjhar,anandapur,mochinda
odisha,keonjhar,anandapur,15,panasadiha,0.3,71.3,0,11.25,82.85,4092,keonjhar,anandapur,panasadiha
odisha,keonjhar,anandapur,16,panchupalli,16.65,20.15,0,18.1,54.9,4093,keonjhar,anandapur,panchupalli
odisha,keonjhar,anandapur,17,salabani,7.2,43.15,0,25.55,75.9,4094,keonjhar,anandapur,salabani
odisha,keonjhar,anandapur,18,tartara,10.75,51.65,0,19.6,82,4095,keonjhar,anandapur,tartara
odisha,keonjhar,banspal,1,banspal,4.15,104.1,0,9.55,117.8,4096,keonjhar,banspal,banspal
odisha,keonjhar,banspal,2,baragarh,0,37.4,0,4.9,42.3,4097,keonjhar,banspal,baragarh
odisha,keonjhar,banspal,3,bayakumutia,2.6,58.7,0,6.6,67.9,4098,keonjhar,banspal,bayakumutia
odisha,keonjhar,banspal,4,fuljhar,5.7,125.25,0,11.6,142.55,4099,keonjhar,banspal,fuljhar
odisha,keonjhar,banspal,5,gonasika,16.45,53.9,0,14.35,84.7,4100,keonjhar,banspal,gonasika
odisha,keonjhar,banspal,6,jatra,6.35,102.65,0,8.2,117.2,4101,keonjhar,banspal,jatra
odisha,keonjhar,banspal,7,kalanda(kha),4.55,62.4,0,35.75,102.7,4102,keonjhar,banspal,kalanda(kha)
odisha,keonjhar,banspal,8,karangadihi,0,75.1,0,4,79.1,4103,keonjhar,banspal,karangadihi
odisha,keonjhar,banspal,9,kodipasa,0,74.9,0,5.65,80.55,4104,keonjhar,banspal,kodipasa
odisha,keonjhar,banspal,10,kuanra,0.3,90.75,0,7.2,98.25,4105,keonjhar,banspal,kuanra
odisha,keonjhar,banspal,11,nayakote,2.8,70.4,0,16.6,89.8,4106,keonjhar,banspal,nayakote
odisha,keonjhar,banspal,12,saharpur,3.35,83.25,0,6.9,93.5,4107,keonjhar,banspal,saharpur
odisha,keonjhar,banspal,13,singipur,10.25,96.55,0,17.2,124,4108,keonjhar,banspal,singipur
odisha,keonjhar,banspal,14,suakati,0,13.7,0,0,13.7,4109,keonjhar,banspal,suakati
odisha,keonjhar,banspal,15,tala kadakala,5.05,95.4,0,19.9,120.35,4110,keonjhar,banspal,tala kadakala
odisha,keonjhar,banspal,16,talachampei,0,30.2,0,2.75,32.95,4111,keonjhar,banspal,talachampei
odisha,keonjhar,banspal,17,talakainsari,0,13.75,0,0,13.75,4112,keonjhar,banspal,talakainsari
odisha,keonjhar,banspal,18,tana,0,87.1,0,14.9,102,4113,keonjhar,banspal,tana
odisha,keonjhar,banspal,19,taramakanta,16.95,68.65,0,15.3,100.9,4114,keonjhar,banspal,taramakanta
odisha,keonjhar,banspal,20,uper raigoda,9,113.85,0,26.15,149,4115,keonjhar,banspal,uper raigoda
odisha,keonjhar,banspal,21,kumundi,NA,NA,NA,NA,NA,4116,keonjhar,banspal,kumundi
odisha,keonjhar,champua,1,badanai,9.1,71.65,0,35.95,116.7,4117,keonjhar,champua,badanai
odisha,keonjhar,champua,2,bhanda,1.6,65,0,45.3,111.9,4118,keonjhar,champua,bhanda
odisha,keonjhar,champua,3,bhuinpur,19,66.5,0,26.65,112.15,4119,keonjhar,champua,bhuinpur
odisha,keonjhar,champua,4,chandrasekharpur,3.65,102.75,0,20.95,127.35,4120,keonjhar,champua,chandrasekharpur
odisha,keonjhar,champua,5,jajaposi,10.1,56.8,0,9.7,76.6,4121,keonjhar,champua,jajaposi
odisha,keonjhar,champua,6,jali,9.35,61.2,0,5.2,75.75,4122,keonjhar,champua,jali
odisha,keonjhar,champua,7,jamudalak,7,99.25,0,23.3,129.55,4123,keonjhar,champua,jamudalak
odisha,keonjhar,champua,8,jyotipur,30.5,26.3,0,18.2,75,4124,keonjhar,champua,jyotipur
odisha,keonjhar,champua,9,kalikaprasad,16.2,92.75,0,17.4,126.35,4125,keonjhar,champua,kalikaprasad
odisha,keonjhar,champua,10,karanjia,1.3,25,0,35,61.3,4126,keonjhar,champua,karanjia
odisha,keonjhar,champua,11,kashipal,0,65.85,0,14.05,79.9,4127,keonjhar,champua,kashipal
odisha,keonjhar,champua,12,kodagadia,14.5,84.05,0,18.45,117,4128,keonjhar,champua,kodagadia
odisha,keonjhar,champua,13,kutariposhi,21.1,53.55,0,20.4,95.05,4129,keonjhar,champua,kutariposhi
odisha,keonjhar,champua,14,padua,6.2,68.75,0,14.1,89.05,4130,keonjhar,champua,padua
odisha,keonjhar,champua,15,parshala,11.85,17.1,0,24.45,53.4,4131,keonjhar,champua,parshala
odisha,keonjhar,champua,16,rajia,5.05,80.45,0,21,106.5,4132,keonjhar,champua,rajia
odisha,keonjhar,champua,17,rangamatia,16.3,82.8,0,20.15,119.25,4133,keonjhar,champua,rangamatia
odisha,keonjhar,champua,18,rimuli,18.9,76.75,0,27.9,123.55,4134,keonjhar,champua,rimuli
odisha,keonjhar,champua,19,sadangi,0,48.2,0,30.7,78.9,4135,keonjhar,champua,sadangi
odisha,keonjhar,champua,20,sarei,15.45,69.65,0,18.45,103.55,4136,keonjhar,champua,sarei
odisha,keonjhar,champua,21,sunaposi,14.85,77.65,0,28.9,121.4,4137,keonjhar,champua,sunaposi
odisha,keonjhar,champua,22,unchabali,6.5,93,0,27.55,127.05,4138,keonjhar,champua,unchabali
odisha,keonjhar,champua,23,champua,NA,NA,NA,NA,NA,4139,keonjhar,champua,champua
odisha,keonjhar,ghasipura,1,alati,13.3,36.45,0,19.6,69.35,4140,keonjhar,ghasipura,alati
odisha,keonjhar,ghasipura,2,balaram pur,38.1,21.6,0,31.15,90.85,4141,keonjhar,ghasipura,balaram pur
odisha,keonjhar,ghasipura,3,baripal,29.55,98.15,0,11.8,139.5,4142,keonjhar,ghasipura,baripal
odisha,keonjhar,ghasipura,4,bato,35.8,1.85,0,72.8,110.45,4143,keonjhar,ghasipura,bato
odisha,keonjhar,ghasipura,5,bhandaridiha,32.4,24.8,0,37.4,94.6,4144,keonjhar,ghasipura,bhandaridiha
odisha,keonjhar,ghasipura,6,biragovindapur,9.35,107.25,0,8.85,125.45,4145,keonjhar,ghasipura,biragovindapur
odisha,keonjhar,ghasipura,7,daradipal,31.7,0.35,0,36.65,68.7,4146,keonjhar,ghasipura,daradipal
odisha,keonjhar,ghasipura,8,deogoan,20.55,14,0,28.55,63.1,4147,keonjhar,ghasipura,deogoan
odisha,keonjhar,ghasipura,9,gadabandhagoda,23.25,50.75,4.4,30.15,108.55,4148,keonjhar,ghasipura,gadabandhagoda
odisha,keonjhar,ghasipura,10,ganpur,25.95,44.8,0,14.7,85.45,4149,keonjhar,ghasipura,ganpur
odisha,keonjhar,ghasipura,11,gohira,25.05,112.5,0,22.95,160.5,4150,keonjhar,ghasipura,gohira
odisha,keonjhar,ghasipura,12,keshadurapala,17.55,3.85,0,24.65,46.05,4151,keonjhar,ghasipura,keshadurapala
odisha,keonjhar,ghasipura,13,khalana,7.6,0,0,35.7,43.3,4152,keonjhar,ghasipura,khalana
odisha,keonjhar,ghasipura,14,khaliamenta,28.45,67.7,0,30.15,126.3,4153,keonjhar,ghasipura,khaliamenta
odisha,keonjhar,ghasipura,15,machhalo,3.35,11.15,0,22.9,37.4,4154,keonjhar,ghasipura,machhalo
odisha,keonjhar,ghasipura,16,madanapur,26.7,74.25,0,32.95,133.9,4155,keonjhar,ghasipura,madanapur
odisha,keonjhar,ghasipura,17,pandua,10.1,26.2,10.9,9.1,56.3,4156,keonjhar,ghasipura,pandua
odisha,keonjhar,ghasipura,18,purunabandhagoda,23.6,7.7,0,19,50.3,4157,keonjhar,ghasipura,purunabandhagoda
odisha,keonjhar,ghasipura,19,radhikadeipur,47.95,136.2,0,65.6,249.75,4158,keonjhar,ghasipura,radhikadeipur
odisha,keonjhar,ghasipura,20,ramachandrapur,54.25,4.4,0,41.5,100.15,4159,keonjhar,ghasipura,ramachandrapur
odisha,keonjhar,ghasipura,21,sainkul,35.7,72.35,0,26,134.05,4160,keonjhar,ghasipura,sainkul
odisha,keonjhar,ghasipura,22,saladei,41.75,1.05,0,32.5,75.3,4161,keonjhar,ghasipura,saladei
odisha,keonjhar,ghasipura,23,samukanendi,0,99.8,0,3.3,103.1,4162,keonjhar,ghasipura,samukanendi
odisha,keonjhar,ghasipura,24,tarimul,13.15,1.1,0,36.05,50.3,4163,keonjhar,ghasipura,tarimul
odisha,keonjhar,ghasipura,25,taruan,23.1,0,0,52.55,75.65,4164,keonjhar,ghasipura,taruan
odisha,keonjhar,ghatagaon,1,badajamuposi,9.2,99.1,0,27.3,135.6,4165,keonjhar,ghatagaon,badajamuposi
odisha,keonjhar,ghatagaon,2,badamasinabila,2.35,76.1,0,13.8,92.25,4166,keonjhar,ghatagaon,badamasinabila
odisha,keonjhar,ghatagaon,3,badapichhula,0,79.95,0,7.25,87.2,4167,keonjhar,ghatagaon,badapichhula
odisha,keonjhar,ghatagaon,4,balabhadrapur,0,30.3,0,4.2,34.5,4168,keonjhar,ghatagaon,balabhadrapur
odisha,keonjhar,ghatagaon,5,balipokhari,15.25,46.15,0,14.05,75.45,4169,keonjhar,ghatagaon,balipokhari
odisha,keonjhar,ghatagaon,6,barhatipura,3.85,56.45,0,13.1,73.4,4170,keonjhar,ghatagaon,barhatipura
odisha,keonjhar,ghatagaon,7,basantpur,12.6,45.4,0,11.1,69.1,4171,keonjhar,ghatagaon,basantpur
odisha,keonjhar,ghatagaon,8,bholabeda,15.8,57.1,0,20.9,93.8,4172,keonjhar,ghatagaon,bholabeda
odisha,keonjhar,ghatagaon,9,binida,6.65,47.75,0,23.1,77.5,4173,keonjhar,ghatagaon,binida
odisha,keonjhar,ghatagaon,10,dhenkikote,5.9,74.9,0,16.4,97.2,4174,keonjhar,ghatagaon,dhenkikote
odisha,keonjhar,ghatagaon,11,gadadharpur,9.2,56.15,0,19.4,84.75,4175,keonjhar,ghatagaon,gadadharpur
odisha,keonjhar,ghatagaon,12,khantaghar,5.5,62.05,0,23,90.55,4176,keonjhar,ghatagaon,khantaghar
odisha,keonjhar,ghatagaon,13,manoharpur,4.35,87.8,0,17.35,109.5,4177,keonjhar,ghatagaon,manoharpur
odisha,keonjhar,ghatagaon,14,muktapur,0.3,50.7,0,17.25,68.25,4178,keonjhar,ghatagaon,muktapur
odisha,keonjhar,ghatagaon,15,mukundapurpatana,19.35,52.9,0,20.35,92.6,4179,keonjhar,ghatagaon,mukundapurpatana
odisha,keonjhar,ghatagaon,16,paidapatana,7,45.1,0,27.3,79.4,4180,keonjhar,ghatagaon,paidapatana
odisha,keonjhar,ghatagaon,17,pandapada,0,58.45,0,9.7,68.15,4181,keonjhar,ghatagaon,pandapada
odisha,keonjhar,ghatagaon,18,patilo,6.25,69.65,0.3,19.3,95.5,4182,keonjhar,ghatagaon,patilo
odisha,keonjhar,ghatagaon,19,pipilia,8.3,70.25,0,21.4,99.95,4183,keonjhar,ghatagaon,pipilia
odisha,keonjhar,ghatagaon,20,purumunda,5.6,54.1,0,12.9,72.6,4184,keonjhar,ghatagaon,purumunda
odisha,keonjhar,ghatagaon,21,rutisila,0,54.25,0,13.05,67.3,4185,keonjhar,ghatagaon,rutisila
odisha,keonjhar,ghatagaon,22,santarapur,16.3,62.7,0,24.5,103.5,4186,keonjhar,ghatagaon,santarapur
odisha,keonjhar,ghatagaon,23,sarasa pasi,6.55,56.4,0,12.2,75.15,4187,keonjhar,ghatagaon,sarasa pasi
odisha,keonjhar,ghatagaon,24,sunatangiri,0,20.5,0,7.8,28.3,4188,keonjhar,ghatagaon,sunatangiri
odisha,keonjhar,ghatagaon,25,tara,25.95,44.5,0,19.9,90.35,4189,keonjhar,ghatagaon,tara
odisha,keonjhar,ghatagaon,26,toranipokhari,8,70.55,0,21.15,99.7,4190,keonjhar,ghatagaon,toranipokhari
odisha,keonjhar,ghatagaon,27,uperdiha,13.55,74.7,5.9,7.2,101.35,4191,keonjhar,ghatagaon,uperdiha
odisha,keonjhar,harichandpur,1,badapalasapal,8.6,37.05,0,15.5,61.15,4192,keonjhar,harichandpur,badapalasapal
odisha,keonjhar,harichandpur,2,bareigoda,0.45,60.35,0,13.7,74.5,4193,keonjhar,harichandpur,bareigoda
odisha,keonjhar,harichandpur,3,baxibarigaon,8.3,44.85,0,11.55,64.7,4194,keonjhar,harichandpur,baxibarigaon
odisha,keonjhar,harichandpur,4,bhagamunda,5.5,66.35,0,18.7,90.55,4195,keonjhar,harichandpur,bhagamunda
odisha,keonjhar,harichandpur,5,bhanrapur,6.35,26.1,0,14.05,46.5,4196,keonjhar,harichandpur,bhanrapur
odisha,keonjhar,harichandpur,6,budhakhaman,0.75,28.8,0,13.3,42.85,4197,keonjhar,harichandpur,budhakhaman
odisha,keonjhar,harichandpur,7,dhurudiambo,2.8,48.8,0,14.2,65.8,4198,keonjhar,harichandpur,dhurudiambo
odisha,keonjhar,harichandpur,8,gaunighasa,11.35,56.7,0,22.95,91,4199,keonjhar,harichandpur,gaunighasa
odisha,keonjhar,harichandpur,9,harichandanpur,8.3,34.35,0,14.85,57.5,4200,keonjhar,harichandpur,harichandanpur
odisha,keonjhar,harichandpur,10,hunda,7.25,57.2,0,22.45,86.9,4201,keonjhar,harichandpur,hunda
odisha,keonjhar,harichandpur,11,jamujodi,11.35,39.55,0,20.55,71.45,4202,keonjhar,harichandpur,jamujodi
odisha,keonjhar,harichandpur,12,janghira,5,41.95,0,19.1,66.05,4203,keonjhar,harichandpur,janghira
odisha,keonjhar,harichandpur,13,jiranga,7.15,25.35,0,15.15,47.65,4204,keonjhar,harichandpur,jiranga
odisha,keonjhar,harichandpur,14,junga,8.35,73.1,0,19.05,100.5,4205,keonjhar,harichandpur,junga
odisha,keonjhar,harichandpur,15,manoharpur,9.85,52,0,16.15,78,4206,keonjhar,harichandpur,manoharpur
odisha,keonjhar,harichandpur,16,pitapiti,6.2,7.05,0,16.05,29.3,4207,keonjhar,harichandpur,pitapiti
odisha,keonjhar,harichandpur,17,pithagola,11.55,53.7,0,21.25,86.5,4208,keonjhar,harichandpur,pithagola
odisha,keonjhar,harichandpur,18,rasola,5.65,23.4,0,0,29.05,4209,keonjhar,harichandpur,rasola
odisha,keonjhar,harichandpur,19,rebanapalaspal,4.45,60.45,0,11.45,76.35,4210,keonjhar,harichandpur,rebanapalaspal
odisha,keonjhar,harichandpur,20,sagadapata,8.6,48.6,0,10.4,67.6,4211,keonjhar,harichandpur,sagadapata
odisha,keonjhar,harichandpur,21,sunapentha,12.1,44.85,0,42.65,99.6,4212,keonjhar,harichandpur,sunapentha
odisha,keonjhar,harichandpur,22,tangiriapal,2.75,56.35,0,5.85,64.95,4213,keonjhar,harichandpur,tangiriapal
odisha,keonjhar,harichandpur,23,tentalaposi,1.85,43.15,0,26.65,71.65,4214,keonjhar,harichandpur,tentalaposi
odisha,keonjhar,harichandpur,24,thakurapada,6.75,42.85,0,18.75,68.35,4215,keonjhar,harichandpur,thakurapada
odisha,keonjhar,harichandpur,25,daitari,NA,NA,NA,NA,NA,4216,keonjhar,harichandpur,daitari
odisha,keonjhar,hatadihi,1,aiti pur,16.9,6.85,0,43.65,67.4,4217,keonjhar,hatadihi,aiti pur
odisha,keonjhar,hatadihi,2,akarua,32.65,1.8,0,48.25,82.7,4218,keonjhar,hatadihi,akarua
odisha,keonjhar,hatadihi,3,ambo,99.85,3.8,0,53.5,157.15,4219,keonjhar,hatadihi,ambo
odisha,keonjhar,hatadihi,4,anara,35.05,9.5,0,32.9,77.45,4220,keonjhar,hatadihi,anara
odisha,keonjhar,hatadihi,5,badarampas,45.15,2.45,0,47.4,95,4221,keonjhar,hatadihi,badarampas
odisha,keonjhar,hatadihi,6,bancho,38.5,27.75,0,24.95,91.2,4222,keonjhar,hatadihi,bancho
odisha,keonjhar,hatadihi,7,danara,51.5,2.25,0,31.5,85.25,4223,keonjhar,hatadihi,danara
odisha,keonjhar,hatadihi,8,gedma,31.5,15.1,0,25.25,71.85,4224,keonjhar,hatadihi,gedma
odisha,keonjhar,hatadihi,9,habaleswar,44.4,9.25,0,36,89.65,4225,keonjhar,hatadihi,habaleswar
odisha,keonjhar,hatadihi,10,hatadihi,64.6,1.35,0,46.05,112,4226,keonjhar,hatadihi,hatadihi
odisha,keonjhar,hatadihi,11,inchola,14.2,1.4,0,39.5,55.1,4227,keonjhar,hatadihi,inchola
odisha,keonjhar,hatadihi,12,jambhira,45.2,25.85,0,33,104.05,4228,keonjhar,hatadihi,jambhira
odisha,keonjhar,hatadihi,13,kaligaon,21.35,1.05,0,50.7,73.1,4229,keonjhar,hatadihi,kaligaon
odisha,keonjhar,hatadihi,14,mareigoan,79.95,5.05,0,58.4,143.4,4230,keonjhar,hatadihi,mareigoan
odisha,keonjhar,hatadihi,15,orali,40.2,8.65,0,58.1,106.95,4231,keonjhar,hatadihi,orali
odisha,keonjhar,hatadihi,16,panchugochhia,73.75,0.75,0,54.9,129.4,4232,keonjhar,hatadihi,panchugochhia
odisha,keonjhar,hatadihi,17,pandado,45.25,50.1,0,46.2,141.55,4233,keonjhar,hatadihi,pandado
odisha,keonjhar,hatadihi,18,sadanga,62.35,8.85,0,30,101.2,4234,keonjhar,hatadihi,sadanga
odisha,keonjhar,hatadihi,19,salania,44.95,9.85,0,33.15,87.95,4235,keonjhar,hatadihi,salania
odisha,keonjhar,hatadihi,20,samana,72.05,6.1,0,56.95,135.1,4236,keonjhar,hatadihi,samana
odisha,keonjhar,hatadihi,21,sasanga,42.5,39.85,0,36.7,119.05,4237,keonjhar,hatadihi,sasanga
odisha,keonjhar,hatadihi,22,sulana,34.55,16.45,0,14.55,65.55,4238,keonjhar,hatadihi,sulana
odisha,keonjhar,hatadihi,23,balibarei,NA,NA,NA,NA,NA,4239,keonjhar,hatadihi,balibarei
