g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Sl. No,s_gp,SC,ST,Minority,Others,Total,updated_district_name,updated_block_name,updated_gp_name
893,6348,sambalpur,yes,jujomura,yes,kansar,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,jujomura,11,kansar,13,112.15,0,9.1,134.25,sambalpur,jujomura,kansar
894,6349,sambalpur,yes,jujomura,yes,kayakud,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,jujomura,12,kayakud,1.4,51.75,0,10.15,63.3,sambalpur,jujomura,kayakud
895,6350,sambalpur,yes,jujomura,yes,kesapali,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,jujomura,13,kesapali,15.2,23.8,0,25.65,64.65,sambalpur,jujomura,kesapali
896,6351,sambalpur,yes,jujomura,yes,kukudapali,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,jujomura,14,kukudapali,64.7,46.55,0,61.1,172.35,sambalpur,jujomura,kukudapali
897,6352,sambalpur,yes,jujomura,yes,lipinda,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,jujomura,15,lipinda,3.7,26.2,0,5.2,35.1,sambalpur,jujomura,lipinda
898,6353,sambalpur,yes,jujomura,yes,meghapal,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,jujomura,16,meghapal,1.3,68.65,0,14.6,84.55,sambalpur,jujomura,meghapal
899,6354,sambalpur,yes,jujomura,yes,nuabarangamal,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,jujomura,17,nuabarangamal,30.4,96.3,0,66.2,192.9,sambalpur,jujomura,nuabarangamal
900,6355,sambalpur,yes,jujomura,yes,tampergarh,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,jujomura,18,tampergarh,3.75,43.4,0,33.1,80.25,sambalpur,jujomura,tampergarh
901,6404,sambalpur,yes,rairakhol,yes,badbahal,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,1,badbahal,2.45,3.15,0,44.4,50,sambalpur,rairakhol,badbahal
902,6405,sambalpur,yes,rairakhol,yes,badmal,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,2,badmal,0,6.5,0,12,18.5,sambalpur,rairakhol,badmal
903,6406,sambalpur,yes,rairakhol,yes,banshajal,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,3,banshajal,4.65,14.9,0,37.5,57.05,sambalpur,rairakhol,banshajal
904,6407,sambalpur,yes,rairakhol,yes,bhaliakata,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,4,bhaliakata,11.25,41.6,0,33.1,85.95,sambalpur,rairakhol,bhaliakata
905,6408,sambalpur,yes,rairakhol,yes,bharatpur,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,5,bharatpur,16.9,15.6,0,41.6,74.1,sambalpur,rairakhol,bharatpur
906,6409,sambalpur,yes,rairakhol,yes,burda,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,6,burda,4.65,1.9,0,9.7,16.25,sambalpur,rairakhol,burda
907,6410,sambalpur,yes,rairakhol,yes,charmal,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,7,charmal,6.8,23.7,0,13.3,43.8,sambalpur,rairakhol,charmal
908,6411,sambalpur,yes,rairakhol,yes,gadgadbahal,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,8,gadgadbahal,2.6,29.45,0,34.65,66.7,sambalpur,rairakhol,gadgadbahal
909,6412,sambalpur,yes,rairakhol,yes,kadaligarh,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,9,kadaligarh,5.95,1.9,0,78.65,86.5,sambalpur,rairakhol,kadaligarh
910,6413,sambalpur,yes,rairakhol,yes,kukudabahali,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,10,kukudabahali,0.3,3.6,0,58.4,62.3,sambalpur,rairakhol,kukudabahali
911,6414,sambalpur,yes,rairakhol,yes,luhapank,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,11,luhapank,1.6,20.2,0,49.4,71.2,sambalpur,rairakhol,luhapank
912,6415,sambalpur,yes,rairakhol,yes,mochibahal,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,12,mochibahal,8.8,33.65,0,9.1,51.55,sambalpur,rairakhol,mochibahal
913,6416,sambalpur,yes,rairakhol,yes,rengali,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,13,rengali,8.9,2.05,0,47,57.95,sambalpur,rairakhol,rengali
914,6417,sambalpur,yes,rairakhol,yes,tribanpur,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,rairakhol,14,tribanpur,26.4,36.2,0,71.3,133.9,sambalpur,rairakhol,tribanpur
915,6390,sambalpur,yes,naktideul,yes,ballam,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,1,ballam,1.35,0.3,0,37.4,39.05,sambalpur,naktideul,ballam
916,6391,sambalpur,yes,naktideul,yes,batagaon,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,2,batagaon,7.9,1.3,0,28.8,38,sambalpur,naktideul,batagaon
917,6392,sambalpur,yes,naktideul,yes,daincha,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,3,daincha,0.9,2.2,0,39.55,42.65,sambalpur,naktideul,daincha
918,6393,sambalpur,yes,naktideul,yes,ghosarmal,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,4,ghosarmal,0.3,2.15,0,45.6,48.05,sambalpur,naktideul,ghosarmal
919,6394,sambalpur,yes,naktideul,yes,girishchandrapur,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,5,girishchandrapur,7.35,13.25,0,3.7,24.3,sambalpur,naktideul,girishchandrapur
920,6395,sambalpur,yes,naktideul,yes,gogua,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,6,gogua,2.35,1.3,0,22.25,25.9,sambalpur,naktideul,gogua
921,6396,sambalpur,yes,naktideul,yes,jamjori,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,7,jamjori,8.6,3.5,0,29.45,41.55,sambalpur,naktideul,jamjori
922,6397,sambalpur,yes,naktideul,yes,kisinda,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,8,kisinda,12.5,54.4,0,25.9,92.8,sambalpur,naktideul,kisinda
923,6398,sambalpur,yes,naktideul,yes,naktideul,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,9,naktideul,0,0,0,3.9,3.9,sambalpur,naktideul,naktideul
924,6399,sambalpur,yes,naktideul,yes,panimura,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,10,panimura,3.95,31.05,0,26.65,61.65,sambalpur,naktideul,panimura
925,6400,sambalpur,yes,naktideul,yes,sahebi,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,11,sahebi,0,4.25,0,8.9,13.15,sambalpur,naktideul,sahebi
926,6401,sambalpur,yes,naktideul,yes,salebhata,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,12,salebhata,9.8,4.1,0,7.1,21,sambalpur,naktideul,salebhata
927,6402,sambalpur,yes,naktideul,yes,sarapli,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,13,sarapli,1.05,3.2,0,26.9,31.15,sambalpur,naktideul,sarapli
928,6403,sambalpur,yes,naktideul,yes,similipal,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,naktideul,14,similipal,0,0.3,0,28.7,29,sambalpur,naktideul,similipal
929,6378,sambalpur,yes,maneswar,yes,deogaon,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,maneswar,6,deogaon,28.2,36.8,0,12.25,77.25,sambalpur,maneswar,deogaon
930,6373,sambalpur,yes,maneswar,yes,baduapali,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,maneswar,1,baduapali,46.15,35.1,0,45.9,127.15,sambalpur,maneswar,baduapali
931,6374,sambalpur,yes,maneswar,yes,bargaon,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,maneswar,2,bargaon,53,35.6,0,18.5,107.1,sambalpur,maneswar,bargaon
932,6377,sambalpur,yes,maneswar,yes,dakara,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,maneswar,5,dakara,55.35,75.45,0,50.85,181.65,sambalpur,maneswar,dakara
933,6379,sambalpur,yes,maneswar,yes,dhama,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,maneswar,7,dhama,98.2,23.4,0,40.2,161.8,sambalpur,maneswar,dhama
934,6381,sambalpur,yes,maneswar,yes,huma,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,maneswar,9,huma,13.65,44.7,0,26.3,84.65,sambalpur,maneswar,huma
935,6386,sambalpur,yes,maneswar,yes,sahaspur,yes,18,18 rairakhol,sambalpur,odisha,sambalpur,maneswar,14,sahaspur,69.4,53.75,0,20.5,143.65,sambalpur,maneswar,sahaspur
936,4192,keonjhar,yes,harichandpur,yes,badapalasapal,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,1,badapalasapal,8.6,37.05,0,15.5,61.15,keonjhar,harichandpur,badapalasapal
937,4193,keonjhar,yes,harichandpur,yes,bareigoda,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,2,bareigoda,0.45,60.35,0,13.7,74.5,keonjhar,harichandpur,bareigoda
938,4194,keonjhar,yes,harichandpur,yes,baxibarigaon,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,3,baxibarigaon,8.3,44.85,0,11.55,64.7,keonjhar,harichandpur,baxibarigaon
939,4195,keonjhar,yes,harichandpur,yes,bhagamunda,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,4,bhagamunda,5.5,66.35,0,18.7,90.55,keonjhar,harichandpur,bhagamunda
940,4196,keonjhar,yes,harichandpur,yes,bhanrapur,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,5,bhanrapur,6.35,26.1,0,14.05,46.5,keonjhar,harichandpur,bhanrapur
941,4197,keonjhar,yes,harichandpur,yes,budhakhaman,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,6,budhakhaman,0.75,28.8,0,13.3,42.85,keonjhar,harichandpur,budhakhaman
942,4216,keonjhar,yes,harichandpur,yes,daitari,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,25,daitari,NA,NA,NA,NA,NA,keonjhar,harichandpur,daitari
943,4198,keonjhar,yes,harichandpur,yes,dhurudiambo,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,7,dhurudiambo,2.8,48.8,0,14.2,65.8,keonjhar,harichandpur,dhurudiambo
944,4199,keonjhar,yes,harichandpur,yes,gaunighasa,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,8,gaunighasa,11.35,56.7,0,22.95,91,keonjhar,harichandpur,gaunighasa
945,4200,keonjhar,yes,harichandpur,yes,harichandanpur,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,9,harichandanpur,8.3,34.35,0,14.85,57.5,keonjhar,harichandpur,harichandanpur
946,4201,keonjhar,yes,harichandpur,yes,hunda,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,10,hunda,7.25,57.2,0,22.45,86.9,keonjhar,harichandpur,hunda
947,4202,keonjhar,yes,harichandpur,yes,jamujodi,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,11,jamujodi,11.35,39.55,0,20.55,71.45,keonjhar,harichandpur,jamujodi
948,4203,keonjhar,yes,harichandpur,yes,janghira,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,12,janghira,5,41.95,0,19.1,66.05,keonjhar,harichandpur,janghira
949,4204,keonjhar,yes,harichandpur,yes,jiranga,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,13,jiranga,7.15,25.35,0,15.15,47.65,keonjhar,harichandpur,jiranga
950,4205,keonjhar,yes,harichandpur,yes,junga,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,14,junga,8.35,73.1,0,19.05,100.5,keonjhar,harichandpur,junga
951,4206,keonjhar,yes,harichandpur,yes,manoharpur,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,15,manoharpur,9.85,52,0,16.15,78,keonjhar,harichandpur,manoharpur
952,4207,keonjhar,yes,harichandpur,yes,pitapiti,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,16,pitapiti,6.2,7.05,0,16.05,29.3,keonjhar,harichandpur,pitapiti
953,4208,keonjhar,yes,harichandpur,yes,pithagola,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,17,pithagola,11.55,53.7,0,21.25,86.5,keonjhar,harichandpur,pithagola
954,4209,keonjhar,yes,harichandpur,yes,rasola,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,18,rasola,5.65,23.4,0,0,29.05,keonjhar,harichandpur,rasola
955,4210,keonjhar,yes,harichandpur,yes,rebanapalaspal,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,19,rebanapalaspal,4.45,60.45,0,11.45,76.35,keonjhar,harichandpur,rebanapalaspal
956,4211,keonjhar,yes,harichandpur,yes,sagadapata,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,20,sagadapata,8.6,48.6,0,10.4,67.6,keonjhar,harichandpur,sagadapata
957,4212,keonjhar,yes,harichandpur,yes,sunapentha,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,21,sunapentha,12.1,44.85,0,42.65,99.6,keonjhar,harichandpur,sunapentha
958,4213,keonjhar,yes,harichandpur,yes,tangiriapal,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,22,tangiriapal,2.75,56.35,0,5.85,64.95,keonjhar,harichandpur,tangiriapal
959,4214,keonjhar,yes,harichandpur,yes,tentalaposi,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,23,tentalaposi,1.85,43.15,0,26.65,71.65,keonjhar,harichandpur,tentalaposi
960,4215,keonjhar,yes,harichandpur,yes,thakurapada,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,harichandpur,24,thakurapada,6.75,42.85,0,18.75,68.35,keonjhar,harichandpur,thakurapada
961,4354,keonjhar,yes,telkol,yes,akula,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,1,akula,10.55,52.8,0,13.3,76.65,keonjhar,telkol,akula
962,4355,keonjhar,yes,telkol,yes,balabhadrapur,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,2,balabhadrapur,7.5,69.45,0,9.7,86.65,keonjhar,telkol,balabhadrapur
963,4356,keonjhar,yes,telkol,yes,bhimkand,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,3,bhimkand,16.05,57.25,0,23.6,96.9,keonjhar,telkol,bhimkand
964,4357,keonjhar,yes,telkol,yes,bimala,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,4,bimala,9.1,54.15,0,13.05,76.3,keonjhar,telkol,bimala
965,4358,keonjhar,yes,telkol,yes,binjabahal,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,5,binjabahal,12.05,26.3,0,19.5,57.85,keonjhar,telkol,binjabahal
966,4359,keonjhar,yes,telkol,yes,chhamunda,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,6,chhamunda,12.2,82.15,0,24.5,118.85,keonjhar,telkol,chhamunda
967,4360,keonjhar,yes,telkol,yes,deuladiha,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,7,deuladiha,40.6,61.5,0,25.05,127.15,keonjhar,telkol,deuladiha
968,4361,keonjhar,yes,telkol,yes,dobalapal,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,8,dobalapal,13.8,33.35,0,13.1,60.25,keonjhar,telkol,dobalapal
969,4362,keonjhar,yes,telkol,yes,jagamohanpur,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,9,jagamohanpur,15.25,64.75,0,22.75,102.75,keonjhar,telkol,jagamohanpur
970,4363,keonjhar,yes,telkol,yes,kaliahata,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,10,kaliahata,10.85,124.75,0,24.65,160.25,keonjhar,telkol,kaliahata
971,4364,keonjhar,yes,telkol,yes,karadangi,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,11,karadangi,22.05,42.85,0,36.5,101.4,keonjhar,telkol,karadangi
972,4365,keonjhar,yes,telkol,yes,karamangi,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,12,karamangi,8.8,47.95,0,15.15,71.9,keonjhar,telkol,karamangi
973,4366,keonjhar,yes,telkol,yes,khuntapada,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,13,khuntapada,25.5,72.35,0,29.45,127.3,keonjhar,telkol,khuntapada
974,4367,keonjhar,yes,telkol,yes,oriya-birida,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,14,oriya-birida,14.25,96.95,0,26.6,137.8,keonjhar,telkol,oriya-birida
975,4368,keonjhar,yes,telkol,yes,podang,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,15,podang,6.85,46.1,0,9.85,62.8,keonjhar,telkol,podang
976,4369,keonjhar,yes,telkol,yes,purujoda,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,16,purujoda,10.85,64.8,0,10.3,85.95,keonjhar,telkol,purujoda
977,4370,keonjhar,yes,telkol,yes,raisuan,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,17,raisuan,5.15,35.8,0,28.75,69.7,keonjhar,telkol,raisuan
978,4371,keonjhar,yes,telkol,yes,saleikena,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,18,saleikena,1.3,116.25,0,16.9,134.45,keonjhar,telkol,saleikena
979,4372,keonjhar,yes,telkol,yes,sibanarayanpurgoda,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,19,sibanarayanpurgoda,7.05,92.5,0,19.75,119.3,keonjhar,telkol,sibanarayanpurgoda
980,4373,keonjhar,yes,telkol,yes,sirigida,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,20,sirigida,26.05,8.4,0,50.15,84.6,keonjhar,telkol,sirigida
981,4374,keonjhar,yes,telkol,yes,talapada,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,21,talapada,3.95,23.3,0,12.25,39.5,keonjhar,telkol,talapada
982,4375,keonjhar,yes,telkol,yes,telkoi,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,telkol,22,telkoi,12.75,13.85,0,19.5,46.1,keonjhar,telkol,telkoi
983,4096,keonjhar,yes,banspal,yes,banspal,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,1,banspal,4.15,104.1,0,9.55,117.8,keonjhar,banspal,banspal
984,4097,keonjhar,yes,banspal,yes,baragarh,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,2,baragarh,0,37.4,0,4.9,42.3,keonjhar,banspal,baragarh
985,4098,keonjhar,yes,banspal,yes,bayakumutia,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,3,bayakumutia,2.6,58.7,0,6.6,67.9,keonjhar,banspal,bayakumutia
986,4099,keonjhar,yes,banspal,yes,fuljhar,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,4,fuljhar,5.7,125.25,0,11.6,142.55,keonjhar,banspal,fuljhar
987,4100,keonjhar,yes,banspal,yes,gonasika,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,5,gonasika,16.45,53.9,0,14.35,84.7,keonjhar,banspal,gonasika
988,4101,keonjhar,yes,banspal,yes,jatra,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,6,jatra,6.35,102.65,0,8.2,117.2,keonjhar,banspal,jatra
989,4102,keonjhar,yes,banspal,yes,kalanda(kha),yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,7,kalanda(kha),4.55,62.4,0,35.75,102.7,keonjhar,banspal,kalanda(kha)
990,4103,keonjhar,yes,banspal,yes,karangadihi,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,8,karangadihi,0,75.1,0,4,79.1,keonjhar,banspal,karangadihi
991,4105,keonjhar,yes,banspal,yes,kuanra,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,10,kuanra,0.3,90.75,0,7.2,98.25,keonjhar,banspal,kuanra
992,4106,keonjhar,yes,banspal,yes,nayakote,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,11,nayakote,2.8,70.4,0,16.6,89.8,keonjhar,banspal,nayakote
993,4107,keonjhar,yes,banspal,yes,saharpur,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,12,saharpur,3.35,83.25,0,6.9,93.5,keonjhar,banspal,saharpur
994,4108,keonjhar,yes,banspal,yes,singipur,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,13,singipur,10.25,96.55,0,17.2,124,keonjhar,banspal,singipur
995,4110,keonjhar,yes,banspal,yes,tala kadakala,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,15,tala kadakala,5.05,95.4,0,19.9,120.35,keonjhar,banspal,tala kadakala
996,4113,keonjhar,yes,banspal,yes,tana,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,18,tana,0,87.1,0,14.9,102,keonjhar,banspal,tana
997,4114,keonjhar,yes,banspal,yes,taramakanta,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,19,taramakanta,16.95,68.65,0,15.3,100.9,keonjhar,banspal,taramakanta
998,4115,keonjhar,yes,banspal,yes,uper raigoda,yes,20,20 telkoi (st),keonjhar (st),odisha,keonjhar,banspal,20,uper raigoda,9,113.85,0,26.15,149,keonjhar,banspal,uper raigoda
999,4140,keonjhar,yes,ghasipura,yes,alati,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,1,alati,13.3,36.45,0,19.6,69.35,keonjhar,ghasipura,alati
1000,4141,keonjhar,yes,ghasipura,yes,balaram pur,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,2,balaram pur,38.1,21.6,0,31.15,90.85,keonjhar,ghasipura,balaram pur
1001,4142,keonjhar,yes,ghasipura,yes,baripal,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,3,baripal,29.55,98.15,0,11.8,139.5,keonjhar,ghasipura,baripal
1002,4143,keonjhar,yes,ghasipura,yes,bato,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,4,bato,35.8,1.85,0,72.8,110.45,keonjhar,ghasipura,bato
1003,4144,keonjhar,yes,ghasipura,yes,bhandaridiha,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,5,bhandaridiha,32.4,24.8,0,37.4,94.6,keonjhar,ghasipura,bhandaridiha
1004,4145,keonjhar,yes,ghasipura,yes,biragovindapur,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,6,biragovindapur,9.35,107.25,0,8.85,125.45,keonjhar,ghasipura,biragovindapur
1005,4146,keonjhar,yes,ghasipura,yes,daradipal,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,7,daradipal,31.7,0.35,0,36.65,68.7,keonjhar,ghasipura,daradipal
1006,4147,keonjhar,yes,ghasipura,yes,deogoan,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,8,deogoan,20.55,14,0,28.55,63.1,keonjhar,ghasipura,deogoan
1007,4148,keonjhar,yes,ghasipura,yes,gadabandhagoda,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,9,gadabandhagoda,23.25,50.75,4.4,30.15,108.55,keonjhar,ghasipura,gadabandhagoda
1008,4149,keonjhar,yes,ghasipura,yes,ganpur,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,10,ganpur,25.95,44.8,0,14.7,85.45,keonjhar,ghasipura,ganpur
1009,4150,keonjhar,yes,ghasipura,yes,gohira,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,11,gohira,25.05,112.5,0,22.95,160.5,keonjhar,ghasipura,gohira
1010,4151,keonjhar,yes,ghasipura,yes,keshadurapala,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,12,keshadurapala,17.55,3.85,0,24.65,46.05,keonjhar,ghasipura,keshadurapala
1011,4152,keonjhar,yes,ghasipura,yes,khalana,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,13,khalana,7.6,0,0,35.7,43.3,keonjhar,ghasipura,khalana
1012,4153,keonjhar,yes,ghasipura,yes,khaliamenta,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,14,khaliamenta,28.45,67.7,0,30.15,126.3,keonjhar,ghasipura,khaliamenta
1013,4154,keonjhar,yes,ghasipura,yes,machhalo,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,15,machhalo,3.35,11.15,0,22.9,37.4,keonjhar,ghasipura,machhalo
1014,4155,keonjhar,yes,ghasipura,yes,madanapur,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,16,madanapur,26.7,74.25,0,32.95,133.9,keonjhar,ghasipura,madanapur
1015,4156,keonjhar,yes,ghasipura,yes,pandua,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,17,pandua,10.1,26.2,10.9,9.1,56.3,keonjhar,ghasipura,pandua
1016,4157,keonjhar,yes,ghasipura,yes,purunabandhagoda,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,18,purunabandhagoda,23.6,7.7,0,19,50.3,keonjhar,ghasipura,purunabandhagoda
1017,4158,keonjhar,yes,ghasipura,yes,radhikadeipur,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,19,radhikadeipur,47.95,136.2,0,65.6,249.75,keonjhar,ghasipura,radhikadeipur
1018,4159,keonjhar,yes,ghasipura,yes,ramachandrapur,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,20,ramachandrapur,54.25,4.4,0,41.5,100.15,keonjhar,ghasipura,ramachandrapur
1019,4160,keonjhar,yes,ghasipura,yes,sainkul,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,21,sainkul,35.7,72.35,0,26,134.05,keonjhar,ghasipura,sainkul
1020,4161,keonjhar,yes,ghasipura,yes,saladei,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,22,saladei,41.75,1.05,0,32.5,75.3,keonjhar,ghasipura,saladei
1021,4162,keonjhar,yes,ghasipura,yes,samukanendi,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,23,samukanendi,0,99.8,0,3.3,103.1,keonjhar,ghasipura,samukanendi
1022,4163,keonjhar,yes,ghasipura,yes,tarimul,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,24,tarimul,13.15,1.1,0,36.05,50.3,keonjhar,ghasipura,tarimul
1023,4164,keonjhar,yes,ghasipura,yes,taruan,yes,21,21 ghasipura,keonjhar (st),odisha,keonjhar,ghasipura,25,taruan,23.1,0,0,52.55,75.65,keonjhar,ghasipura,taruan
