g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Sl. No,s_gp,SC,ST,Minority,Others,Total,updated_district_name,updated_block_name,updated_gp_name
3242,1111,bolangir,yes,bangomunda,yes,baldha,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,3,baldha,13.25,15.1,0,32.15,60.5,bolangir,bangomunda,baldha
3243,1112,bolangir,yes,bangomunda,yes,bangomunda,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,4,bangomunda,53.85,24.55,0,84.15,162.55,bolangir,bangomunda,bangomunda
3244,1113,bolangir,yes,bangomunda,yes,belpada,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,5,belpada,46.85,42.35,0,86.45,175.65,bolangir,bangomunda,belpada
3245,1114,bolangir,yes,bangomunda,yes,bhalumunda,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,6,bhalumunda,4.25,1.1,0,20.15,25.5,bolangir,bangomunda,bhalumunda
3246,1115,bolangir,yes,bangomunda,yes,bhursagura,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,7,bhursagura,18.6,53.3,0,64.9,136.8,bolangir,bangomunda,bhursagura
3247,1116,bolangir,yes,bangomunda,yes,bhuslad,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,8,bhuslad,16.95,30.9,0,69.45,117.3,bolangir,bangomunda,bhuslad
3248,1117,bolangir,yes,bangomunda,yes,biripali,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,9,biripali,16,16,0,27.95,59.95,bolangir,bangomunda,biripali
3249,1118,bolangir,yes,bangomunda,yes,chandotara,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,10,chandotara,26.8,15.65,0,52.7,95.15,bolangir,bangomunda,chandotara
3250,1119,bolangir,yes,bangomunda,yes,chulifunka,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,11,chulifunka,30.4,23.85,0,61.3,115.55,bolangir,bangomunda,chulifunka
3251,1120,bolangir,yes,bangomunda,yes,dedgaon,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,12,dedgaon,23.2,17.2,0,51.1,91.5,bolangir,bangomunda,dedgaon
3252,1121,bolangir,yes,bangomunda,yes,gandharabandh,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,13,gandharabandh,21.75,19.65,0,63.15,104.55,bolangir,bangomunda,gandharabandh
3253,1122,bolangir,yes,bangomunda,yes,gandharla,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,14,gandharla,36.6,46.75,0,68.05,151.4,bolangir,bangomunda,gandharla
3254,1123,bolangir,yes,bangomunda,yes,jamkhunta,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,15,jamkhunta,31.05,37.35,0,67.7,136.1,bolangir,bangomunda,jamkhunta
3255,1124,bolangir,yes,bangomunda,yes,jhalap,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,16,jhalap,41.25,30.2,0,84.1,155.55,bolangir,bangomunda,jhalap
3256,1125,bolangir,yes,bangomunda,yes,jharial,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,17,jharial,42.05,41.9,0,64,147.95,bolangir,bangomunda,jharial
3257,1126,bolangir,yes,bangomunda,yes,jurabandh,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,18,jurabandh,9.3,29.75,0,35.3,74.35,bolangir,bangomunda,jurabandh
3258,1127,bolangir,yes,bangomunda,yes,kansil,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,19,kansil,17.75,19.45,0,46.1,83.3,bolangir,bangomunda,kansil
3259,1128,bolangir,yes,bangomunda,yes,kapilbhata,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,20,kapilbhata,27.7,20.1,0,52.45,100.25,bolangir,bangomunda,kapilbhata
3260,1129,bolangir,yes,bangomunda,yes,khaira,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,21,khaira,19.25,55.55,0,46.35,121.15,bolangir,bangomunda,khaira
3261,1130,bolangir,yes,bangomunda,yes,kundabutula,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,22,kundabutula,39.85,18.9,0,54.4,113.15,bolangir,bangomunda,kundabutula
3262,1131,bolangir,yes,bangomunda,yes,mundapadar,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,23,mundapadar,39.2,45.85,0,47.7,132.75,bolangir,bangomunda,mundapadar
3263,1132,bolangir,yes,bangomunda,yes,sindhekela,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,24,sindhekela,41.3,42.85,0,86.45,170.6,bolangir,bangomunda,sindhekela
3264,1133,bolangir,yes,bangomunda,yes,themra,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,25,themra,56.05,56.1,0,116.2,228.35,bolangir,bangomunda,themra
3265,1134,bolangir,yes,bangomunda,yes,turekela,yes,70,70 kantabanji,bolangir,odisha,bolangir,bangomunda,26,turekela,22.25,3.2,0,35.25,60.7,bolangir,bangomunda,turekela
3266,1239,bolangir,yes,muribahal,yes,badsaimara,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,1,badsaimara,73.85,108.5,1.95,117.9,302.2,bolangir,muribahal,badsaimara
3267,1240,bolangir,yes,muribahal,yes,bandupala,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,2,bandupala,31.25,75.95,0,31.2,138.4,bolangir,muribahal,bandupala
3268,1241,bolangir,yes,muribahal,yes,bankel,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,3,bankel,31.75,34.6,0,81.15,147.5,bolangir,muribahal,bankel
3269,1242,bolangir,yes,muribahal,yes,belpadar,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,4,belpadar,22.95,35.25,0,59.05,117.25,bolangir,muribahal,belpadar
3270,1243,bolangir,yes,muribahal,yes,bitabandh,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,5,bitabandh,12.85,18,0,25.35,56.2,bolangir,muribahal,bitabandh
3271,1244,bolangir,yes,muribahal,yes,chalki,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,6,chalki,17.7,72.65,0,42.6,132.95,bolangir,muribahal,chalki
3272,1245,bolangir,yes,muribahal,yes,chanabahal,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,7,chanabahal,55.85,73.9,0,77.65,207.4,bolangir,muribahal,chanabahal
3273,1246,bolangir,yes,muribahal,yes,dangarpada,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,8,dangarpada,49.4,96.4,0.3,58.95,205.05,bolangir,muribahal,dangarpada
3274,1247,bolangir,yes,muribahal,yes,gadgadabahal,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,9,gadgadabahal,24.35,10.35,0,63.4,98.1,bolangir,muribahal,gadgadabahal
3275,1248,bolangir,yes,muribahal,yes,ganrei,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,10,ganrei,36.75,52.55,0,93.7,183,bolangir,muribahal,ganrei
3276,1249,bolangir,yes,muribahal,yes,goimund,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,11,goimund,16,23.6,0,66.45,106.05,bolangir,muribahal,goimund
3277,1250,bolangir,yes,muribahal,yes,gudighat,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,12,gudighat,41.4,85.75,0,59.05,186.2,bolangir,muribahal,gudighat
3278,1251,bolangir,yes,muribahal,yes,haldi,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,13,haldi,44.1,89.4,0,143.05,276.55,bolangir,muribahal,haldi
3279,1252,bolangir,yes,muribahal,yes,ichhapada,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,14,ichhapada,41.3,112.3,0,40.15,193.75,bolangir,muribahal,ichhapada
3280,1253,bolangir,yes,muribahal,yes,lakhana,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,15,lakhana,12.25,45.75,0,38.65,96.65,bolangir,muribahal,lakhana
3281,1254,bolangir,yes,muribahal,yes,lebda,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,16,lebda,37.4,21.65,0,68.1,127.15,bolangir,muribahal,lebda
3282,1255,bolangir,yes,muribahal,yes,malisira,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,17,malisira,29.9,88.95,0,93,211.85,bolangir,muribahal,malisira
3283,1256,bolangir,yes,muribahal,yes,muribahal,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,18,muribahal,35.5,40.5,0,70.1,146.1,bolangir,muribahal,muribahal
3284,1257,bolangir,yes,muribahal,yes,patrapali,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,19,patrapali,28.65,44.9,0,79.9,153.45,bolangir,muribahal,patrapali
3285,1258,bolangir,yes,muribahal,yes,patrapali- kha,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,20,patrapali- kha,11.9,6.95,0,41.55,60.4,bolangir,muribahal,patrapali- kha
3286,1259,bolangir,yes,muribahal,yes,tentelkhunti,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,21,tentelkhunti,24.8,30.45,0,49.7,104.95,bolangir,muribahal,tentelkhunti
3287,1260,bolangir,yes,muribahal,yes,tupaudar,yes,70,70 kantabanji,bolangir,odisha,bolangir,muribahal,22,tupaudar,45.55,43.3,0,88.6,177.45,bolangir,muribahal,tupaudar
3288,5782,nuapara,yes,nuapada,yes,amanara,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,1,amanara,10.95,72.6,0,22.35,105.9,nuapara,nuapada,amanara
3289,5783,nuapara,yes,nuapada,yes,amsena,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,2,amsena,26.5,19.4,0,27.5,73.4,nuapara,nuapada,amsena
3290,5784,nuapara,yes,nuapada,yes,beltukri,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,3,beltukri,2.45,27.15,0,7.3,36.9,nuapara,nuapada,beltukri
3291,5785,nuapara,yes,nuapada,yes,bhainsatal,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,4,bhainsatal,31.95,35.35,0,33.7,101,nuapara,nuapada,bhainsatal
3292,5786,nuapara,yes,nuapada,yes,bhaleswar,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,5,bhaleswar,21.6,101.25,0,25.7,148.55,nuapara,nuapada,bhaleswar
3293,5787,nuapara,yes,nuapada,yes,bhanpur,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,6,bhanpur,8.2,74.3,0,21.7,104.2,nuapara,nuapada,bhanpur
3294,5788,nuapara,yes,nuapada,yes,bharuamunda,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,7,bharuamunda,0,53,0,4.8,57.8,nuapara,nuapada,bharuamunda
3295,5789,nuapara,yes,nuapada,yes,biromal,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,8,biromal,26.4,24.75,0,20.5,71.65,nuapara,nuapada,biromal
3296,5790,nuapara,yes,nuapada,yes,bisora,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,9,bisora,31.75,135.05,0,51.95,218.75,nuapara,nuapada,bisora
3297,5791,nuapara,yes,nuapada,yes,boirbhadi,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,10,boirbhadi,2.25,113.6,0,21.4,137.25,nuapara,nuapada,boirbhadi
3298,5792,nuapara,yes,nuapada,yes,budhipali,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,11,budhipali,29.85,7.45,0,32.35,69.65,nuapara,nuapada,budhipali
3299,5793,nuapara,yes,nuapada,yes,chulabhat,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,12,chulabhat,11.9,132.15,0,21.2,165.25,nuapara,nuapada,chulabhat
3300,5794,nuapara,yes,nuapada,yes,darlimunda,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,13,darlimunda,21.9,111.7,0,24.35,157.95,nuapara,nuapada,darlimunda
3301,5795,nuapara,yes,nuapada,yes,dharambandha,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,14,dharambandha,25.8,61.35,0,29.4,116.55,nuapara,nuapada,dharambandha
3302,5796,nuapara,yes,nuapada,yes,dumarpani,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,15,dumarpani,18.95,67.6,0,13.65,100.2,nuapara,nuapada,dumarpani
3303,5797,nuapara,yes,nuapada,yes,godfula,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,16,godfula,18.5,49.2,0,38.3,106,nuapara,nuapada,godfula
3304,5798,nuapara,yes,nuapada,yes,jampani,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,17,jampani,25.15,135.05,0,21.9,182.1,nuapara,nuapada,jampani
3305,5799,nuapara,yes,nuapada,yes,kadomeri,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,18,kadomeri,6.45,44.95,0,7,58.4,nuapara,nuapada,kadomeri
3306,5800,nuapara,yes,nuapada,yes,kendubahara,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,19,kendubahara,11.6,127.9,0,13.4,152.9,nuapara,nuapada,kendubahara
3307,5801,nuapara,yes,nuapada,yes,kermeli,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,20,kermeli,0.9,18.8,0,2.2,21.9,nuapara,nuapada,kermeli
3308,5802,nuapara,yes,nuapada,yes,khairani,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,21,khairani,1.8,64.9,0,11.1,77.8,nuapara,nuapada,khairani
3309,5803,nuapara,yes,nuapada,yes,khutbanbhera,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,22,khutbanbhera,29.1,114.35,0,15.65,159.1,nuapara,nuapada,khutbanbhera
3310,5804,nuapara,yes,nuapada,yes,kodomeri,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,23,kodomeri,13.95,61.4,0,18.45,93.8,nuapara,nuapada,kodomeri
3311,5805,nuapara,yes,nuapada,yes,kotenchuan,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,24,kotenchuan,29.85,157.1,0,29.8,216.75,nuapara,nuapada,kotenchuan
3312,5806,nuapara,yes,nuapada,yes,kuliabandha,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,25,kuliabandha,39.2,90.95,0,60.6,190.75,nuapara,nuapada,kuliabandha
3313,5807,nuapara,yes,nuapada,yes,motanuapada,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,26,motanuapada,31.9,79.25,0,15,126.15,nuapara,nuapada,motanuapada
3314,5808,nuapara,yes,nuapada,yes,parkod,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,27,parkod,28.5,26.25,0.3,32.15,87.2,nuapara,nuapada,parkod
3315,5809,nuapara,yes,nuapada,yes,sahipala,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,28,sahipala,13.45,64.85,0,12.25,90.55,nuapara,nuapada,sahipala
3316,5810,nuapara,yes,nuapada,yes,saliha,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,29,saliha,12.4,37.65,0,22.15,72.2,nuapara,nuapada,saliha
3317,5811,nuapara,yes,nuapada,yes,sarabong,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,30,sarabong,26.95,36.2,0,47.05,110.2,nuapara,nuapada,sarabong
3318,5812,nuapara,yes,nuapada,yes,tanwat,yes,71,71 nuapada,kalahandi,odisha,nuapara,nuapada,31,tanwat,27.05,152.85,0,47.4,227.3,nuapara,nuapada,tanwat
3319,5750,nuapara,yes,komna,yes,agren,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,1,agren,14.8,7.5,0,28.2,50.5,nuapara,komna,agren
3320,5751,nuapara,yes,komna,yes,bhela,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,2,bhela,10.9,75.1,0,16,102,nuapara,komna,bhela
3321,5752,nuapara,yes,komna,yes,budhikomna,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,3,budhikomna,34.65,74.6,0,40.8,150.05,nuapara,komna,budhikomna
3322,5753,nuapara,yes,komna,yes,darlipada,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,4,darlipada,29.15,78.15,0,30.5,137.8,nuapara,komna,darlipada
3323,5754,nuapara,yes,komna,yes,deodhara,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,5,deodhara,3.3,28.7,0,14.7,46.7,nuapara,komna,deodhara
3324,5755,nuapara,yes,komna,yes,dhorlamunda,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,6,dhorlamunda,17.9,97.3,0,22.75,137.95,nuapara,komna,dhorlamunda
3325,5756,nuapara,yes,komna,yes,gandamer,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,7,gandamer,8.55,75.55,0,16.85,100.95,nuapara,komna,gandamer
3326,5757,nuapara,yes,komna,yes,jadamunda,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,8,jadamunda,9.35,91.9,2.2,36.7,140.15,nuapara,komna,jadamunda
3327,5758,nuapara,yes,komna,yes,jatgarh,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,9,jatgarh,11.3,67.1,0,34.15,112.55,nuapara,komna,jatgarh
3328,5759,nuapara,yes,komna,yes,jhagrahi,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,10,jhagrahi,21.1,69.6,0,23.75,114.45,nuapara,komna,jhagrahi
3329,5760,nuapara,yes,komna,yes,kandetara,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,11,kandetara,72.55,65.35,26.15,23.05,187.1,nuapara,komna,kandetara
3330,5761,nuapara,yes,komna,yes,komna,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,12,komna,36.45,38.65,1.15,52,128.25,nuapara,komna,komna
3331,5762,nuapara,yes,komna,yes,konabira,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,13,konabira,17.85,8.4,0,49.9,76.15,nuapara,komna,konabira
3332,5763,nuapara,yes,komna,yes,kureswar,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,14,kureswar,12.6,123.2,0,37.65,173.45,nuapara,komna,kureswar
3333,5764,nuapara,yes,komna,yes,kurumpuri,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,15,kurumpuri,19.15,91.1,0.45,56.85,167.55,nuapara,komna,kurumpuri
3334,5765,nuapara,yes,komna,yes,lakhna,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,16,lakhna,44.55,59.45,5.1,12,121.1,nuapara,komna,lakhna
3335,5766,nuapara,yes,komna,yes,maniguda,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,17,maniguda,13.6,61.7,0,30.15,105.45,nuapara,komna,maniguda
3336,5767,nuapara,yes,komna,yes,michhapali,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,18,michhapali,3.6,27.15,0,3.95,34.7,nuapara,komna,michhapali
3337,5768,nuapara,yes,komna,yes,mundapala,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,19,mundapala,19.55,97.75,0,18.1,135.4,nuapara,komna,mundapala
3338,5769,nuapara,yes,komna,yes,nuagaon,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,20,nuagaon,16.9,78.7,0,19,114.6,nuapara,komna,nuagaon
3339,5770,nuapara,yes,komna,yes,palsipani,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,21,palsipani,19.95,71.2,0,22.6,113.75,nuapara,komna,palsipani
3340,5771,nuapara,yes,komna,yes,pendrawan,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,22,pendrawan,26.65,67.35,0,36.05,130.05,nuapara,komna,pendrawan
3341,5772,nuapara,yes,komna,yes,poinr,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,23,poinr,8.65,42.6,0,19.8,71.05,nuapara,komna,poinr
3342,5773,nuapara,yes,komna,yes,rajana,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,24,rajana,4.75,25.85,0,16.15,46.75,nuapara,komna,rajana
3343,5774,nuapara,yes,komna,yes,samarsing,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,25,samarsing,9.55,55.3,0,20.3,85.15,nuapara,komna,samarsing
3344,5775,nuapara,yes,komna,yes,sialati,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,26,sialati,23.7,74.25,0,27.35,125.3,nuapara,komna,sialati
3345,5776,nuapara,yes,komna,yes,silva,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,27,silva,12.85,130,0,22.15,165,nuapara,komna,silva
3346,5777,nuapara,yes,komna,yes,soseng,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,28,soseng,0.55,32.25,0,4.7,37.5,nuapara,komna,soseng
3347,5778,nuapara,yes,komna,yes,sunabeda,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,29,sunabeda,2.3,30.7,0,8.05,41.05,nuapara,komna,sunabeda
3348,5779,nuapara,yes,komna,yes,tarbod,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,30,tarbod,17.4,38.1,0,31.05,86.55,nuapara,komna,tarbod
3349,5780,nuapara,yes,komna,yes,thikpali,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,31,thikpali,31.95,128.15,0,20.65,180.75,nuapara,komna,thikpali
3350,5781,nuapara,yes,komna,yes,tikrapada,yes,71,71 nuapada,kalahandi,odisha,nuapara,komna,32,tikrapada,34.45,39.85,0,41.9,116.2,nuapara,komna,tikrapada
3351,5709,nuapara,yes,boden,yes,babebir,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,1,babebir,3.25,7.75,0,39.8,50.8,nuapara,boden,babebir
3352,5710,nuapara,yes,boden,yes,bhainsadani,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,2,bhainsadani,3.35,63.3,0,20.15,86.8,nuapara,boden,bhainsadani
3353,5711,nuapara,yes,boden,yes,boden,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,3,boden,63.2,121.95,0,74.65,259.8,nuapara,boden,boden
3354,5712,nuapara,yes,boden,yes,boirgaon,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,4,boirgaon,9.95,76.95,0.6,29.4,116.9,nuapara,boden,boirgaon
3355,5713,nuapara,yes,boden,yes,damjhar,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,5,damjhar,12.9,49,0,28.2,90.1,nuapara,boden,damjhar
3356,5714,nuapara,yes,boden,yes,farsara,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,6,farsara,8.15,119,0,55.9,183.05,nuapara,boden,farsara
3357,5715,nuapara,yes,boden,yes,karangamal,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,7,karangamal,24.8,65.75,3.4,46.45,140.4,nuapara,boden,karangamal
3358,5716,nuapara,yes,boden,yes,karlakote,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,8,karlakote,24.7,136.45,0,55.2,216.35,nuapara,boden,karlakote
3359,5717,nuapara,yes,boden,yes,khaira,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,9,khaira,46.9,107.05,0,68.7,222.65,nuapara,boden,khaira
3360,5718,nuapara,yes,boden,yes,larka,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,10,larka,24.45,110.3,0,45.85,180.6,nuapara,boden,larka
3361,5719,nuapara,yes,boden,yes,litisargi,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,11,litisargi,30.7,71.85,0,70.15,172.7,nuapara,boden,litisargi
3362,5720,nuapara,yes,boden,yes,nagpada,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,12,nagpada,16.2,101.25,0,22.1,139.55,nuapara,boden,nagpada
3363,5721,nuapara,yes,boden,yes,palsada,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,13,palsada,19.05,61.85,0,33.35,114.25,nuapara,boden,palsada
3364,5722,nuapara,yes,boden,yes,rokal,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,14,rokal,30.15,83.85,0,40.95,154.95,nuapara,boden,rokal
3365,5723,nuapara,yes,boden,yes,sunapur,yes,72,72 kharia,kalahandi,odisha,nuapara,boden,15,sunapur,14.95,154.3,0,30.5,199.75,nuapara,boden,sunapur
3366,5813,nuapara,yes,sinapalli,yes,bargaon,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,1,bargaon,26.6,26.6,0,20.7,73.9,nuapara,sinapalli,bargaon
3367,5814,nuapara,yes,sinapalli,yes,bharuamunda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,2,bharuamunda,10.1,33.85,0,30.65,74.6,nuapara,sinapalli,bharuamunda
3368,5815,nuapara,yes,sinapalli,yes,chatiaguda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,3,chatiaguda,6.3,37.05,0,13.25,56.6,nuapara,sinapalli,chatiaguda
3369,5816,nuapara,yes,sinapalli,yes,gandabahali,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,4,gandabahali,16.1,30.15,0,26.05,72.3,nuapara,sinapalli,gandabahali
3370,5817,nuapara,yes,sinapalli,yes,ghantiguda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,5,ghantiguda,16.25,12.85,0,58.1,87.2,nuapara,sinapalli,ghantiguda
3371,5818,nuapara,yes,sinapalli,yes,ghatamal,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,6,ghatamal,3.65,52.15,0,21.1,76.9,nuapara,sinapalli,ghatamal
3372,5819,nuapara,yes,sinapalli,yes,ghuchaguda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,7,ghuchaguda,16.5,4.75,0,26.4,47.65,nuapara,sinapalli,ghuchaguda
3373,5820,nuapara,yes,sinapalli,yes,godal,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,8,godal,32.65,69.85,0,70.35,172.85,nuapara,sinapalli,godal
3374,5821,nuapara,yes,sinapalli,yes,gorla,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,9,gorla,27.05,92.6,0,79.75,199.4,nuapara,sinapalli,gorla
3375,5822,nuapara,yes,sinapalli,yes,hatibandha,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,10,hatibandha,8.85,89.85,0,62.45,161.15,nuapara,sinapalli,hatibandha
3376,5823,nuapara,yes,sinapalli,yes,jharbandh,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,11,jharbandh,21.9,84.85,0,40.65,147.4,nuapara,sinapalli,jharbandh
3377,5824,nuapara,yes,sinapalli,yes,kaintpadar,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,12,kaintpadar,4,13.15,0,15.3,32.45,nuapara,sinapalli,kaintpadar
3378,5825,nuapara,yes,sinapalli,yes,karanbahali,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,13,karanbahali,14.6,20.2,0,26.75,61.55,nuapara,sinapalli,karanbahali
3379,5826,nuapara,yes,sinapalli,yes,kendumunda,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,14,kendumunda,7.6,57.5,0,49.65,114.75,nuapara,sinapalli,kendumunda
3380,5827,nuapara,yes,sinapalli,yes,khairpadar,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,15,khairpadar,2.45,45.7,0,10.1,58.25,nuapara,sinapalli,khairpadar
3381,5828,nuapara,yes,sinapalli,yes,kharsel,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,16,kharsel,11.9,20.8,0,13.75,46.45,nuapara,sinapalli,kharsel
3382,5829,nuapara,yes,sinapalli,yes,kusumjore,yes,72,72 kharia,kalahandi,odisha,nuapara,sinapalli,17,kusumjore,9.15,40.55,0,24.1,73.8,nuapara,sinapalli,kusumjore
