s_state,s_district,Urban Local Bodies (Munipal Corparation/Municipality / NAC,s_block,s_gp,Total_IGNOAPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,baleshwar,NA,khaira,barada,18.74,331,balasore,khaira,barada
odisha,baleshwar,NA,khaira,haripur,24.15,332,balasore,khaira,haripur
odisha,baleshwar,NA,khaira,bartana,47.85,333,balasore,khaira,bartana
odisha,baleshwar,NA,khaira,gadapokhari,49.77,334,balasore,khaira,gadapokhari
odisha,baleshwar,NA,khaira,dungura,33.16,335,balasore,khaira,dungura
odisha,baleshwar,NA,khaira,gagandhuli,20.42,336,balasore,khaira,gagandhuli
odisha,baleshwar,NA,khaira,garsang,21.95,337,balasore,khaira,garsang
odisha,baleshwar,NA,khaira,govindpur,45.75,338,balasore,khaira,govindpur
odisha,baleshwar,NA,khaira,jhinkiria,61.88,339,balasore,khaira,jhinkiria
odisha,baleshwar,NA,khaira,khaira,24.84,340,balasore,khaira,khaira
odisha,baleshwar,NA,khaira,kupari,47.6,341,balasore,khaira,kupari
odisha,baleshwar,NA,khaira,kurunta,62.22,342,balasore,khaira,kurunta
odisha,baleshwar,NA,khaira,makhanpur,41.1,343,balasore,khaira,makhanpur
odisha,baleshwar,NA,khaira,mahatipur,39.51,344,balasore,khaira,mahatipur
odisha,baleshwar,NA,khaira,manitri,76.97,345,balasore,khaira,manitri
odisha,baleshwar,NA,khaira,nayakhandi,46.18,346,balasore,khaira,nayakhandi
odisha,baleshwar,NA,khaira,sarugaon,56.65,347,balasore,khaira,sarugaon
odisha,baleshwar,NA,khaira,palasa,47.14,348,balasore,khaira,palasa
odisha,baleshwar,NA,khaira,shyamsundarpur,82.56,349,balasore,khaira,shyamsundarpur
odisha,baleshwar,NA,khaira,sardang,64.84,350,balasore,khaira,sardang
odisha,baleshwar,NA,khaira,ratina,22.8,351,balasore,khaira,ratina
odisha,baleshwar,NA,khaira,dagarpada,59.61,352,balasore,khaira,dagarpada
odisha,baleshwar,NA,khaira,nandur,43.78,353,balasore,khaira,nandur
odisha,baleshwar,NA,khaira,jalada,53.58,354,balasore,khaira,jalada
odisha,baleshwar,NA,khaira,kaithagadia,38.33,355,balasore,khaira,kaithagadia
odisha,baleshwar,NA,khaira,badajaypur,34.58,356,balasore,khaira,badajaypur
odisha,baleshwar,NA,khaira,baunsagadia,55.48,357,balasore,khaira,baunsagadia
odisha,baleshwar,NA,khaira,rapeya,33.54,358,balasore,khaira,rapeya
odisha,baleshwar,NA,khaira,badnuagaon,31.75,359,balasore,khaira,NA
odisha,baleshwar,NA,khaira,amaria agnipur,2.42,360,balasore,khaira,amaria- agnipur
odisha,baleshwar,NA,khaira,goliha,33.04,361,balasore,khaira,goliha
odisha,baleshwar,NA,khaira,dalanga-ii,4.77,362,balasore,khaira,dalanga-ii
odisha,baleshwar,NA,khaira,sundiragandibed,33.23,363,balasore,khaira,sundhiragandibed
odisha,baleshwar,NA,khaira,sarkona,8.89,364,balasore,khaira,sarkona
odisha,baleshwar,NA,khaira,nahanga,17.25,365,balasore,khaira,nahanga
odisha,baleshwar,NA,nilgiri,ajodhya,13.51,366,balasore,nilgiri,ajodhya
odisha,baleshwar,NA,nilgiri,arabandha,21.95,367,balasore,nilgiri,arabandha
odisha,baleshwar,NA,nilgiri,berhampur,18.23,368,balasore,nilgiri,berhampur
odisha,baleshwar,NA,nilgiri,bhaunriabad,19.86,369,balasore,nilgiri,bhaunriabad
odisha,baleshwar,NA,nilgiri,chhatrapur,12.8,370,balasore,nilgiri,chhatrapur
odisha,baleshwar,NA,nilgiri,dhobsila,9.7,371,balasore,nilgiri,dhobsila
odisha,baleshwar,NA,nilgiri,garadihi,22.07,372,balasore,nilgiri,garadihi
odisha,baleshwar,NA,nilgiri,jadida,11.31,373,balasore,nilgiri,jadida
odisha,baleshwar,NA,nilgiri,jamudiha,13.78,374,balasore,nilgiri,jamudiha
odisha,baleshwar,NA,nilgiri,k.c.pur,21.05,375,balasore,nilgiri,k.c.pur
odisha,baleshwar,NA,nilgiri,k.p.lakharaj,6.83,376,balasore,nilgiri,k.p.lakharaj
odisha,baleshwar,NA,nilgiri,kansa,17.9,377,balasore,nilgiri,kansa
odisha,baleshwar,NA,nilgiri,mahisapata,14.53,378,balasore,nilgiri,mahisapata
odisha,baleshwar,NA,nilgiri,matiali,20.22,379,balasore,nilgiri,matiali
odisha,baleshwar,NA,nilgiri,naranpur,13.94,380,balasore,nilgiri,naranpur
odisha,baleshwar,NA,nilgiri,narasinghpur,17.93,381,balasore,nilgiri,narasinghpur
odisha,baleshwar,NA,nilgiri,machhua,9.2,382,balasore,nilgiri,machhua
odisha,baleshwar,NA,nilgiri,pithahata,13.77,383,balasore,nilgiri,pithahata
odisha,baleshwar,NA,nilgiri,sajanagarh,11.97,384,balasore,nilgiri,sajanagarh
odisha,baleshwar,NA,nilgiri,siadimal,9.66,385,balasore,nilgiri,siadimal
odisha,baleshwar,NA,nilgiri,telipal,8.17,386,balasore,nilgiri,telipal
odisha,baleshwar,NA,nilgiri,tentulia,15.42,387,balasore,nilgiri,tentulia
odisha,baleshwar,NA,nilgiri,r.k.pur,8.12,388,balasore,nilgiri,r.k.pur
odisha,baleshwar,NA,nilgiri,dharampur,15.54,389,balasore,nilgiri,dharampur
odisha,baleshwar,NA,nilgiri,begunia,12.82,390,balasore,nilgiri,begunia
odisha,baleshwar,NA,oupada,dakhina narasingpur,26.29,391,balasore,oupada,dakhina narasingpur
odisha,baleshwar,NA,oupada,baunsabania,35.65,392,balasore,oupada,baunsabania
odisha,baleshwar,NA,oupada,shyamsundarpur,46.13,393,balasore,oupada,shyamsundarpur
odisha,baleshwar,NA,oupada,kandagaradi,46.51,394,balasore,oupada,kandagaradi
odisha,baleshwar,NA,oupada,iswarpur,36.79,395,balasore,oupada,iswarpur
odisha,baleshwar,NA,oupada,talakia,46.71,396,balasore,oupada,talakia
odisha,baleshwar,NA,oupada,rairamchandrapur,21.23,397,balasore,oupada,rairamchandrapur
odisha,baleshwar,NA,oupada,gadasahi,31.26,398,balasore,oupada,gadasahi
odisha,baleshwar,NA,oupada,fatepur,54.83,399,balasore,oupada,fatepur
odisha,baleshwar,NA,oupada,badapokhari,47.74,400,balasore,oupada,badapokhari
odisha,baleshwar,NA,oupada,aghirapada,30.09,401,balasore,oupada,aghirapada
odisha,baleshwar,NA,remuna,nijampur,4.23,402,balasore,remuna,nijampur
odisha,baleshwar,NA,remuna,badapal,104.41,403,balasore,remuna,badapal
odisha,baleshwar,NA,remuna,tentulida,24.4,404,balasore,remuna,tentulida
odisha,baleshwar,NA,remuna,remuna,33.67,405,balasore,remuna,remuna
odisha,baleshwar,NA,remuna,ganipur,32.38,406,balasore,remuna,ganipur
odisha,baleshwar,NA,remuna,nuagan,31.79,407,balasore,remuna,nuagan
odisha,baleshwar,NA,remuna,tundura,39.53,408,balasore,remuna,tundura
odisha,baleshwar,NA,remuna,sergarh,24.42,409,balasore,remuna,sergarh
odisha,baleshwar,NA,remuna,biruan,38.26,410,balasore,remuna,biruan
odisha,baleshwar,NA,remuna,talapada,37.37,411,balasore,remuna,talapada
odisha,baleshwar,NA,remuna,patripal,49.52,412,balasore,remuna,patripal
odisha,baleshwar,NA,remuna,kharidmukhura,21.57,413,balasore,remuna,kharidmukhura
odisha,baleshwar,NA,remuna,srijang,31.87,414,balasore,remuna,srijang
odisha,baleshwar,NA,remuna,haripur,8.03,415,balasore,remuna,haripur
odisha,baleshwar,NA,remuna,chasakhanda,25.37,416,balasore,remuna,chasakhanda
odisha,baleshwar,NA,remuna,durgadevi,26.55,417,balasore,remuna,durgadevi
odisha,baleshwar,NA,remuna,mandarpur,61.74,418,balasore,remuna,mandarpur
odisha,baleshwar,NA,remuna,sarswatipur,15.01,419,balasore,remuna,sarswatipur
odisha,baleshwar,NA,remuna,nuapadhi,11.04,420,balasore,remuna,nuapadhi
odisha,baleshwar,NA,remuna,naraharipur,37.06,421,balasore,remuna,naraharipur
odisha,baleshwar,NA,remuna,inchudi,18.92,422,balasore,remuna,inchudi
odisha,baleshwar,NA,remuna,gududa,48.49,423,balasore,remuna,gududa
odisha,baleshwar,NA,remuna,kalyanpur,62.9,424,balasore,remuna,kalyanpur
odisha,baleshwar,NA,remuna,maharajpur,37.47,425,balasore,remuna,maharajpur
odisha,baleshwar,NA,remuna,mangalpur,13.35,426,balasore,remuna,mangalpur
odisha,baleshwar,NA,remuna,barunsing,35.24,427,balasore,remuna,barunsing
odisha,baleshwar,NA,remuna,kuruda,6.21,428,balasore,remuna,kuruda
odisha,baleshwar,NA,remuna,kuligan,42.47,429,balasore,remuna,kuligan
odisha,baleshwar,NA,remuna,srikrushnapur,9.72,430,balasore,remuna,srikrushnapur
odisha,baleshwar,NA,remuna,sutai,7.63,431,balasore,remuna,sutei
odisha,baleshwar,NA,remuna,bhimpura,4.01,432,balasore,remuna,bhimpura
odisha,baleshwar,NA,remuna,balia,5.17,433,balasore,remuna,balia
odisha,baleshwar,NA,remuna,dahapada,23.28,434,balasore,remuna,dahapada
odisha,baleshwar,NA,remuna,karanjia,4.59,435,balasore,remuna,karanjia
odisha,baleshwar,NA,remuna,gandarda,3.46,436,balasore,remuna,gandarda
odisha,baleshwar,NA,remuna,ganeswarpur,8.58,437,balasore,remuna,ganeswarpur
odisha,baleshwar,NA,simulia,maitapur,78.25,438,balasore,simulia,maitapur
odisha,baleshwar,NA,simulia,markona,113.89,439,balasore,simulia,markona
odisha,baleshwar,NA,simulia,bauripada,57.57,440,balasore,simulia,bauripada
odisha,baleshwar,NA,simulia,muruna,57.94,441,balasore,simulia,muruna
odisha,baleshwar,NA,simulia,jamujhadi,71.2,442,balasore,simulia,jamujhadi
odisha,baleshwar,NA,simulia,bati,58.13,443,balasore,simulia,bati
odisha,baleshwar,NA,simulia,chalunigaon,46.08,444,balasore,simulia,chalunigaon
odisha,baleshwar,NA,simulia,khirkona,84.73,445,balasore,simulia,khirkona
odisha,baleshwar,NA,simulia,bari,108.69,446,balasore,simulia,bari
odisha,baleshwar,NA,simulia,kanheibindha,89.81,447,balasore,simulia,kanheibindha
odisha,baleshwar,NA,simulia,kanchpada,96.17,448,balasore,simulia,kanchpada
odisha,baleshwar,NA,simulia,purusottampur,48.03,449,balasore,simulia,purusottampur
odisha,baleshwar,NA,simulia,abjuna,50.95,450,balasore,simulia,abjuna
odisha,baleshwar,NA,simulia,ada,42.56,451,balasore,simulia,ada
odisha,baleshwar,NA,simulia,iswarpur,35.39,452,balasore,simulia,iswarpur
odisha,baleshwar,NA,simulia,andarai,40.06,453,balasore,simulia,andarai
odisha,baleshwar,NA,simulia,sabanga,93.98,454,balasore,simulia,sabanga
odisha,baleshwar,NA,soro,manipur,56.16,455,balasore,soro,manipur
odisha,baleshwar,NA,soro,attapur,28.23,456,balasore,soro,attapur
odisha,baleshwar,NA,soro,gud,45.44,457,balasore,soro,gud
odisha,baleshwar,NA,soro,kedarpur,37.91,458,balasore,soro,kedarpur
odisha,baleshwar,NA,soro,sajanpur,27.16,459,balasore,soro,sajanpur
odisha,baleshwar,NA,soro,singakhunta,37.55,460,balasore,soro,singakhunta
odisha,baleshwar,NA,soro,manatri,32.83,461,balasore,soro,manatri
odisha,baleshwar,NA,soro,mahumuhan,37.42,462,balasore,soro,mahumuhan
odisha,baleshwar,NA,soro,natapada,23.09,463,balasore,soro,natapada
odisha,baleshwar,NA,soro,tentei,18.84,464,balasore,soro,tentei
odisha,baleshwar,NA,soro,talanagar,37.8,465,balasore,soro,talanagar
odisha,baleshwar,NA,soro,dahisada,16.19,466,balasore,soro,dahisada
odisha,baleshwar,NA,soro,anantapur,47.49,467,balasore,soro,anantapur
odisha,baleshwar,NA,soro,gopinathpur,54.63,468,balasore,soro,gopinathpur
odisha,baleshwar,NA,soro,nadigan,9.62,469,balasore,soro,nadigan
odisha,baleshwar,NA,soro,mulising,31.93,470,balasore,soro,mulising
odisha,baleshwar,NA,soro,pakhar,50.79,471,balasore,soro,pakhar
odisha,baleshwar,NA,soro,madhusudanpur,55,472,balasore,soro,madhusudanpur
odisha,baleshwar,NA,soro,jadida,29.61,473,balasore,soro,jadida
odisha,baleshwar,NA,soro,sabira,24.47,474,balasore,soro,sabira
odisha,baleshwar,NA,soro,sarasankha,8.56,475,balasore,soro,sarasankha
odisha,baleshwar,NA,soro,nischintapur,16.28,476,balasore,soro,nischintapur
odisha,baleshwar,NA,soro,balanga,49.06,477,balasore,soro,balanga
odisha,bargarh,NA,ambabhona,ambabhona,15.18,478,baragarh,ambabhona,ambabhona
odisha,bargarh,NA,ambabhona,banjipali,11.2,479,baragarh,ambabhona,banjipali
odisha,bargarh,NA,ambabhona,bhainatora,32.39,480,baragarh,ambabhona,bhainatara
odisha,bargarh,NA,ambabhona,bhukta,28.08,481,baragarh,ambabhona,bhukta
odisha,bargarh,NA,ambabhona,dunguri,12.15,482,baragarh,ambabhona,dunguri
odisha,bargarh,NA,ambabhona,kandpala,27.45,483,baragarh,ambabhona,kandpala
odisha,bargarh,NA,ambabhona,kapasira,36,484,baragarh,ambabhona,kapasira
odisha,bargarh,NA,ambabhona,kumbho,13.55,485,baragarh,ambabhona,kumbho
odisha,bargarh,NA,ambabhona,lakhanpur,20.32,486,baragarh,ambabhona,lakhanpur
odisha,bargarh,NA,ambabhona,ruchida,31.47,487,baragarh,ambabhona,ruchida
odisha,bargarh,NA,ambabhona,uttam,20.62,488,baragarh,ambabhona,uttam
odisha,bargarh,NA,ambabhona,bungapali,15.85,489,baragarh,ambabhona,bungapali
odisha,bargarh,NA,ambabhona,dwari,23.9,490,baragarh,ambabhona,dwari
odisha,bargarh,NA,ambabhona,karla,11.05,491,baragarh,ambabhona,karla
odisha,bargarh,NA,ambabhona,khola,14.47,492,baragarh,ambabhona,khola
odisha,bargarh,NA,attabira,amlipali,31.85,493,baragarh,attabira,amlipali
odisha,bargarh,NA,attabira,attabira,0.15,494,baragarh,attabira,NA
odisha,bargarh,NA,attabira,bugbuga,45.79,495,baragarh,attabira,bugbuga
odisha,bargarh,NA,attabira,chakuli,11.6,496,baragarh,attabira,chakuli
odisha,bargarh,NA,attabira,dulampur,13.18,497,baragarh,attabira,dulampur
odisha,bargarh,NA,attabira,godbhaga,12.64,498,baragarh,attabira,godbhaga
odisha,bargarh,NA,attabira,hirlipali,35.24,499,baragarh,attabira,hirlipali
odisha,bargarh,NA,attabira,janged,37.45,500,baragarh,attabira,janged
odisha,bargarh,NA,attabira,janhapada,47.91,501,baragarh,attabira,janhapada
odisha,bargarh,NA,attabira,jhiliminda,46.28,502,baragarh,attabira,jhiliminda
odisha,bargarh,NA,attabira,kadobahal,36.46,503,baragarh,attabira,kadobahal
odisha,bargarh,NA,attabira,kharamunda,35.67,504,baragarh,attabira,kharamunda
odisha,bargarh,NA,attabira,kulitatukura,21.37,505,baragarh,attabira,kulitatukura
odisha,bargarh,NA,attabira,kulunda,39.07,506,baragarh,attabira,kulunda
odisha,bargarh,NA,attabira,kumelsingha,19.07,507,baragarh,attabira,kumelsingha
odisha,bargarh,NA,attabira,lachida,20.79,508,baragarh,attabira,lachida
odisha,bargarh,NA,attabira,lahanda,48.95,509,baragarh,attabira,lahanda
odisha,bargarh,NA,attabira,larambha,30.11,510,baragarh,attabira,larambha
odisha,bargarh,NA,attabira,larasara,23.91,511,baragarh,attabira,larasara
odisha,bargarh,NA,attabira,manapara,64.42,512,baragarh,attabira,manapara
odisha,bargarh,NA,attabira,paharsrigida,47.88,513,baragarh,attabira,paharsrigida
odisha,bargarh,NA,attabira,silat,48.3,514,baragarh,attabira,silat
odisha,bargarh,NA,attabira,tamparsara,36.35,515,baragarh,attabira,tamparsara
odisha,bargarh,NA,attabira,tangarpali,42.33,516,baragarh,attabira,tangarpali
odisha,bargarh,NA,attabira,tope,74.19,517,baragarh,attabira,tope
odisha,bargarh,NA,bargarh,adgaon,26.06,518,baragarh,bargarh,adgaon
odisha,bargarh,NA,bargarh,bardol,25.44,519,baragarh,bargarh,bardol
odisha,bargarh,NA,bargarh,bargaon,11.49,520,baragarh,bargarh,bargaon
odisha,bargarh,NA,bargarh,barhagoda,26.05,521,baragarh,bargarh,barhagoda
odisha,bargarh,NA,bargarh,birmal,25.79,522,baragarh,bargarh,birmal
odisha,bargarh,NA,bargarh,chakarkend,32.81,523,baragarh,bargarh,chakarkend
odisha,bargarh,NA,bargarh,deogaon,18.2,524,baragarh,bargarh,deogaon
odisha,bargarh,NA,bargarh,dhanger,23.12,525,baragarh,bargarh,dhanger
odisha,bargarh,NA,bargarh,gaisama,19.32,526,baragarh,bargarh,gaisama
odisha,bargarh,NA,bargarh,gobindapur,36.3,527,baragarh,bargarh,gobindapur
odisha,bargarh,NA,bargarh,gudesira,29.05,528,baragarh,bargarh,gudesira
odisha,bargarh,NA,bargarh,jumurda,8.29,529,baragarh,bargarh,jumurda
odisha,bargarh,NA,bargarh,kalapani,18.17,530,baragarh,bargarh,kalapani
odisha,bargarh,NA,bargarh,katapali,18.71,531,baragarh,bargarh,katapali
odisha,bargarh,NA,bargarh,khaliapali,12.79,532,baragarh,bargarh,khaliapali
odisha,bargarh,NA,bargarh,khandtha,28.16,533,baragarh,bargarh,khandtha
odisha,bargarh,NA,bargarh,khuntpali,30.39,534,baragarh,bargarh,khuntpali
odisha,bargarh,NA,bargarh,kuruan,18.99,535,baragarh,bargarh,kuruan
odisha,bargarh,NA,bargarh,n.jampali,22.07,536,baragarh,bargarh,n.jampali
odisha,bargarh,NA,bargarh,nileswar,24.57,537,baragarh,bargarh,nileswar
odisha,bargarh,NA,bargarh,s.dumerpali,29.87,538,baragarh,bargarh,s.dumerpali
odisha,bargarh,NA,bargarh,sarsara,15.46,539,baragarh,bargarh,sarsara
odisha,bargarh,NA,bargarh,talsirgida,10.24,540,baragarh,bargarh,talsirgida
odisha,bargarh,NA,bargarh,tora,37.01,541,baragarh,bargarh,tora
odisha,bargarh,NA,bargarh,tumgaon,19.32,542,baragarh,bargarh,tumgaon
odisha,bargarh,NA,bargarh,bonda,24.04,543,baragarh,bargarh,bonda
odisha,bargarh,NA,bargarh,patharla,25.92,544,baragarh,bargarh,patharla
odisha,bargarh,NA,barpali,agalpur,52.26,545,baragarh,barpali,agalpur
odisha,bargarh,NA,barpali,bagbadi,31.14,546,baragarh,barpali,bagbadi
odisha,bargarh,NA,barpali,bandhpali,80.41,547,baragarh,barpali,bandhpali
odisha,bargarh,NA,barpali,baramkela,68.59,548,baragarh,barpali,baramkela
odisha,bargarh,NA,barpali,barguda,39.33,549,baragarh,barpali,barguda
odisha,bargarh,NA,barpali,bhatigaon,77.2,550,baragarh,barpali,bhatigaon
odisha,bargarh,NA,barpali,gopeipali,30.45,551,baragarh,barpali,gopeipali
odisha,bargarh,NA,barpali,kainsir,104.6,552,baragarh,barpali,kainsir
odisha,bargarh,NA,barpali,kanbar,30.18,553,baragarh,barpali,kanbar
odisha,bargarh,NA,barpali,katapali,70.69,554,baragarh,barpali,katapali
odisha,bargarh,NA,barpali,khemasara,15.46,555,baragarh,barpali,khemasara
odisha,bargarh,NA,barpali,kumbhari,98.07,556,baragarh,barpali,kumbhari
odisha,bargarh,NA,barpali,kusanpuri,26.12,557,baragarh,barpali,kusanpuri
odisha,bargarh,NA,barpali,lemda,99.44,558,baragarh,barpali,lemda
odisha,bargarh,NA,barpali,mahada,51,559,baragarh,barpali,mahada
odisha,bargarh,NA,barpali,mahulpali,40.01,560,baragarh,barpali,mahulpali
odisha,bargarh,NA,barpali,patkulanda,97.38,561,baragarh,barpali,patkulunda
odisha,bargarh,NA,barpali,raxa,39.54,562,baragarh,barpali,raxa
odisha,bargarh,NA,barpali,remta,98.99,563,baragarh,barpali,remta
odisha,bargarh,NA,barpali,satalama,42.82,564,baragarh,barpali,satalama
odisha,bargarh,NA,barpali,tileimal,72.38,565,baragarh,barpali,tileimal
odisha,bargarh,NA,barpali,tinkani,88.62,566,baragarh,barpali,tinkani
odisha,bargarh,NA,barpali,tulandi,36.01,567,baragarh,barpali,tulandi
odisha,bargarh,NA,bhatli,bhadigaon,17.61,568,baragarh,bhatli,bhadigaon
odisha,bargarh,NA,bhatli,bhatli,33.97,569,baragarh,bhatli,bhatli
odisha,bargarh,NA,bhatli,chadeigaon,13.45,570,baragarh,bhatli,chadeigaon
odisha,bargarh,NA,bhatli,damalpali,14.2,571,baragarh,bhatli,damalpali
odisha,bargarh,NA,bhatli,halupali,25.03,572,baragarh,bhatli,halupali
odisha,bargarh,NA,bhatli,hatisar,34.54,573,baragarh,bhatli,hatisar
odisha,bargarh,NA,bhatli,kaldapali,0.57,574,baragarh,bhatli,NA
odisha,bargarh,NA,bhatli,kamgaon,18.68,575,baragarh,bhatli,kamgaon
odisha,bargarh,NA,bhatli,kashaipali,13.67,576,baragarh,bhatli,kashaipali
odisha,bargarh,NA,bhatli,kelendupali,17.01,577,baragarh,bhatli,kelendupali
odisha,bargarh,NA,bhatli,kharmunda.,21.9,578,baragarh,bhatli,kharmunda
odisha,bargarh,NA,bhatli,mulbar,21.78,579,baragarh,bhatli,mulbar
odisha,bargarh,NA,bhatli,narangpur,42.86,580,baragarh,bhatli,narangpur
odisha,bargarh,NA,bhatli,nuagarh,17.9,581,baragarh,bhatli,nuagarh
odisha,bargarh,NA,bhatli,sukuda,16.79,582,baragarh,bhatli,sukuda
odisha,bargarh,NA,bhatli,tejagula,10.16,583,baragarh,bhatli,tejagula
odisha,bargarh,NA,bhatli,urduna,17.61,584,baragarh,bhatli,urduna
odisha,bargarh,NA,bheden,lupursingha,20.6,585,baragarh,bheden,lupursingha
odisha,bargarh,NA,bheden,sankirda,22.6,586,baragarh,bheden,sankirda
odisha,bargarh,NA,bheden,arjunda,16.67,587,baragarh,bheden,arjunda
odisha,bargarh,NA,bheden,deshbhatli,21.56,588,baragarh,bheden,deshbhatli
odisha,bargarh,NA,bheden,mahulpali,15.22,589,baragarh,bheden,mahulpali
odisha,bargarh,NA,bheden,areigudi,14.35,590,baragarh,bheden,areigudi
odisha,bargarh,NA,bheden,dalab,21.3,591,baragarh,bheden,dalab
odisha,bargarh,NA,bheden,papanga,26,592,baragarh,bheden,papanga
odisha,bargarh,NA,bheden,sialkhandtha,19.48,593,baragarh,bheden,sialkhandtha
odisha,bargarh,NA,bheden,talmenda,38.06,594,baragarh,bheden,talmenda
odisha,bargarh,NA,bheden,bakti,25,595,baragarh,bheden,bakti
odisha,bargarh,NA,bheden,bheden,25.42,596,baragarh,bheden,bheden
odisha,bargarh,NA,bheden,chichinda,12.65,597,baragarh,bheden,chichinda
odisha,bargarh,NA,bheden,remunda,24.45,598,baragarh,bheden,remunda
odisha,bargarh,NA,bheden,sunalarambha,20.92,599,baragarh,bheden,sunalarambha
odisha,bargarh,NA,bheden,reshma,23.24,600,baragarh,bheden,reshma
odisha,bargarh,NA,bheden,rusuda,31.27,601,baragarh,bheden,rusuda
odisha,bargarh,NA,bheden,ainlapali,17.96,602,baragarh,bheden,ainlapali
odisha,bargarh,NA,bheden,luhakhandi,35.99,603,baragarh,bheden,luhakhandi
odisha,bargarh,NA,bheden,kubedega,23.76,604,baragarh,bheden,kubedega
odisha,bargarh,NA,bheden,manpur,36.07,605,baragarh,bheden,manpur
odisha,bargarh,NA,bijepur,badabaunsen,14.1,606,baragarh,bijepur,badabaunsen
odisha,bargarh,NA,bijepur,badbrahmani,12.91,607,baragarh,bijepur,badbrahmani
odisha,bargarh,NA,bijepur,bairakhapali,9.99,608,baragarh,bijepur,bairakhapali
odisha,bargarh,NA,bijepur,barmunda,20.05,609,baragarh,bijepur,barmunda
odisha,bargarh,NA,bijepur,beniachal,15.35,610,baragarh,bijepur,beniachal
odisha,bargarh,NA,bijepur,bhatigaon,17.95,611,baragarh,bijepur,bhatigaon
odisha,bargarh,NA,bijepur,budapali,26.34,612,baragarh,bijepur,budapali
odisha,bargarh,NA,bijepur,charpali (new),10.31,613,baragarh,bijepur,charpali (new)
odisha,bargarh,NA,bijepur,ganthiapali,15.34,614,baragarh,bijepur,ganthiapali
odisha,bargarh,NA,bijepur,jaring,15.2,615,baragarh,bijepur,jaring
odisha,bargarh,NA,bijepur,jokhipali,15.48,616,baragarh,bijepur,jokhipali
odisha,bargarh,NA,bijepur,kharmunda,14.02,617,baragarh,bijepur,kharmunda
odisha,bargarh,NA,bijepur,laumunda,15.19,618,baragarh,bijepur,laumunda
odisha,bargarh,NA,bijepur,m.srigida,16.14,619,baragarh,bijepur,m.srigida
odisha,bargarh,NA,bijepur,pada,13.88,620,baragarh,bijepur,pada
odisha,bargarh,NA,bijepur,pahandi,18.92,621,baragarh,bijepur,pahandi
odisha,bargarh,NA,bijepur,patharla,20.59,622,baragarh,bijepur,patharla
odisha,bargarh,NA,bijepur,saipali,10.02,623,baragarh,bijepur,saipali
odisha,bargarh,NA,bijepur,samaleipadar,15.87,624,baragarh,bijepur,samaleipadar
odisha,bargarh,NA,bijepur,sanbausen,13.02,625,baragarh,bijepur,sanbausen
odisha,bargarh,NA,bijepur,surubali,14.69,626,baragarh,bijepur,surubali
odisha,bargarh,NA,bijepur,t.gandpali,24.1,627,baragarh,bijepur,t.gandpali
odisha,bargarh,NA,bijepur,talpadar,9.24,628,baragarh,bijepur,talpadar
odisha,bargarh,NA,gaisilet,buromunda,25.36,629,baragarh,gaisilet,buromunda
