s_state,s_district,Urban Local Bodies (Munipal Corparation/Municipality / NAC,s_block,s_gp,Total_IGNOAPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,dhenkanal,NA,gondia,dasamanapatana,8.6,1593,dhenkanal,gondia,dasamanapatana
odisha,dhenkanal,NA,gondia,deogan,15,1594,dhenkanal,gondia,deogan
odisha,dhenkanal,NA,gondia,digambarpur,21.74,1595,dhenkanal,gondia,digambarpur
odisha,dhenkanal,NA,gondia,gondia,29.69,1596,dhenkanal,gondia,gondia
odisha,dhenkanal,NA,gondia,joranda,37.2,1597,dhenkanal,gondia,joranda
odisha,dhenkanal,NA,gondia,kabera,18.14,1598,dhenkanal,gondia,kabera
odisha,dhenkanal,NA,gondia,kaluria,38.22,1599,dhenkanal,gondia,kaluria
odisha,dhenkanal,NA,gondia,karmul,34.05,1600,dhenkanal,gondia,karmul
odisha,dhenkanal,NA,gondia,kashipur,11.55,1601,dhenkanal,gondia,kashipur
odisha,dhenkanal,NA,gondia,khandabandha,37.81,1602,dhenkanal,gondia,khandabandha
odisha,dhenkanal,NA,gondia,khankira,22.95,1603,dhenkanal,gondia,khankira
odisha,dhenkanal,NA,gondia,laulai,12.08,1604,dhenkanal,gondia,laulai
odisha,dhenkanal,NA,gondia,lethaka,22.71,1605,dhenkanal,gondia,lethaka
odisha,dhenkanal,NA,gondia,mandar,18.03,1606,dhenkanal,gondia,mandar
odisha,dhenkanal,NA,gondia,mathatentulia,42.31,1607,dhenkanal,gondia,mathatentulia
odisha,dhenkanal,NA,gondia,neulpoi,16.91,1608,dhenkanal,gondia,neulpoi
odisha,dhenkanal,NA,gondia,nihalprasad,35.51,1609,dhenkanal,gondia,nihalprasad
odisha,dhenkanal,NA,gondia,pingua,29.26,1610,dhenkanal,gondia,pingua
odisha,dhenkanal,NA,gondia,poruhakhoj,28.1,1611,dhenkanal,gondia,poruhakhoj
odisha,dhenkanal,NA,gondia,raitola,16.59,1612,dhenkanal,gondia,raitola
odisha,dhenkanal,NA,gondia,ratanpur,10.86,1613,dhenkanal,gondia,ratanpur
odisha,dhenkanal,NA,gondia,sadangi,13.44,1614,dhenkanal,gondia,sadangi
odisha,dhenkanal,NA,gondia,santhapur,29.09,1615,dhenkanal,gondia,santhapur
odisha,dhenkanal,NA,gondia,sorisiapada,28.87,1616,dhenkanal,gondia,sorisiapada
odisha,dhenkanal,NA,gondia,gundurapasi,10.21,1617,dhenkanal,gondia,gundurapasi
odisha,dhenkanal,NA,gondia,barada,7.78,1618,dhenkanal,gondia,barada
odisha,dhenkanal,NA,hindol,asarada,68.98,1619,dhenkanal,hindol,asarada
odisha,dhenkanal,NA,hindol,babandha,67.74,1620,dhenkanal,hindol,babandha
odisha,dhenkanal,NA,hindol,bampa,33.42,1621,dhenkanal,hindol,bampa
odisha,dhenkanal,NA,hindol,baunsa pokhari,70.82,1622,dhenkanal,hindol,baunsa pokhari
odisha,dhenkanal,NA,hindol,buhalipal,107.97,1623,dhenkanal,hindol,buhalipal
odisha,dhenkanal,NA,hindol,chital pur,60.29,1624,dhenkanal,hindol,chital pur
odisha,dhenkanal,NA,hindol,dandiri,69.84,1625,dhenkanal,hindol,dandiri
odisha,dhenkanal,NA,hindol,dudurkote,141.63,1626,dhenkanal,hindol,dudurkote
odisha,dhenkanal,NA,hindol,galapada,87.34,1627,dhenkanal,hindol,galapada
odisha,dhenkanal,NA,hindol,gandanali,71.18,1628,dhenkanal,hindol,gandanali
odisha,dhenkanal,NA,hindol,giridharprasad,127.54,1629,dhenkanal,hindol,giridharprasad
odisha,dhenkanal,NA,hindol,gulehi,81.81,1630,dhenkanal,hindol,gulehi
odisha,dhenkanal,NA,hindol,hatura,113.01,1631,dhenkanal,hindol,hatura
odisha,dhenkanal,NA,hindol,jharada,108.99,1632,dhenkanal,hindol,jharada
odisha,dhenkanal,NA,hindol,kadala,78.77,1633,dhenkanal,hindol,kadala
odisha,dhenkanal,NA,hindol,kalinga,50.29,1634,dhenkanal,hindol,kalinga
odisha,dhenkanal,NA,hindol,kansara,85.25,1635,dhenkanal,hindol,kansara
odisha,dhenkanal,NA,hindol,kantamila,80.56,1636,dhenkanal,hindol,kantamila
odisha,dhenkanal,NA,hindol,karanda,93.99,1637,dhenkanal,hindol,karanda
odisha,dhenkanal,NA,hindol,khaliborei,46.66,1638,dhenkanal,hindol,khaliborei
odisha,dhenkanal,NA,hindol,kintimili,101.78,1639,dhenkanal,hindol,kintimili
odisha,dhenkanal,NA,hindol,kukuta,52.55,1640,dhenkanal,hindol,kukuta
odisha,dhenkanal,NA,hindol,kunua,59.39,1641,dhenkanal,hindol,kunua
odisha,dhenkanal,NA,hindol,kutunia,51.26,1642,dhenkanal,hindol,kutunia
odisha,dhenkanal,NA,hindol,madhapur,42.74,1643,dhenkanal,hindol,madhapur
odisha,dhenkanal,NA,hindol,mahalunda,82.77,1644,dhenkanal,hindol,mahalunda
odisha,dhenkanal,NA,hindol,nabakishorpur,47.91,1645,dhenkanal,hindol,nabakishorpur
odisha,dhenkanal,NA,hindol,nuabag,93.56,1646,dhenkanal,hindol,nuabag
odisha,dhenkanal,NA,hindol,nuagaon,49.13,1647,dhenkanal,hindol,nuagaon
odisha,dhenkanal,NA,hindol,p.p.kote,59.75,1648,dhenkanal,hindol,p.p.kote
odisha,dhenkanal,NA,hindol,patala,93.66,1649,dhenkanal,hindol,patala
odisha,dhenkanal,NA,hindol,ranjagol,79.08,1650,dhenkanal,hindol,ranjagol
odisha,dhenkanal,NA,hindol,rasol,83.7,1651,dhenkanal,hindol,rasol
odisha,dhenkanal,NA,hindol,sanjapada,55.68,1652,dhenkanal,hindol,sanjapada
odisha,dhenkanal,NA,hindol,thokar,65.1,1653,dhenkanal,hindol,thokar
odisha,dhenkanal,NA,kamakhyanagar,badasuanlo,23.03,1654,dhenkanal,kamakhyanagar,badasuanlo
odisha,dhenkanal,NA,kamakhyanagar,baisinga,30.15,1655,dhenkanal,kamakhyanagar,baisinga
odisha,dhenkanal,NA,kamakhyanagar,baligorad,31.2,1656,dhenkanal,kamakhyanagar,baligorad
odisha,dhenkanal,NA,kamakhyanagar,bankual,7.99,1657,dhenkanal,kamakhyanagar,bankual
odisha,dhenkanal,NA,kamakhyanagar,baruan (k),21.02,1658,dhenkanal,kamakhyanagar,baruan (k)
odisha,dhenkanal,NA,kamakhyanagar,baunsapal,28.39,1659,dhenkanal,kamakhyanagar,baunsapal
odisha,dhenkanal,NA,kamakhyanagar,bhairpur,28.93,1660,dhenkanal,kamakhyanagar,bhairpur
odisha,dhenkanal,NA,kamakhyanagar,budhibil,11.81,1661,dhenkanal,kamakhyanagar,budhibil
odisha,dhenkanal,NA,kamakhyanagar,jagannathpur,43.72,1662,dhenkanal,kamakhyanagar,jagannathpur
odisha,dhenkanal,NA,kamakhyanagar,kadua,23.16,1663,dhenkanal,kamakhyanagar,kadua
odisha,dhenkanal,NA,kamakhyanagar,kanapura,26.94,1664,dhenkanal,kamakhyanagar,kanapura
odisha,dhenkanal,NA,kamakhyanagar,kantapal,28.61,1665,dhenkanal,kamakhyanagar,kantapal
odisha,dhenkanal,NA,kamakhyanagar,kantio kateni,29.11,1666,dhenkanal,kamakhyanagar,kantio kateni
odisha,dhenkanal,NA,kamakhyanagar,kantio putasahi,27.72,1667,dhenkanal,kamakhyanagar,kantio putasahi
odisha,dhenkanal,NA,kamakhyanagar,kotagara,22.58,1668,dhenkanal,kamakhyanagar,kotagara
odisha,dhenkanal,NA,kamakhyanagar,kusumajodi,35.13,1669,dhenkanal,kamakhyanagar,kusumajodi
odisha,dhenkanal,NA,kamakhyanagar,mahulpal,32.34,1670,dhenkanal,kamakhyanagar,mahulpal
odisha,dhenkanal,NA,kamakhyanagar,raynrusinghpur,15.74,1671,dhenkanal,kamakhyanagar,raynrusinghpur
odisha,dhenkanal,NA,kamakhyanagar,sogar,31.38,1672,dhenkanal,kamakhyanagar,sogar
odisha,dhenkanal,NA,kamakhyanagar,tumusinga,38.82,1673,dhenkanal,kamakhyanagar,tumusinga
odisha,dhenkanal,NA,kankada had,balikuma,57.97,1674,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,bam,66.7,1675,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,batagan,134.51,1676,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,birashal,76.91,1677,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,biribolei,64.94,1678,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,chandapur,59.68,1679,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,dashipur,74.76,1680,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,garhapalashuni,137.88,1681,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,ghagaramunda,89.88,1682,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,jhilli,67.01,1683,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,kankadahad,79.06,1684,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,kantapal,109.27,1685,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,kantol,77.81,1686,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,karagola,93.07,1687,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,kerjoli,94.16,1688,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,kuturia,54.5,1689,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,mahabiroad,84.62,1690,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,makua kateni,122.18,1691,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,maruabili,55.51,1692,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,pangatira,82.31,1693,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,raibola,105.84,1694,dhenkanal,NA,NA
odisha,dhenkanal,NA,odapada,badalo,49.23,1695,dhenkanal,odapada,badalo
odisha,dhenkanal,NA,odapada,balaramprasad,32.83,1696,dhenkanal,odapada,balaramprasad
odisha,dhenkanal,NA,odapada,balarampur,89.49,1697,dhenkanal,odapada,balarampur
odisha,dhenkanal,NA,odapada,bangursingh,47.97,1698,dhenkanal,odapada,bangursingh
odisha,dhenkanal,NA,odapada,bido,21.51,1699,dhenkanal,odapada,bido
odisha,dhenkanal,NA,odapada,gadasila,23.94,1700,dhenkanal,odapada,gadasila
odisha,dhenkanal,NA,odapada,ghatipiri,69.6,1701,dhenkanal,odapada,ghatipiri
odisha,dhenkanal,NA,odapada,govbvd prasad,41.08,1702,dhenkanal,odapada,govbvd prasad
odisha,dhenkanal,NA,odapada,gunadei,34.72,1703,dhenkanal,odapada,gunadei
odisha,dhenkanal,NA,odapada,gundichapada,35.46,1704,dhenkanal,odapada,gundichapada
odisha,dhenkanal,NA,odapada,indipur,56,1705,dhenkanal,odapada,indipur
odisha,dhenkanal,NA,odapada,kadabindha,53.42,1706,dhenkanal,odapada,kadabindha
odisha,dhenkanal,NA,odapada,kalanga,88.42,1707,dhenkanal,odapada,kalanga
odisha,dhenkanal,NA,odapada,khadag prasad,51.46,1708,dhenkanal,odapada,khadag prasad
odisha,dhenkanal,NA,odapada,khuntujhari,27,1709,dhenkanal,odapada,khuntujhari
odisha,dhenkanal,NA,odapada,kottam,36.53,1710,dhenkanal,odapada,kottam
odisha,dhenkanal,NA,odapada,kusupanga,32.14,1711,dhenkanal,odapada,kusupanga
odisha,dhenkanal,NA,odapada,mangalpur,103.2,1712,dhenkanal,odapada,mangalpur
odisha,dhenkanal,NA,odapada,motonga,36.26,1713,dhenkanal,odapada,motonga
odisha,dhenkanal,NA,odapada,nadhara,38.5,1714,dhenkanal,odapada,nadhara
odisha,dhenkanal,NA,odapada,nayabhagirathipur,60,1715,dhenkanal,odapada,nayabhagirathipur
odisha,dhenkanal,NA,odapada,nimindha,27.68,1716,dhenkanal,odapada,nimindha
odisha,dhenkanal,NA,odapada,odapada,24.12,1717,dhenkanal,odapada,odapada
odisha,dhenkanal,NA,odapada,sadasibpur,66.52,1718,dhenkanal,odapada,sadasibpur
odisha,dhenkanal,NA,odapada,siminai,20.9,1719,dhenkanal,odapada,siminai
odisha,dhenkanal,NA,parajang,akhuapal,67.11,1720,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,badajhara,62.05,1721,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,barihapur,106.19,1722,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,basoi,77.58,1723,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,basulei,15.3,1724,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,chandapura,46.12,1725,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,gengutia,33.52,1726,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,jayapura kateni,53.05,1727,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,kalada,85.19,1728,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,kandarasingha,69.05,1729,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,kankadasoda,88.6,1730,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,kankili,57.24,1731,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,kantor,48.89,1732,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,kualo,37.84,1733,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,kumushi,64.03,1734,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,lodhani,126.6,1735,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,manikmara,90.16,1736,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,muktapasi,99.47,1737,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,mundeilo,39.53,1738,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,parjanga,60.61,1739,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,patarpada,169.49,1740,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,pitiri,48.99,1741,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,renthapat,15.07,1742,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,roda,41.74,1743,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,sanda,71.39,1744,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,saranga,147.5,1745,dhenkanal,NA,NA
odisha,gajapati,NA,gosani,agarakhandi,15.01,1746,gajapati,gosani,agarakhandi
odisha,gajapati,NA,gosani,bada gosani,17.38,1747,gajapati,gosani,bada gosani
odisha,gajapati,NA,gosani,bada koturu,13.59,1748,gajapati,gosani,bada koturu
odisha,gajapati,NA,gosani,gurandi,1.94,1749,gajapati,gosani,gurandi
odisha,gajapati,NA,gosani,katala kaitha,25.23,1750,gajapati,gosani,katala kaitha
odisha,gajapati,NA,gosani,uppalada,16.32,1751,gajapati,gosani,uppalada
odisha,gajapati,NA,mohona,adava,32.81,1752,gajapati,mohana,adava
odisha,gajapati,NA,mohona,aligonda,6.19,1753,gajapati,mohana,aligonda
odisha,gajapati,NA,mohona,labarsingi,5.9,1754,gajapati,mohana,lobarsingi
odisha,gajapati,NA,nuagada,anuguru,20.11,1755,gajapati,nuagada,anuguru
odisha,gajapati,NA,nuagada,attarsingi,17.89,1756,gajapati,nuagada,attarsingi
odisha,gajapati,NA,nuagada,betarsingi,2.56,1757,gajapati,nuagada,betarsingi
odisha,gajapati,NA,nuagada,keradang,5.88,1758,gajapati,nuagada,keradang
odisha,gajapati,NA,nuagada,khajuripada,12.62,1759,gajapati,nuagada,khajuripada
odisha,gajapati,NA,nuagada,kirama,13.27,1760,gajapati,nuagada,kirama
odisha,gajapati,NA,nuagada,luhangar,11.54,1761,gajapati,nuagada,luhangar
odisha,gajapati,NA,nuagada,nuagada,12.08,1762,gajapati,nuagada,nuagada
odisha,gajapati,NA,nuagada,paik antarada,12.17,1763,gajapati,nuagada,paik antarada
odisha,gajapati,NA,nuagada,parimala,5.14,1764,gajapati,nuagada,parimala
odisha,gajapati,NA,nuagada,putrupada,8.26,1765,gajapati,nuagada,putrupada
odisha,gajapati,NA,nuagada,sambalpur,10.59,1766,gajapati,nuagada,sambalpur
odisha,gajapati,NA,nuagada,tabarada,20.48,1767,gajapati,nuagada,tabarada
odisha,gajapati,NA,nuagada,titisingi,13.24,1768,gajapati,nuagada,titisingi
odisha,gajapati,NA,nuagada,badapada,5.37,1769,gajapati,nuagada,badapada
odisha,gajapati,NA,nuagada,k.jhalarsing,4.94,1770,gajapati,nuagada,NA
odisha,gajapati,NA,nuagada,sundardanga,7.47,1771,gajapati,nuagada,sundardanga
odisha,gajapati,NA,nuagada,tangili,4.97,1772,gajapati,nuagada,tangili
odisha,gajapati,NA,r.udayagiri,abarsing,41.16,1773,gajapati,r. udayagiri,abarsing
odisha,gajapati,NA,r.udayagiri,anagha,27.29,1774,gajapati,r. udayagiri,anagha
odisha,gajapati,NA,r.udayagiri,chellagada,166.1,1775,gajapati,r. udayagiri,chellagada
odisha,gajapati,NA,r.udayagiri,chelligada,108.08,1776,gajapati,r. udayagiri,chelligada
odisha,gajapati,NA,r.udayagiri,mahendragada,117.34,1777,gajapati,r. udayagiri,mahendragada
odisha,gajapati,NA,r.udayagiri,mangarajpur,93.61,1778,gajapati,r. udayagiri,mangarajpur
odisha,gajapati,NA,r.udayagiri,r.udayagiri,189.52,1779,gajapati,r. udayagiri,r.udayagiri
odisha,gajapati,NA,r.udayagiri,ramagiri,94.8,1780,gajapati,r. udayagiri,ramagiri
odisha,gajapati,NA,r.udayagiri,randiva,117.29,1781,gajapati,r. udayagiri,randiva
odisha,gajapati,NA,r.udayagiri,sabarpalli,120.57,1782,gajapati,r. udayagiri,sabarpalli
odisha,gajapati,NA,r.udayagiri,sialilati,116.01,1783,gajapati,r. udayagiri,sialilati
odisha,gajapati,NA,r.udayagiri,subalada,105.62,1784,gajapati,r. udayagiri,subalada
odisha,gajapati,NA,r.udayagiri,tabarsing,113.03,1785,gajapati,r. udayagiri,tabarsingi
odisha,gajapati,NA,r.udayagiri,dabaraguda,40.23,1786,gajapati,r. udayagiri,dabaraguda
odisha,gajapati,NA,r.udayagiri,parisal,26.81,1787,gajapati,r. udayagiri,parisala
odisha,gajapati,NA,r.udayagiri,purunapani,16.25,1788,gajapati,r. udayagiri,purunapani
odisha,gajapati,NA,r.udayagiri,bastriguda,40.41,1789,gajapati,r. udayagiri,bastriguda
odisha,gajapati,NA,rayagada,dambalo,140.37,1790,gajapati,rayagada,dambalo
odisha,gajapati,NA,rayagada,gandahati,55.19,1791,gajapati,rayagada,gandahati
odisha,gajapati,NA,rayagada,gangabada,37.3,1792,gajapati,rayagada,gangabada
odisha,gajapati,NA,rayagada,jeerango,82.21,1793,gajapati,rayagada,jeerango
odisha,gajapati,NA,rayagada,karadasingi,119.26,1794,gajapati,rayagada,karadasingi
odisha,gajapati,NA,rayagada,kerandi,19.48,1795,gajapati,rayagada,kerandi
odisha,gajapati,NA,rayagada,koinpur,90.47,1796,gajapati,rayagada,koinpur
odisha,gajapati,NA,rayagada,lailai,71.74,1797,gajapati,rayagada,lailai
odisha,gajapati,NA,rayagada,laxmipur,96.13,1798,gajapati,rayagada,laxmipur
odisha,gajapati,NA,rayagada,loba,74.91,1799,gajapati,rayagada,loba
odisha,gajapati,NA,rayagada,marloba,78.71,1800,gajapati,rayagada,marloba
odisha,gajapati,NA,rayagada,narayanpur,45.73,1801,gajapati,rayagada,narayanpur
odisha,gajapati,NA,rayagada,putara,61.48,1802,gajapati,rayagada,putara
odisha,gajapati,NA,rayagada,rayagada,77.5,1803,gajapati,rayagada,rayagada
odisha,gajapati,NA,rayagada,s.karadasingi,70.75,1804,gajapati,rayagada,s.karadasingi
odisha,gajapati,NA,rayagada,sanatundi,98.45,1805,gajapati,rayagada,sanatundi
odisha,gajapati,NA,rayagada,talamunda,60.17,1806,gajapati,rayagada,talamunda
odisha,gajapati,NA,rayagada,kumulasingi,75.48,1807,gajapati,rayagada,NA
odisha,gajapati,NA,rayagada,ameda,3.25,1808,gajapati,rayagada,ameda
odisha,gajapati,NA,rayagada,engarsingi,37.23,1809,gajapati,rayagada,engarsingi
odisha,gajapati,NA,rayagada,jolanga,37.53,1810,gajapati,rayagada,jolanga
odisha,ganjam,NA,beguniapada,angaragam,10.78,1811,ganjam,beguniapada,angaragam
odisha,ganjam,NA,beguniapada,bada khairakhama,11.44,1812,ganjam,beguniapada,bada khairakhama
odisha,ganjam,NA,beguniapada,beguniapada,5.24,1813,ganjam,beguniapada,beguniapada
odisha,ganjam,NA,beguniapada,beruanbadi,4.8,1814,ganjam,beguniapada,beruanbadi
odisha,ganjam,NA,beguniapada,burujhari,9.94,1815,ganjam,beguniapada,burujhari
odisha,ganjam,NA,beguniapada,chandanpur,8.73,1816,ganjam,beguniapada,chandanpur
odisha,ganjam,NA,beguniapada,chingudikhol,4.05,1817,ganjam,beguniapada,chingudikhol
odisha,ganjam,NA,beguniapada,digapada,6.76,1818,ganjam,beguniapada,digapada
odisha,ganjam,NA,beguniapada,k.barida,13.65,1819,ganjam,beguniapada,k.barida
odisha,ganjam,NA,beguniapada,kalimeghi,5.29,1820,ganjam,beguniapada,kalimeghi
odisha,ganjam,NA,beguniapada,khandianai,8.99,1821,ganjam,beguniapada,khandianai
odisha,ganjam,NA,beguniapada,kumbharagam,9.01,1822,ganjam,beguniapada,kumbharagam
odisha,ganjam,NA,beguniapada,mardakote,14.48,1823,ganjam,beguniapada,mardakote
odisha,ganjam,NA,beguniapada,mardamekha,8.91,1824,ganjam,beguniapada,mardamekha
odisha,ganjam,NA,beguniapada,mathasarasingi,10.3,1825,ganjam,beguniapada,mathasarasingi
odisha,ganjam,NA,beguniapada,phasi,9.31,1826,ganjam,beguniapada,phasi
odisha,ganjam,NA,beguniapada,sanaustapada,4.97,1827,ganjam,beguniapada,sanaustapada
odisha,ganjam,NA,beguniapada,sandhamula,7.37,1828,ganjam,beguniapada,sandhamula
odisha,ganjam,NA,beguniapada,sankuda,6.2,1829,ganjam,beguniapada,sankuda
odisha,ganjam,NA,beguniapada,soura chachina,10.22,1830,ganjam,beguniapada,soura chachina
odisha,ganjam,NA,beguniapada,sumandal,8.13,1831,ganjam,beguniapada,sumandal
odisha,ganjam,NA,beguniapada,talasara,11.77,1832,ganjam,beguniapada,talasara
odisha,ganjam,NA,bellaguntha,ambapua,21.63,1833,ganjam,bellaguntha,ambapua
odisha,ganjam,NA,bellaguntha,badaborasingi,74.17,1834,ganjam,bellaguntha,badaborasingi
odisha,ganjam,NA,bellaguntha,badapada,43.95,1835,ganjam,bellaguntha,badapada
odisha,ganjam,NA,bellaguntha,banka,25.64,1836,ganjam,bellaguntha,banka
odisha,ganjam,NA,bellaguntha,benipalli,18.3,1837,ganjam,bellaguntha,benipalli
odisha,ganjam,NA,bellaguntha,dhumuchai,63.66,1838,ganjam,bellaguntha,dhumuchai
odisha,ganjam,NA,bellaguntha,g.nuagam,25.93,1839,ganjam,bellaguntha,g.nuagam
odisha,ganjam,NA,bellaguntha,gangapur,32.12,1840,ganjam,bellaguntha,gangapur
odisha,ganjam,NA,bellaguntha,gobara,49.88,1841,ganjam,bellaguntha,gobara
odisha,ganjam,NA,bellaguntha,inginathi,30.96,1842,ganjam,bellaguntha,inginathi
odisha,ganjam,NA,bellaguntha,khairputi,19.4,1843,ganjam,bellaguntha,khairputi
odisha,ganjam,NA,bellaguntha,khetribarpur,43.38,1844,ganjam,bellaguntha,khetribarpur
odisha,ganjam,NA,bellaguntha,mangalpur,56.6,1845,ganjam,bellaguntha,mangalpur
odisha,ganjam,NA,bellaguntha,nettenga,39.11,1846,ganjam,bellaguntha,nettenga
odisha,ganjam,NA,bellaguntha,pailipada,63.24,1847,ganjam,bellaguntha,pailipada
odisha,ganjam,NA,bellaguntha,sasan,16.26,1848,ganjam,bellaguntha,sasan
odisha,ganjam,NA,bellaguntha,tanarada,76.06,1849,ganjam,bellaguntha,tanarada
odisha,ganjam,NA,bellaguntha,udhra,31.46,1850,ganjam,bellaguntha,udhra
odisha,ganjam,NA,bhanjanagar,badakodanda,30.05,1851,ganjam,bhanjanagar,badakodanda
odisha,ganjam,NA,bhanjanagar,baibali,23.74,1852,ganjam,bhanjanagar,baibali
odisha,ganjam,NA,bhanjanagar,baruda,24.85,1853,ganjam,bhanjanagar,baruda
odisha,ganjam,NA,bhanjanagar,baunsalundi,17.2,1854,ganjam,bhanjanagar,baunsalundi
odisha,ganjam,NA,bhanjanagar,brahmanapadar,30.16,1855,ganjam,bhanjanagar,brahmanapadar
odisha,ganjam,NA,bhanjanagar,dadaralunda,60.06,1856,ganjam,bhanjanagar,dadaralunda
odisha,ganjam,NA,bhanjanagar,dhiapadhal,17.66,1857,ganjam,bhanjanagar,dhiapadhal
odisha,ganjam,NA,bhanjanagar,domuhani,29.48,1858,ganjam,bhanjanagar,domuhani
odisha,ganjam,NA,bhanjanagar,dumakumpa,56.46,1859,ganjam,bhanjanagar,dumakumpa
odisha,ganjam,NA,bhanjanagar,gallery,23.55,1860,ganjam,bhanjanagar,gallery
odisha,ganjam,NA,bhanjanagar,golapada,15.23,1861,ganjam,bhanjanagar,golapada
odisha,ganjam,NA,bhanjanagar,harigada,46.24,1862,ganjam,bhanjanagar,harigada
odisha,ganjam,NA,bhanjanagar,jillundi,19.64,1863,ganjam,bhanjanagar,jillundi
odisha,ganjam,NA,bhanjanagar,kulada,41.04,1864,ganjam,bhanjanagar,kulada
odisha,ganjam,NA,bhanjanagar,lalsingi,23.05,1865,ganjam,bhanjanagar,lalsingi
odisha,ganjam,NA,bhanjanagar,lembhei,28.75,1866,ganjam,bhanjanagar,lembhei
odisha,ganjam,NA,bhanjanagar,mujagada,54.24,1867,ganjam,bhanjanagar,mujagada
odisha,ganjam,NA,bhanjanagar,sanakodanda,41.01,1868,ganjam,bhanjanagar,sanakodanda
odisha,ganjam,NA,bhanjanagar,tilisingi,29.47,1869,ganjam,bhanjanagar,tilisingi
odisha,ganjam,NA,bhanjanagar,turumu,30.32,1870,ganjam,bhanjanagar,turumu
odisha,ganjam,NA,buguda,a.karadabadi,27.58,1871,ganjam,buguda,a.karadabadi
odisha,ganjam,NA,buguda,antarapada,31.51,1872,ganjam,buguda,antarapada
odisha,ganjam,NA,buguda,arakhapur,11.76,1873,ganjam,buguda,arakhapur
odisha,ganjam,NA,buguda,b.karadabadi,19.1,1874,ganjam,buguda,b.karadabadi
odisha,ganjam,NA,buguda,balipadara,16.57,1875,ganjam,buguda,balipadara
odisha,ganjam,NA,buguda,bhagabanpur,28.25,1876,ganjam,buguda,bhagabanpur
odisha,ganjam,NA,buguda,bhamasiali,15.4,1877,ganjam,buguda,bhamasiali
odisha,ganjam,NA,buguda,biranchipur,61.04,1878,ganjam,buguda,biranchipur
odisha,ganjam,NA,buguda,golabandha,18.89,1879,ganjam,buguda,golabandha
odisha,ganjam,NA,buguda,golia,52.52,1880,ganjam,buguda,golia
odisha,ganjam,NA,buguda,goudiabarada,25.57,1881,ganjam,buguda,goudiabarada
odisha,ganjam,NA,buguda,kalamba,18.3,1882,ganjam,buguda,kalamba
odisha,ganjam,NA,buguda,karchuli,85.28,1883,ganjam,buguda,karchuli
odisha,ganjam,NA,buguda,kholakhalli,50.66,1884,ganjam,buguda,kholakhalli
odisha,ganjam,NA,buguda,manitara,42.18,1885,ganjam,buguda,manitara
odisha,ganjam,NA,buguda,motabadi,21.57,1886,ganjam,buguda,motabadi
odisha,ganjam,NA,buguda,pangidi,32.49,1887,ganjam,buguda,pangidi
odisha,ganjam,NA,buguda,pochalundi,18.73,1888,ganjam,buguda,pochalundi
