s_state,s_district,s_ulb,s_block,s_gp,Total_IGNOAPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,angul,angul urban,angul urban,ward 1,0.74,1,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 11,0.15,2,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 12,0.22,3,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 13,0.61,4,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 14,0.15,5,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 15,1,6,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 16,1.22,7,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 18,0.15,8,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 19,0.15,9,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 2,1.19,10,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 20,0.39,11,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 23,0.3,12,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 5,0.39,13,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 6,0.54,14,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 7,0.7,15,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 8,1.12,16,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 9,1.06,17,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 1,18.97,18,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 10,11.09,19,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 11,20.25,20,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 12,18.75,21,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 13,6.89,22,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 14,1.75,23,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 15,4.7,24,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 16,24.54,25,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 17,7.35,26,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 18,19.95,27,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 19,9.83,28,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 2,15.75,29,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 20,15.75,30,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 21,18.75,31,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 3,13.74,32,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 4,22.92,33,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 5,7.47,34,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 6,31.76,35,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 7,15.51,36,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 8,11.06,37,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 9,6.21,38,anugul,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 1,21.75,39,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 10,3.56,40,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 11,14.76,41,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 12,9.96,42,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 13,3.26,43,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 14,6.07,44,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 15,4.27,45,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 16,3.14,46,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 17,4.85,47,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 18,4.47,48,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 19,3.2,49,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 2,8.27,50,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 20,6.82,51,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 21,4.91,52,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 22,7.3,53,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 23,9.22,54,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 24,8.22,55,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 25,4.94,56,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 26,3.87,57,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 27,5.03,58,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 28,1.26,59,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 29,3.7,60,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 3,11.1,61,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 30,5.51,62,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 31,4.92,63,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 4,4.37,64,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 5,4.75,65,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 6,16.96,66,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 7,16.73,67,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 8,5.08,68,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 9,2.8,69,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 1,2.72,70,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 10,9.56,71,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 11,2.58,72,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 12,8.25,73,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 13,5.76,74,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 14,8.06,75,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 15,15.7,76,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 16,10.66,77,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 17,13.23,78,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 2,5.21,79,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 3,5.95,80,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 4,13.42,81,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 5,9.13,82,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 6,2.71,83,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 7,5.64,84,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 8,5.02,85,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 9,9.13,86,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 1,2.01,87,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 10,3.88,88,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 11,2.49,89,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 12,4.23,90,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 13,2.59,91,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 2,3.02,92,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 3,1.25,93,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 4,3.47,94,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 5,4.38,95,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 6,1.8,96,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 7,3.74,97,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 8,2.65,98,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 9,2.75,99,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 1,4.81,100,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 10,3.17,101,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 11,7.13,102,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 12,7.35,103,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 13,2.81,104,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 14,1.52,105,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 15,3,106,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 16,7.6,107,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 17,8.15,108,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 18,9.64,109,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 19,11.27,110,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 2,5.89,111,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 3,3.91,112,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 4,10.38,113,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 5,1.93,114,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 6,3.79,115,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 7,2.59,116,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 8,2.96,117,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 9,4.03,118,balasore,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 1,2.09,119,baragarh,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 10,4,120,baragarh,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 11,4.49,121,baragarh,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 12,5.83,122,baragarh,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 2,1.09,123,baragarh,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 3,6.17,124,baragarh,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 4,1.76,125,baragarh,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 5,3.39,126,baragarh,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 6,2.13,127,baragarh,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 7,1.74,128,baragarh,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 8,1.09,129,baragarh,NA,NA
odisha,bargarh,attabira nac,attabira nac,ward 9,4.85,130,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 1,28.38,131,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 10,9.12,132,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 11,20.9,133,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 12,12.2,134,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 13,11.09,135,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 14,10.07,136,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 15,12.72,137,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 16,7.98,138,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 17,7.25,139,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 18,9,140,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 19,4.29,141,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 2,52.62,142,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 3,24.17,143,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 4,19.64,144,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 5,10.35,145,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 6,4.44,146,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 7,19.09,147,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 8,21.19,148,baragarh,NA,NA
odisha,bargarh,bargarh municipality,bargarh municipality,ward 9,8.99,149,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward 1,1.09,150,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward 10,6.79,151,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward 11,3.2,152,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward 2,3.94,153,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward 3,2.91,154,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward 4,3.63,155,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward 5,1.81,156,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward 6,2.8,157,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward 7,2.49,158,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward 8,2.92,159,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward 9,2.98,160,baragarh,NA,NA
odisha,bargarh,bijepur nac,bijepur nac,baunspola,2.31,161,baragarh,NA,NA
odisha,bargarh,bijepur nac,bijepur nac,bijepur,10.19,162,baragarh,NA,NA
odisha,bargarh,bijepur nac,bijepur nac,kandhara,1.5,163,baragarh,NA,NA
odisha,bargarh,bijepur nac,bijepur nac,keuntipali,4.65,164,baragarh,NA,NA
odisha,bargarh,bijepur nac,bijepur nac,m.gandapali,3.34,165,baragarh,NA,NA
odisha,bargarh,bijepur nac,bijepur nac,majhipali,1.73,166,baragarh,NA,NA
odisha,bargarh,bijepur nac,bijepur nac,ward 8,0.12,167,baragarh,NA,NA
odisha,bargarh,padmapur nac,padmapur nac,ward 1,5.44,168,baragarh,NA,NA
odisha,bargarh,padmapur nac,padmapur nac,ward 10,5.72,169,baragarh,NA,NA
odisha,bargarh,padmapur nac,padmapur nac,ward 11,5.72,170,baragarh,NA,NA
odisha,bargarh,padmapur nac,padmapur nac,ward 2,3.75,171,baragarh,NA,NA
odisha,bargarh,padmapur nac,padmapur nac,ward 3,6.74,172,baragarh,NA,NA
odisha,bargarh,padmapur nac,padmapur nac,ward 4,6.27,173,baragarh,NA,NA
odisha,bargarh,padmapur nac,padmapur nac,ward 5,4,174,baragarh,NA,NA
odisha,bargarh,padmapur nac,padmapur nac,ward 6,7.38,175,baragarh,NA,NA
odisha,bargarh,padmapur nac,padmapur nac,ward 7,9.17,176,baragarh,NA,NA
odisha,bargarh,padmapur nac,padmapur nac,ward 8,7.78,177,baragarh,NA,NA
odisha,bargarh,padmapur nac,padmapur nac,ward 9,4.9,178,baragarh,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 1,21.33,179,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 10,23.27,180,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 11,34.12,181,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 12,15.35,182,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 13,32.44,183,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 14,20.9,184,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 15,15.34,185,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 16,12.27,186,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 17,17.78,187,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 18,25.08,188,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 19,34.75,189,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 2,25.5,190,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 20,16.34,191,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 21,27.2,192,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 22,29.44,193,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 23,32.09,194,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 3,30.37,195,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 4,28.77,196,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 5,6.95,197,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 6,41.95,198,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 7,34.29,199,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 8,47.99,200,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 9,23.22,201,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 1,1.28,202,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 10,1,203,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 11,1.1,204,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 12,0.66,205,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 13,1.04,206,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 14,4.12,207,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 15,0.44,208,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 16,3.12,209,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 17,0.72,210,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 18,0.88,211,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 19,3.97,212,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 2,1.42,213,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 20,2.25,214,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 21,2.88,215,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 22,6.12,216,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 23,1.27,217,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 24,2.39,218,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 25,4.84,219,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 26,2.85,220,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 27,2.11,221,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 28,3.08,222,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 29,3.42,223,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 3,0.19,224,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 30,2.24,225,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 4,1.64,226,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 5,0.13,227,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 6,1.33,228,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 7,0.88,229,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 8,1.16,230,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 9,0.25,231,bhadrak,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-1,15.54,232,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-10,20.33,233,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-11,36.09,234,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-12,24.84,235,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-13,37.27,236,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-14,12.38,237,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-15,34.73,238,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-16,23.44,239,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-17,46.82,240,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-18,124.41,241,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-19,65.52,242,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-2,5.61,243,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-20,4.84,244,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-21,83.62,245,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-3,6.29,246,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-4,10.95,247,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-5,9.46,248,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-6,43.99,249,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-7,93.02,250,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-8,16.04,251,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-9,25.13,252,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-10,20.33,253,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-11,23.59,254,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-12,23.43,255,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-13,18.18,256,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-14,8.74,257,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-15,4.79,258,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-16,0.77,259,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-2,6.36,260,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-3,5.26,261,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-4,12.08,262,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-5,32.83,263,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-6,23.5,264,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-7,20.64,265,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-8,18.39,266,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-9,37.17,267,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-1,8.54,268,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-10,8.48,269,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-11,11.35,270,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-12,9.14,271,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-13,7.12,272,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-14,1.2,273,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-15,7.15,274,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-2,2.02,275,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-3,1.06,276,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-4,17.37,277,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-5,2.15,278,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-6,6.5,279,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-7,7.16,280,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-8,1.63,281,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-9,3.61,282,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-1,92.82,283,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-10,73.75,284,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-11,76.09,285,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-12,106.39,286,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-13,102.31,287,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-14,71.26,288,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-15,83.84,289,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-2,89.54,290,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-3,82.89,291,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-4,79.13,292,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-5,41.44,293,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-6,31,294,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-7,17.65,295,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-8,21.93,296,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-9,39.47,297,bolangir,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-1,5.62,298,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-10,2.67,299,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-11,2.64,300,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-12,2.77,301,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-13,5.58,302,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-14,4.05,303,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-15,4.4,304,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-16,2.94,305,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-17,3.11,306,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-18,0.73,307,cuttack,NA,NA
