s_state,s_district,s_ulb,s_block,s_gp,Total_IGNDPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,angul,angul urban,angul urban,ward-1,0.14,1,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward-13,0.14,2,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward-14,0.28,3,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward-15,0.14,4,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward-16,0.14,5,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward-2,0.32,6,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward-22,0.14,7,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward-3,0.28,8,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward-8,0.42,9,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-1,4.28,10,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-10,1.43,11,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-12,2.58,12,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-16,1.43,13,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-17,2.03,14,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-18,1.43,15,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-19,5.71,16,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-2,2.86,17,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-20,2.95,18,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-5,3.46,19,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-6,2.86,20,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-7,4.28,21,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-8,9.23,22,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward-9,0.6,23,anugul,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-1,1.1,24,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-10,0.22,25,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-11,0.65,26,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-12,0.87,27,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-13,0.22,28,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-14,0.65,29,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-15,0.87,30,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-16,0.22,31,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-18,0.65,32,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-2,0.43,33,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-20,0.43,34,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-21,0.43,35,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-22,0.43,36,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-23,0.22,37,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-24,1.52,38,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-25,0.65,39,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-27,1.3,40,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-29,0.65,41,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-3,0.22,42,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-30,0.43,43,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-4,0.43,44,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-5,1.3,45,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-6,0.22,46,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-7,1.52,47,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward-8,0.87,48,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,aladiha,2.35,49,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,asti,6.03,50,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,bodas,4.61,51,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,baliapal,0.75,52,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,balikuti,2.22,53,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,baniadiha,0.73,54,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,betagadia,1.48,55,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,bishnupur,2.98,56,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,bolang,1.98,57,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,chaumukh,2.51,58,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,dagara,1.62,59,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,debhog,1.22,60,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,deula,1.81,61,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,ghantua,1.93,62,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,jagatipur,1.91,63,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,jamakunda,1.62,64,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,jambhirai,2.37,65,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,kumbhari,1.18,66,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,kunduli,0.59,67,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,madhupura,5.92,68,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,nikhira,9.14,69,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,nuagaon,1.65,70,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,panchupalli,1.91,71,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,pratappur,1.97,72,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,srirampur,2.37,73,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,ratei,3.14,74,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,balarampur,1.34,75,balasore,NA,NA
odisha,baleshwar,baliapal,baliapal,saudi,0.73,76,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-10,0.22,77,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-11,0.12,78,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-12,1.64,79,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-13,0.71,80,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-14,1.1,81,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-15,3.54,82,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-16,4.26,83,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-17,1.43,84,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-2,0.22,85,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-3,0.95,86,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-4,0.46,87,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-5,0.67,88,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-6,0.12,89,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-7,1.32,90,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-8,0.8,91,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward-9,0.55,92,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-1,0.67,93,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-10,0.29,94,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-11,0.44,95,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-12,0.66,96,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-13,0.15,97,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-2,0.44,98,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-3,0.15,99,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-4,0.44,100,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-5,0.66,101,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-7,0.44,102,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-8,0.59,103,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward-9,0.81,104,balasore,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward-1,0.13,105,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward-10,0.26,106,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward-11,0.25,107,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward-2,1.27,108,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward-3,1.89,109,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward-4,1.53,110,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward-5,2.1,111,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward-6,2.16,112,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward-7,1.01,113,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward-8,1.9,114,baragarh,NA,NA
odisha,bargarh,barpali nac,barpali nac,ward-9,0.76,115,baragarh,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-1,3.97,116,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-10,0.97,117,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-11,1.68,118,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-13,3.42,119,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-14,1.93,120,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-15,0.84,121,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-16,1.47,122,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-18,1.76,123,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-19,1.09,124,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-2,0.88,125,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-20,3.78,126,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-21,1.76,127,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-22,4.75,128,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-3,2.9,129,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-4,0.02,130,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-6,1.85,131,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-7,5.59,132,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-8,1.93,133,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward-9,1.93,134,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-11,0.11,135,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-14,0.06,136,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-17,0.56,137,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-18,0.22,138,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-19,0.06,139,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-20,0.39,140,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-21,0.01,141,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-23,0.22,142,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-25,0.34,143,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-26,0.17,144,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-27,0.45,145,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-28,0.11,146,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-29,0.11,147,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-30,0.73,148,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-4,0.28,149,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-7,0.28,150,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward-9,0.17,151,bhadrak,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-10,0.63,152,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-11,3.78,153,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-12,1.26,154,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-14,5.57,155,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-15,3.15,156,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-17,8.19,157,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-18,0.63,158,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-19,0.63,159,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-2,3.57,160,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-4,0.63,161,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-5,1.26,162,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-6,10.29,163,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-7,3.15,164,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-9,1.89,165,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-1,1.76,166,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-10,1.64,167,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-11,1.26,168,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-12,2.6,169,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-14,1.26,170,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-16,0.63,171,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-2,2.04,172,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-3,0.63,173,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-4,1.89,174,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-5,1.26,175,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-6,2.52,176,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-7,1.34,177,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-8,0.82,178,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-9,6.3,179,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-1,0.22,180,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-12,3.36,181,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-13,1.57,182,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-15,0.45,183,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-2,0.22,184,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-4,1.78,185,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-5,0.45,186,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-6,1.12,187,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-7,0.9,188,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-8,0.45,189,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-9,0.45,190,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-1,12.85,191,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-10,2.14,192,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-11,4.28,193,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-12,4.28,194,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-13,1.62,195,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-14,4.28,196,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-15,7.73,197,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-2,4.28,198,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-4,4.28,199,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-7,2.14,200,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-8,2.14,201,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-9,2.14,202,bolangir,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-1,0.98,203,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-10,0.39,204,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-11,0.2,205,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-12,0.59,206,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-13,0.98,207,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-14,0.98,208,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-15,0.59,209,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-16,0.39,210,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-17,1.18,211,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-2,1.76,212,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-3,1.69,213,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-4,1.37,214,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-5,1.37,215,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-6,0.39,216,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-7,0.2,217,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-8,1.18,218,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-9,0.59,219,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-1,0.84,220,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-11,1.65,221,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-13,0.83,222,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-14,0.83,223,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-16,1.65,224,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-19,1.65,225,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-21,0.83,226,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-23,1.65,227,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-24,1.65,228,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-25,1.65,229,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-27,0.83,230,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-33,0.83,231,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-34,0.83,232,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-38,2.48,233,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-42,1.65,234,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-47,2.48,235,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-5,0.83,236,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-50,0.83,237,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-52,1.65,238,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-54,0.83,239,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-57,1.65,240,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-59,0.83,241,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward-9,0.83,242,cuttack,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward-1,0.42,243,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward-10,0.02,244,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward-2,2.13,245,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward-3,1.62,246,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward-4,0.44,247,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward-5,2.04,248,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward-6,1.28,249,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward-7,0.04,250,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward-8,0.46,251,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward-9,0.78,252,deogarh,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-1,0.61,253,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-10,0.61,254,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-12,0.61,255,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-13,0.61,256,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-14,1.42,257,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-15,0.2,258,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-2,0.41,259,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-3,0.41,260,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-5,0.41,261,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-6,1.01,262,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-7,0.2,263,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-8,0.41,264,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-9,0.2,265,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-1,0.39,266,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-10,0.78,267,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-11,0.79,268,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-12,0.98,269,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-13,0.2,270,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-14,0.98,271,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-15,0.59,272,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-2,0.39,273,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-3,0.41,274,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-4,0.4,275,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-6,0.59,276,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-8,1.01,277,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward-9,0.39,278,dhenkanal,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-1,0.87,279,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-10,0.65,280,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-11,0.87,281,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-12,0.65,282,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-13,1.08,283,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-2,0.22,284,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-3,0.22,285,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-4,0.43,286,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-5,0.43,287,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-6,0.87,288,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-7,0.65,289,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-8,0.22,290,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward-9,0.22,291,gajapati,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-1,0.83,292,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-10,0.2,293,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-13,0.22,294,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-2,0.61,295,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-3,0.42,296,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-4,0.84,297,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-5,0.65,298,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-6,0.53,299,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-7,0.2,300,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-8,0.37,301,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-1,0.42,302,ganjam,NA,NA
