s_state,s_district,s_ulb,s_block,s_gp,Total_IGNWPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,cuttack,cuttack urban,cuttack urban,ward 8,9.94,308,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 9,2.44,309,cuttack,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 1,7.15,310,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 10,2.2,311,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 11,1.21,312,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 2,0.94,313,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 3,2.86,314,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 4,1.85,315,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 5,0.87,316,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 6,2.58,317,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 7,3.29,318,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 8,3.94,319,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 9,11.54,320,deogarh,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 1,0.33,321,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 11,0.22,322,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 12,0.56,323,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 13,0.11,324,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 15,0.78,325,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 16,0.11,326,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 2,0.33,327,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 3,0.25,328,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 4,0.56,329,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 5,0.33,330,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 6,0.67,331,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 7,0.11,332,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 8,0.44,333,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward 9,0.78,334,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 1,2.38,335,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 10,1.22,336,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 11,5,337,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 12,2.33,338,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 13,1,339,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 14,1.22,340,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 15,0.11,341,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 2,1.76,342,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 3,1.55,343,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 4,1.11,344,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 5,0.11,345,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 6,0.89,346,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 7,0.56,347,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 8,1.22,348,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 9,2.11,349,dhenkanal,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 1,2.18,350,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 10,0.6,351,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 11,1.5,352,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 12,1.94,353,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 13,3.02,354,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 2,2.54,355,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 3,2.3,356,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 4,2.75,357,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 5,1.86,358,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 6,2.39,359,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 7,1.62,360,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 8,1.56,361,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 9,1.33,362,gajapati,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward1,1.76,363,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward10,0.36,364,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward12,1.63,365,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward13,1.56,366,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward2,2.23,367,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward3,0.96,368,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward4,1.12,369,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward5,2.44,370,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward6,1.31,371,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward7,1.15,372,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward8,1.95,373,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward9,1.27,374,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward1,14.62,375,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward10,2.87,376,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward11,4.1,377,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward12,0.75,378,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward13,4.89,379,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward14,5.95,380,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward15,3.91,381,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward16,4.84,382,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward17,7.11,383,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward18,4.08,384,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward19,1.6,385,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward2,11.66,386,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward20,4.76,387,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward22,1.84,388,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward23,10.37,389,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward24,50.07,390,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward25,24.68,391,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward26,36.66,392,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward27,29.2,393,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward28,25.43,394,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward29,15.36,395,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward3,45.47,396,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward30,1.08,397,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward31,17.97,398,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward32,10.94,399,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward33,3.24,400,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward34,4.39,401,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward35,20.2,402,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward36,27.19,403,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward37,15.6,404,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward38,39.75,405,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward39,16.67,406,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward4,16.4,407,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward40,1.43,408,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward5,3.64,409,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward6,2.68,410,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward7,7.79,411,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward8,2.88,412,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward9,6.28,413,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,ankorada,5.67,414,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,b.l.narayanpur,2.85,415,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,b.turubudi,10.33,416,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,badadumula,2.99,417,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,bamakei,2.28,418,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,basudevpur,4.93,419,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,bhismagiri,5.54,420,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,bhramarpur,4.87,421,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,chasanimakhandi,5.06,422,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,chaudhury tikarapada,2.69,423,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,gadagobindapur,2.93,424,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,gaudagam,6.06,425,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,gokarnapur,5.22,426,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,jakara,3.61,427,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,kaithada,4.78,428,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,kaithakhandi,12.97,429,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,karapada,7.97,430,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,khamarigam,12.67,431,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,kusapada,4.16,432,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,nimakhandipentha,10.25,433,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,padmanavpur,8.37,434,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,phasiguda,5.46,435,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,sahadev tikarpada,7.56,436,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,sidheswar,5.36,437,ganjam,NA,NA
odisha,ganjam,digapahandi nac,digapahandi nac,kotinada,3.43,438,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward1,0.85,439,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward10,1.06,440,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward11,2.54,441,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward12,5.09,442,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward13,3.6,443,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward14,1.91,444,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward15,3.18,445,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward16,2.33,446,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward17,0.85,447,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward18,1.27,448,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward2,3.18,449,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward3,3.18,450,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward4,3.82,451,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward5,1.48,452,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward6,2.76,453,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward7,1.91,454,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward8,1.7,455,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward9,2.54,456,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward1,2.05,457,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward10,1.83,458,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward11,0.69,459,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward12,1.94,460,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward13,1.55,461,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward2,1.54,462,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward3,0.78,463,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward4,1.16,464,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward5,1.6,465,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward6,0.13,466,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward7,0.54,467,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward8,2.24,468,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward9,0.69,469,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward1,1.33,470,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward10,1.45,471,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward11,2.32,472,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward2,1.95,473,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward3,0.73,474,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward4,0.96,475,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward5,1.4,476,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward6,2.1,477,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward7,1.2,478,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward8,0.36,479,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward9,1.45,480,ganjam,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward 8,2.97,481,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward 9,0.88,482,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-1,1.36,483,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-10,2.18,484,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-11,0.54,485,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-12,4.44,486,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-13,5.3,487,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-14,3.17,488,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-15,3.71,489,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-16,1.68,490,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-17,2.04,491,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-18,2.35,492,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-19,1.27,493,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-2,3.24,494,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-20,3.08,495,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-21,2.49,496,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-3,1.8,497,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-4,0.73,498,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-5,1.51,499,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-6,1.59,500,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-7,3.22,501,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-8,0.13,502,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-9,0.24,503,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-1,0.2,504,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-10,0.06,505,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-11,0.13,506,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-13,0.41,507,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-14,1.49,508,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-15,0.35,509,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-16,0.61,510,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-17,2.02,511,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-18,3.28,512,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-19,0.87,513,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-2,0.41,514,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-3,1.43,515,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-4,1.9,516,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-5,2.75,517,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-6,0.68,518,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-7,0.1,519,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-8,1.62,520,jagatsinghapur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 1,2.53,521,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 10,3.36,522,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 11,1.24,523,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 12,1.33,524,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 13,3.1,525,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 14,4.88,526,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 15,3.78,527,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 16,2.44,528,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 2,1.62,529,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 3,1.04,530,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 4,3.96,531,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 5,5.68,532,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 6,4.41,533,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 7,1.82,534,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 8,4.71,535,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 9,3.6,536,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 1,0.43,537,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 10,0.32,538,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 11,1.94,539,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 12,1.64,540,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 13,0.33,541,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 14,0.85,542,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 15,1.98,543,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 16,1,544,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 17,2.11,545,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 18,2.33,546,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 19,2.66,547,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 2,1.3,548,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 20,2.11,549,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 21,0.67,550,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 22,3.11,551,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 23,3.44,552,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 24,2.55,553,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 25,2.33,554,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 26,2.55,555,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 3,1.55,556,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 4,1.31,557,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 5,0.67,558,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 6,1.78,559,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 7,1.76,560,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 8,0.11,561,jajpur,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-1,1.11,562,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-10,0.53,563,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-11,0.87,564,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-12,1.2,565,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-13,0.66,566,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-14,0.41,567,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-15,0.06,568,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-16,0.9,569,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-17,0.18,570,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-2,2.22,571,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-3,1.6,572,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-4,0.9,573,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-5,0.72,574,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-6,0.96,575,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-7,0.46,576,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-8,0.26,577,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-9,0.72,578,jharsuguda,NA,NA
odisha,jharsuguda,brarajanagar urban,brarajanagar urban,ward-1,2.28,579,jharsuguda,NA,NA
odisha,jharsuguda,brarajanagar urban,brarajanagar urban,ward-2,3.11,580,jharsuguda,NA,NA
odisha,jharsuguda,brarajanagar urban,brarajanagar urban,ward-3,2.59,581,jharsuguda,NA,NA
odisha,jharsuguda,brarajanagar urban,brarajanagar urban,ward-4,6.44,582,jharsuguda,NA,NA
odisha,jharsuguda,brarajanagar urban,brarajanagar urban,ward-5,5.22,583,jharsuguda,NA,NA
odisha,jharsuguda,brarajanagar urban,brarajanagar urban,ward-6,3.31,584,jharsuguda,NA,NA
odisha,jharsuguda,brarajanagar urban,brarajanagar urban,ward-7,2.87,585,jharsuguda,NA,NA
odisha,jharsuguda,brarajanagar urban,brarajanagar urban,ward-8,8.41,586,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-1,8.9,587,jharsuguda,NA,NA
