s_state,s_district,Urban Local Bodies (Municipality/Munipal Corparation/Nac,s_block,s_gp,Total_IGNWPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,nabarangpur,NA,nandahandi,b.maliguda,42.07,3584,nabrangpur,nandahandi,b.maliguda
odisha,nabarangpur,NA,nandahandi,dangarbheja,22.91,3585,nabrangpur,nandahandi,dangarbheja
odisha,nabarangpur,NA,nandahandi,dhondra,56.77,3586,nabrangpur,nandahandi,dhondra
odisha,nabarangpur,NA,nandahandi,dohona,47.88,3587,nabrangpur,nandahandi,dohona
odisha,nabarangpur,NA,nandahandi,jagannathpur,37.62,3588,nabrangpur,nandahandi,jagannathpur
odisha,nabarangpur,NA,nandahandi,jhadbandhguda,21.2,3589,nabrangpur,nandahandi,jhadbandhguda
odisha,nabarangpur,NA,nandahandi,mentry,33.52,3590,nabrangpur,nandahandi,mentry
odisha,nabarangpur,NA,nandahandi,nandahandi,36.25,3591,nabrangpur,nandahandi,nandahandi
odisha,nabarangpur,NA,nandahandi,podalguda,26.68,3592,nabrangpur,nandahandi,podalguda
odisha,nabarangpur,NA,nandahandi,sindhiguda,31.12,3593,nabrangpur,nandahandi,sindhiguda
odisha,nabarangpur,NA,nandahandi,nisnahandi,16.07,3594,nabrangpur,nandahandi,nishnahandi
odisha,nabarangpur,NA,papadahandi,chandrapur,20,3595,nabrangpur,papadahandi,chandrapur
odisha,nabarangpur,NA,papadahandi,chercheta,40.62,3596,nabrangpur,papadahandi,chercheta
odisha,nabarangpur,NA,papadahandi,dengaguda,65.93,3597,nabrangpur,papadahandi,dengaguda
odisha,nabarangpur,NA,papadahandi,dongra,19.65,3598,nabrangpur,papadahandi,dongra
odisha,nabarangpur,NA,papadahandi,ghataguda,44.96,3599,nabrangpur,papadahandi,ghataguda
odisha,nabarangpur,NA,papadahandi,hatibeda,24.2,3600,nabrangpur,papadahandi,hatibeda
odisha,nabarangpur,NA,papadahandi,jatabal,49.95,3601,nabrangpur,papadahandi,jatabal
odisha,nabarangpur,NA,papadahandi,kantamal,24.5,3602,nabrangpur,papadahandi,kantamal
odisha,nabarangpur,NA,papadahandi,khutubai,28.92,3603,nabrangpur,papadahandi,khutubai
odisha,nabarangpur,NA,papadahandi,maidalpur,60.32,3604,nabrangpur,papadahandi,maidalpur
odisha,nabarangpur,NA,papadahandi,majhiguda,36.1,3605,nabrangpur,papadahandi,majhiguda
odisha,nabarangpur,NA,papadahandi,manigam,47.46,3606,nabrangpur,papadahandi,manigam
odisha,nabarangpur,NA,papadahandi,mokia,43.04,3607,nabrangpur,papadahandi,mokia
odisha,nabarangpur,NA,papadahandi,naktiguda,29.64,3608,nabrangpur,papadahandi,naktiguda
odisha,nabarangpur,NA,papadahandi,nuakote,25.31,3609,nabrangpur,papadahandi,nuakote
odisha,nabarangpur,NA,papadahandi,papadahandi,72.65,3610,nabrangpur,papadahandi,papadahandi
odisha,nabarangpur,NA,papadahandi,patri,51.02,3611,nabrangpur,papadahandi,patri
odisha,nabarangpur,NA,papadahandi,pondikote .,69.9,3612,nabrangpur,papadahandi,pondikote .
odisha,nabarangpur,NA,papadahandi,sanabarli,22.67,3613,nabrangpur,papadahandi,sanabarli
odisha,nabarangpur,NA,papadahandi,semala,45.39,3614,nabrangpur,papadahandi,semala
odisha,nabarangpur,NA,papadahandi,sirisi,26.47,3615,nabrangpur,papadahandi,sirisi
odisha,nabarangpur,NA,papadahandi,tumberlla,42.75,3616,nabrangpur,papadahandi,tumberlla
odisha,nabarangpur,NA,raighar,bobei,21.43,3617,nabrangpur,raighar,bobei
odisha,nabarangpur,NA,raighar,chhelidangari,71.58,3618,nabrangpur,raighar,chhelidangari
odisha,nabarangpur,NA,raighar,debagam,41.67,3619,nabrangpur,raighar,debagam
odisha,nabarangpur,NA,raighar,ganjapara,31.93,3620,nabrangpur,raighar,ganjapara
odisha,nabarangpur,NA,raighar,gona,71.04,3621,nabrangpur,raighar,gona
odisha,nabarangpur,NA,raighar,haladi,75.4,3622,nabrangpur,raighar,haladi
odisha,nabarangpur,NA,raighar,hatabharandi,21.44,3623,nabrangpur,raighar,hatabharandi
odisha,nabarangpur,NA,raighar,jalangapara,60.29,3624,nabrangpur,raighar,jalangapara
odisha,nabarangpur,NA,raighar,jodenga,41.24,3625,nabrangpur,raighar,jodenga
odisha,nabarangpur,NA,raighar,kacharapara,16.7,3626,nabrangpur,raighar,kacharapara
odisha,nabarangpur,NA,raighar,kaudola,29.01,3627,nabrangpur,raighar,kaudola
odisha,nabarangpur,NA,raighar,khuduk,50.37,3628,nabrangpur,raighar,khuduk
odisha,nabarangpur,NA,raighar,kosakonga,26.72,3629,nabrangpur,raighar,kosakonga
odisha,nabarangpur,NA,raighar,kumuli,58.21,3630,nabrangpur,raighar,kumuli
odisha,nabarangpur,NA,raighar,kundei,47.41,3631,nabrangpur,raighar,kundei
odisha,nabarangpur,NA,raighar,kurabeda,65.41,3632,nabrangpur,raighar,kurabeda
odisha,nabarangpur,NA,raighar,mahond,66.54,3633,nabrangpur,raighar,mahond
odisha,nabarangpur,NA,raighar,mundibeda,48.73,3634,nabrangpur,raighar,mundibeda
odisha,nabarangpur,NA,raighar,naktisimda,27.42,3635,nabrangpur,raighar,naktisimda
odisha,nabarangpur,NA,raighar,parchipara,60.04,3636,nabrangpur,raighar,parchipara
odisha,nabarangpur,NA,raighar,parua,36.22,3637,nabrangpur,raighar,parua
odisha,nabarangpur,NA,raighar,raiighar,32.46,3638,nabrangpur,raighar,raighar
odisha,nabarangpur,NA,raighar,timanpur,42.38,3639,nabrangpur,raighar,timanpur
odisha,nabarangpur,NA,raighar,turudihi,15.78,3640,nabrangpur,raighar,turudihi
odisha,nabarangpur,NA,raighar,kacharapara 3,17.19,3641,nabrangpur,raighar,NA
odisha,nabarangpur,NA,tentulikhunti,amalabhatta,25.74,3642,nabrangpur,tentulikhunti,amalabhatta
odisha,nabarangpur,NA,tentulikhunti,anchalaguma,35.86,3643,nabrangpur,tentulikhunti,anchalaguma
odisha,nabarangpur,NA,tentulikhunti,digi,40.24,3644,nabrangpur,tentulikhunti,digi
odisha,nabarangpur,NA,tentulikhunti,goudadeopalli,23.92,3645,nabrangpur,tentulikhunti,goudadeopalli
odisha,nabarangpur,NA,tentulikhunti,jhariguma,8.18,3646,nabrangpur,tentulikhunti,jhariguma
odisha,nabarangpur,NA,tentulikhunti,kamta,17.27,3647,nabrangpur,tentulikhunti,kamta
odisha,nabarangpur,NA,tentulikhunti,kantagam,56.24,3648,nabrangpur,tentulikhunti,kantagam
odisha,nabarangpur,NA,tentulikhunti,kongra,14.51,3649,nabrangpur,tentulikhunti,kongra
odisha,nabarangpur,NA,tentulikhunti,kukudabai,36.75,3650,nabrangpur,tentulikhunti,kukudabai
odisha,nabarangpur,NA,tentulikhunti,lamtaguda,30.8,3651,nabrangpur,tentulikhunti,lamtaguda
odisha,nabarangpur,NA,tentulikhunti,manchagam,43.09,3652,nabrangpur,tentulikhunti,manchagam
odisha,nabarangpur,NA,tentulikhunti,paraja barangpadar,32.83,3653,nabrangpur,tentulikhunti,paraja barangpadar
odisha,nabarangpur,NA,tentulikhunti,patraput,74.28,3654,nabrangpur,tentulikhunti,patraput
odisha,nabarangpur,NA,tentulikhunti,pujariguda,56.6,3655,nabrangpur,tentulikhunti,pujariguda
odisha,nabarangpur,NA,tentulikhunti,tentulikhunti,71.93,3656,nabrangpur,tentulikhunti,tentulikhunti
odisha,nabarangpur,NA,umerkote,badabharandi,6.48,3657,nabrangpur,umerkote,badabharandi
odisha,nabarangpur,NA,umerkote,badakumari,13.82,3658,nabrangpur,umerkote,badakumari
odisha,nabarangpur,NA,umerkote,bahmini,18.14,3659,nabrangpur,umerkote,bhamini
odisha,nabarangpur,NA,umerkote,bakoda,61.34,3660,nabrangpur,umerkote,bakoda
odisha,nabarangpur,NA,umerkote,beheda,31.97,3661,nabrangpur,umerkote,beheda
odisha,nabarangpur,NA,umerkote,benora,37.58,3662,nabrangpur,umerkote,benora
odisha,nabarangpur,NA,umerkote,bhandariguda,32.4,3663,nabrangpur,umerkote,bhandariguda
odisha,nabarangpur,NA,umerkote,burja,1.08,3664,nabrangpur,umerkote,burja
odisha,nabarangpur,NA,umerkote,chikalpadar,23.98,3665,nabrangpur,umerkote,chikalpadar
odisha,nabarangpur,NA,umerkote,hirapur,61.13,3666,nabrangpur,umerkote,hirapur
odisha,nabarangpur,NA,umerkote,karagam,30.89,3667,nabrangpur,umerkote,karagam
odisha,nabarangpur,NA,umerkote,kopena,6.7,3668,nabrangpur,umerkote,kopena
odisha,nabarangpur,NA,umerkote,kurshi,5.62,3669,nabrangpur,umerkote,kurshi
odisha,nabarangpur,NA,umerkote,murtuma,30.67,3670,nabrangpur,umerkote,murtuma
odisha,nabarangpur,NA,umerkote,rajpur,4.1,3671,nabrangpur,umerkote,rajpur
odisha,nabarangpur,NA,umerkote,semala,31.55,3672,nabrangpur,umerkote,semala
odisha,nabarangpur,NA,umerkote,singisari,40.61,3673,nabrangpur,umerkote,singisari
odisha,nabarangpur,NA,umerkote,sunabeda,23.02,3674,nabrangpur,umerkote,sunabeda
odisha,nayagarh,NA,bhapur,bijipur,26.72,3675,nayagarh,bhapur,bijipur
odisha,nayagarh,NA,bhapur,sasana,15.83,3676,nayagarh,bhapur,sasana
odisha,nayagarh,NA,bhapur,karabara,21.98,3677,nayagarh,bhapur,karabara
odisha,nayagarh,NA,bhapur,golapakhari,24.39,3678,nayagarh,bhapur,golapakhari
odisha,nayagarh,NA,bhapur,baghuapalli,43.94,3679,nayagarh,bhapur,baghuapalli
odisha,nayagarh,NA,bhapur,bhagabanpur,15.72,3680,nayagarh,bhapur,bhagabanpur
odisha,nayagarh,NA,bhapur,kainfullia,11.22,3681,nayagarh,bhapur,kainfullia
odisha,nayagarh,NA,bhapur,baigunia,52.68,3682,nayagarh,bhapur,baigunia
odisha,nayagarh,NA,bhapur,rakama,18.48,3683,nayagarh,bhapur,rakama
odisha,nayagarh,NA,bhapur,patharachakada,24.23,3684,nayagarh,bhapur,patharachakada
odisha,nayagarh,NA,bhapur,badasahara,20.96,3685,nayagarh,bhapur,badasahara
odisha,nayagarh,NA,bhapur,chakaradharprasad,27.41,3686,nayagarh,bhapur,chakaradharprasad
odisha,nayagarh,NA,bhapur,nimani,10.83,3687,nayagarh,bhapur,nimani
odisha,nayagarh,NA,bhapur,baunsabati,25.27,3688,nayagarh,bhapur,baunsabati
odisha,nayagarh,NA,bhapur,padmabati,22.86,3689,nayagarh,bhapur,padmabati
odisha,nayagarh,NA,bhapur,bhapur,28.67,3690,nayagarh,bhapur,bhapur
odisha,nayagarh,NA,bhapur,dhanchanagada,33.3,3691,nayagarh,bhapur,dhanchanagada
odisha,nayagarh,NA,bhapur,salapada,13.54,3692,nayagarh,bhapur,salapada
odisha,nayagarh,NA,bhapur,fategarh,37,3693,nayagarh,bhapur,fategarh
odisha,nayagarh,NA,bhapur,kendupalli,12.16,3694,nayagarh,bhapur,kendupalli
odisha,nayagarh,NA,dasapalla,simlisahi,3.87,3695,nayagarh,daspalla,simlisahi
odisha,nayagarh,NA,dasapalla,kujamendhi,3.14,3696,nayagarh,daspalla,kujamendhi
odisha,nayagarh,NA,dasapalla,pokharigochha,1.32,3697,nayagarh,daspalla,pokharigochha
odisha,nayagarh,NA,dasapalla,kulurukumpa,3.59,3698,nayagarh,daspalla,kulurukumpa
odisha,nayagarh,NA,dasapalla,madhyakhanda,5.22,3699,nayagarh,daspalla,madhyakhanda
odisha,nayagarh,NA,dasapalla,nachhipur,2.63,3700,nayagarh,daspalla,nachhipur
odisha,nayagarh,NA,dasapalla,kalasakhaman,2.85,3701,nayagarh,daspalla,kalasakhaman
odisha,nayagarh,NA,dasapalla,chadeyapalli,3.53,3702,nayagarh,daspalla,chadeyapalli
odisha,nayagarh,NA,dasapalla,tumandi,1.61,3703,nayagarh,daspalla,tumandi
odisha,nayagarh,NA,dasapalla,sariganda,3.15,3704,nayagarh,daspalla,sariganda
odisha,nayagarh,NA,dasapalla,ghugudipada,4.69,3705,nayagarh,daspalla,ghugudipada
odisha,nayagarh,NA,dasapalla,nuagaon,2.6,3706,nayagarh,daspalla,nuagaon
odisha,nayagarh,NA,dasapalla,dihagaon,5.86,3707,nayagarh,daspalla,dihagaon
odisha,nayagarh,NA,dasapalla,tendabadi,5.9,3708,nayagarh,daspalla,tendabadi
odisha,nayagarh,NA,dasapalla,khamarasahi,5.79,3709,nayagarh,daspalla,khamarasahi
odisha,nayagarh,NA,dasapalla,gholahandi,3.61,3710,nayagarh,daspalla,gholahandi
odisha,nayagarh,NA,dasapalla,banigochha,1.68,3711,nayagarh,daspalla,banigochha
odisha,nayagarh,NA,dasapalla,takara,2.28,3712,nayagarh,daspalla,takara
odisha,nayagarh,NA,dasapalla,duda,1.93,3713,nayagarh,daspalla,duda
odisha,nayagarh,NA,dasapalla,bhogabadi,1.98,3714,nayagarh,daspalla,bhogabadi
odisha,nayagarh,NA,gania,gania,1.66,3715,nayagarh,gania,gania
odisha,nayagarh,NA,gania,karadapada,4.61,3716,nayagarh,gania,karadapada
odisha,nayagarh,NA,gania,chhamundia,4.85,3717,nayagarh,gania,chhamundia
odisha,nayagarh,NA,gania,adakata,5.56,3718,nayagarh,gania,adakata
odisha,nayagarh,NA,gania,rasang,4.64,3719,nayagarh,gania,rasang
odisha,nayagarh,NA,gania,belpada patna,7.37,3720,nayagarh,gania,belpada patna
odisha,nayagarh,NA,gania,kishore prasad,5.09,3721,nayagarh,gania,kishore prasad
odisha,nayagarh,NA,gania,badasilinga,5.03,3722,nayagarh,gania,badasilinga
odisha,nayagarh,NA,khandapara,gunthuni,5.14,3723,nayagarh,khandapada,gunthuni
odisha,nayagarh,NA,khandapara,ranipada,2.33,3724,nayagarh,khandapada,ranipada
odisha,nayagarh,NA,khandapara,koska,3.92,3725,nayagarh,khandapada,koska
odisha,nayagarh,NA,khandapara,salajharia,1.66,3726,nayagarh,khandapada,salajharia
odisha,nayagarh,NA,khandapara,kiajhar,10.34,3727,nayagarh,khandapada,kiajhar
odisha,nayagarh,NA,khandapara,jogiapalli,3.55,3728,nayagarh,khandapada,jogiapalli
odisha,nayagarh,NA,khandapara,bodasa,6.18,3729,nayagarh,khandapada,bodasa
odisha,nayagarh,NA,khandapara,kumbharpada,7.2,3730,nayagarh,khandapada,kumbharpada
odisha,nayagarh,NA,khandapara,benagadia,20.81,3731,nayagarh,khandapada,benagadia
odisha,nayagarh,NA,khandapara,rath. dholamara,15.18,3732,nayagarh,khandapada,rath. dholamara
odisha,nayagarh,NA,khandapara,ranichheli,5.5,3733,nayagarh,khandapada,ranichheli
odisha,nayagarh,NA,khandapara,kantilo,19.08,3734,nayagarh,khandapada,kantilo
odisha,nayagarh,NA,khandapara,sidhamula,13.29,3735,nayagarh,khandapada,sidhamula
odisha,nayagarh,NA,khandapara,sikharpur,9.61,3736,nayagarh,khandapada,sikharpur
odisha,nayagarh,NA,khandapara,khalisah,10.07,3737,nayagarh,khandapada,khalisahi
odisha,nayagarh,NA,khandapara,jagannath prasad,2.98,3738,nayagarh,khandapada,jagannath prasad
odisha,nayagarh,NA,khandapara,banamalipur,13.53,3739,nayagarh,khandapada,banamalipur
odisha,nayagarh,NA,khandapara,mardarajpur,3.1,3740,nayagarh,khandapada,mardarajpur
odisha,nayagarh,NA,khandapara,gadia sahi,9.62,3741,nayagarh,khandapada,gadia sahi
odisha,nayagarh,NA,khandapara,bada banapur,8.21,3742,nayagarh,khandapada,bada banapur
odisha,nayagarh,NA,khandapara,singhapada,6.03,3743,nayagarh,khandapada,singhapada
odisha,nayagarh,NA,nayagarh,jemadeipurpatana,0.18,3744,nayagarh,nayagarh,NA
odisha,nayagarh,NA,nayagarh,lenkudipada,0.12,3745,nayagarh,nayagarh,lenkudi pada
odisha,nayagarh,NA,nayagarh,lathipada,0.18,3746,nayagarh,nayagarh,lathipada
odisha,nayagarh,NA,nayagarh,natugaon,2.66,3747,nayagarh,nayagarh,natugaon
odisha,nayagarh,NA,nayagarh,kalikaprasad,4.05,3748,nayagarh,nayagarh,kalikaprasad
odisha,nayagarh,NA,nayagarh,champatipur,1.47,3749,nayagarh,nayagarh,champatipur
odisha,nayagarh,NA,nayagarh,nadiali,0.12,3750,nayagarh,nayagarh,nadiali
odisha,nayagarh,NA,nayagarh,kendudhipi,1.1,3751,nayagarh,nayagarh,kendudhipi
odisha,nayagarh,NA,nayagarh,sinduria,1.75,3752,nayagarh,nayagarh,sinduria
odisha,nayagarh,NA,nayagarh,ghadual,1.68,3753,nayagarh,nayagarh,ghadual
odisha,nayagarh,NA,nayagarh,khuntubandha,0.69,3754,nayagarh,nayagarh,khuntubandha
odisha,nayagarh,NA,nayagarh,laxmiprasad,1.55,3755,nayagarh,nayagarh,laxmiprasad
odisha,nayagarh,NA,nayagarh,bhatasahi,1.3,3756,nayagarh,nayagarh,bhatasahi
odisha,nayagarh,NA,nayagarh,nabaghanapur,0.62,3757,nayagarh,nayagarh,nabaghanapur
odisha,nayagarh,NA,nayagarh,biruda,0.05,3758,nayagarh,nayagarh,biruda
odisha,nayagarh,NA,nayagarh,ikiri,0.88,3759,nayagarh,nayagarh,ikiri
odisha,nayagarh,NA,nayagarh,badapandusar,4.05,3760,nayagarh,nayagarh,badapandusar
odisha,nayagarh,NA,nayagarh,kridaspur,2.25,3761,nayagarh,nayagarh,NA
odisha,nayagarh,NA,nayagarh,balugaon,2.58,3762,nayagarh,nayagarh,balugaon
odisha,nayagarh,NA,nayagarh,gadadharprasad,2.35,3763,nayagarh,nayagarh,gadadhar prasad
odisha,nayagarh,NA,nayagarh,baunsiapada,4.8,3764,nayagarh,nayagarh,baunsia pada
odisha,nayagarh,NA,nayagarh,sarankul,2.23,3765,nayagarh,nayagarh,sarankul
odisha,nayagarh,NA,nayagarh,itamati,0.56,3766,nayagarh,nayagarh,itamati
odisha,nayagarh,NA,nayagarh,notar,1.27,3767,nayagarh,nayagarh,notar
odisha,nayagarh,NA,nayagarh,gambharidihi,0.6,3768,nayagarh,nayagarh,gambharidihi
odisha,nayagarh,NA,nayagarh,saradhapur,1.98,3769,nayagarh,nayagarh,NA
odisha,nayagarh,NA,nayagarh,machhipada,0.68,3770,nayagarh,nayagarh,machhipada
odisha,nayagarh,NA,nayagarh,chandibasta,0.65,3771,nayagarh,nayagarh,chandibasta
odisha,nayagarh,NA,nayagarh,muthagadia,0.78,3772,nayagarh,nayagarh,muthagadia
odisha,nayagarh,NA,nuagaon,maichheli,3.95,3773,nayagarh,nuagaon,maichheli
odisha,nayagarh,NA,nuagaon,udaypur,3.25,3774,nayagarh,nuagaon,udaypur
odisha,nayagarh,NA,nuagaon,badagotha,3.16,3775,nayagarh,nuagaon,badagotha
odisha,nayagarh,NA,nuagaon,chahali,1.74,3776,nayagarh,nuagaon,chahali
odisha,nayagarh,NA,nuagaon,sikrida,2.07,3777,nayagarh,nuagaon,sikrida
odisha,nayagarh,NA,nuagaon,dhenkena,2.14,3778,nayagarh,nuagaon,dhenkena
odisha,nayagarh,NA,nuagaon,bahadajhola,5.4,3779,nayagarh,nuagaon,bahadajhola
odisha,nayagarh,NA,nuagaon,nuagaon,3.51,3780,nayagarh,nuagaon,nuagaon
odisha,nayagarh,NA,nuagaon,khandugaon,1.42,3781,nayagarh,nuagaon,khandugaon
odisha,nayagarh,NA,nuagaon,haripura,1.56,3782,nayagarh,nuagaon,haripura
odisha,nayagarh,NA,nuagaon,jakeda,4.14,3783,nayagarh,nuagaon,jakeda
odisha,nayagarh,NA,nuagaon,durdura,2.6,3784,nayagarh,nuagaon,durdura
odisha,nayagarh,NA,nuagaon,paradhipi,1.92,3785,nayagarh,nuagaon,paradhipi
odisha,nayagarh,NA,nuagaon,korada,3.69,3786,nayagarh,nuagaon,korada
odisha,nayagarh,NA,nuagaon,gateri,1.91,3787,nayagarh,nuagaon,gateri
odisha,nayagarh,NA,nuagaon,kaptapalli,2.6,3788,nayagarh,nuagaon,kaptapalli
odisha,nayagarh,NA,nuagaon,singarapalli,3.33,3789,nayagarh,nuagaon,singarapalli
odisha,nayagarh,NA,nuagaon,beruan bari,4.58,3790,nayagarh,nuagaon,beruan bari
odisha,nayagarh,NA,nuagaon,mahipura,3.39,3791,nayagarh,nuagaon,mahipura
odisha,nayagarh,NA,nuagaon,malisahi,3.46,3792,nayagarh,nuagaon,malisahi
odisha,nayagarh,NA,nuagaon,sorada,3.48,3793,nayagarh,nuagaon,sorada
odisha,nayagarh,NA,nuagaon,gumi,3.04,3794,nayagarh,nuagaon,gumi
odisha,nayagarh,NA,odagaon,solapata,1.64,3795,nayagarh,odagaon,solapata
odisha,nayagarh,NA,odagaon,gotisahi,8.48,3796,nayagarh,odagaon,gotisahi
odisha,nayagarh,NA,odagaon,magarbandha,6.51,3797,nayagarh,odagaon,magarabandha
odisha,nayagarh,NA,odagaon,saradhapur,4.6,3798,nayagarh,odagaon,sardhapur
odisha,nayagarh,NA,odagaon,sarankul,6.11,3799,nayagarh,odagaon,saranakul
odisha,nayagarh,NA,odagaon,hariharpur,10.69,3800,nayagarh,odagaon,hariharpur
odisha,nayagarh,NA,odagaon,sikharpur,1.06,3801,nayagarh,odagaon,sikharpur
odisha,nayagarh,NA,odagaon,angisingi,6.73,3802,nayagarh,odagaon,angisingi
odisha,nayagarh,NA,odagaon,badagorada,6.71,3803,nayagarh,odagaon,badagorada
odisha,nayagarh,NA,odagaon,dimisar,2.69,3804,nayagarh,odagaon,dimisara
odisha,nayagarh,NA,odagaon,godipada,5.4,3805,nayagarh,odagaon,godipada
odisha,nayagarh,NA,odagaon,panchumu,3.19,3806,nayagarh,odagaon,panchumu
odisha,nayagarh,NA,odagaon,kajalaipalli,1.36,3807,nayagarh,odagaon,kajalaipalli
odisha,nayagarh,NA,odagaon,barasahi,1.75,3808,nayagarh,odagaon,barasahi
odisha,nayagarh,NA,odagaon,nandighor,3.05,3809,nayagarh,odagaon,nandighora
odisha,nayagarh,NA,odagaon,goudput,5.05,3810,nayagarh,odagaon,goudaput
odisha,nayagarh,NA,odagaon,p. manpur,7.78,3811,nayagarh,odagaon,p manpur
odisha,nayagarh,NA,odagaon,godipalli,6.62,3812,nayagarh,odagaon,godipalli
odisha,nayagarh,NA,odagaon,banthapur,6.86,3813,nayagarh,odagaon,banthapur
odisha,nayagarh,NA,odagaon,rangani patna,4.47,3814,nayagarh,odagaon,ranganipatna
odisha,nayagarh,NA,odagaon,pantikhari,3.64,3815,nayagarh,odagaon,pantikhari
odisha,nayagarh,NA,odagaon,korapitha,1.16,3816,nayagarh,odagaon,korapitha
odisha,nayagarh,NA,odagaon,sakeri,7.02,3817,nayagarh,odagaon,sakeri
odisha,nayagarh,NA,odagaon,rabigadia,11.7,3818,nayagarh,odagaon,rabigadia
odisha,nayagarh,NA,odagaon,panderipada,4.62,3819,nayagarh,odagaon,panderipada
odisha,nayagarh,NA,odagaon,kurala,10.1,3820,nayagarh,odagaon,kurala
odisha,nayagarh,NA,odagaon,komanda,8.12,3821,nayagarh,odagaon,komanda
odisha,nayagarh,NA,odagaon,rohibanka,5.85,3822,nayagarh,odagaon,rohibanka
odisha,nayagarh,NA,odagaon,giridipalli,4.53,3823,nayagarh,odagaon,giridipali
odisha,nayagarh,NA,odagaon,sunamuhin,10.44,3824,nayagarh,odagaon,sunamuhin
odisha,nayagarh,NA,odagaon,rabera,2.4,3825,nayagarh,odagaon,rabera
odisha,nayagarh,NA,odagaon,arada,2.19,3826,nayagarh,odagaon,arada
odisha,nayagarh,NA,odagaon,golagaon,1.31,3827,nayagarh,odagaon,golagaon
odisha,nayagarh,NA,odagaon,haridabandha,1.69,3828,nayagarh,odagaon,haridabandh
odisha,nayagarh,NA,odagaon,bhaliadihi,3.67,3829,nayagarh,odagaon,bhaliadihi
odisha,nayagarh,NA,odagaon,bhadikila,6.92,3830,nayagarh,odagaon,bhadikila
odisha,nayagarh,NA,ranapur,patia,7.32,3831,nayagarh,ranpur,patia
odisha,nayagarh,NA,ranapur,lodhachua,3.18,3832,nayagarh,ranpur,lodhachua
odisha,nayagarh,NA,ranapur,brundabana pur,6,3833,nayagarh,ranpur,brundabana pur
odisha,nayagarh,NA,ranapur,rankadeuli,4.17,3834,nayagarh,ranpur,rankadeuli
odisha,nayagarh,NA,ranapur,brajarajpur,4.52,3835,nayagarh,ranpur,brajarajpur
odisha,nayagarh,NA,ranapur,darpanarayan pur,7.37,3836,nayagarh,ranpur,darpanarayan pur
odisha,nayagarh,NA,ranapur,pimpal,7.34,3837,nayagarh,ranpur,pimpal
odisha,nayagarh,NA,ranapur,raj-jankia,7.06,3838,nayagarh,ranpur,raj-jankia
odisha,nayagarh,NA,ranapur,gourangpur,3.49,3839,nayagarh,ranpur,gourangpur
odisha,nayagarh,NA,ranapur,surukabadi,8.4,3840,nayagarh,ranpur,surukabadi
odisha,nayagarh,NA,ranapur,raj-sunakhala,21.77,3841,nayagarh,ranpur,raj-sunakhala
odisha,nayagarh,NA,ranapur,kerendatangi,12.79,3842,nayagarh,ranpur,kerendatangi
odisha,nayagarh,NA,ranapur,talakani,3.43,3843,nayagarh,ranpur,talakani
odisha,nayagarh,NA,ranapur,bandhamunda,4.12,3844,nayagarh,ranpur,bandhamunda
odisha,nayagarh,NA,ranapur,khairpalli,3.58,3845,nayagarh,ranpur,khairpalli
odisha,nayagarh,NA,ranapur,raipada,4.51,3846,nayagarh,ranpur,raipada
odisha,nayagarh,NA,ranapur,khatia,7.3,3847,nayagarh,ranpur,khatia
odisha,nayagarh,NA,ranapur,balabhadrapur,11.06,3848,nayagarh,ranpur,balabhadrapur
odisha,nayagarh,NA,ranapur,majhiakhanda,12.83,3849,nayagarh,ranpur,majhiakhanda
odisha,nayagarh,NA,ranapur,narasinghpur,3.78,3850,nayagarh,ranpur,narasinghpur
odisha,nayagarh,NA,ranapur,kulasar,3.76,3851,nayagarh,ranpur,kulasar
odisha,nayagarh,NA,ranapur,chandpur,2.37,3852,nayagarh,ranpur,chandpur
odisha,nayagarh,NA,ranapur,mahatpala,11.19,3853,nayagarh,ranpur,mahatpala
odisha,nayagarh,NA,ranapur,kandapada,4.46,3854,nayagarh,ranpur,kandapada
odisha,nayagarh,NA,ranapur,champapedi,7.93,3855,nayagarh,ranpur,champapedi
odisha,nayagarh,NA,ranapur,mayurjhalia,7.68,3856,nayagarh,ranpur,mayurjhalia
odisha,nayagarh,NA,ranapur,gopalpur,24.1,3857,nayagarh,ranpur,gopalpur
odisha,nayagarh,NA,ranapur,champagarh,5.59,3858,nayagarh,ranpur,champagarh
odisha,nayagarh,NA,ranapur,damasahi,4.09,3859,nayagarh,ranpur,damasahi
odisha,nayagarh,NA,ranapur,kandha nayagarh,7.32,3860,nayagarh,ranpur,kandha nayagarh
odisha,nayagarh,NA,ranapur,narendrapur,5.29,3861,nayagarh,ranpur,narendrapur
odisha,nayagarh,NA,ranapur,kasanda,7.53,3862,nayagarh,ranpur,kasanda
odisha,nayagarh,NA,ranapur,baunsagarh,0.07,3863,nayagarh,ranpur,baunsagarh
odisha,nayagarh,NA,ranapur,bajrakote,4.1,3864,nayagarh,ranpur,bajrakote
odisha,nayagarh,NA,ranapur,garhbanikilo,1.12,3865,nayagarh,ranpur,NA
odisha,nayagarh,NA,ranapur,hansara,0.94,3866,nayagarh,ranpur,hansara
odisha,nayagarh,NA,ranapur,jhadapada,0.72,3867,nayagarh,ranpur,jhadapada
odisha,nuapada,NA,boden,babebir,10.58,3868,nuapara,boden,babebir
odisha,nuapada,NA,boden,bhainsadani,11.28,3869,nuapara,boden,bhainsadani
odisha,nuapada,NA,boden,boden,14.3,3870,nuapara,boden,boden
