s_state,s_district,Urban Local Bodies (Municipality/Munipal Corparation/Nac,s_block,s_gp,Total_IGNDPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,nayagarh,NA,nayagarh,chandibasta,0.44,3495,nayagarh,nayagarh,chandibasta
odisha,nayagarh,NA,nayagarh,muthagadia,0.83,3496,nayagarh,nayagarh,muthagadia
odisha,nayagarh,NA,nuagaon,maichheli,1.73,3497,nayagarh,nuagaon,maichheli
odisha,nayagarh,NA,nuagaon,udaypur,0.64,3498,nayagarh,nuagaon,udaypur
odisha,nayagarh,NA,nuagaon,badagotha,1.98,3499,nayagarh,nuagaon,badagotha
odisha,nayagarh,NA,nuagaon,chahali,0.64,3500,nayagarh,nuagaon,chahali
odisha,nayagarh,NA,nuagaon,sikrida,0.82,3501,nayagarh,nuagaon,sikrida
odisha,nayagarh,NA,nuagaon,dhenkena,1.72,3502,nayagarh,nuagaon,dhenkena
odisha,nayagarh,NA,nuagaon,bahadajhola,1.44,3503,nayagarh,nuagaon,bahadajhola
odisha,nayagarh,NA,nuagaon,nuagaon,1.27,3504,nayagarh,nuagaon,nuagaon
odisha,nayagarh,NA,nuagaon,khandugaon,1.55,3505,nayagarh,nuagaon,khandugaon
odisha,nayagarh,NA,nuagaon,haripura,0.64,3506,nayagarh,nuagaon,haripura
odisha,nayagarh,NA,nuagaon,jakeda,0.18,3507,nayagarh,nuagaon,jakeda
odisha,nayagarh,NA,nuagaon,durdura,1.71,3508,nayagarh,nuagaon,durdura
odisha,nayagarh,NA,nuagaon,paradhipi,0.82,3509,nayagarh,nuagaon,paradhipi
odisha,nayagarh,NA,nuagaon,korada,0.89,3510,nayagarh,nuagaon,korada
odisha,nayagarh,NA,nuagaon,gateri,0.86,3511,nayagarh,nuagaon,gateri
odisha,nayagarh,NA,nuagaon,singarapalli,1.6,3512,nayagarh,nuagaon,singarapalli
odisha,nayagarh,NA,nuagaon,beruan bari,1.28,3513,nayagarh,nuagaon,beruan bari
odisha,nayagarh,NA,nuagaon,mahipura,1.55,3514,nayagarh,nuagaon,mahipura
odisha,nayagarh,NA,nuagaon,malisahi,2,3515,nayagarh,nuagaon,malisahi
odisha,nayagarh,NA,nuagaon,sorada,1.8,3516,nayagarh,nuagaon,sorada
odisha,nayagarh,NA,nuagaon,gumi,0.55,3517,nayagarh,nuagaon,gumi
odisha,nayagarh,NA,odagaon,solapata,0.54,3518,nayagarh,odagaon,solapata
odisha,nayagarh,NA,odagaon,gotisahi,1.4,3519,nayagarh,odagaon,gotisahi
odisha,nayagarh,NA,odagaon,magarbandha,3.86,3520,nayagarh,odagaon,magarabandha
odisha,nayagarh,NA,odagaon,saradhapur,2.95,3521,nayagarh,odagaon,sardhapur
odisha,nayagarh,NA,odagaon,sarankul,0.36,3522,nayagarh,odagaon,saranakul
odisha,nayagarh,NA,odagaon,hariharpur,0.81,3523,nayagarh,odagaon,hariharpur
odisha,nayagarh,NA,odagaon,sikharpur,8.89,3524,nayagarh,odagaon,sikharpur
odisha,nayagarh,NA,odagaon,angisingi,1.72,3525,nayagarh,odagaon,angisingi
odisha,nayagarh,NA,odagaon,badagorada,3.21,3526,nayagarh,odagaon,badagorada
odisha,nayagarh,NA,odagaon,dimisar,5.26,3527,nayagarh,odagaon,dimisara
odisha,nayagarh,NA,odagaon,godipada,1.53,3528,nayagarh,odagaon,godipada
odisha,nayagarh,NA,odagaon,panchumu,0.75,3529,nayagarh,odagaon,panchumu
odisha,nayagarh,NA,odagaon,kajalaipalli,1.28,3530,nayagarh,odagaon,kajalaipalli
odisha,nayagarh,NA,odagaon,barasahi,0.82,3531,nayagarh,odagaon,barasahi
odisha,nayagarh,NA,odagaon,nandighor,1.15,3532,nayagarh,odagaon,nandighora
odisha,nayagarh,NA,odagaon,goudput,2.08,3533,nayagarh,odagaon,goudaput
odisha,nayagarh,NA,odagaon,p. manpur,3.16,3534,nayagarh,odagaon,p manpur
odisha,nayagarh,NA,odagaon,godipalli,4.36,3535,nayagarh,odagaon,godipalli
odisha,nayagarh,NA,odagaon,banthapur,1.91,3536,nayagarh,odagaon,banthapur
odisha,nayagarh,NA,odagaon,rangani patna,1.92,3537,nayagarh,odagaon,ranganipatna
odisha,nayagarh,NA,odagaon,pantikhari,2.46,3538,nayagarh,odagaon,pantikhari
odisha,nayagarh,NA,odagaon,korapitha,1.11,3539,nayagarh,odagaon,korapitha
odisha,nayagarh,NA,odagaon,sakeri,3.99,3540,nayagarh,odagaon,sakeri
odisha,nayagarh,NA,odagaon,rabigadia,0.94,3541,nayagarh,odagaon,rabigadia
odisha,nayagarh,NA,odagaon,panderipada,3.35,3542,nayagarh,odagaon,panderipada
odisha,nayagarh,NA,odagaon,kurala,6.55,3543,nayagarh,odagaon,kurala
odisha,nayagarh,NA,odagaon,komanda,0.64,3544,nayagarh,odagaon,komanda
odisha,nayagarh,NA,odagaon,rohibanka,0.74,3545,nayagarh,odagaon,rohibanka
odisha,nayagarh,NA,odagaon,giridipalli,1.66,3546,nayagarh,odagaon,giridipali
odisha,nayagarh,NA,odagaon,sunamuhin,0.48,3547,nayagarh,odagaon,sunamuhin
odisha,nayagarh,NA,odagaon,rabera,0.31,3548,nayagarh,odagaon,rabera
odisha,nayagarh,NA,odagaon,arada,0.95,3549,nayagarh,odagaon,arada
odisha,nayagarh,NA,odagaon,golagaon,0.86,3550,nayagarh,odagaon,golagaon
odisha,nayagarh,NA,odagaon,haridabandha,0.88,3551,nayagarh,odagaon,haridabandh
odisha,nayagarh,NA,odagaon,bhaliadihi,1.67,3552,nayagarh,odagaon,bhaliadihi
odisha,nayagarh,NA,odagaon,bhadikila,3.32,3553,nayagarh,odagaon,bhadikila
odisha,nayagarh,NA,ranapur,patia,1.1,3554,nayagarh,ranpur,patia
odisha,nayagarh,NA,ranapur,lodhachua,9.88,3555,nayagarh,ranpur,lodhachua
odisha,nayagarh,NA,ranapur,brundabana pur,15.67,3556,nayagarh,ranpur,brundabana pur
odisha,nayagarh,NA,ranapur,rankadeuli,3.49,3557,nayagarh,ranpur,rankadeuli
odisha,nayagarh,NA,ranapur,brajarajpur,0.9,3558,nayagarh,ranpur,brajarajpur
odisha,nayagarh,NA,ranapur,darpanarayan pur,7.19,3559,nayagarh,ranpur,darpanarayan pur
odisha,nayagarh,NA,ranapur,pimpal,4.52,3560,nayagarh,ranpur,pimpal
odisha,nayagarh,NA,ranapur,raj-jankia,4.23,3561,nayagarh,ranpur,raj-jankia
odisha,nayagarh,NA,ranapur,gourangpur,5.71,3562,nayagarh,ranpur,gourangpur
odisha,nayagarh,NA,ranapur,surukabadi,7.86,3563,nayagarh,ranpur,surukabadi
odisha,nayagarh,NA,ranapur,raj-sunakhala,10.91,3564,nayagarh,ranpur,raj-sunakhala
odisha,nayagarh,NA,ranapur,kerendatangi,14.44,3565,nayagarh,ranpur,kerendatangi
odisha,nayagarh,NA,ranapur,talakani,2.91,3566,nayagarh,ranpur,talakani
odisha,nayagarh,NA,ranapur,bandhamunda,3.65,3567,nayagarh,ranpur,bandhamunda
odisha,nayagarh,NA,ranapur,khairpalli,2.32,3568,nayagarh,ranpur,khairpalli
odisha,nayagarh,NA,ranapur,raipada,3.49,3569,nayagarh,ranpur,raipada
odisha,nayagarh,NA,ranapur,khatia,10.63,3570,nayagarh,ranpur,khatia
odisha,nayagarh,NA,ranapur,balabhadrapur,16.78,3571,nayagarh,ranpur,balabhadrapur
odisha,nayagarh,NA,ranapur,majhiakhanda,4.98,3572,nayagarh,ranpur,majhiakhanda
odisha,nayagarh,NA,ranapur,narasinghpur,7.27,3573,nayagarh,ranpur,narasinghpur
odisha,nayagarh,NA,ranapur,kulasar,2.73,3574,nayagarh,ranpur,kulasar
odisha,nayagarh,NA,ranapur,chandpur,1.85,3575,nayagarh,ranpur,chandpur
odisha,nayagarh,NA,ranapur,mahatpala,9.23,3576,nayagarh,ranpur,mahatpala
odisha,nayagarh,NA,ranapur,kandapada,8.32,3577,nayagarh,ranpur,kandapada
odisha,nayagarh,NA,ranapur,champapedi,3.98,3578,nayagarh,ranpur,champapedi
odisha,nayagarh,NA,ranapur,mayurjhalia,4.71,3579,nayagarh,ranpur,mayurjhalia
odisha,nayagarh,NA,ranapur,gopalpur,21.95,3580,nayagarh,ranpur,gopalpur
odisha,nayagarh,NA,ranapur,champagarh,2.36,3581,nayagarh,ranpur,champagarh
odisha,nayagarh,NA,ranapur,damasahi,4.65,3582,nayagarh,ranpur,damasahi
odisha,nayagarh,NA,ranapur,kandha nayagarh,3.71,3583,nayagarh,ranpur,kandha nayagarh
odisha,nayagarh,NA,ranapur,narendrapur,1.16,3584,nayagarh,ranpur,narendrapur
odisha,nayagarh,NA,ranapur,kasanda,8.47,3585,nayagarh,ranpur,kasanda
odisha,nayagarh,NA,ranapur,baunsagarh,0.34,3586,nayagarh,ranpur,baunsagarh
odisha,nayagarh,NA,ranapur,bajrakote,4.31,3587,nayagarh,ranpur,bajrakote
odisha,nayagarh,NA,ranapur,garhbanikilo,2.02,3588,nayagarh,ranpur,NA
odisha,nayagarh,NA,ranapur,hansara,2.62,3589,nayagarh,ranpur,hansara
odisha,nayagarh,NA,ranapur,jhadapada,2.23,3590,nayagarh,ranpur,jhadapada
odisha,nuapada,NA,boden,babebir,1.97,3591,nuapara,boden,babebir
odisha,nuapada,NA,boden,bhainsadani,1.17,3592,nuapara,boden,bhainsadani
odisha,nuapada,NA,boden,boden,2.44,3593,nuapara,boden,boden
odisha,nuapada,NA,boden,boirgaon,1.94,3594,nuapara,boden,boirgaon
odisha,nuapada,NA,boden,damjhar,1.49,3595,nuapara,boden,damjhar
odisha,nuapada,NA,boden,farsara,2.51,3596,nuapara,boden,farsara
odisha,nuapada,NA,boden,karangamal,1.28,3597,nuapara,boden,karangamal
odisha,nuapada,NA,boden,karlakote,1.83,3598,nuapara,boden,karlakote
odisha,nuapada,NA,boden,khaira,1.56,3599,nuapara,boden,khaira
odisha,nuapada,NA,boden,larka,1.62,3600,nuapara,boden,larka
odisha,nuapada,NA,boden,litisargi,1.42,3601,nuapara,boden,litisargi
odisha,nuapada,NA,boden,nagpada,2.02,3602,nuapara,boden,nagpada
odisha,nuapada,NA,boden,rokal,1.57,3603,nuapara,boden,rokal
odisha,nuapada,NA,boden,sunapur,1.77,3604,nuapara,boden,sunapur
odisha,nuapada,NA,boden,palsada,1.13,3605,nuapara,boden,palsada
odisha,nuapada,NA,khariar,areda,2,3606,nuapara,khariar,areda
odisha,nuapada,NA,khariar,badi,0.7,3607,nuapara,khariar,badi
odisha,nuapada,NA,khariar,bargaon,1.34,3608,nuapara,khariar,bargaon
odisha,nuapada,NA,khariar,bhojpur,2.12,3609,nuapara,khariar,bhojpur
odisha,nuapada,NA,khariar,bhuliasikuan,2.38,3610,nuapara,khariar,bhuliasikuan
odisha,nuapada,NA,khariar,birighat,0.49,3611,nuapara,khariar,birighat
odisha,nuapada,NA,khariar,chindaguda,0.92,3612,nuapara,khariar,chindaguda
odisha,nuapada,NA,khariar,dabri,0.34,3613,nuapara,khariar,dabri
odisha,nuapada,NA,khariar,duajhar,1.68,3614,nuapara,khariar,duajhar
odisha,nuapada,NA,khariar,khasbahal,0.55,3615,nuapara,khariar,khasbahal
odisha,nuapada,NA,khariar,khudpej,1.05,3616,nuapara,khariar,khudpej
odisha,nuapada,NA,khariar,kirikita,0.5,3617,nuapara,khariar,kirikita
odisha,nuapada,NA,khariar,lanji,1.08,3618,nuapara,khariar,lanji
odisha,nuapada,NA,khariar,nehena,0.53,3619,nuapara,khariar,nehena
odisha,nuapada,NA,khariar,ranimunda,0.76,3620,nuapara,khariar,ranimunda
odisha,nuapada,NA,khariar,sanmaheswar,0.32,3621,nuapara,khariar,sanmaheswar
odisha,nuapada,NA,khariar,saradhapur,1.03,3622,nuapara,khariar,saradhapur
odisha,nuapada,NA,khariar,tukla,1.5,3623,nuapara,khariar,tukla
odisha,nuapada,NA,khariar,baddohel,1.05,3624,nuapara,khariar,baddohel
odisha,nuapada,NA,khariar,chanabeda,1.2,3625,nuapara,khariar,chanabeda
odisha,nuapada,NA,khariar,dohelpada,0.7,3626,nuapara,khariar,dohelpada
odisha,nuapada,NA,khariar,gadramunda,0.25,3627,nuapara,khariar,gardamunda
odisha,nuapada,NA,khariar,kendupati,0.43,3628,nuapara,khariar,kendupati
odisha,nuapada,NA,khariar,mandosil,1.58,3629,nuapara,khariar,mandosil
odisha,nuapada,NA,khariar,risgaon,0.17,3630,nuapara,khariar,risigaon
odisha,nuapada,NA,khariar,sunarisikuan,0.07,3631,nuapara,khariar,sunarisikuan
odisha,nuapada,NA,komna,agren,2.2,3632,nuapara,komna,agren
odisha,nuapada,NA,komna,bhela,2.89,3633,nuapara,komna,bhela
odisha,nuapada,NA,komna,budhikomna,1.91,3634,nuapara,komna,budhikomna
odisha,nuapada,NA,komna,darlipada,1.22,3635,nuapara,komna,darlipada
odisha,nuapada,NA,komna,gandamer,0.55,3636,nuapara,komna,gandamer
odisha,nuapada,NA,komna,jadamunda,1.8,3637,nuapara,komna,jadamunda
odisha,nuapada,NA,komna,jatgarh,0.46,3638,nuapara,komna,jatgarh
odisha,nuapada,NA,komna,jhagrahi,0.91,3639,nuapara,komna,jhagrahi
odisha,nuapada,NA,komna,kandetara,2.02,3640,nuapara,komna,kandetara
odisha,nuapada,NA,komna,komna,0.18,3641,nuapara,komna,komna
odisha,nuapada,NA,komna,konabira,3.96,3642,nuapara,komna,konabira
odisha,nuapada,NA,komna,kureswar,0.55,3643,nuapara,komna,kureswar
odisha,nuapada,NA,komna,kurumpuri,1.79,3644,nuapara,komna,kurumpuri
odisha,nuapada,NA,komna,lakhna,0.64,3645,nuapara,komna,lakhna
odisha,nuapada,NA,komna,michhapali,0.46,3646,nuapara,komna,michhapali
odisha,nuapada,NA,komna,mundapala,0.18,3647,nuapara,komna,mundapala
odisha,nuapada,NA,komna,nuagaon,2.52,3648,nuapara,komna,nuagaon
odisha,nuapada,NA,komna,pendrawan,1.18,3649,nuapara,komna,pendrawan
odisha,nuapada,NA,komna,rajana,0.36,3650,nuapara,komna,rajana
odisha,nuapada,NA,komna,samarsing,0.18,3651,nuapara,komna,samarsing
odisha,nuapada,NA,komna,sialati,0.82,3652,nuapara,komna,sialati
odisha,nuapada,NA,komna,silva,0.55,3653,nuapara,komna,silva
odisha,nuapada,NA,komna,sunabeda,0.46,3654,nuapara,komna,sunabeda
odisha,nuapada,NA,komna,tarbod,0.36,3655,nuapara,komna,tarbod
odisha,nuapada,NA,komna,thikpali,0.73,3656,nuapara,komna,thikpali
odisha,nuapada,NA,komna,tikrapada,0.43,3657,nuapara,komna,tikrapada
odisha,nuapada,NA,komna,deodarha,0.72,3658,nuapara,komna,NA
odisha,nuapada,NA,komna,dhorlamunda,0.27,3659,nuapara,komna,dhorlamunda
odisha,nuapada,NA,komna,palsipani,1.66,3660,nuapara,komna,palsipani
odisha,nuapada,NA,komna,poinr,0.18,3661,nuapara,komna,poinr
odisha,nuapada,NA,komna,maniguda,1.5,3662,nuapara,komna,maniguda
odisha,nuapada,NA,nuapada,amanara,8.61,3663,nuapara,nuapada,amanara
odisha,nuapada,NA,nuapada,amsena,7.36,3664,nuapara,nuapada,amsena
odisha,nuapada,NA,nuapada,beltukri,4.63,3665,nuapara,nuapada,beltukri
odisha,nuapada,NA,nuapada,bhaleswar,7.98,3666,nuapara,nuapada,bhaleswar
odisha,nuapada,NA,nuapada,biromal,2.5,3667,nuapara,nuapada,biromal
odisha,nuapada,NA,nuapada,bisora,4.38,3668,nuapara,nuapada,bisora
odisha,nuapada,NA,nuapada,boirbhadi,3.3,3669,nuapara,nuapada,boirbhadi
odisha,nuapada,NA,nuapada,budhipali,8.95,3670,nuapara,nuapada,budhipali
odisha,nuapada,NA,nuapada,chulabhat,9.79,3671,nuapara,nuapada,chulabhat
odisha,nuapada,NA,nuapada,darlimunda,7.01,3672,nuapara,nuapada,darlimunda
odisha,nuapada,NA,nuapada,dharambandha,5.48,3673,nuapara,nuapada,dharambandha
odisha,nuapada,NA,nuapada,dumarpani,4.08,3674,nuapara,nuapada,dumarpani
odisha,nuapada,NA,nuapada,godfula,5.39,3675,nuapara,nuapada,godfula
odisha,nuapada,NA,nuapada,jampani,4.68,3676,nuapara,nuapada,jampani
odisha,nuapada,NA,nuapada,kendubahara,3.23,3677,nuapara,nuapada,kendubahara
odisha,nuapada,NA,nuapada,kermeli,4.41,3678,nuapara,nuapada,kermeli
odisha,nuapada,NA,nuapada,khutbanbhera,5.19,3679,nuapara,nuapada,khutbanbhera
odisha,nuapada,NA,nuapada,kodomeri,2.93,3680,nuapara,nuapada,kodomeri
odisha,nuapada,NA,nuapada,kotenchuan,6.38,3681,nuapara,nuapada,kotenchuan
odisha,nuapada,NA,nuapada,kuliabandha,20.62,3682,nuapara,nuapada,kuliabandha
odisha,nuapada,NA,nuapada,motanuapada,4.28,3683,nuapara,nuapada,motanuapada
odisha,nuapada,NA,nuapada,parkod,5.45,3684,nuapara,nuapada,parkod
odisha,nuapada,NA,nuapada,sahipala,8.6,3685,nuapara,nuapada,sahipala
odisha,nuapada,NA,nuapada,sarabong,6.03,3686,nuapara,nuapada,sarabong
odisha,nuapada,NA,nuapada,tanwat,7.33,3687,nuapara,nuapada,tanwat
odisha,nuapada,NA,nuapada,bhanpur,2.98,3688,nuapara,nuapada,bhanpur
odisha,nuapada,NA,nuapada,kadomeri,0.83,3689,nuapara,nuapada,kadomeri
odisha,nuapada,NA,nuapada,bhainsatal,0.87,3690,nuapara,nuapada,bhainsatal
odisha,nuapada,NA,nuapada,khairani,3.99,3691,nuapara,nuapada,khairani
odisha,nuapada,NA,sinapali,bargaon,1,3692,nuapara,sinapalli,bargaon
odisha,nuapada,NA,sinapali,bharuamunda,0.69,3693,nuapara,sinapalli,bharuamunda
odisha,nuapada,NA,sinapali,chatiaguda,0.41,3694,nuapara,sinapalli,chatiaguda
odisha,nuapada,NA,sinapali,gandabahali,0.41,3695,nuapara,sinapalli,gandabahali
odisha,nuapada,NA,sinapali,ghantiguda,0.82,3696,nuapara,sinapalli,ghantiguda
odisha,nuapada,NA,sinapali,ghatamal,0.55,3697,nuapara,sinapalli,ghatamal
odisha,nuapada,NA,sinapali,godal,0.76,3698,nuapara,sinapalli,godal
odisha,nuapada,NA,sinapali,gorla,0.57,3699,nuapara,sinapalli,gorla
odisha,nuapada,NA,sinapali,hatibandha,0.9,3700,nuapara,sinapalli,hatibandha
odisha,nuapada,NA,sinapali,jharbandh,1.04,3701,nuapara,sinapalli,jharbandh
odisha,nuapada,NA,sinapali,karanbahali,2.53,3702,nuapara,sinapalli,karanbahali
odisha,nuapada,NA,sinapali,kendumunda,1.45,3703,nuapara,sinapalli,kendumunda
odisha,nuapada,NA,sinapali,khairpadar,0.38,3704,nuapara,sinapalli,khairpadar
odisha,nuapada,NA,sinapali,kusumjore,0.57,3705,nuapara,sinapalli,kusumjore
odisha,nuapada,NA,sinapali,litiguda,0.5,3706,nuapara,sinapalli,litiguda
odisha,nuapada,NA,sinapali,makhapadar,0.78,3707,nuapara,sinapalli,makhapadar
odisha,nuapada,NA,sinapali,nangalbod,0.67,3708,nuapara,sinapalli,nangalbod
odisha,nuapada,NA,sinapali,niljee,1.27,3709,nuapara,sinapalli,niljee
odisha,nuapada,NA,sinapali,nuapada,0.42,3710,nuapara,sinapalli,nuapada
odisha,nuapada,NA,sinapali,sinapali,0.52,3711,nuapara,sinapalli,sinapali
odisha,nuapada,NA,sinapali,singjhar,1.32,3712,nuapara,sinapalli,singjhar
odisha,nuapada,NA,sinapali,timanpur,0.92,3713,nuapara,sinapalli,timanpur
odisha,nuapada,NA,sinapali,kharsel,0.99,3714,nuapara,sinapalli,kharsel
odisha,nuapada,NA,sinapali,ranimunda,0.03,3715,nuapara,sinapalli,ranimunda
odisha,puri,NA,brahmagiri,bentapur,2.07,3716,puri,brahmagiri,bentapur
odisha,puri,NA,brahmagiri,goruala,0.29,3717,puri,brahmagiri,goruala
odisha,puri,NA,brahmagiri,ambapada,0.05,3718,puri,brahmagiri,ambapada
odisha,puri,NA,brahmagiri,rahada mala,2.27,3719,puri,brahmagiri,rahada mala
odisha,puri,NA,brahmagiri,talamala,0.42,3720,puri,brahmagiri,talamala
odisha,puri,NA,brahmagiri,raybidhara,0.24,3721,puri,brahmagiri,raybidhara
odisha,puri,NA,brahmagiri,manapada,5.83,3722,puri,brahmagiri,manapada
odisha,puri,NA,brahmagiri,brahmania,0.22,3723,puri,brahmagiri,brahmania
odisha,puri,NA,brahmagiri,dharani kudi,0.05,3724,puri,brahmagiri,dharani kudi
odisha,puri,NA,brahmagiri,badabenakudi,3.93,3725,puri,brahmagiri,badabenakudi
odisha,puri,NA,brahmagiri,kandagoda,0.12,3726,puri,brahmagiri,kandagoda
odisha,puri,NA,brahmagiri,gadarodanga,0.51,3727,puri,brahmagiri,gadarodanga
odisha,puri,NA,brahmagiri,dimirisena,0.34,3728,puri,brahmagiri,dimirisena
odisha,puri,NA,brahmagiri,rebana nuagaon,4.88,3729,puri,brahmagiri,rebana nuagaon
odisha,puri,NA,brahmagiri,bramhagiri,9.04,3730,puri,brahmagiri,bramhagiri
odisha,puri,NA,brahmagiri,kusubenti,3.13,3731,puri,brahmagiri,kusubenti
odisha,puri,NA,brahmagiri,kahalapada,0.38,3732,puri,brahmagiri,kahalapada
odisha,puri,NA,brahmagiri,kapileswar pur,2.14,3733,puri,brahmagiri,kapileswar pur
odisha,puri,NA,brahmagiri,chapamanik,0.5,3734,puri,brahmagiri,chapamanika
odisha,puri,NA,brahmagiri,niajpur,1.05,3735,puri,brahmagiri,niajapur
odisha,puri,NA,brahmagiri,balikerapachhipala,2.02,3736,puri,brahmagiri,balikerapachhipala
odisha,puri,NA,brahmagiri,ghatakudi,3.86,3737,puri,brahmagiri,ghatakudi
odisha,puri,NA,brahmagiri,kadajit,0.57,3738,puri,brahmagiri,kadajit
odisha,puri,NA,brahmagiri,palanka,1.18,3739,puri,brahmagiri,palanka
odisha,puri,NA,delanga,kalyan pur,1.26,3740,puri,delanga,kalyan pur
odisha,puri,NA,delanga,gudiputa matiapada,0.25,3741,puri,delanga,gudiputa matiapada
odisha,puri,NA,delanga,sripurusottampur,1.53,3742,puri,delanga,sripurusottampur
odisha,puri,NA,delanga,muninda,2.11,3743,puri,delanga,muninda
odisha,puri,NA,delanga,sauria,3.14,3744,puri,delanga,sauria
odisha,puri,NA,delanga,sujanpur,0.94,3745,puri,delanga,sujanpur
odisha,puri,NA,delanga,rengala,1.97,3746,puri,delanga,rengala
odisha,puri,NA,delanga,singhbramhapur,0.63,3747,puri,delanga,singhbramhapur
odisha,puri,NA,delanga,arishal,2.18,3748,puri,delanga,arishal
odisha,puri,NA,delanga,delang kothabara,2.56,3749,puri,delanga,delang kothabara
odisha,puri,NA,delanga,jenapur,2.14,3750,puri,delanga,jenapur
odisha,puri,NA,delanga,harirajpur,1.18,3751,puri,delanga,harirajpur
odisha,puri,NA,delanga,beraboi,1.97,3752,puri,delanga,beraboi
odisha,puri,NA,delanga,chainpur,3.09,3753,puri,delanga,chainpur
odisha,puri,NA,delanga,gualipara,1,3754,puri,delanga,gualipara
odisha,puri,NA,delanga,dhanakera,4.58,3755,puri,delanga,dhanakera
odisha,puri,NA,delanga,abhayamukhi,4.03,3756,puri,delanga,abhayamukhi
odisha,puri,NA,delanga,gadamotari,3.15,3757,puri,delanga,gadamotari
odisha,puri,NA,delanga,khelaur,0.55,3758,puri,delanga,khelaur
odisha,puri,NA,delanga,rencha,1.18,3759,puri,delanga,rench
odisha,puri,NA,delanga,ghanipur,4.78,3760,puri,delanga,ghanipur
odisha,puri,NA,gop,bania sahi,6.12,3761,puri,gop,baniasahi
odisha,puri,NA,gop,kuanpada,3.43,3762,puri,gop,kuanpada
odisha,puri,NA,gop,chhaitana,1.27,3763,puri,gop,chhaitana
odisha,puri,NA,gop,rahangagorada,8.32,3764,puri,gop,rahangagorada
odisha,puri,NA,gop,dhumala,2.1,3765,puri,gop,dhumala
odisha,puri,NA,gop,nuakholmara,0.52,3766,puri,gop,nuakholamara
odisha,puri,NA,gop,badagaon,2.49,3767,puri,gop,badagaon
odisha,puri,NA,gop,bantaligrama,2.46,3768,puri,gop,bantaligram
odisha,puri,NA,gop,ganeswarpur,7.21,3769,puri,gop,ganeswarpur
odisha,puri,NA,gop,bedapur,7.76,3770,puri,gop,bedapur
odisha,puri,NA,gop,destali,2.21,3771,puri,gop,desthali
odisha,puri,NA,gop,andaraichhapur,4.87,3772,puri,gop,andaraichhapur
odisha,puri,NA,gop,mahalpada,2.11,3773,puri,gop,mahalapada
odisha,puri,NA,gop,erabanga,4.72,3774,puri,gop,erabanga
odisha,puri,NA,gop,payara,1.74,3775,puri,gop,payara
odisha,puri,NA,gop,banakhandi,3.95,3776,puri,gop,banakhandi
odisha,puri,NA,gop,biratunga,3.3,3777,puri,gop,biratunga
odisha,puri,NA,gop,gop,4.89,3778,puri,gop,gop
odisha,puri,NA,gop,nagapur,5.32,3779,puri,gop,nagapur
odisha,puri,NA,gop,jangalabori,1.84,3780,puri,gop,jangalbori
odisha,puri,NA,gop,tarakora,4.1,3781,puri,gop,tarakora
odisha,puri,NA,gop,simili,1.97,3782,puri,gop,simili
odisha,puri,NA,gop,sutana,1.53,3783,puri,gop,sutana
odisha,puri,NA,gop,baulanga,4.36,3784,puri,gop,baulanga
odisha,puri,NA,gop,badatara,1.65,3785,puri,gop,badatara
odisha,puri,NA,gop,gadabhingura,1.11,3786,puri,gop,gadabhingura
odisha,puri,NA,gop,itibhuan,1.55,3787,puri,gop,itibhuan
odisha,puri,NA,gop,achyutapur,1.05,3788,puri,gop,achyutapur
odisha,puri,NA,gop,sorobha,0.5,3789,puri,gop,sorobha
odisha,puri,NA,gop,davar,4.65,3790,puri,gop,davara
odisha,puri,NA,gop,ishanpur,0.75,3791,puri,gop,ishanpur
odisha,puri,NA,kakat pur,nashikeswar,4.75,3792,puri,kakatpur,nashikeswar
odisha,puri,NA,kakat pur,kadua nuagaon,3.85,3793,puri,kakatpur,kadua nuagaon
odisha,puri,NA,kakat pur,kakatpur,2.42,3794,puri,kakatpur,kakatpur
odisha,puri,NA,kakat pur,katakana,6.15,3795,puri,kakatpur,katakana
odisha,puri,NA,kakat pur,jaleswar para,2.37,3796,puri,kakatpur,jaleswar para
odisha,puri,NA,kakat pur,suhagpur,4.12,3797,puri,kakatpur,suhagpur
odisha,puri,NA,kakat pur,lata haran,2.53,3798,puri,kakatpur,lata haran
odisha,puri,NA,kakat pur,banguri gaon,12.1,3799,puri,kakatpur,banguri gaon
odisha,puri,NA,kakat pur,abadan,4.44,3800,puri,kakatpur,abadan
odisha,puri,NA,kakat pur,kundhei,3.59,3801,puri,kakatpur,kundhei
odisha,puri,NA,kakat pur,patasundar pur,2.98,3802,puri,kakatpur,patasundar pur
odisha,puri,NA,kakat pur,kantapara,10.56,3803,puri,kakatpur,kantapara
odisha,puri,NA,kakat pur,othaka,3.08,3804,puri,kakatpur,othaka
odisha,puri,NA,kakat pur,kurujanga,2.1,3805,puri,kakatpur,kurujanga
odisha,puri,NA,kakat pur,suhanpur,0.88,3806,puri,kakatpur,suhanpur
odisha,puri,NA,kakat pur,bhandaghar,3.34,3807,puri,kakatpur,bhandaghar
odisha,puri,NA,kanas,dokanda,5.34,3808,puri,kanas,dokanda
odisha,puri,NA,kanas,gopinathpur,1.25,3809,puri,kanas,gopinathpur
odisha,puri,NA,kanas,gadasahi,3.47,3810,puri,kanas,gadasahi
odisha,puri,NA,kanas,kadua,2.3,3811,puri,kanas,kadua
odisha,puri,NA,kanas,gadasanaputa,5.99,3812,puri,kanas,gadasanaputa
