s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,nabrangpur,papadahandi,18,patri,-3.52,140.89,89.75,54.02,0.45,0,144.22,-3.32,0.97,3051,nabrangpur,papadahandi,patri
odisha,nabrangpur,papadahandi,19,pondikote .,-0.22,97.08,52.57,44.19,0.54,0,97.3,-0.22,1.01,3052,nabrangpur,papadahandi,pondikote .
odisha,nabrangpur,papadahandi,20,sanabarli,-3.32,36.24,24.92,14.4,0.18,0,39.51,-3.27,0.15,3053,nabrangpur,papadahandi,sanabarli
odisha,nabrangpur,papadahandi,21,semala,0.65,28.63,26.33,1.61,0,0,27.95,0.68,0.44,3054,nabrangpur,papadahandi,semala
odisha,nabrangpur,papadahandi,22,sirisi,-3.69,33.71,25.84,11.37,0.13,0,37.34,-3.62,0.27,3055,nabrangpur,papadahandi,sirisi
odisha,nabrangpur,papadahandi,23,tumberlla,-8.97,93.85,58.46,43.78,0.4,0,102.64,-8.79,1.1,3056,nabrangpur,papadahandi,tumberlla
odisha,nabrangpur,raighar,1,bobei,2.8,47.64,27.15,18.54,0,0,45.68,1.96,0.63,3057,nabrangpur,raighar,bobei
odisha,nabrangpur,raighar,2,chhelidangari,-2.25,70.56,65.99,7.71,0.16,0,73.86,-3.29,2.47,3058,nabrangpur,raighar,chhelidangari
odisha,nabrangpur,raighar,3,debagam,-3.51,48.65,38.97,13.21,0,0,52.19,-3.53,3.05,3059,nabrangpur,raighar,debagam
odisha,nabrangpur,raighar,4,ganjapara,-0.19,62.5,41.58,21.03,0.1,0,62.72,-0.21,0.61,3060,nabrangpur,raighar,ganjapara
odisha,nabrangpur,raighar,5,gona,-0.73,35.5,34.76,1.87,0.02,0,36.65,-1.15,0.37,3061,nabrangpur,raighar,gona
odisha,nabrangpur,raighar,6,haladi,-3.59,37.33,40.9,0,0,0,40.9,-3.57,0.43,3062,nabrangpur,raighar,haladi
odisha,nabrangpur,raighar,7,hatabharandi,0.44,32.98,30.11,2.34,0.03,0,32.48,0.5,2.99,3063,nabrangpur,raighar,hatabharandi
odisha,nabrangpur,raighar,8,hatigam,0,38.19,23.34,28.58,0.23,0,52.15,-13.96,1.12,3064,nabrangpur,raighar,hatigam
odisha,nabrangpur,raighar,9,jalangapara,-1.98,48.81,49.57,1.87,0.02,0,51.46,-2.65,2.1,3065,nabrangpur,raighar,jalangapara
odisha,nabrangpur,raighar,10,jodenga,-5.09,34.58,35.18,5.27,0.1,0,40.56,-5.98,0.6,3066,nabrangpur,raighar,jodenga
odisha,nabrangpur,raighar,11,kacharapara,-2.35,76.15,46.11,31.86,0.53,0,78.5,-2.35,0.61,3067,nabrangpur,raighar,kacharapara
odisha,nabrangpur,raighar,12,kacharapara-iii,0,31.8,19,14.45,0.2,0,33.65,-1.85,0.7,3068,nabrangpur,raighar,kacharapara-iii
odisha,nabrangpur,raighar,13,kaudola,3.75,47.73,44.51,0,0,0,44.51,3.22,2.44,3069,nabrangpur,raighar,kaudola
odisha,nabrangpur,raighar,14,khuduk,-12.78,18.07,29.93,1.44,0.02,0,31.39,-13.31,3.2,3070,nabrangpur,raighar,khuduk
odisha,nabrangpur,raighar,15,kosakonga,-0.76,32.65,28.81,4.44,0.04,0,33.29,-0.65,0.65,3071,nabrangpur,raighar,kosakonga
odisha,nabrangpur,raighar,16,kumuli,-1.87,53.02,48.41,6.5,0.04,0,54.95,-1.92,0.35,3072,nabrangpur,raighar,kumuli
odisha,nabrangpur,raighar,17,kundei,0.27,33.79,24.69,8.92,0.02,0,33.62,0.17,2.2,3073,nabrangpur,raighar,kundei
odisha,nabrangpur,raighar,18,kurabeda,-2.89,82.46,59.73,25.64,0,0,85.37,-2.91,0.82,3074,nabrangpur,raighar,kurabeda
odisha,nabrangpur,raighar,19,mahond,4.25,35.1,28.13,2.72,0.02,0,30.86,4.23,0.97,3075,nabrangpur,raighar,mahond
odisha,nabrangpur,raighar,20,mundibeda,1.19,109.24,70.51,37.59,0.06,0,108.16,1.08,1.73,3076,nabrangpur,raighar,mundibeda
odisha,nabrangpur,raighar,21,naktisimda,2.39,27.8,25.2,0.11,0.01,0,25.32,2.48,4.17,3077,nabrangpur,raighar,naktisimda
odisha,nabrangpur,raighar,22,parchipara,-0.19,35.26,29.14,6.16,0,0,35.3,-0.04,2.19,3078,nabrangpur,raighar,parchipara
odisha,nabrangpur,raighar,23,parua,-0.65,44.9,40.92,4.75,0.07,0,45.74,-0.83,0.37,3079,nabrangpur,raighar,parua
odisha,nabrangpur,raighar,24,raighar,3.9,52.41,31.54,16.56,0.28,0,48.38,4.03,0.23,3080,nabrangpur,raighar,raighar
odisha,nabrangpur,raighar,25,timanpur,1.11,142.34,105.4,40.53,0,0,145.94,-3.6,1.02,3081,nabrangpur,raighar,timanpur
odisha,nabrangpur,raighar,26,turudihi,-0.74,29.19,22.74,8.89,0.11,0,31.74,-2.56,0.88,3082,nabrangpur,raighar,turudihi
odisha,nabrangpur,tentulikhunti,1,amalabhatta,-0.56,38.07,31.3,7.32,0.03,0,38.66,-0.59,1.24,3083,nabrangpur,tentulikhunti,amalabhatta
odisha,nabrangpur,tentulikhunti,2,anchalaguma,-6.15,45.01,40.11,11.03,0,0,51.14,-6.12,2.88,3084,nabrangpur,tentulikhunti,anchalaguma
odisha,nabrangpur,tentulikhunti,3,digi,0.51,34.14,29.75,3.47,0,0,33.22,0.92,0.95,3085,nabrangpur,tentulikhunti,digi
odisha,nabrangpur,tentulikhunti,4,goudadeopalli,-0.44,19.47,16.22,3.69,0,0,19.92,-0.45,0.37,3086,nabrangpur,tentulikhunti,goudadeopalli
odisha,nabrangpur,tentulikhunti,5,jhariguma,0.63,36.21,33.41,2.09,0,0,35.5,0.71,0.34,3087,nabrangpur,tentulikhunti,jhariguma
odisha,nabrangpur,tentulikhunti,6,kamta,-0.44,31.02,24.01,7.45,0,0,31.47,-0.45,0.44,3088,nabrangpur,tentulikhunti,kamta
odisha,nabrangpur,tentulikhunti,7,kantagam,-1.71,52.4,51.63,2.58,0,0,54.22,-1.82,1.11,3089,nabrangpur,tentulikhunti,kantagam
odisha,nabrangpur,tentulikhunti,8,kongra,-5.65,72.64,66.02,12.35,0,0,78.38,-5.74,0.48,3090,nabrangpur,tentulikhunti,kongra
odisha,nabrangpur,tentulikhunti,9,kukudabai,0.7,17.48,16.59,0.19,0,0,16.78,0.7,0.82,3091,nabrangpur,tentulikhunti,kukudabai
odisha,nabrangpur,tentulikhunti,10,lamtaguda,4.49,58.34,41.39,12.46,0,0,53.84,4.5,0.92,3092,nabrangpur,tentulikhunti,lamtaguda
odisha,nabrangpur,tentulikhunti,11,manchagam,-2.09,28.02,25.6,4.52,0,0,30.12,-2.1,1.12,3093,nabrangpur,tentulikhunti,manchagam
odisha,nabrangpur,tentulikhunti,12,paraja barangpadar,-0.11,44.59,32.42,12.29,0,0,44.71,-0.12,0.36,3094,nabrangpur,tentulikhunti,paraja barangpadar
odisha,nabrangpur,tentulikhunti,13,patraput,-4.22,26.1,30.29,0,0,0,30.29,-4.18,0.82,3095,nabrangpur,tentulikhunti,patraput
odisha,nabrangpur,tentulikhunti,14,pujariguda,-0.21,35.52,33.71,2.49,0,0,36.21,-0.69,1.63,3096,nabrangpur,tentulikhunti,pujariguda
odisha,nabrangpur,tentulikhunti,15,tentulikhunti,-0.26,31.12,29.52,1.9,0,0,31.41,-0.29,1.78,3097,nabrangpur,tentulikhunti,tentulikhunti
odisha,nabrangpur,umerkote,1,anchla,0,79.16,38.93,38.79,1.5,0,79.22,-0.06,1.83,3098,nabrangpur,umerkote,anchla
odisha,nabrangpur,umerkote,2,badabharandi,2.48,64.45,49.77,11.22,1.05,0,62.04,2.41,2.14,3099,nabrangpur,umerkote,badabharandi
odisha,nabrangpur,umerkote,3,badakumari,2.49,112.8,76.13,33.92,0,0,110.05,2.75,0.81,3100,nabrangpur,umerkote,badakumari
odisha,nabrangpur,umerkote,4,bakoda,0.54,135.18,107.08,27.25,0,0,134.34,0.85,1.12,3101,nabrangpur,umerkote,bakoda
odisha,nabrangpur,umerkote,5,beheda,-0.37,66.27,55.83,10.93,0,0,66.77,-0.5,1.01,3102,nabrangpur,umerkote,beheda
odisha,nabrangpur,umerkote,6,benora,-0.2,64.62,54.1,10.21,0,0,64.31,0.31,0.24,3103,nabrangpur,umerkote,benora
odisha,nabrangpur,umerkote,7,bhamini,0.13,136.67,84.82,56.06,0,0,140.88,-4.21,1.11,3104,nabrangpur,umerkote,bhamini
odisha,nabrangpur,umerkote,8,bhandariguda,1.84,162.07,86.64,70.73,2.95,0,160.32,1.75,1.66,3105,nabrangpur,umerkote,bhandariguda
odisha,nabrangpur,umerkote,9,burja,-0.49,37.24,34.44,3.09,0,0,37.53,-0.29,0.38,3106,nabrangpur,umerkote,burja
odisha,nabrangpur,umerkote,10,chikalpadar,4.52,113.29,63.08,45.65,0,0,108.73,4.56,1.99,3107,nabrangpur,umerkote,chikalpadar
odisha,nabrangpur,umerkote,11,hirapur,-0.43,69.67,52.11,17.82,0,0,69.93,-0.25,0.7,3108,nabrangpur,umerkote,hirapur
odisha,nabrangpur,umerkote,12,jamronda,0,41.58,25.71,15.89,0,0,41.6,-0.01,0.46,3109,nabrangpur,umerkote,jamronda
odisha,nabrangpur,umerkote,13,karagam,-1.64,38.77,39.49,0.05,0,0,39.54,-0.77,1.11,3110,nabrangpur,umerkote,karagam
odisha,nabrangpur,umerkote,14,khanda,-0.63,64.7,50.15,15.13,0.09,0,65.38,-0.68,2.01,3111,nabrangpur,umerkote,khanda
odisha,nabrangpur,umerkote,15,kopena,0.39,31.98,30.46,1.15,0,0,31.61,0.37,1.22,3112,nabrangpur,umerkote,kopena
odisha,nabrangpur,umerkote,16,kurshi,0.7,54.41,32.98,20.72,0,0,53.71,0.7,0.1,3113,nabrangpur,umerkote,kurshi
odisha,nabrangpur,umerkote,17,mundiguda,0,29.95,24.13,5.53,0.02,0,29.67,0.27,0.79,3114,nabrangpur,umerkote,mundiguda
odisha,nabrangpur,umerkote,18,murtuma,-4.66,38.62,41.4,1.89,0,0,43.28,-4.66,1,3115,nabrangpur,umerkote,murtuma
odisha,nabrangpur,umerkote,19,neura,-0.07,65.67,52.15,13.76,0,0,65.92,-0.24,0.07,3116,nabrangpur,umerkote,neura
odisha,nabrangpur,umerkote,20,rajpur,1.5,50.72,40.8,8.6,0,0,49.4,1.32,1.94,3117,nabrangpur,umerkote,rajpur
odisha,nabrangpur,umerkote,21,semala,-0.55,42.67,21.83,20.46,0.23,0,42.52,0.14,2.31,3118,nabrangpur,umerkote,semala
odisha,nabrangpur,umerkote,22,singisari,-5.16,46.96,27.26,24.86,0,0,52.12,-5.16,0.24,3119,nabrangpur,umerkote,singisari
odisha,nabrangpur,umerkote,23,sukhigam,0,20.08,19.8,0.29,0,0,20.09,-0.01,2.28,3120,nabrangpur,umerkote,sukhigam
odisha,nabrangpur,umerkote,24,sunabeda,0.22,55.32,31.44,23.16,0.35,0,54.95,0.37,1.22,3121,nabrangpur,umerkote,sunabeda
odisha,nabrangpur,umerkote,25,tohara,0,116.8,87.22,29.77,0,0,116.99,-0.19,1.11,3122,nabrangpur,umerkote,tohara
odisha,nabrangpur,umerkote,26,torenga,0,58.53,44.23,14.22,0.56,0,59.02,-0.49,1.55,3123,nabrangpur,umerkote,torenga
odisha,nuapara,boden,1,babebir,-4.91,29.6,33.52,0.97,0,0,34.49,-4.89,0.26,3124,nuapara,boden,babebir
odisha,nuapara,boden,2,bhainsadani,-1.12,61.94,62.99,0,0,0,63,-1.06,10.82,3125,nuapara,boden,bhainsadani
odisha,nuapara,boden,3,boden,-2.07,28.51,30.58,0,0,0,30.58,-2.07,1.23,3126,nuapara,boden,boden
odisha,nuapara,boden,4,boirgaon,-4.99,53.96,47.39,11.55,0,0,58.94,-4.98,0.86,3127,nuapara,boden,boirgaon
odisha,nuapara,boden,5,damjhar,-3.24,10.88,12.96,1.16,0,0,14.12,-3.24,1.36,3128,nuapara,boden,damjhar
odisha,nuapara,boden,6,farsara,-1.45,18.69,19.63,0.47,0,0,20.1,-1.41,3.05,3129,nuapara,boden,farsara
odisha,nuapara,boden,7,karangamal,-0.04,31.17,27.2,4.01,0,0,31.21,-0.04,1.63,3130,nuapara,boden,karangamal
odisha,nuapara,boden,8,karlakote,-4.68,49.18,53.59,0.24,0,0,53.83,-4.65,1,3131,nuapara,boden,karlakote
odisha,nuapara,boden,9,khaira,5.25,96.24,85.02,5.97,0,0,90.99,5.25,0.58,3132,nuapara,boden,khaira
odisha,nuapara,boden,10,larka,-6.76,54.53,57.97,3.18,0,0,61.14,-6.61,0.47,3133,nuapara,boden,larka
odisha,nuapara,boden,11,litisargi,-2.86,48.63,49.91,1.58,0,0,51.49,-2.86,2.67,3134,nuapara,boden,litisargi
odisha,nuapara,boden,12,nagpada,-1.56,11.61,13.49,0,0,0,13.49,-1.88,4.21,3135,nuapara,boden,nagpada
odisha,nuapara,boden,13,palsada,0,11.77,11.77,0,0,0,11.77,0,0.73,3136,nuapara,boden,palsada
odisha,nuapara,boden,14,rokal,-1.63,31.28,32.77,0,0,0,32.77,-1.49,0.43,3137,nuapara,boden,rokal
odisha,nuapara,boden,15,sunapur,-1.68,40.84,40.16,2.41,0,0,42.57,-1.72,0.95,3138,nuapara,boden,sunapur
odisha,nuapara,khariar,1,areda,-0.03,42.15,41.27,0.91,0,0,42.18,-0.03,0.3,3139,nuapara,khariar,areda
odisha,nuapara,khariar,2,baddohel,0,22.62,22.64,0,0,0,22.64,-0.01,0.28,3140,nuapara,khariar,baddohel
odisha,nuapara,khariar,3,badi,-4.54,8.09,12.62,0,0,0,12.62,-4.54,3.75,3141,nuapara,khariar,badi
odisha,nuapara,khariar,4,bargaon,-1.22,20.98,20.55,1.65,0,0,22.2,-1.22,0.15,3142,nuapara,khariar,bargaon
odisha,nuapara,khariar,5,bhojpur,-0.14,20.8,20.93,0,0,0,20.93,-0.13,0.42,3143,nuapara,khariar,bhojpur
odisha,nuapara,khariar,6,bhuliasikuan,-0.04,21.31,20.66,0.89,0,0,21.55,-0.24,0.04,3144,nuapara,khariar,bhuliasikuan
odisha,nuapara,khariar,7,birighat,-4.88,42.9,47.39,0.35,0,0,47.75,-4.86,0.58,3145,nuapara,khariar,birighat
odisha,nuapara,khariar,8,chanabeda,0,38.76,38.76,0,0,0,38.76,0,0.2,3146,nuapara,khariar,chanabeda
odisha,nuapara,khariar,9,chindaguda,-0.33,21.89,22.13,0.09,0,0,22.23,-0.33,0.03,3147,nuapara,khariar,chindaguda
odisha,nuapara,khariar,10,dabri,-0.08,32.65,31.89,0.84,0,0,32.73,-0.08,0.19,3148,nuapara,khariar,dabri
odisha,nuapara,khariar,11,dohelpada,0,14.46,14.47,0,0,0,14.47,-0.01,0.08,3149,nuapara,khariar,dohelpada
odisha,nuapara,khariar,12,duajhar,-0.05,25.31,25.37,0,0,0,25.36,-0.05,0.43,3150,nuapara,khariar,duajhar
odisha,nuapara,khariar,13,gardamunda,0,10.95,10.95,0,0,0,10.95,0,0.13,3151,nuapara,khariar,gardamunda
odisha,nuapara,khariar,14,kendupati,0,17.43,17.46,0,0,0,17.46,-0.03,0.18,3152,nuapara,khariar,kendupati
odisha,nuapara,khariar,15,khasbahal,-1.08,22.71,23.44,0.34,0,0,23.78,-1.07,0.19,3153,nuapara,khariar,khasbahal
odisha,nuapara,khariar,16,khudpej,-0.05,19.13,19.07,0.11,0,0,19.18,-0.05,0.32,3154,nuapara,khariar,khudpej
odisha,nuapara,khariar,17,kirikita,-0.2,23.19,22.92,0.46,0,0,23.38,-0.2,0.38,3155,nuapara,khariar,kirikita
odisha,nuapara,khariar,18,lanji,-1.23,32.13,31.67,1.68,0,0,33.35,-1.22,0.15,3156,nuapara,khariar,lanji
odisha,nuapara,khariar,19,mandosil,0,41.75,33.66,8.1,0,0,41.75,0,0.39,3157,nuapara,khariar,mandosil
odisha,nuapara,khariar,20,nehena,-0.28,24.54,24.82,0,0,0,24.82,-0.28,0.27,3158,nuapara,khariar,nehena
odisha,nuapara,khariar,21,ranimunda,-3.31,26.25,29.56,0,0,0,29.56,-3.31,0.39,3159,nuapara,khariar,ranimunda
odisha,nuapara,khariar,22,risigaon,0,12.54,12.57,0,0,0,12.57,-0.03,0.28,3160,nuapara,khariar,risigaon
odisha,nuapara,khariar,23,sanmaheswar,-0.19,24.69,21.5,3.36,0,0,24.87,-0.18,0.63,3161,nuapara,khariar,sanmaheswar
odisha,nuapara,khariar,24,saradhapur,-0.02,30.87,30.89,0,0,0,30.89,-0.02,0.33,3162,nuapara,khariar,saradhapur
odisha,nuapara,khariar,25,sunarisikuan,0,6.38,6.38,0,0,0,6.38,0,0.12,3163,nuapara,khariar,sunarisikuan
odisha,nuapara,khariar,26,tukla,-0.11,25.45,25.24,0.29,0,0,25.53,-0.07,0.4,3164,nuapara,khariar,tukla
odisha,nuapara,komna,1,agren,-0.23,32.85,30.48,2.96,0,0,33.44,-0.6,0.02,3165,nuapara,komna,agren
odisha,nuapara,komna,2,bhela,-0.13,17.24,19.23,0,0,0,19.23,-2,0.76,3166,nuapara,komna,bhela
odisha,nuapara,komna,3,budhikomna,0,29.86,21.47,8.4,0,0,29.87,-0.01,2.62,3167,nuapara,komna,budhikomna
odisha,nuapara,komna,4,darlipada,3.83,47.51,43.72,0,0,0,43.72,3.79,0.79,3168,nuapara,komna,darlipada
odisha,nuapara,komna,5,deodhara,0,31.09,31.09,0,0,0,31.09,0,0.17,3169,nuapara,komna,deodhara
odisha,nuapara,komna,6,dhorlamunda,0,34.69,35.2,0,0,0,35.2,-0.51,0.49,3170,nuapara,komna,dhorlamunda
odisha,nuapara,komna,7,gandamer,-2.09,41.46,41.72,2.89,0,0,44.61,-3.15,1.39,3171,nuapara,komna,gandamer
odisha,nuapara,komna,8,jadamunda,-0.49,25.36,26.48,0,0,0,26.48,-1.12,0.07,3172,nuapara,komna,jadamunda
odisha,nuapara,komna,9,jatgarh,-0.07,50.07,46.37,3.51,0.48,0,50.37,-0.3,0.15,3173,nuapara,komna,jatgarh
odisha,nuapara,komna,10,jhagrahi,-8.09,25.42,27.85,5.93,0,0,33.78,-8.36,0.93,3174,nuapara,komna,jhagrahi
odisha,nuapara,komna,11,kandetara,0.56,50.19,47.06,2.32,0,0,49.39,0.8,1.5,3175,nuapara,komna,kandetara
odisha,nuapara,komna,12,komna,2.16,22.39,15.71,3.92,0.6,0,20.23,2.16,0.11,3176,nuapara,komna,komna
odisha,nuapara,komna,13,konabira,0.25,25.98,25.95,0,0,0,25.95,0.03,0.53,3177,nuapara,komna,konabira
odisha,nuapara,komna,14,kureswar,-15.81,0.78,14.75,1.85,0,0,16.59,-15.81,0.2,3178,nuapara,komna,kureswar
odisha,nuapara,komna,15,kurumpuri,-0.64,48.4,49.05,0,0,0,49.05,-0.64,1.81,3179,nuapara,komna,kurumpuri
odisha,nuapara,komna,16,lakhna,-0.23,37.12,36.2,0.99,0.17,0,37.36,-0.23,0.44,3180,nuapara,komna,lakhna
odisha,nuapara,komna,17,maniguda,0,12.07,11.96,0.11,0,0,12.07,0,0.45,3181,nuapara,komna,maniguda
odisha,nuapara,komna,18,michhapali,-1.63,25.13,26.9,0.47,0,0,27.37,-2.24,0.2,3182,nuapara,komna,michhapali
odisha,nuapara,komna,19,mundapala,-5.19,30.94,37.48,0,0,0,37.48,-6.55,0.16,3183,nuapara,komna,mundapala
odisha,nuapara,komna,20,nuagaon,-1.15,32.13,33.93,0,0,0,33.93,-1.8,0.2,3184,nuapara,komna,nuagaon
odisha,nuapara,komna,21,palsipani,0,41.91,41.14,1.17,0,0,42.31,-0.4,0.19,3185,nuapara,komna,palsipani
odisha,nuapara,komna,22,pendrawan,-0.38,36.57,37.15,0,0,0,37.15,-0.58,0.35,3186,nuapara,komna,pendrawan
odisha,nuapara,komna,23,poinr,0,15.71,14.82,0.85,0.04,0,15.71,0,0.23,3187,nuapara,komna,poinr
odisha,nuapara,komna,24,rajana,2.41,32.85,29.76,0.67,0,0,30.43,2.42,0.51,3188,nuapara,komna,rajana
odisha,nuapara,komna,25,samarsing,0.2,27.63,27.43,0,0,0,27.43,0.2,2.67,3189,nuapara,komna,samarsing
odisha,nuapara,komna,26,sialati,-0.77,40.91,42.95,0,0,0,42.95,-2.04,0.6,3190,nuapara,komna,sialati
odisha,nuapara,komna,27,silva,-11.54,42.48,54.1,0,0,0,54.1,-11.62,2.36,3191,nuapara,komna,silva
odisha,nuapara,komna,28,soseng,2.91,16.03,11.68,1.54,0.06,0,13.28,2.75,0.3,3192,nuapara,komna,soseng
odisha,nuapara,komna,29,sunabeda,1.37,14.23,12.86,0,0,0,12.86,1.37,0.03,3193,nuapara,komna,sunabeda
odisha,nuapara,komna,30,tarbod,-0.02,27.39,26.92,0.46,0,0,27.38,0,0.12,3194,nuapara,komna,tarbod
odisha,nuapara,komna,31,thikpali,-0.12,51.81,46.11,7.45,0,0,53.56,-1.75,0.33,3195,nuapara,komna,thikpali
odisha,nuapara,komna,32,tikrapada,-1.18,23.65,20.14,4.49,0.23,0,24.86,-1.2,0.25,3196,nuapara,komna,tikrapada
odisha,nuapara,nuapada,1,amanara,7.6,74.68,64.84,1.62,0.29,0,66.75,7.92,0.95,3197,nuapara,nuapada,amanara
odisha,nuapara,nuapada,2,amsena,-1.21,29.49,38.36,1.34,0.18,0,39.88,-10.39,0.55,3198,nuapara,nuapada,amsena
odisha,nuapara,nuapada,3,beltukri,-1.46,46.58,45.92,2.12,0,0,48.04,-1.46,0.68,3199,nuapara,nuapada,beltukri
odisha,nuapara,nuapada,4,bhainsatal,0,43.54,41.53,1.98,0.13,0,43.64,-0.1,2.63,3200,nuapara,nuapada,bhainsatal
odisha,nuapara,nuapada,5,bhaleswar,8.47,21.86,13.47,0.06,0,0,13.53,8.33,1.08,3201,nuapara,nuapada,bhaleswar
odisha,nuapara,nuapada,6,bhanpur,0,25.63,23.15,10.74,1.05,0,34.94,-9.3,1.91,3202,nuapara,nuapada,bhanpur
odisha,nuapara,nuapada,7,bharuamunda,-0.54,39.79,30.02,10.14,1.09,0,41.24,-1.46,0.43,3203,nuapara,nuapada,bharuamunda
odisha,nuapara,nuapada,8,biromal,4.02,25.78,21.76,0,0,0,21.76,4.02,1.21,3204,nuapara,nuapada,biromal
odisha,nuapara,nuapada,9,bisora,8.56,51,37.94,4.5,0,0,42.44,8.56,1.28,3205,nuapara,nuapada,bisora
odisha,nuapara,nuapada,10,boirbhadi,1.07,41.85,40.64,0.14,0,0,40.78,1.07,0.1,3206,nuapara,nuapada,boirbhadi
odisha,nuapara,nuapada,11,budhipali,-0.5,32.15,30.23,2.4,0.1,0,32.73,-0.57,2.55,3207,nuapara,nuapada,budhipali
odisha,nuapara,nuapada,12,chulabhat,0.69,76.31,64.77,8.45,1.08,0,74.3,2.01,0.79,3208,nuapara,nuapada,chulabhat
odisha,nuapara,nuapada,13,darlimunda,1.06,39.51,38.88,0.08,0,0,38.96,0.55,0.03,3209,nuapara,nuapada,darlimunda
odisha,nuapara,nuapada,14,dharambandha,0.93,45.46,39.87,4.72,0,0,44.59,0.87,0.3,3210,nuapara,nuapada,dharambandha
odisha,nuapara,nuapada,15,dumarpani,0.83,15.69,14.79,0,0,0,14.79,0.9,0.12,3211,nuapara,nuapada,dumarpani
odisha,nuapara,nuapada,16,godfula,0.2,38.77,37.69,0.85,0.02,0,38.57,0.21,0.05,3212,nuapara,nuapada,godfula
odisha,nuapara,nuapada,17,jampani,1.66,34.36,28.92,3.47,0.31,0,32.7,1.66,0.05,3213,nuapara,nuapada,jampani
odisha,nuapara,nuapada,18,kadomeri,0,29.98,29.16,0.86,0,0,30.02,-0.04,0.13,3214,nuapara,nuapada,kadomeri
odisha,nuapara,nuapada,19,kendubahara,-0.1,57.69,49.52,7.58,0.78,0,57.88,-0.19,0.33,3215,nuapara,nuapada,kendubahara
odisha,nuapara,nuapada,20,kermeli,0.58,9.67,9.31,0,0,0,9.31,0.37,0,3216,nuapara,nuapada,kermeli
odisha,nuapara,nuapada,21,khairani,0,16.72,18.5,8.74,0.92,0,28.16,-11.45,0.05,3217,nuapara,nuapada,khairani
odisha,nuapara,nuapada,22,khutbanbhera,0.56,44.31,42.38,1.22,0.16,0,43.76,0.55,0.75,3218,nuapara,nuapada,khutbanbhera
odisha,nuapara,nuapada,23,kodomeri,-0.23,26.12,27.4,0.19,0,0,27.59,-1.47,0.13,3219,nuapara,nuapada,kodomeri
odisha,nuapara,nuapada,24,kotenchuan,-0.35,43.52,43.6,0.16,0,0,43.77,-0.24,1.04,3220,nuapara,nuapada,kotenchuan
odisha,nuapara,nuapada,25,kuliabandha,0.96,47.69,43.26,2.91,0.35,0,46.52,1.17,0.2,3221,nuapara,nuapada,kuliabandha
odisha,nuapara,nuapada,26,motanuapada,2.15,82.81,71.64,7.69,0.59,0,79.92,2.89,0.98,3222,nuapara,nuapada,motanuapada
odisha,nuapara,nuapada,27,parkod,6.8,37.03,28.08,1.28,0.17,0,29.53,7.5,3.29,3223,nuapara,nuapada,parkod
odisha,nuapara,nuapada,28,sahipala,4.84,26.41,21.56,0,0,0,21.56,4.84,0.63,3224,nuapara,nuapada,sahipala
odisha,nuapara,nuapada,29,saliha,-0.27,28.88,24.8,3.7,0,0,28.5,0.38,1.57,3225,nuapara,nuapada,saliha
odisha,nuapara,nuapada,30,sarabong,6.76,27.43,16.26,3.88,0,0,20.14,7.3,0.58,3226,nuapara,nuapada,sarabong
odisha,nuapara,nuapada,31,tanwat,-0.58,49.32,49.68,0.2,0.02,0,49.9,-0.58,0.4,3227,nuapara,nuapada,tanwat
odisha,nuapara,sinapalli,1,bargaon,-0.85,53.82,53.91,0.76,0,0,54.67,-0.85,1.6,3228,nuapara,sinapalli,bargaon
odisha,nuapara,sinapalli,2,bharuamunda,-3.57,110.14,97.85,24.52,0.11,0,122.48,-12.34,1,3229,nuapara,sinapalli,bharuamunda
odisha,nuapara,sinapalli,3,chatiaguda,-1.77,23.02,20.91,3.88,0,0,24.79,-1.77,0.29,3230,nuapara,sinapalli,chatiaguda
odisha,nuapara,sinapalli,4,gandabahali,-2.17,24.5,24.05,2.58,0.04,0,26.66,-2.17,4.05,3231,nuapara,sinapalli,gandabahali
odisha,nuapara,sinapalli,5,ghantiguda,-0.15,98.06,71.86,26.52,0.21,0,98.58,-0.52,1.28,3232,nuapara,sinapalli,ghantiguda
odisha,nuapara,sinapalli,6,ghatamal,-0.88,102.91,82.4,21.44,0,0,103.84,-0.92,1.06,3233,nuapara,sinapalli,ghatamal
odisha,nuapara,sinapalli,7,ghuchaguda,0,12.03,11.55,0.48,0,0,12.03,0,0.6,3234,nuapara,sinapalli,ghuchaguda
odisha,nuapara,sinapalli,8,godal,0.04,80.26,77.91,2.35,0,0,80.26,0,0.88,3235,nuapara,sinapalli,godal
odisha,nuapara,sinapalli,9,gorla,-0.08,99.3,93.44,5.98,0,0,99.42,-0.12,1.04,3236,nuapara,sinapalli,gorla
odisha,nuapara,sinapalli,10,hatibandha,-0.41,109.04,83.88,25.93,0.32,0,110.13,-1.09,0.87,3237,nuapara,sinapalli,hatibandha
odisha,nuapara,sinapalli,11,jharbandh,-3.41,25.22,29.67,0,0,0,29.67,-4.44,6.01,3238,nuapara,sinapalli,jharbandh
