s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,nuapara,sinapalli,12,kaintpadar,0,30.15,25.04,5.11,0,0,30.15,0,0.33,3239,nuapara,sinapalli,kaintpadar
odisha,nuapara,sinapalli,13,karanbahali,-1.69,16.69,18.07,0.09,0,0,18.17,-1.48,0.94,3240,nuapara,sinapalli,karanbahali
odisha,nuapara,sinapalli,14,kendumunda,-4.39,72.41,75.21,1.6,0.01,0,76.82,-4.41,2.4,3241,nuapara,sinapalli,kendumunda
odisha,nuapara,sinapalli,15,khairpadar,-0.81,27.03,24.33,3.61,0,0,27.95,-0.92,1.75,3242,nuapara,sinapalli,khairpadar
odisha,nuapara,sinapalli,16,kharsel,0,19.87,19.5,0.32,0,0,19.82,0.05,1.41,3243,nuapara,sinapalli,kharsel
odisha,nuapara,sinapalli,17,kusumjore,-0.11,48.34,36,12.29,0.13,0,48.43,-0.09,0.5,3244,nuapara,sinapalli,kusumjore
odisha,nuapara,sinapalli,18,litiguda,-2.37,25.13,24.08,3.39,0.05,0,27.52,-2.39,0.07,3245,nuapara,sinapalli,litiguda
odisha,nuapara,sinapalli,19,makhapadar,-4.1,79.69,74.3,7.88,0,0,82.18,-2.49,1.42,3246,nuapara,sinapalli,makhapadar
odisha,nuapara,sinapalli,20,nangalbod,-2.02,38.82,36.5,4.37,0,0,40.87,-2.05,3.19,3247,nuapara,sinapalli,nangalbod
odisha,nuapara,sinapalli,21,niljee,-0.17,27.99,21.07,7.08,0,0,28.15,-0.16,0.08,3248,nuapara,sinapalli,niljee
odisha,nuapara,sinapalli,22,nuamalpada,0,53.58,50.42,3.17,0,0,53.59,-0.01,1.59,3249,nuapara,sinapalli,nuamalpada
odisha,nuapara,sinapalli,23,nuapada,-1.16,39.97,30.48,10.52,0.16,0,41.16,-1.19,0.68,3250,nuapara,sinapalli,nuapada
odisha,nuapara,sinapalli,24,ranimunda,0,88.72,72.28,16.44,0,0,88.72,0,1.12,3251,nuapara,sinapalli,ranimunda
odisha,nuapara,sinapalli,25,sinapali,1.6,28.2,26.54,0.05,0,0,26.6,1.59,3.06,3252,nuapara,sinapalli,sinapali
odisha,nuapara,sinapalli,26,singjhar,-1.84,43.18,36.65,8.45,0.02,0,45.11,-1.93,6.85,3253,nuapara,sinapalli,singjhar
odisha,nuapara,sinapalli,27,timanpur,-0.18,17.57,16.67,1.27,0,0,17.93,-0.36,0.2,3254,nuapara,sinapalli,timanpur
odisha,rayagada,bissam cuttack,1,bethiapada,-1.48,42.52,33.46,10.53,0.17,0,44.16,-1.64,0.31,3255,rayagada,bissam cuttack,bethiapada
odisha,rayagada,bissam cuttack,2,bhatapur,-4.83,29.22,14.97,17.26,1.87,0,34.1,-4.87,0.78,3256,rayagada,bissam cuttack,bhatapur
odisha,rayagada,bissam cuttack,3,bissamcuttack,-6.39,44.28,27.03,22.05,1.55,0,50.63,-6.34,0.47,3257,rayagada,bissam cuttack,bissamcuttack
odisha,rayagada,bissam cuttack,4,chanchadaguda,-10.36,101.53,46.59,61.05,4.27,0,111.9,-10.37,1.18,3258,rayagada,bissam cuttack,chanchadaguda
odisha,rayagada,bissam cuttack,5,chatikona,-6.17,48.76,37.27,16.1,1.59,0,54.96,-6.2,0.89,3259,rayagada,bissam cuttack,chatikona
odisha,rayagada,bissam cuttack,6,daliakuji,0,16.09,13.63,2.23,0.23,0,16.09,0,0.24,3260,rayagada,bissam cuttack,daliakuji
odisha,rayagada,bissam cuttack,7,dukum,2.24,83.24,39.29,38.99,2.39,0,80.67,2.57,0.62,3261,rayagada,bissam cuttack,dukum
odisha,rayagada,bissam cuttack,8,dummerneli,-6.71,46.35,34.74,18.01,0.31,0,53.06,-6.71,0.07,3262,rayagada,bissam cuttack,dummerneli
odisha,rayagada,bissam cuttack,9,durgi,-5.14,56.7,35.45,26.14,0.28,0,61.87,-5.18,0.42,3263,rayagada,bissam cuttack,durgi
odisha,rayagada,bissam cuttack,10,hajaridanga,-6.73,20.47,16.81,10.27,0.12,0,27.21,-6.73,0.22,3264,rayagada,bissam cuttack,hajaridanga
odisha,rayagada,bissam cuttack,11,hatamuniguda,-3.79,52.67,30.99,23.79,1.66,0,56.44,-3.77,0.1,3265,rayagada,bissam cuttack,hatamuniguda
odisha,rayagada,bissam cuttack,12,jhigidi,1.16,46.8,20.81,24.52,0.31,0,45.64,1.16,0.15,3266,rayagada,bissam cuttack,jhigidi
odisha,rayagada,bissam cuttack,13,kankubadi,-3.54,42.46,22.86,22.85,0.34,0,46.05,-3.59,0.84,3267,rayagada,bissam cuttack,kankubadi
odisha,rayagada,bissam cuttack,14,konabai,-5,37.5,36.77,5.78,0,0,42.55,-5.06,0.94,3268,rayagada,bissam cuttack,konabai
odisha,rayagada,bissam cuttack,15,kumbhardhamuuni,-4.43,24.48,15.08,13.22,0.61,0,28.91,-4.43,0.15,3269,rayagada,bissam cuttack,kumbhardhamuuni
odisha,rayagada,bissam cuttack,16,kurli,7.67,54.68,22.84,24.27,0.07,0,47.17,7.5,1.2,3270,rayagada,bissam cuttack,kurli
odisha,rayagada,bissam cuttack,17,kutragoda,0.06,47.81,38.68,9.04,0,0,47.72,0.09,0.33,3271,rayagada,bissam cuttack,kutragoda
odisha,rayagada,bissam cuttack,18,paikadakuluguda,-4.53,36.08,24.36,15.48,0.79,0,40.63,-4.55,0.2,3272,rayagada,bissam cuttack,paikadakuluguda
odisha,rayagada,bissam cuttack,19,rasikola,-5.38,31.1,18.52,17.46,0.36,0,36.34,-5.24,0.33,3273,rayagada,bissam cuttack,rasikola
odisha,rayagada,bissam cuttack,20,sahada,-2.84,92.49,54,37,4.36,0,95.36,-2.87,1.44,3274,rayagada,bissam cuttack,sahada
odisha,rayagada,bissam cuttack,21,thuapadi,-5.27,33.22,17.49,20.71,0.21,0,38.4,-5.19,0.02,3275,rayagada,bissam cuttack,thuapadi
odisha,rayagada,chandrapur,1,bijapur,-12.34,14.38,9.53,16.97,0.22,0,26.72,-12.34,0.48,3276,rayagada,chandrapur,bijapur
odisha,rayagada,chandrapur,2,budubali,-4.07,7.17,6.49,4.69,0.06,0,11.24,-4.07,0.37,3277,rayagada,chandrapur,budubali
odisha,rayagada,chandrapur,3,chandrapur,-6.19,108.66,78.93,36.48,0.45,0,115.85,-7.19,0.98,3278,rayagada,chandrapur,chandrapur
odisha,rayagada,chandrapur,4,dangasorada,-0.59,40.64,22.17,18.81,0.25,0,41.24,-0.59,0.62,3279,rayagada,chandrapur,dangasorada
odisha,rayagada,chandrapur,5,hanumantapur,1.12,81.98,44.84,35.51,0.5,0,80.86,1.12,0.74,3280,rayagada,chandrapur,hanumantapur
odisha,rayagada,chandrapur,6,piskapanga,-6.39,13.6,14.16,5.72,0.11,0,19.99,-6.39,1.53,3281,rayagada,chandrapur,piskapanga
odisha,rayagada,chandrapur,7,sarikima,0,36.19,18.12,17.81,0.26,0,36.19,0,0.5,3282,rayagada,chandrapur,sarikima
odisha,rayagada,chandrapur,8,turiguda,-8.69,16.31,19.27,5.64,0.1,0,25,-8.69,0.2,3283,rayagada,chandrapur,turiguda
odisha,rayagada,gudari,1,ashada,-1.1,122.31,52.7,66.21,4.51,0,123.42,-1.11,0.48,3284,rayagada,gudari,ashada
odisha,rayagada,gudari,2,karlaghati,-6.18,70.31,35.07,39.24,2.16,0,76.48,-6.17,1.16,3285,rayagada,gudari,karlaghati
odisha,rayagada,gudari,3,khariguda,-0.69,146.75,64.69,76.44,6.3,0,147.43,-0.67,2.98,3286,rayagada,gudari,khariguda
odisha,rayagada,gudari,4,kodama,0.01,137.93,63.51,69.88,4.52,0,137.91,0.01,1.04,3287,rayagada,gudari,kodama
odisha,rayagada,gudari,5,m.k.rai,-0.96,62.9,35.21,25.91,2.83,0,63.95,-1.05,1.82,3288,rayagada,gudari,m.k.rai
odisha,rayagada,gudari,6,madhuban,-3.26,166.33,86.52,78,4.92,0,169.45,-3.11,1.59,3289,rayagada,gudari,madhuban
odisha,rayagada,gudari,7,pendili,-2.55,77.95,35.51,43.16,1.82,0,80.49,-2.55,1.97,3290,rayagada,gudari,pendili
odisha,rayagada,gudari,8,sanahuma,1.17,96.69,48.37,42.83,4.34,0,95.54,1.15,1.67,3291,rayagada,gudari,sanahuma
odisha,rayagada,gudari,9,siriguda,0.46,145.43,67.81,73.44,3.95,0,145.2,0.23,4.88,3292,rayagada,gudari,siriguda
odisha,rayagada,gunupur,1,abada,0,34.79,18.18,15.05,1.58,0,34.8,-0.01,0.09,3293,rayagada,gunupur,abada
odisha,rayagada,gunupur,2,bagsala,-6.68,4.34,6.29,4.7,0.03,0,11.02,-6.68,1.51,3294,rayagada,gunupur,bagsala
odisha,rayagada,gunupur,3,bhimpur,-4.4,21.77,26.17,0,0,0,26.17,-4.4,0.42,3295,rayagada,gunupur,bhimpur
odisha,rayagada,gunupur,4,chalkamba,-3.39,40.68,23.43,18.35,2.33,0,44.11,-3.43,0.15,3296,rayagada,gunupur,chalkamba
odisha,rayagada,gunupur,5,chinasari,-3.63,55.07,40.92,17.28,0.5,0,58.71,-3.63,0.31,3297,rayagada,gunupur,chinasari
odisha,rayagada,gunupur,6,dombasara,-9.22,16.93,19.88,5.94,0.39,0,26.21,-9.28,1.23,3298,rayagada,gunupur,dombasara
odisha,rayagada,gunupur,7,gadiakhala,-8.71,7.28,9.5,6.29,0.1,0,15.88,-8.6,0.51,3299,rayagada,gunupur,gadiakhala
odisha,rayagada,gunupur,8,ghanatri,-9.82,9.58,17.43,2.02,0.01,0,19.46,-9.88,0.44,3300,rayagada,gunupur,ghanatri
odisha,rayagada,gunupur,9,gothaalpadar,-2.6,16.72,16.24,3.16,0.08,0,19.49,-2.77,0.33,3301,rayagada,gunupur,gothaalpadar
odisha,rayagada,gunupur,10,jagannathpur,-2.69,6.49,9.18,0,0,0,9.18,-2.69,0.38,3302,rayagada,gunupur,jagannathpur
odisha,rayagada,gunupur,11,jaltar,-7.28,22.61,14.8,14.91,0.18,0,29.89,-7.29,0.72,3303,rayagada,gunupur,jaltar
odisha,rayagada,gunupur,12,kulsingi,-12.17,76.93,46.08,41.96,1.07,0,89.11,-12.18,3.45,3304,rayagada,gunupur,kulsingi
odisha,rayagada,gunupur,13,morama,-1.18,18.03,17.05,2.19,0,0,19.24,-1.21,0.48,3305,rayagada,gunupur,morama
odisha,rayagada,gunupur,14,puttasingi,-11.59,17.08,23.8,5.12,0,0,28.93,-11.85,0.77,3306,rayagada,gunupur,puttasingi
odisha,rayagada,gunupur,15,regeda,-10.43,11.59,14.9,7.13,0,0,22.03,-10.43,0.04,3307,rayagada,gunupur,regeda
odisha,rayagada,gunupur,16,sagada,-2.97,34.54,28.05,8.23,1.22,0,37.5,-2.97,1.49,3308,rayagada,gunupur,sagada
odisha,rayagada,gunupur,17,sirijholi,-4.63,-1.37,3.26,0,0,0,3.26,-4.63,0.26,3309,rayagada,gunupur,sirijholi
odisha,rayagada,gunupur,18,titimiri,-5.61,28.22,27.82,5.48,0.54,0,33.84,-5.63,1.79,3310,rayagada,gunupur,titimiri
odisha,rayagada,gunupur,19,tolana,-10.61,28.4,36.38,2.37,0.3,0,39.05,-10.64,0.82,3311,rayagada,gunupur,tolana
odisha,rayagada,kalyansinghpur,1,budaguda,1.46,56.47,20.63,39.5,0.32,0,60.45,-3.98,1.32,3312,rayagada,kalyansinghpur,budaguda
odisha,rayagada,kalyansinghpur,2,dhamunipanga,0.72,79.93,38.55,39.65,0.21,0,78.41,1.53,8.26,3313,rayagada,kalyansinghpur,dhamunipanga
odisha,rayagada,kalyansinghpur,3,k.singpur,1.27,50.04,32.76,15.9,0.11,0,48.77,1.27,1.13,3314,rayagada,kalyansinghpur,k.singpur
odisha,rayagada,kalyansinghpur,4,kandhakatipadu,0,6.78,6.86,0,0,0,6.86,-0.08,2.13,3315,rayagada,kalyansinghpur,kandhakatipadu
odisha,rayagada,kalyansinghpur,5,koropa,0.95,29.72,19.11,9.62,0.14,0,28.87,0.85,1.02,3316,rayagada,kalyansinghpur,koropa
odisha,rayagada,kalyansinghpur,6,majhiguda,-0.3,70.38,30.19,40.27,0.37,0,70.83,-0.45,7.6,3317,rayagada,kalyansinghpur,majhiguda
odisha,rayagada,kalyansinghpur,7,narayanpur,0.66,64.23,26.06,37.28,0.22,0,63.56,0.66,3.2,3318,rayagada,kalyansinghpur,narayanpur
odisha,rayagada,kalyansinghpur,8,parsali,5.27,10.86,5.59,0,0,0,5.59,5.27,0.34,3319,rayagada,kalyansinghpur,parsali
odisha,rayagada,kalyansinghpur,9,poloma,0.61,24.81,12.64,11.55,0.2,0,24.39,0.42,1.42,3320,rayagada,kalyansinghpur,poloma
odisha,rayagada,kalyansinghpur,10,pujariguda,-3.42,18.7,19.52,3.06,0.04,0,22.62,-3.92,1.38,3321,rayagada,kalyansinghpur,pujariguda
odisha,rayagada,kalyansinghpur,11,seriguma,0.62,43.39,19.42,28.01,0.32,0,47.76,-4.36,9.79,3322,rayagada,kalyansinghpur,seriguma
odisha,rayagada,kalyansinghpur,12,sikarpai,1.86,36.85,21.93,16.77,0.05,0,38.75,-1.91,1.35,3323,rayagada,kalyansinghpur,sikarpai
odisha,rayagada,kalyansinghpur,13,singari,-0.4,111.98,50.45,65.05,0.15,0,115.65,-3.66,1.72,3324,rayagada,kalyansinghpur,singari
odisha,rayagada,kalyansinghpur,14,sunakhandi,1.35,41.94,41.42,3.3,0,0,44.73,-2.79,3.02,3325,rayagada,kalyansinghpur,sunakhandi
odisha,rayagada,kashipur,1,adajore,-6.48,203.67,87.99,121.55,0.28,0,209.82,-6.16,6.12,3326,rayagada,kashipur,adajore
odisha,rayagada,kashipur,2,bankamba,-19.08,11.08,16.44,13.58,0.07,0,30.1,-19.02,0.79,3327,rayagada,kashipur,bankamba
odisha,rayagada,kashipur,3,chandragiri,-22.42,69.64,30.83,60.96,0.32,0,92.11,-22.46,2.39,3328,rayagada,kashipur,chandragiri
odisha,rayagada,kashipur,4,dangasil,-9.1,88.49,52.42,48.47,1.33,0,102.22,-13.73,2.8,3329,rayagada,kashipur,dangasil
odisha,rayagada,kashipur,5,dudukabahal,0,21.17,4.9,16.25,0.01,0,21.17,0,0,3330,rayagada,kashipur,dudukabahal
odisha,rayagada,kashipur,6,godibali,-8.55,45.81,40.05,14.2,0.09,0,54.34,-8.53,0.73,3331,rayagada,kashipur,godibali
odisha,rayagada,kashipur,7,gorakhpur,-45.12,17.81,22.99,41.58,0.43,0,65,-47.19,2.85,3332,rayagada,kashipur,gorakhpur
odisha,rayagada,kashipur,8,hadiguda,-1.64,52.03,20.15,33.41,0.14,0,53.7,-1.67,1.11,3333,rayagada,kashipur,hadiguda
odisha,rayagada,kashipur,9,kasipur,-12.12,135.42,45.05,101.67,0.88,0,147.6,-12.19,2.75,3334,rayagada,kashipur,kasipur
odisha,rayagada,kashipur,10,khurigaam,0,8.71,1.84,6.81,0.05,0,8.71,0,0.03,3335,rayagada,kashipur,khurigaam
odisha,rayagada,kashipur,11,kodipari,-4.64,122.66,64.41,62.66,0.22,0,127.3,-4.64,3.61,3336,rayagada,kashipur,kodipari
odisha,rayagada,kashipur,12,kucheipadar,0.01,47.6,24.76,22.85,0.01,0,47.62,-0.02,1.41,3337,rayagada,kashipur,kucheipadar
odisha,rayagada,kashipur,13,maikanch,-28.51,4.05,22.58,9.99,0,0,32.57,-28.52,3.52,3338,rayagada,kashipur,maikanch
odisha,rayagada,kashipur,14,mandibisi,-38.01,-16.94,17.78,3.2,0,0,20.98,-37.92,1.46,3339,rayagada,kashipur,mandibisi
odisha,rayagada,kashipur,15,manusgaon,-24.37,30.8,15.76,41.75,0.31,0,57.82,-27.02,1.99,3340,rayagada,kashipur,manusgaon
odisha,rayagada,kashipur,16,nakatiguda,0,16.47,12.17,4.31,0,0,16.49,-0.02,0.22,3341,rayagada,kashipur,nakatiguda
odisha,rayagada,kashipur,17,pudapadi,-9.88,13.5,18.45,4.93,0,0,23.38,-9.88,0.2,3342,rayagada,kashipur,pudapadi
odisha,rayagada,kashipur,18,rengacolony,-12,0.22,11.35,0.84,0,0,12.19,-11.97,0.57,3343,rayagada,kashipur,rengacolony
odisha,rayagada,kashipur,19,sankarada,-0.01,37.93,19.33,18.62,0,0,37.94,-0.01,1.12,3344,rayagada,kashipur,sankarada
odisha,rayagada,kashipur,20,sinduraghati,0,125.17,49.23,75.83,0.17,0,125.23,-0.06,1.19,3345,rayagada,kashipur,sinduraghati
odisha,rayagada,kashipur,21,siripai,-0.54,19.71,14.58,5.59,0.06,0,20.23,-0.52,0.14,3346,rayagada,kashipur,siripai
odisha,rayagada,kashipur,22,sunger,-40.25,54.12,38.39,55.72,0.06,0,94.17,-40.05,2.09,3347,rayagada,kashipur,sunger
odisha,rayagada,kashipur,23,talajhari,-26.58,140.17,58.61,107.3,0.9,0,166.8,-26.63,3.7,3348,rayagada,kashipur,talajhari
odisha,rayagada,kashipur,24,tikiri,-0.27,9.26,9.17,0.37,0,0,9.53,-0.27,0.68,3349,rayagada,kashipur,tikiri
odisha,rayagada,kolnara,1,badakhilapadar,-9.44,7.24,15.46,1.17,0,0,16.63,-9.39,0.32,3350,rayagada,kolnara,badakhilapadar
odisha,rayagada,kolnara,2,bankili,-1.38,9.18,10.54,0,0,0,10.54,-1.37,0.19,3351,rayagada,kolnara,bankili
odisha,rayagada,kolnara,3,bhoimada,-6.12,8.83,14.9,0,0,0,14.9,-6.07,0.21,3352,rayagada,kolnara,bhoimada
odisha,rayagada,kolnara,4,dumuriguda,-9.06,4.15,11.78,1.06,0,0,12.84,-8.69,0.86,3353,rayagada,kolnara,dumuriguda
odisha,rayagada,kolnara,5,dunduli,-2.92,27.97,25.26,5.59,0,0,30.85,-2.89,0.72,3354,rayagada,kolnara,dunduli
odisha,rayagada,kolnara,6,gadiseskhal,-6.43,11.73,17.67,0.52,0,0,18.19,-6.47,1.34,3355,rayagada,kolnara,gadiseskhal
odisha,rayagada,kolnara,7,jhoridi,-4.22,13.1,14.11,3.11,0.1,0,17.32,-4.22,0.85,3356,rayagada,kolnara,jhoridi
odisha,rayagada,kolnara,8,kailaspur,-3.26,17.87,11.76,9.39,0,0,21.15,-3.28,0.07,3357,rayagada,kolnara,kailaspur
odisha,rayagada,kolnara,9,kartikaguda,-5.31,2.79,8.09,0,0,0,8.09,-5.3,0.17,3358,rayagada,kolnara,kartikaguda
odisha,rayagada,kolnara,10,katikanas,0,13.53,13.62,0,0,0,13.62,-0.09,0.59,3359,rayagada,kolnara,katikanas
odisha,rayagada,kolnara,11,keliguda,0,28.19,21.99,6.2,0,0,28.19,0,0.28,3360,rayagada,kolnara,keliguda
odisha,rayagada,kolnara,12,khedapada,-9.99,11.07,15.79,5.12,0.05,0,20.96,-9.89,0.92,3361,rayagada,kolnara,khedapada
odisha,rayagada,kolnara,13,kolonara,-0.28,35.98,26.19,9.29,0.06,0,35.55,0.44,3.18,3362,rayagada,kolnara,kolonara
odisha,rayagada,kolnara,14,mukundapur,-3.69,21.15,13.48,11.25,0.08,0,24.81,-3.66,1.71,3363,rayagada,kolnara,mukundapur
odisha,rayagada,kolnara,15,rekhapadar,-4.35,46.08,31.53,18.57,0.25,0,50.35,-4.28,4.21,3364,rayagada,kolnara,rekhapadar
odisha,rayagada,kolnara,16,suri,-6.03,52.72,33.26,24.9,0.56,0,58.72,-6,1.99,3365,rayagada,kolnara,suri
odisha,rayagada,kolnara,17,therubali,-8.94,8.2,13.88,3.1,0.02,0,17,-8.8,0.14,3366,rayagada,kolnara,therubali
odisha,rayagada,muniguda,1,agula,-6.14,71.15,54.32,22.64,0.3,0,77.26,-6.11,1.93,3367,rayagada,muniguda,agula
odisha,rayagada,muniguda,2,amalabhatta,-1.08,35.4,22.86,13.9,0.14,0,36.91,-1.51,0.3,3368,rayagada,muniguda,amalabhatta
odisha,rayagada,muniguda,3,ambadala,-12.17,71.26,52.9,29.57,0.9,0,83.36,-12.11,0.79,3369,rayagada,muniguda,ambadala
odisha,rayagada,muniguda,4,bhairabagada,-1.24,21.08,17.05,5.05,0.08,0,22.18,-1.1,0.2,3370,rayagada,muniguda,bhairabagada
odisha,rayagada,muniguda,5,dimiriguda,-1.31,49.77,36.35,14.39,0.21,0,50.94,-1.17,0.95,3371,rayagada,muniguda,dimiriguda
odisha,rayagada,muniguda,6,ghamatguda,0,26.5,20.92,9.94,0.11,0,30.97,-4.48,1.25,3372,rayagada,muniguda,ghamatguda
odisha,rayagada,muniguda,7,ichapur,-7.46,82.91,67.39,22.77,0.2,0,90.36,-7.45,1.87,3373,rayagada,muniguda,ichapur
odisha,rayagada,muniguda,8,jagdalpur,-4.04,53.23,38.32,18.63,0.1,0,57.04,-3.81,0.48,3374,rayagada,muniguda,jagdalpur
odisha,rayagada,muniguda,9,kumdabali,-4.95,65.1,44.85,24.96,0,0,69.8,-4.7,2.03,3375,rayagada,muniguda,kumdabali
odisha,rayagada,muniguda,10,muniguda,-5.48,18.62,14.48,10.37,0.09,0,24.95,-6.33,0.59,3376,rayagada,muniguda,muniguda
odisha,rayagada,muniguda,11,munikhol,-5.07,16.53,19.08,2.42,0.02,0,21.52,-4.99,0.8,3377,rayagada,muniguda,munikhol
odisha,rayagada,muniguda,12,paikaranipinda,-2.37,32.19,27.81,6.26,0,0,34.07,-1.88,1.93,3378,rayagada,muniguda,paikaranipinda
odisha,rayagada,muniguda,13,patraguda,-5.32,38.74,30.76,12.9,0.31,0,43.97,-5.23,0.2,3379,rayagada,muniguda,patraguda
odisha,rayagada,muniguda,14,raghubari,-6.58,75.58,49.96,31.76,0.37,0,82.1,-6.52,0.24,3380,rayagada,muniguda,raghubari
odisha,rayagada,muniguda,15,saradhapur,0.96,81.06,54.44,25.34,0.18,0,79.97,1.09,2.15,3381,rayagada,muniguda,saradhapur
odisha,rayagada,muniguda,16,sibapadar,-10.95,33.67,34.75,9.63,0.06,0,44.44,-10.77,0.15,3382,rayagada,muniguda,sibapadar
odisha,rayagada,muniguda,17,telengapadar,-1.77,120.01,72.8,54.69,0.67,0,128.16,-8.15,2.19,3383,rayagada,muniguda,telengapadar
odisha,rayagada,padmapur,1,akhusingi,-0.04,64.01,48.01,14.27,1.87,0,64.15,-0.14,0.58,3384,rayagada,padmapur,akhusingi
odisha,rayagada,padmapur,2,derigam,-6.28,30.24,38.23,19.85,1.27,0,59.35,-29.11,1.26,3385,rayagada,padmapur,derigam
odisha,rayagada,padmapur,3,gudiabandha,-8.09,103.71,48.71,58.41,4.73,0,111.86,-8.14,0.15,3386,rayagada,padmapur,gudiabandha
odisha,rayagada,padmapur,4,guluguda,-5.2,26.12,12.13,15.83,2.24,0,30.2,-4.07,0.52,3387,rayagada,padmapur,guluguda
odisha,rayagada,padmapur,5,indupur,-8.32,21.15,24.99,5.29,0.68,0,30.97,-9.82,0.56,3388,rayagada,padmapur,indupur
odisha,rayagada,padmapur,6,jatili,-8.22,62.16,37.51,32.31,0.57,0,70.39,-8.22,2.67,3389,rayagada,padmapur,jatili
odisha,rayagada,padmapur,7,khamapadar,-11.88,27.35,26.06,12.21,0.97,0,39.24,-11.88,0.23,3390,rayagada,padmapur,khamapadar
odisha,rayagada,padmapur,8,khilapadar,-1.41,13.71,12.76,2.32,0.03,0,15.11,-1.41,0.07,3391,rayagada,padmapur,khilapadar
odisha,rayagada,padmapur,9,likitipadar,-0.44,78.56,33.21,32.85,3.74,0,69.8,8.76,0.54,3392,rayagada,padmapur,likitipadar
odisha,rayagada,padmapur,10,naira,-7.22,41.52,35.87,12.01,0.87,0,48.74,-7.22,1.04,3393,rayagada,padmapur,naira
odisha,rayagada,padmapur,11,nuagada,-4.14,122,47.32,59.94,5.64,0,112.91,9.09,0.8,3394,rayagada,padmapur,nuagada
odisha,rayagada,padmapur,12,padamapur,8.66,31.12,7.59,13.42,1.46,0,22.46,8.66,0.04,3395,rayagada,padmapur,padamapur
odisha,rayagada,padmapur,13,tembaguda,0.04,37.37,33.14,4.9,0.31,0,38.35,-0.98,0.74,3396,rayagada,padmapur,tembaguda
odisha,rayagada,ramanaguda,1,bhamini,-0.85,64.96,28.39,38.44,0,0,66.82,-1.87,0.61,3397,rayagada,ramanaguda,bhamini
odisha,rayagada,ramanaguda,2,boothing,0.71,31.15,21.43,9.93,0,0,31.36,-0.21,0.15,3398,rayagada,ramanaguda,boothing
odisha,rayagada,ramanaguda,3,gogupadu,-0.56,91.33,33.77,59.51,0,0,93.27,-1.94,2.15,3399,rayagada,ramanaguda,gogupadu
odisha,rayagada,ramanaguda,4,gosein gulumunda,-1.84,26.16,21.87,7.2,0,0,29.07,-2.91,0.91,3400,rayagada,ramanaguda,gosein gulumunda
odisha,rayagada,ramanaguda,5,gulumunda,-0.5,90.26,40.5,50.73,0,0,91.23,-0.97,1.98,3401,rayagada,ramanaguda,gulumunda
odisha,rayagada,ramanaguda,6,gulunthi,-1.34,30.03,25.49,6.4,0,0,31.89,-1.86,0.13,3402,rayagada,ramanaguda,gulunthi
odisha,rayagada,ramanaguda,7,kujendri,6.92,37.15,19.06,11.31,0,0,30.37,6.78,1.2,3403,rayagada,ramanaguda,kujendri
odisha,rayagada,ramanaguda,8,neelamguda,-1.24,60.34,47.61,14.5,0,0,62.12,-1.78,0.56,3404,rayagada,ramanaguda,neelamguda
odisha,rayagada,ramanaguda,9,parikhiti,-11.91,148.95,80.79,81.49,0,0,162.29,-13.34,1.35,3405,rayagada,ramanaguda,parikhiti
odisha,rayagada,ramanaguda,10,penkam,5.53,39.41,29.9,4.38,0,0,34.28,5.13,1.24,3406,rayagada,ramanaguda,penkam
odisha,rayagada,ramanaguda,11,sundhidhamini,1.02,80.32,47.49,33.18,0,0,80.68,-0.37,0.08,3407,rayagada,ramanaguda,sundhidhamini
odisha,rayagada,ramanaguda,12,ukkumba,0.13,19.8,16.95,3.21,0,0,20.16,-0.37,0.75,3408,rayagada,ramanaguda,ukkumba
odisha,rayagada,rayagada,1,bada alubadi,1.92,24.04,18.31,3.79,0,0,22.1,1.93,0.14,3409,rayagada,rayagada,bada alubadi
odisha,rayagada,rayagada,2,badaerukubadi,1.54,14.2,12.66,0,0,0,12.66,1.54,0.65,3410,rayagada,rayagada,badaerukubadi
odisha,rayagada,rayagada,3,bairagihallua,0.33,25.5,23.82,1.35,0,0,25.16,0.34,0.32,3411,rayagada,rayagada,bairagihallua
odisha,rayagada,rayagada,4,baisingi,0.56,18.74,11.49,6.62,0,0,18.1,0.63,0.16,3412,rayagada,rayagada,baisingi
odisha,rayagada,rayagada,5,chandili,13.12,15.71,2.6,0,0,0,2.6,13.12,0.02,3413,rayagada,rayagada,chandili
odisha,rayagada,rayagada,6,dangalodi,0.31,54.94,36.16,18.39,0,0,54.55,0.39,0.38,3414,rayagada,rayagada,dangalodi
odisha,rayagada,rayagada,7,durgapadu,-0.04,40.81,19.81,21.01,0,0,40.82,-0.02,0.35,3415,rayagada,rayagada,durgapadu
odisha,rayagada,rayagada,8,gajigam,0.28,23.88,16.11,7.49,0,0,23.6,0.28,0.17,3416,rayagada,rayagada,gajigam
odisha,rayagada,rayagada,9,gumma,-11.75,33.3,16.93,28.02,0,0,44.95,-11.65,0.58,3417,rayagada,rayagada,gumma
odisha,rayagada,rayagada,10,haluwa,0.81,30.57,12.76,17,0,0,29.76,0.81,0.09,3418,rayagada,rayagada,haluwa
