State ,District,Block,Sl.No,Name of Gram Panchayat ,SC,ST,Minority,Others,Total
Odisha,Bolangir,Loisingha,20,Uperbahal,20.3,14.6,0,8.35,43.25
Odisha,Bolangir,Loisingha,,Total,272.85,466.35,0.75,718.6,1458.55
Odisha,Bolangir,Muribahal,1,Badsaimara,91.45,140.75,0.3,109.75,342.25
Odisha,Bolangir,Muribahal,2,Bandupala,33.15,148.3,0,31.95,213.4
Odisha,Bolangir,Muribahal,3,Bankel,41.35,46.25,0,81.25,168.85
Odisha,Bolangir,Muribahal,4,Belpadar,13.8,36.55,0,50.35,100.7
Odisha,Bolangir,Muribahal,5,Bitabandh,39.2,28.3,0,32.5,100
Odisha,Bolangir,Muribahal,6,Chalki,30.9,132.9,0,44.95,208.75
Odisha,Bolangir,Muribahal,7,Chanabahal,60.95,104.8,0,68.55,234.3
Odisha,Bolangir,Muribahal,8,Dangarpada,100.85,155.65,0,54.4,310.9
Odisha,Bolangir,Muribahal,9,Gadgadabahal,41.15,18.55,0,48.65,108.35
Odisha,Bolangir,Muribahal,10,Ganrei,48.2,63.45,0,157,268.65
Odisha,Bolangir,Muribahal,11,Goimund,14.5,47,0,75.1,136.6
Odisha,Bolangir,Muribahal,12,Gudighat,77.85,142.2,0,70.55,290.6
Odisha,Bolangir,Muribahal,13,Haldi,28.05,70.65,0,123.65,222.35
Odisha,Bolangir,Muribahal,14,Ichhapada,68.8,223.4,0,48.25,340.45
Odisha,Bolangir,Muribahal,15,Lakhana,27.9,76.3,0,47.2,151.4
Odisha,Bolangir,Muribahal,16,Lebda,44.2,31.15,0,104.05,179.4
Odisha,Bolangir,Muribahal,17,Malisira,37.45,165.4,0,90.05,292.9
Odisha,Bolangir,Muribahal,18,Muribahal,54.55,97.2,0,73.55,225.3
Odisha,Bolangir,Muribahal,19,Patrapali,42.15,67.4,0,67.5,177.05
Odisha,Bolangir,Muribahal,20,Patrapali- Kha,6.9,2.9,0,16.65,26.45
Odisha,Bolangir,Muribahal,21,Tentelkhunti,23.85,36.55,0,67.95,128.35
Odisha,Bolangir,Muribahal,22,Tupaudar,56.6,44.95,0,76.15,177.7
Odisha,Bolangir,Muribahal,,Total,983.8,1880.6,0.3,1540,4404.7
Odisha,Bolangir,Patnagarh,1,Balipata,20,87.35,0,58.15,165.5
Odisha,Bolangir,Patnagarh,2,Baneimunda,22.05,72.7,0,42.65,137.4
Odisha,Bolangir,Patnagarh,3,Barpadar,5.45,36.2,0,23.4,65.05
Odisha,Bolangir,Patnagarh,4,Batharla,6.8,9.8,0,35.4,52
Odisha,Bolangir,Patnagarh,5,Bhainsa,33.75,39,0,60.8,133.55
Odisha,Bolangir,Patnagarh,6,Bharatbahal,34.3,63.55,0,23.75,121.6
Odisha,Bolangir,Patnagarh,7,Dangabahal,58.65,96.3,0,68.65,223.6
Odisha,Bolangir,Patnagarh,8,Deulgaon,37.55,44.25,0,61.5,143.3
Odisha,Bolangir,Patnagarh,9,Dhatuk,16.85,16.95,0,37.05,70.85
Odisha,Bolangir,Patnagarh,10,Dhubalpada,19.9,72.85,0,46.8,139.55
Odisha,Bolangir,Patnagarh,11,Gangasagar,7.85,31.2,0.8,18.1,57.95
Odisha,Bolangir,Patnagarh,12,Gerda,30.05,100.55,0,39,169.6
Odisha,Bolangir,Patnagarh,13,Ghasian,4.8,36.8,0,43.1,84.7
Odisha,Bolangir,Patnagarh,14,Ghuchepali,28.25,39.05,0,15.1,82.4
Odisha,Bolangir,Patnagarh,15,Jogimunda,16.55,36.75,0,38.8,92.1
Odisha,Bolangir,Patnagarh,16,Kendumundi,9.65,109.65,0,29.35,148.65
Odisha,Bolangir,Patnagarh,17,Kerbeda,17,119.85,0,27.1,163.95
Odisha,Bolangir,Patnagarh,18,Khuntsamlei,11.95,43.3,0,27.75,83
Odisha,Bolangir,Patnagarh,19,Khursel,22.2,39.8,0,40,102
Odisha,Bolangir,Patnagarh,20,Larambha,72.3,66.35,0,55.5,194.15
Odisha,Bolangir,Patnagarh,21,Maruan,43.15,51.3,0,45.45,139.9
Odisha,Bolangir,Patnagarh,22,Mundomahul,22.65,39.35,0,14.7,76.7
Odisha,Bolangir,Patnagarh,23,Pandamunda,20.65,110.15,0,46.85,177.65
Odisha,Bolangir,Patnagarh,24,Phatamunda,3.95,19.65,0,38.7,62.3
Odisha,Bolangir,Patnagarh,25,Salepali,17.7,37.5,0,34.3,89.5
Odisha,Bolangir,Patnagarh,26,Solbandh,21.6,41.1,0,25.75,88.45
Odisha,Bolangir,Patnagarh,27,Sunamudi,16.3,43.55,0,52.2,112.05
Odisha,Bolangir,Patnagarh,28,Tamian,29,97.5,2.9,83.75,213.15
Odisha,Bolangir,Patnagarh,29,Tendapadar,39.5,20.45,0,56.85,116.8
Odisha,Bolangir,Patnagarh,30,Ulba,15.45,40.75,0,31,87.2
Odisha,Bolangir,Patnagarh,,Total,705.85,1663.55,3.7,1221.5,3594.6
Odisha,Bolangir,Puintala,1,Ainlasari,7.45,14.1,0,87.25,108.8
Odisha,Bolangir,Puintala,2,Ankriapadar,21.3,0.6,0,57,78.9
Odisha,Bolangir,Puintala,3,Atgaon,45.4,4.55,0,54.85,104.8
Odisha,Bolangir,Puintala,4,Bahalpadar,28.4,2.05,0,103.85,134.3
Odisha,Bolangir,Puintala,5,Bairasar,5.45,0,0,27.5,32.95
Odisha,Bolangir,Puintala,6,Bandhpada,5.8,0.65,0,49.9,56.35
Odisha,Bolangir,Puintala,7,Bhaler,16.15,6.05,0,35.35,57.55
Odisha,Bolangir,Puintala,8,Bileisarda,44.45,7.25,0,81.2,132.9
Odisha,Bolangir,Puintala,9,Bubel,41.45,11.45,0,88.25,141.15
Odisha,Bolangir,Puintala,10,Chhatamakhna,54.15,7.25,0,104.1,165.5
Odisha,Bolangir,Puintala,11,Chhatapipal,60.1,14.45,0,92,166.55
Odisha,Bolangir,Puintala,12,Daspur,15.5,1.35,0,45.95,62.8
Odisha,Bolangir,Puintala,13,Durgapali,8.65,0.3,0,19.45,28.4
Odisha,Bolangir,Puintala,14,Gaintala,8.75,11.15,0,8.4,28.3
Odisha,Bolangir,Puintala,15,Jamgaon,67.9,16.6,0,125.8,210.3
Odisha,Bolangir,Puintala,16,Khaliapali,44.25,0,9.8,58.25,112.3
Odisha,Bolangir,Puintala,17,Kurul,53.15,9.3,0,15.1,77.55
Odisha,Bolangir,Puintala,18,Lukapada,18.85,0,0,36.45,55.3
Odisha,Bolangir,Puintala,19,Mahimunda,14.1,1.9,0,45.6,61.6
Odisha,Bolangir,Puintala,20,Malmunda,12.95,1.5,0,16.25,30.7
Odisha,Bolangir,Puintala,21,Patharla(Talgaj),94.25,9.25,0,57.7,161.2
Odisha,Bolangir,Puintala,22,Pipirda,30.2,2.2,0,69.85,102.25
Odisha,Bolangir,Puintala,23,Puintala,18.55,2.4,0,27.75,48.7
Odisha,Bolangir,Puintala,24,Randa,42.4,0.55,0,51.35,94.3
Odisha,Bolangir,Puintala,25,Sauntpur,8.95,6.3,0,92.2,107.45
Odisha,Bolangir,Puintala,,Total,768.55,131.2,9.8,1451.35,2360.9
Odisha,Bolangir,Saintala,1,Ambpali,14.5,49.5,0,43.45,107.45
Odisha,Bolangir,Saintala,2,Belgaon,18.2,57.8,2.9,85.3,164.2
Odisha,Bolangir,Saintala,3,Bhadra,26.05,32.3,0,86.8,145.15
Odisha,Bolangir,Saintala,4,Bibina,18.2,11.35,0,18.7,48.25
Odisha,Bolangir,Saintala,5,Budabahal,37.8,15.15,0,124.25,177.2
Odisha,Bolangir,Saintala,6,Deng,25.75,33.4,0,34.35,93.5
Odisha,Bolangir,Saintala,7,Dharapgarh,19.45,28.1,0,26.45,74
Odisha,Bolangir,Saintala,8,Dunguripali,48.95,29.6,0,73.65,152.2
Odisha,Bolangir,Saintala,9,Gandpatrapali,32.2,14.8,0,50.85,97.85
Odisha,Bolangir,Saintala,10,Ghunsar,42.25,37.9,0,56.4,136.55
Odisha,Bolangir,Saintala,11,Jhinkidunguri,52.3,39.5,0,49.55,141.35
Odisha,Bolangir,Saintala,12,Jurabandh,27.25,125.75,1.85,35.45,190.3
Odisha,Bolangir,Saintala,13,Kandhkelgaon,43,40.3,0,48.55,131.85
Odisha,Bolangir,Saintala,14,Kansar,11.7,30.55,0,72.9,115.15
Odisha,Bolangir,Saintala,15,Karamtala,38.6,24.85,0,111.9,175.35
Odisha,Bolangir,Saintala,16,Kermeli,45.05,43,0,39.25,127.3
Odisha,Bolangir,Saintala,17,Kuikeda,19.45,21.95,0,10.5,51.9
Odisha,Bolangir,Saintala,18,Kumbhari,12.35,14,0,34.25,60.6
Odisha,Bolangir,Saintala,19,Saintala,12.2,11.15,4.05,31.15,58.55
Odisha,Bolangir,Saintala,20,Siskela,17.55,39.75,0,84.15,141.45
Odisha,Bolangir,Saintala,21,Talbahal,5.25,20.95,1.5,17.8,45.5
Odisha,Bolangir,Saintala,22,Tikrapada,52.25,81.85,0,69.5,203.6
Odisha,Bolangir,Saintala,,Total,620.3,803.5,10.3,1205.15,2639.25
Odisha,Bolangir,Titlagarh,1,Adabahal,32.7,21.55,0,59.2,113.45
Odisha,Bolangir,Titlagarh,2,Bandupala,57.25,27.7,0,91.55,176.5
Odisha,Bolangir,Titlagarh,3,Banjipadar,27.15,36.2,0.3,69.85,133.5
Odisha,Bolangir,Titlagarh,4,Bhalegaon,6.8,18.7,0,68.5,94
Odisha,Bolangir,Titlagarh,5,Bijepur,47.05,162.95,0,125.25,335.25
Odisha,Bolangir,Titlagarh,6,Binekela,21.8,40.4,0,82.7,144.9
Odisha,Bolangir,Titlagarh,7,Digsira,16.6,18.5,0,110.6,145.7
Odisha,Bolangir,Titlagarh,8,Ghantbahali,25.85,36.3,0,52.7,114.85
Odisha,Bolangir,Titlagarh,9,Ghodar,19.65,33.7,0,56.05,109.4
Odisha,Bolangir,Titlagarh,10,Jagua,25.55,44.65,0,60.05,130.25
Odisha,Bolangir,Titlagarh,11,Katarkela,48.65,28.65,0,65.5,142.8
Odisha,Bolangir,Titlagarh,12,Kholan,40.05,71.4,0,80.65,192.1
Odisha,Bolangir,Titlagarh,13,Kursud,66.6,54.7,0,52.2,173.5
Odisha,Bolangir,Titlagarh,14,Kuskela,62.45,45.75,0,45.05,153.25
Odisha,Bolangir,Titlagarh,15,Luthurbandh,26.25,60.5,0,55.05,141.8
Odisha,Bolangir,Titlagarh,16,Mahulpada,40.1,58.95,0,50.35,149.4
Odisha,Bolangir,Titlagarh,17,Manigaon,49.5,43.9,0,60.35,153.75
Odisha,Bolangir,Titlagarh,18,Marlad,57.85,24.95,0,51.25,134.05
Odisha,Bolangir,Titlagarh,19,Naren,35.3,41.4,0,102.9,179.6
Odisha,Bolangir,Titlagarh,20,Parasara,38.9,60.2,0,72.9,172
Odisha,Bolangir,Titlagarh,21,Sagadghat,22.45,90.45,0.3,46.9,160.1
Odisha,Bolangir,Titlagarh,22,Sihini,43.15,40.5,0,96.95,180.6
Odisha,Bolangir,Titlagarh,23,Siluan,10,19.05,0,78.3,107.35
Odisha,Bolangir,Titlagarh,24,Surda,12.05,65.05,0,50.05,127.15
Odisha,Bolangir,Titlagarh,,Total,833.7,1146.1,0.6,1684.85,3665.25
Odisha,Bolangir,Turekela,1,Badbanki,16.6,109.65,0,63.05,189.3
Odisha,Bolangir,Turekela,2,Baddakla,19.15,41.3,0,12.05,72.5
Odisha,Bolangir,Turekela,3,Buromal,31.55,70.9,0,12.35,114.8
Odisha,Bolangir,Turekela,4,Chatuanka,6.5,11.7,0,34.35,52.55
Odisha,Bolangir,Turekela,5,Chaulsukha,23.7,68.2,0,19.1,111
Odisha,Bolangir,Turekela,6,Dhamandanga,43.1,217.3,0,50.5,310.9
Odisha,Bolangir,Turekela,7,Dholmandal,16.85,68.7,0,4.65,90.2
Odisha,Bolangir,Turekela,8,Ghunesh,23.9,130.55,0,21.25,175.7
Odisha,Bolangir,Turekela,9,Halanbhata,15.05,11.1,0,12.25,38.4
Odisha,Bolangir,Turekela,10,Hial,4.1,71,0,38.7,113.8
Odisha,Bolangir,Turekela,11,Jharni,29.05,48.9,0,19.95,97.9
Odisha,Bolangir,Turekela,12,Kameimunda,3.6,48.5,0,31.95,84.05
Odisha,Bolangir,Turekela,13,Kandei,15.75,18.5,0,53.2,87.45
Odisha,Bolangir,Turekela,14,Karuanmunda,11.2,27.4,0,57.15,95.75
Odisha,Bolangir,Turekela,15,Khagsa,11.9,67.35,0,33.95,113.2
Odisha,Bolangir,Turekela,16,Kuibahal,32.7,47.45,0,18.85,99
Odisha,Bolangir,Turekela,17,Mahakhand,10.3,17.55,0,58.45,86.3
Odisha,Bolangir,Turekela,18,Mahulpati,6.25,73.65,0,26.2,106.1
Odisha,Bolangir,Turekela,19,Turekela,11.25,75.95,0,49.1,136.3
Odisha,Bolangir,Turekela,,Total,332.5,1225.65,0,617.05,2175.2
Odisha,Boudh,Boudh,1,Ainlapali,36.1,0,0,60.6,96.7
Odisha,Boudh,Boudh,2,Ambajhari,25.2,0,0,38.8,64
Odisha,Boudh,Boudh,3,Badhigaon,35.6,15.4,0,172.5,223.5
Odisha,Boudh,Boudh,4,Baghiapada,84,38.6,0,124,246.6
Odisha,Boudh,Boudh,5,Bohira,84.3,1.7,0,121.5,207.5
Odisha,Boudh,Boudh,6,Baunsuni,77.6,6.1,0,86.1,169.8
Odisha,Boudh,Boudh,7,Brahmanipali,61.2,30.7,0,152.3,244.2
Odisha,Boudh,Boudh,8,Gochhapada,59.4,45,0,103.6,208
Odisha,Boudh,Boudh,9,Gundulia,48.3,60.2,0,84.3,192.8
Odisha,Boudh,Boudh,10,Kasurbandh,56,8.8,0,135.3,200.1
Odisha,Boudh,Boudh,11,Khaliapali Purumunda,52,16.2,0,79,147.2
Odisha,Boudh,Boudh,12,Khuntabandha,31.8,0,0,103.3,135.1
Odisha,Boudh,Boudh,13,Laxmiprasad,24.8,3,0,86.8,114.6
Odisha,Boudh,Boudh,14,Manupali,39,15.1,0,132.2,186.3
Odisha,Boudh,Boudh,15,Mundapada,44.5,13.2,0,139,196.7
Odisha,Boudh,Boudh,16,Mundipadar,60.8,0,0,143.6,204.4
Odisha,Boudh,Boudh,17,Mursundhi,41.1,2.8,0,139.1,183
Odisha,Boudh,Boudh,18,Padmanapur,84.1,0,0,127.9,212
Odisha,Boudh,Boudh,19,Raxa,98.8,9.4,0,156.4,264.6
Odisha,Boudh,Boudh,20,Sagada,36,45.7,0,61,142.7
Odisha,Boudh,Boudh,21,Talasarada,74.1,2.8,0,169.1,246
Odisha,Boudh,Boudh,22,Telibandha,69.3,0.3,0,130.5,200.1
Odisha,Boudh,Boudh,23,Tikarapada,79.7,193.5,0,46.4,319.6
Odisha,Boudh,Boudh,,Total,1303.7,508.5,0,2593.3,4405.5
Odisha,Boudh,Harbhanga,1,Adenigarh,71,57.9,0,72.2,201.1
Odisha,Boudh,Harbhanga,2,Bamanda,87.5,10.3,0,181.2,279
Odisha,Boudh,Harbhanga,3,Bandhapathar,51.3,0,0,114.3,165.6
Odisha,Boudh,Harbhanga,4,Banibhusanapur,91,85.7,0.8,33.3,210.8
Odisha,Boudh,Harbhanga,5,Biranarasinghpur,71.6,3.1,0,118.4,193.1
Odisha,Boudh,Harbhanga,6,Chhatranga,70.1,99.9,0,75.4,245.4
Odisha,Boudh,Harbhanga,7,Dhalpur,81.1,5.6,0,145.2,231.9
Odisha,Boudh,Harbhanga,8,Harabhanga,91,3,0,157.1,251.1
Odisha,Boudh,Harbhanga,9,Karanjakata,47,50.9,0,39.5,137.4
Odisha,Boudh,Harbhanga,10,Kusang,112.4,13.7,0,93,219.1
Odisha,Boudh,Harbhanga,11,Lunibahal,63,48.7,0,83.2,194.9
Odisha,Boudh,Harbhanga,12,Mahalikpada,64.9,56.9,0,87.6,209.4
Odisha,Boudh,Harbhanga,13,Mathura,19.9,12.1,0,106.8,138.8
Odisha,Boudh,Harbhanga,14,Pitambarpur,22.2,18.9,0,92,133.1
Odisha,Boudh,Harbhanga,15,Purunakatak,57.7,16.4,0.9,112.5,187.5
Odisha,Boudh,Harbhanga,16,Radhanagar,19.8,11.6,0,63.1,94.5
Odisha,Boudh,Harbhanga,17,Ramgarh,41.7,0,0,85.7,127.4
Odisha,Boudh,Harbhanga,18,Sampoch,67.1,15.2,0,107.5,189.8
Odisha,Boudh,Harbhanga,19,Sankuloi,71.2,23,0,100.5,194.7
Odisha,Boudh,Harbhanga,20,Sarasara,71,6.9,0,118.4,196.3
Odisha,Boudh,Harbhanga,21,Talagaon,85.9,135.6,0,53.2,274.7
Odisha,Boudh,Harbhanga,22,Tileswar,92,6.4,0,174.8,273.2
Odisha,Boudh,Harbhanga,,Total,1450.4,681.8,1.7,2214.9,4348.8
Odisha,Boudh,Kantamal,1,Ambagaon,20.4,43.6,0,113.5,177.5
Odisha,Boudh,Kantamal,2,Baragaon,43.9,170.7,0,164.7,379.3
Odisha,Boudh,Kantamal,3,Baragochha,33.9,42.9,0,76.7,153.5
Odisha,Boudh,Kantamal,4,Bilaspur,85.8,13,0,102.1,200.9
Odisha,Boudh,Kantamal,5,Dapala,60.4,22.6,0,163.3,246.3
Odisha,Boudh,Kantamal,6,Ghantapada,28.4,47.2,0,166.3,241.9
Odisha,Boudh,Kantamal,7,Ghikundi,9.4,1.7,0,78.7,89.8
Odisha,Boudh,Kantamal,8,Gudvelipadar,40.3,3.5,0,108,151.8
Odisha,Boudh,Kantamal,9,Jogendrapur,17.2,3,0,82.1,102.3
Odisha,Boudh,Kantamal,10,Kantamal,47.1,7.1,0,139.5,193.7
Odisha,Boudh,Kantamal,11,Khaliapali,9.6,7.9,0,66.3,83.8
Odisha,Boudh,Kantamal,12,Khamanamunda,9.3,34.7,0,101.2,145.2
Odisha,Boudh,Kantamal,13,Khatakhatia,57.9,7.5,0,165.4,230.8
Odisha,Boudh,Kantamal,14,Khuntigora,13.8,57.4,0,68,139.2
Odisha,Boudh,Kantamal,15,Kultajore,33.6,81.2,0,121.5,236.3
Odisha,Boudh,Kantamal,16,Lambasari,75,65.7,0,109.6,250.3
Odisha,Boudh,Kantamal,17,Manamunda,44.1,5.5,0.3,159.2,209.1
Odisha,Boudh,Kantamal,18,Narayanprasad,59.1,84.9,0,93.9,237.9
Odisha,Boudh,Kantamal,19,Palasagora,94.1,15.6,0,234.2,343.9
Odisha,Boudh,Kantamal,20,Rengali,46.1,10,0,145.2,201.3
Odisha,Boudh,Kantamal,21,Rundimahul,35,16,0,74.5,125.5
Odisha,Boudh,Kantamal,22,Similipadar,62.5,23.3,0,175.5,261.3
Odisha,Boudh,Kantamal,23,Sundhipadar,52.8,14.2,0,275,342
Odisha,Boudh,Kantamal,24,Uma,3.2,14.2,0,87.4,104.8
Odisha,Boudh,Kantamal,,Total,982.9,793.4,0.3,3071.8,4848.4
Odisha,Cuttack,Athagarh,1,Anantapur,5.8,1.7,0,23.4,30.9
Odisha,Cuttack,Athagarh,2,Badabhuin,0.8,0,0,93.2,94
Odisha,Cuttack,Athagarh,3,Bentapada,2.2,2.4,0,18.8,23.4
Odisha,Cuttack,Athagarh,4,Bhogara,0.6,2.2,0,23.1,25.9
Odisha,Cuttack,Athagarh,5,Chhagaon,0,0,0,28.5,28.5
Odisha,Cuttack,Athagarh,6,Dhaipur,0,0,0,49,49
Odisha,Cuttack,Athagarh,7,Dhurusia,0.3,0,0,50.1,50.4
Odisha,Cuttack,Athagarh,8,Dlabhaga,1.5,0,0,31.3,32.8
Odisha,Cuttack,Athagarh,9,Dorada,1.1,0.3,0,40.4,41.8
Odisha,Cuttack,Athagarh,10,Ghantikhala,0,2.9,0,9.2,12.1
Odisha,Cuttack,Athagarh,11,Gobara,1.7,43.3,0,45.6,90.6
Odisha,Cuttack,Athagarh,12,Gurudijhata,1,2.3,0,16,19.3
Odisha,Cuttack,Athagarh,13,Ichhapur,2,0,0,131.5,133.5
Odisha,Cuttack,Athagarh,14,Jenapadadesh,2.1,1.5,0,36.9,40.5
Odisha,Cuttack,Athagarh,15,Joranda,0,0.2,0,14.9,15.1
Odisha,Cuttack,Athagarh,16,Kandarpur,1.3,0,0,23.8,25.1
Odisha,Cuttack,Athagarh,17,Katakiasahi,0.3,0,0,76.2,76.5
Odisha,Cuttack,Athagarh,18,Khandarei,0,3.6,0,38.2,41.8
Odisha,Cuttack,Athagarh,19,Khuntakata,0,0,0,41.5,41.5
Odisha,Cuttack,Athagarh,20,Khuntuni,1,0,1,50.7,52.7
Odisha,Cuttack,Athagarh,21,Kulailo,3,0,0,38.8,41.8
Odisha,Cuttack,Athagarh,22,Kumarpur,18.8,31.3,0,260.7,310.8
Odisha,Cuttack,Athagarh,23,Kuspangi,0.3,0,0,28,28.3
Odisha,Cuttack,Athagarh,24,Mahakalnbasta,3.4,6.7,0,42,52.1
Odisha,Cuttack,Athagarh,25,Mancheaswar,2.8,3,0,11.3,17.1
Odisha,Cuttack,Athagarh,26,Megha,0,0,0,88.4,88.4
Odisha,Cuttack,Athagarh,27,Oranda,3.5,0,0,17,20.5
Odisha,Cuttack,Athagarh,28,Radhagovindapur,0.8,1.5,0,41.3,43.6
Odisha,Cuttack,Athagarh,29,Radhakishorepur,1,0,0,72.1,73.1
Odisha,Cuttack,Athagarh,30,Radhakrushnapur,0.3,4.1,0,0.7,5.1
Odisha,Cuttack,Athagarh,31,Rajnagar,0,0,0,52.7,52.7
Odisha,Cuttack,Athagarh,32,Samsarpur,1.3,0.7,0,46.1,48.1
Odisha,Cuttack,Athagarh,33,Sathilo,2.2,0,0,95.1,97.3
Odisha,Cuttack,Athagarh,34,Tarading,1.3,0,0,29.1,30.4
Odisha,Cuttack,Athagarh,,Total,60.4,107.7,1,1665.6,1834.7
Odisha,Cuttack,Baramba,1,Abhimanpur,1,0.6,0,13.1,14.7
Odisha,Cuttack,Baramba,2,Badabarasing,1,1,0.4,26.2,28.6
Odisha,Cuttack,Baramba,3,Badakambilo,4.7,6.2,0,14.5,25.4
Odisha,Cuttack,Baramba,4,Badamba,5.6,0,0.9,10.6,17.1
Odisha,Cuttack,Baramba,5,Banamalipur,1.4,0,0,46.5,47.9
Odisha,Cuttack,Baramba,6,Bangirisingha,3.6,0,0,164.7,168.3
Odisha,Cuttack,Baramba,7,Beliapal,2,0,0,41.1,43.1
Odisha,Cuttack,Baramba,8,Bhatarika,4.6,0,0,51.2,55.8
Odisha,Cuttack,Baramba,9,Dasarathipur,22.1,0.2,0,68.3,90.6
Odisha,Cuttack,Baramba,10,Diniary,2.9,0,0,63.7,66.6
Odisha,Cuttack,Baramba,11,Godapokhari,0.4,1.2,0,65.7,67.3
Odisha,Cuttack,Baramba,12,Gopalpur,9.9,0,0,32.5,42.4
Odisha,Cuttack,Baramba,13,Gopamathura,0.3,0,0,39.3,39.6
Odisha,Cuttack,Baramba,14,Gopapur,2,0,0,79.2,81.2
Odisha,Cuttack,Baramba,15,Gopinathpur,2.4,1.1,0,45.6,49.1
Odisha,Cuttack,Baramba,16,Janisahi,0,0,0,46.5,46.5
Odisha,Cuttack,Baramba,17,Jhajia,0.3,0,0,23.1,23.4
Odisha,Cuttack,Baramba,18,Jodumu,10.6,0.8,0,60.6,72
Odisha,Cuttack,Baramba,19,Kankadajodi,0,0,0,12.2,12.2
Odisha,Cuttack,Baramba,20,Karadibandha,2.4,1.1,0,28.3,31.8
Odisha,Cuttack,Baramba,21,Kasikiari,0.5,0,0,17.1,17.6
Odisha,Cuttack,Baramba,22,Khuntakata,0.7,0.4,0,81.8,82.9
Odisha,Cuttack,Baramba,23,Koleswar,17.9,0,0,18.9,36.8
Odisha,Cuttack,Baramba,24,Krushnachndrapur,2.9,0,0,32.5,35.4
Odisha,Cuttack,Baramba,25,Kuanrapal,0.7,0.7,0,45.3,46.7
Odisha,Cuttack,Baramba,26,Mahulia,0,0,0,30.2,30.2
Odisha,Cuttack,Baramba,27,Malati,2.4,2.4,0,33,37.8
Odisha,Cuttack,Baramba,28,Manapur,0.3,0.2,0,9.6,10.1
Odisha,Cuttack,Baramba,29,Mangarajpur,2.4,0,0,7.3,9.7
Odisha,Cuttack,Baramba,30,Maniabandha,2.5,2.6,1.6,18.4,25.1
Odisha,Cuttack,Baramba,31,Mugagahira,1.1,0,0,23.9,25
Odisha,Cuttack,Baramba,32,Parajapada,3.2,0,0,31.7,34.9
Odisha,Cuttack,Baramba,33,Ragadipada,0.9,0,0,44.6,45.5
Odisha,Cuttack,Baramba,34,Ratapar,2.3,0,0,249.8,252.1
Odisha,Cuttack,Baramba,35,Sanabarsing,0,2.3,0,7.4,9.7
Odisha,Cuttack,Baramba,36,Sankhamari,0.3,0,0,19,19.3
Odisha,Cuttack,Baramba,37,Santarabali,0,0,0,18.5,18.5
Odisha,Cuttack,Baramba,38,Talamundali,1,0,0,13.7,14.7
Odisha,Cuttack,Baramba,,Total,116.3,20.8,2.9,1635.6,1775.6
Odisha,Cuttack,Banki,1,Anuary,1.2,0,0,16.3,17.5
Odisha,Cuttack,Banki,2,Baideswar,5.2,0.7,0,42,47.9
Odisha,Cuttack,Banki,3,Balabhadrapur,0,0,0,36.8,36.8
Odisha,Cuttack,Banki,4,Bandalo,4.7,0,0,94.5,99.2
Odisha,Cuttack,Banki,5,Baraput,1.2,3.1,0,39.4,43.7
Odisha,Cuttack,Banki,6,Baunsput,2,0,0,87.3,89.3
Odisha,Cuttack,Banki,7,Berhampura,0,0,0,86.6,86.6
Odisha,Cuttack,Banki,8,Golaganda,3.6,0,0,15.3,18.9
Odisha,Cuttack,Banki,9,Jagannathpur,4.9,0.3,0,42.1,47.3
Odisha,Cuttack,Banki,10,Kadalibari,3.3,1.7,0,39.1,44.1
Odisha,Cuttack,Banki,11,Kalapathara,0.9,0,0,44.3,45.2
Odisha,Cuttack,Banki,12,Kalipoi,12.5,5.8,0,75.8,94.1
Odisha,Cuttack,Banki,13,Kanatapahara,1.6,4.6,0,16.1,22.3
Odisha,Cuttack,Banki,14,Kiapala,0,3.8,0,67.4,71.2
Odisha,Cuttack,Banki,15,Nuagaon,0,0,0,8.1,8.1
Odisha,Cuttack,Banki,16,Ostia,0,0,0,75.3,75.3
Odisha,Cuttack,Banki,17,Puincha,0.3,11.2,0,74.3,85.8
Odisha,Cuttack,Banki,18,Ratagada Govindpur,1.4,0,0,54.1,55.5
Odisha,Cuttack,Banki,19,Samantarpur,9.4,2.1,0,37.6,49.1
Odisha,Cuttack,Banki,20,Kendupali,,,,,
Odisha,Cuttack,Banki,,Total,52.2,33.3,0,952.4,1037.9
Odisha,Cuttack,Banki-Dampada,1,Banara,2.4,21.6,0,44.9,68.9
Odisha,Cuttack,Banki-Dampada,2,Bhagipur,8.4,15.9,0,41.3,65.6
Odisha,Cuttack,Banki-Dampada,3,Bilipada,0.3,0,0,30.8,31.1
Odisha,Cuttack,Banki-Dampada,4,Damapada,2.8,9.3,0,13.7,25.8
Odisha,Cuttack,Banki-Dampada,5,Dhansar,0.7,1.7,0,205.9,208.3
Odisha,Cuttack,Banki-Dampada,6,Dulanpur,0,19.7,0,23.7,43.4
Odisha,Cuttack,Banki-Dampada,7,Durgapur,0.8,2.4,0,128.4,131.6
Odisha,Cuttack,Banki-Dampada,8,Gopalpur,1.4,0,0,25.4,26.8
Odisha,Cuttack,Banki-Dampada,9,Govindpur,0.9,0.6,0,34.3,35.8
Odisha,Cuttack,Banki-Dampada,10,Harirajpur,0,0,0,9.7,9.7
Odisha,Cuttack,Banki-Dampada,11,Kuspangi,0,0,0,61.4,61.4
Odisha,Cuttack,Banki-Dampada,12,Naraganga,0,1.2,0,140.6,141.8
Odisha,Cuttack,Banki-Dampada,13,Pathpur,10.8,7.8,0,25,43.6
Odisha,Cuttack,Banki-Dampada,14,Ragadi,0,19.2,0,1.4,20.6
