SL NO. for AC,AC,ULB,Wards of ULBs,District,PCs,Sl. No. of PCs,Notified Area Council (NAC),Municipality (M),Municipal Corporation (MC),Outgrowth (OG)
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.1,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.10,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.11,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.12,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.13,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.14,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.15,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.16,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.17,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.18,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.2,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.3,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.4,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.5,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.6,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.7,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.8,Jajpur,Jajpur (SC),8,,Jajpur (M),,
52,52 Jajpur,Jajpur (M),Jajapur (M) - Ward No.9,Jajpur,Jajpur (SC),8,,Jajpur (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.1,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.10,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.11,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.12,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.13,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.14,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.15,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.16,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.17,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.18,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.19,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.2,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.20,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.21,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.22,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.23,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.24,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.25,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.3,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.4,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.5,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.6,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.7,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.8,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (M),Byasanagar (M) - Ward No.9,Jajpur,Jajpur (SC),8,,Vyasanagar (M),,
53,53 Korei,Vyasanagar (O.G),Educational Area (OG) E.Block No. 62-66 - Ward No.26,Jajpur,Jajpur (SC),8,,,,Vyasanagar (O.G)
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.1,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.10,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.11,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.12,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.13,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.14,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.15,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.16,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.17,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.18,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.19,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.2,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.20,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.21,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.3,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.4,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.5,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.6,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.7,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.8,Anugul,Dhenkanal,9,,Talcher (M),,
60,60 Talcher,Talcher (M),Talcher (M) - Ward No.9,Anugul,Dhenkanal,9,,Talcher (M),,
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.1,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.10,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.11,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.12,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.13,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.14,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.15,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.16,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.17,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.18,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.19,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.2,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.20,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.21,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.22,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.23,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.3,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.4,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.5,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.6,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.7,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.8,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
61,61 Angul,Angul (NAC)+ Nalco (C.T)Nalco C.T,Anugul (M) - Ward No.9,Anugul,Dhenkanal,9,Angul (NAC)+ Nalco (C.T),,,Nalco C.T
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.1,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.10,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.11,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.12,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.13,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.14,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.15,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.16,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.17,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.18,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.19,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.2,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.20,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.21,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal(M)-Ward No. 22,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal(M)-Ward No.23,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.3,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.4,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.5,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.6,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.7,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.8,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
55,55 Dhenkanal,Dhenkanal (M),Dhenkanal (M) - Ward No.9,Dhenkanal,Dhenkanal,9,,Dhenkanal (M),,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No -1,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-10,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-11,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-12,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-13,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-14,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-15,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-16,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No -2,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-3,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-4,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-5,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-6,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-7,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-8,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
56,56 Hindol (SC),Hindol (NAC),Hindol (NAC) - Ward No-9,Dhenkanal,Dhenkanal,9,Hindol (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.1,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.10,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.11,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.12,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.13,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.14,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.15,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.2,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.3,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.4,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.5,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.6,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.7,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.8,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Bhuban (NAC),Bhuban (NAC) - Ward No.9,Dhenkanal,Dhenkanal,9,Bhuban (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.1,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.10,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.11,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.12,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No. 13,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No. 14,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No. 15,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.2,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.3,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.4,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.5,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.6,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.7,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.8,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
57,57 Kamakhyanagar,Kamakhyanagar (NAC),Kamakshyanagar (NAC) - Ward No.9,Dhenkanal,Dhenkanal,9,Kamakhyanagar (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.1,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.10,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.11,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.12,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.2,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.3,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.4,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.5,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.6,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.7,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.8,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
64,64 Birmaharajpur (SC),Binka (NAC),Binika (NAC) - Ward No.9,Sonapur (Subarnapur),Bolangir,10,Binka (NAC),,,
65,65 Sonepur,Tarbha (NAC),Not available,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.1,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.10,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.11,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.12,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.2,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.3,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.4,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.5,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.6,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.7,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.8,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Tarbha (NAC),Tarbha (NAC) - Ward No.9,Sonapur (Subarnapur),Bolangir,10,Tarbha (NAC),,,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.1,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.10,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.11,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.12,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.13,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.14,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No. 15,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.2,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.3,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.4,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.5,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.6,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
65,65 Sonepur,Sonepur (M),Sonapur (M) - Ward No.7,Sonapur (Subarnapur),Bolangir,10,,Sonepur (M),,
