SL NO. for AC,AC,Blocks,Gram Panchayats,Notified Area Council (NAC),Municipality (M),Municipal Corporation (MC),Outgrowth (OG),Wards of ULBs,District,Sl. No. of PCs,PCs,REMARKS
82,82 Baliguda (ST),,,Baliguda (NAC),,,,Baliguda (NAC) - Ward No. 11,Kandhamal(Phulbani),13,Kandhamal,
82,82 Baliguda (ST),,,Baliguda (NAC),,,,Baliguda (NAC) - Ward No. 12,Kandhamal(Phulbani),13,Kandhamal,
82,82 Baliguda (ST),,,Baliguda (NAC),,,,Baliguda (NAC) - Ward No. 13,Kandhamal(Phulbani),13,Kandhamal,
82,82 Baliguda (ST),,,Baliguda (NAC),,,,Baliguda (NAC) - Ward No. 2,Kandhamal(Phulbani),13,Kandhamal,
82,82 Baliguda (ST),,,Baliguda (NAC),,,,Baliguda (NAC) - Ward No. 3,Kandhamal(Phulbani),13,Kandhamal,
82,82 Baliguda (ST),,,Baliguda (NAC),,,,Baliguda (NAC) - Ward No. 4,Kandhamal(Phulbani),13,Kandhamal,
82,82 Baliguda (ST),,,Baliguda (NAC),,,,Baliguda (NAC) - Ward No. 5,Kandhamal(Phulbani),13,Kandhamal,
82,82 Baliguda (ST),,,Baliguda (NAC),,,,Baliguda (NAC) - Ward No. 6,Kandhamal(Phulbani),13,Kandhamal,
82,82 Baliguda (ST),,,Baliguda (NAC),,,,Baliguda (NAC) - Ward No. 7,Kandhamal(Phulbani),13,Kandhamal,
82,82 Baliguda (ST),,,Baliguda (NAC),,,,Baliguda (NAC) - Ward No. 8,Kandhamal(Phulbani),13,Kandhamal,
82,82 Baliguda (ST),,,Baliguda (NAC),,,,Baliguda (NAC) - Ward No. 9,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Raikia,Badabarba,,,,,,Kandhamal(Phulbani),13,Kandhamal,"AC consists of the entire blocks of Raikia Daringbadi, Udayagiri and Tikabali and G.Udayagiri NAC."
83,83 G. Udayagiri (ST),Raikia,Beredakia,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Raikia,DADINGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Raikia,GUMAMAHA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Raikia,INDRAGDA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Raikia,KARADA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Raikia,MANDAKIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Raikia,MANIKESWAR,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Raikia,PETAPANGA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Raikia,RAIKIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Raikia,RANABA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Raikia,SUGUDABADI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,BADABANGA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,BAMUNIGAM,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,BHRAMARABADI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,BUDAGUDA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,DANEKABADI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,DARINGIBADI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,DASINGIBADI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,GADAPUR,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,GREENBADI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,GUMIKIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,HATIMUNDA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,JHINJIRIGUDA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,KATINGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,KIRKUTI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,KUMBHARIGAM,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,Pliheri,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,PORTAMAHA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,SARAMULLI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,SIANGABALLI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,SIMANBADI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,SIRKABARGA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,SONEPUR,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,SRANIKETA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,TAJUNGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Daringbadi,TILLORI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Udayagiri,GRESSINGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Udayagiri,KALINGA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Udayagiri,KATINGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Udayagiri,LINGAGADA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Udayagiri,MALLIKPODI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Udayagiri,RAIKOLA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Udayagiri,RATINGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Udayagiri,TALARIMAHA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.1,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.10,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.11,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.12,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.13,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.2,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.3,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.4,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.5,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.6,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.7,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.8,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),,,G.Udayagiri (NAC),,,,G. Udayagiri (NAC) - Ward No.9,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Tikabali,BODIMUNDA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Tikabali,BURBINAJU,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Tikabali,GADAGUDA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Tikabali,GARDINGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Tikabali,GUTINGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Tikabali,KATIMAHA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Tikabali,KOINJHAR,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Tikabali,PABURIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Tikabali,PADANGI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Tikabali,PIKARADI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
83,83 G. Udayagiri (ST),Tikabali,TIKABALI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Chakapada,ARABAKA,,,,,,Kandhamal(Phulbani),13,Kandhamal,"AC consists of the entire blocks of Chakapada, Phulbani , Khajuripada and Phiringia and Phulbani NAC."
84,84 Phulbani (ST),Chakapada,BAPALMENDI(B),,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Chakapada,Bastingia,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Chakapada,BEHERAGAM,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Chakapada,BRAHMANPAD,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Chakapada,CHAHALI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Chakapada,CHAKAPAD,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Chakapada,KAKHARUJHOLA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Chakapada,KUSUMENDI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Chakapada,LINEPADA(B.MENDI),,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Chakapada,PASSARA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Chakapada,SANKARAKHOLE,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phulbani,ALAMI(LUHURBALI),,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phulbani,BISIPADA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phulbani,DADAKI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phulbani,DUDUKI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phulbani,GANJUGUDA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phulbani,GUMAGARH,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phulbani,JAMJHIRI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phulbani,KATRINGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phulbani,KEREDI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phulbani,MINIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phulbani,TUDIPAJU,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.1,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.10,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.11,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.12,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.13,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.2,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.3,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.4,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.5,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.6,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.7,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.8,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),,,Phulbani (NAC),,,,Phulabani (M) - Ward No.9,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,ADASIPADA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,ARAPAJU,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,BALASAKUMPA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,BILLABADI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,DALAPADA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,DUTIMENDI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,DUTIPADA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,GUDARI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,KHAJURIPADA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,NUAGAM,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,PIRKUDI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,SUDREJU,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,SUDRUKUMPA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Khajuripada,Titrapanga,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,BALANDAPADA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,BANDHAGADA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,BURUNGIJODI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,DIMIRIGUDA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,DINDRIGAM,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,GOCHHAPADA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,JAJESPANGA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,KASINIPADAR,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,KELAPADA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,Koirmandu,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,KRANDIBALLI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,LUISINGI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,NUAPADAR,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,PABINGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,PAHIREJU,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,Pakari,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,PALLA BRUDI,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,Pangauparsahi,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,PHIRINGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,RATANGA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,SADINGIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,SALAGUDA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,Samarbandha,,,,,,Kandhamal(Phulbani),13,Kandhamal,
84,84 Phulbani (ST),Phiringia,TALADANDAKIA,,,,,,Kandhamal(Phulbani),13,Kandhamal,
85,85 Kantamal,Kantamal,AMBAGAON,,,,,,Boudh,13,Kandhamal,AC consists of the entire Kantamal block and parts of Boudh block. 
85,85 Kantamal,Kantamal,BARAGAON,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,BARAGOCHHA,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,BILASPUR,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,DAPALA,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,GHANTAPADA,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,GHIKUNDI,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,GUDVELIPADAR,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,JOGENDRAPUR,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,KANTAMAL,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,KHALIAPALI,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,KHAMANAMUNDA,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,KHATAKHATIA,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,KHUNTIGORA,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,KULTAJORE,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,LAMBASARI,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,MANAMUNDA,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,NARAYANPRASAD,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,PALASAGORA,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,RENGALI,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,RUNDIMAHUL,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,SIMILIPADAR,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,SUNDHIPADAR,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Kantamal,UMA,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Raxa,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Manupali,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Kasurbandh,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Gochhapada,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Baunsuni,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Bohira,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Khaliapali (Purumunda),,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Talasarada,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Mundipadar,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Sagada,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Gundulia,,,,,,Boudh,13,Kandhamal,
85,85 Kantamal,Boudh,Ainlapali,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Boudh,Telibandha,,,,,,Boudh,13,Kandhamal,AC consists of the entire Harbhanga block and parts of Boudh block and Boudhgarh NAC.
86,86 Boudh,Boudh,Khuntabandha,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Boudh,Mursundhi,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Boudh,Badhigam,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Boudh,Mundapada,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Boudh,Baghiapada,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Boudh,Khaliapali,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Boudh,Brahmanipali,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Boudh,Ambajhari,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Boudh,Tikarapada,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Boudh,Padmanapur,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Boudh,Laxmiprasad,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,ADENIGARH,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,BAMANDA,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,BANDHAPATHAR,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,BANIBHUSANAPUR,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,BIRANARASINGHPUR,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,CHHATRANGA,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,DHALPUR,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,HARABHANGA,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,Karanjakata,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,KUSANG,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,LUNIBAHAL,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,Mahalikpada,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,MATHURA,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,Pitambarpur,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,PURUNAKATAK,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,Radhanagar,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,RAMGARH,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,SAMPOCH,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,SANKULOI,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,SARASARA,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,TALAGAON,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,Harbhanga,TILESWAR,,,,,,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.1,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.10,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.11,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.12,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.13,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.14,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.15,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.16,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.17,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.2,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.3,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.4,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.5,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.6,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.7,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.8,Boudh,13,Kandhamal,
86,86 Boudh,,,Boudhgarh (NAC),,,,Boudhgarh (NAC) - Ward No.9,Boudh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,BANIGOCHHA,,,,,,Nayagarh,13,Kandhamal,"AC consists of three entire blocks of Daspalla, Gania and Nuagaon."
121,121 Daspalla (SC),Daspalla,Bhogabadi,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,CHADEYAPALLI,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,DIHAGAON,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,Duda,,,,,,Nayagarh,13,Kandhamal,
121,121 Daspalla (SC),Daspalla,GHOLAHANDI,,,,,,Nayagarh,13,Kandhamal,
