SL NO. for AC,AC,Blocks,Gram Panchayats,Notified Area Council (NAC),Municipality (M),Municipal Corporation (MC),Outgrowth (OG),Wards of ULBs,District,Sl. No. of PCs,PCs,REMARKS
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.10,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.11,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.12,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No. 13,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.2,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.3,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.4,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.5,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.6,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.7,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.8,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.9,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,BAHARAPUR,,,,,,Ganjam,19,Aska,AC consists of entire Dharakote block and  Sanakhemundi block.
130,130 Sanakhemundi,Dharakote,BALARAMPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,BARADABILI,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,DHARAKOTE,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,DHAUGAON,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,G.DAMODARAPALLI,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,JAGAMOHAN,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,JAHADA,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,JHADABANDHA,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,JHARAPARI,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,MACHHAKOTE,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,MANIKYAPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,MUNDAMARAI,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,Olamba,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,RUGUMU,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,SABA,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,SARADHAPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Dharakote,SINGIPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,ADAPADA,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,Ambagam,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,CHHANAMERI,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,CHUDANGAPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,DAYANIDHIPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,DENGADI,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,ERENDRA,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,GANGAPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,GOUTAMI,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,JURA,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,Kalarapadar,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,KANKARADA,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,Kansamari,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,KAUDIA,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,KHALINGI,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,MAULABHANJA,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,Padmapur,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,PATAPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,PATTIGUDA,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,PODAMARI,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,Radhadeipur,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,RAMACHANDRAPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,SAHASPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,SATAPENTHA GOPALPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,SINGIPUR,,,,,,Ganjam,19,Aska,
130,130 Sanakhemundi,Sanakhemundi,T.GOBINDAPUR,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,ALARIGADA,,,,,,Ganjam,19,Aska,"AC consists of entire Sheragada block,  Hinjilicut block and Hinjilicut NAC."
131,131 Hinjili,Sheragada,BANDHAGUDA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,BARAMUNDULI,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,BRAHMANACHAI,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,DENGAPADARA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,DHABALAPUR,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,DHANANTARA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,GOBINDAPUR,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,GOTHAGAM,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,K.KARADAKANA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,KHIRIDA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,KRUSHNACHHAI,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,KULAGADA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,KUMARAPANI,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,KURULA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,MAHUPADAR,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,NARENDRAPUR,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,PITALA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,SHERAGADA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,TAHARA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,TAKARADA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Sheragada,THURUBURAI,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,BADAKHANDI,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,BELGAM,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,BHABANDHA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,BURUPADA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,CHANDULI,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,DARUBHADRA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,DAYAPALLI,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,DHOBADI,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,DURBANDHA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,GANDALA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,KANCHURU,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,KHARIDA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,MAKARAJHOLA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,NANDIKA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,POCHILIMA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,PUTIAPADAR,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,RALABA,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,SAHAPUR,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,SARU,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,SASANAMBAGAM,,,,,,Ganjam,19,Aska,
131,131 Hinjili,Hinjilicut,SIKIRI,,,,,,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.1,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.10,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.11,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.12,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.13,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.14,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.15,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.16,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.17,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.18,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.19,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.2,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.20,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.21,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.3,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.4,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.5,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.6,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.7,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.8,Ganjam,19,Aska,
131,131 Hinjili,,,Hinjilicut (NAC),,,,Hinjilicut (M) - Ward No.9,Ganjam,19,Aska,
127,127 Chhatrapur (SC),Ganjam,HUMMA,,,,,,Ganjam,20,Berhampur,"AC consists of entire Ganjam block and Chhatrapur block,  Chhatrapur NAC, Ganjam NAC and Rambha NAC."
127,127 Chhatrapur (SC),Ganjam,Jharedi Radhagovindapur,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,KAINCHAPUR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,KARAPADA,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,KHANDADEULI,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,MALADA,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,PALANGA,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,PALLIBANDHA,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,POIRASI,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,RAJAPUR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,RAMAGADA(PALURU),,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,SANA RAMCHANDRAPUR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,SANTOSHPUR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,SUBALAYA,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Ganjam,UMURI DHARMASARANPUR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,AGASTINUAGAM,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,ARYAPALLI,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,BADAMADHAPUR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,BAULAGAM,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,BHIKARIPALLI,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,BIPULINGI,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,CHAMAKHANDI,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,CHIKALAKHANDI,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,KALIPALLI,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,KONAMANA,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,LAXMIPUR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,MAHANADAPUR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,NARENDRAPUR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,PODAPADAR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,POTALAMPUR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,Sriramachandrapur,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,SUNDARPUR,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),Chhatrapur,TANGANAPALLI,,,,,,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.1,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.10,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.11,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.12,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No. 13,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No. 14,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.2,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.3,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.4,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.5,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.6,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.7,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.8,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Chhatrapur (NAC),,,,Chhatrapur (NAC) - Ward No.9,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.1,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.10,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.11,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.12,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.2,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.3,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.4,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.5,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.6,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.7,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.8,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Ganjam (NAC),,,,Ganjam (NAC) - Ward No.9,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.1,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.10,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.11,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.12,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.13,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.2,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.3,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.4,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.5,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.6,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.7,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.8,Ganjam,20,Berhampur,
127,127 Chhatrapur (SC),,,Rambha (NAC),,,,Rambha (NAC) - Ward No.9,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,BADAKUSASTALI,,,,,,Ganjam,20,Berhampur,"AC consists of entire Rangailunda block, parts of  Kukudakhandi block,  Gopalpur NAC, and parts of Berhampur Municipality."
132,132 Gopalpur,Rangailunda,BAKSHIPALLI,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,Bhabinipur,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,BISWANATHPUR,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,Chandapur,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,CHIKARADA,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,DURA,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,GANJU,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,GOLABANDHA,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,GOLANTHARA,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,Haladiapadar,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,Hatipada,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,INDRAKHI,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,KAMALAPUR,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,KANISI,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,KARAPALLI,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,KELUAPALLI,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,KOLATHIGAM,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,KOTHARASINGI,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,Laudigam,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,LUHAJHAR,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,MANTRIDI,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,Markandi,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,Mendrajpur,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,NARAYANPUR,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,PADMAPUR,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,PHULTA,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,RANDHA,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,Rangeilunda,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,RANGIPUR,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,SASANAPADARA,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Rangailunda,SATAKUTUNI,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Kukudakhandi,Hugulapatta,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Kukudakhandi,Gurunthi,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Kukudakhandi,Barigan,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,Kukudakhandi,Nimakhandi,,,,,,Ganjam,20,Berhampur,
132,132 Gopalpur,,,Gopalpur(NAC) ,,,,Gopalpur (NAC) - Ward No.1,Ganjam,20,Berhampur,
132,132 Gopalpur,,,Gopalpur(NAC) ,,,,Gopalpur (NAC) - Ward No.10,Ganjam,20,Berhampur,
132,132 Gopalpur,,,Gopalpur(NAC) ,,,,Gopalpur (NAC) - Ward No.11,Ganjam,20,Berhampur,
132,132 Gopalpur,,,Gopalpur(NAC) ,,,,Gopalpur (NAC) - Ward No.2,Ganjam,20,Berhampur,
132,132 Gopalpur,,,Gopalpur(NAC) ,,,,Gopalpur (NAC) - Ward No.3,Ganjam,20,Berhampur,
132,132 Gopalpur,,,Gopalpur(NAC) ,,,,Gopalpur (NAC) - Ward No.4,Ganjam,20,Berhampur,
132,132 Gopalpur,,,Gopalpur(NAC) ,,,,Gopalpur (NAC) - Ward No.5,Ganjam,20,Berhampur,
132,132 Gopalpur,,,Gopalpur(NAC) ,,,,Gopalpur (NAC) - Ward No.6,Ganjam,20,Berhampur,
132,132 Gopalpur,,,Gopalpur(NAC) ,,,,Gopalpur (NAC) - Ward No.7,Ganjam,20,Berhampur,
132,132 Gopalpur,,,Gopalpur(NAC) ,,,,Gopalpur (NAC) - Ward No.8,Ganjam,20,Berhampur,
132,132 Gopalpur,,,Gopalpur(NAC) ,,,,Gopalpur (NAC) - Ward No.9,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.1,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.10,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.11,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.12,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.13,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.14,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.15,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.16,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.17,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.18,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.19,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.2,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.20,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.21,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.22,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.23,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.24,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.28,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.29,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.3,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.30,Ganjam,20,Berhampur,
132,132 Gopalpur,,,,Berhampur (M),,,Brahmapur (M Corp.) - Ward No.31,Ganjam,20,Berhampur,
